数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
49	20-11-4	12-13	8	12	13	8	12	13	4.23	
50	20-11-4	12-19	7	11	12	7	11	12	4.24	
51	20-11-4	12-24	7	11	12	7	11	12	4.25	
52	20-11-4	12-30	8	11	12	8	11	12	4.26	
53	20-11-4	12-35	11	13	14	11	13	14	3.92	
54	20-11-4	12-41	6	10	11	6	10	11	3.91	
55	20-11-4	12-46	6	8	8	6	8	8	3.91	
56	20-11-4	12-52	7	10	11	7	10	11	3.90	
57	20-11-4	12-57	7	10	10	7	10	10	3.90	
58	20-11-4	13-3	10	15	18	10	15	18	3.90	
59	20-11-4	13-9	4	7	8	4	7	8	3.90	
60	20-11-4	13-13	5	7	7	5	7	7	4.31	
61	20-11-4	13-18	4	6	6	4	6	6	4.31	
62	20-11-4	13-24	7	12	14	7	12	14	4.32	
63	20-11-4	13-29	8	12	13	8	12	13	4.33	
64	20-11-4	13-35	7	11	11	7	11	11	4.33	
65	20-11-4	13-40	8	14	15	8	14	15	4.28	
66	20-11-4	13-46	9	14	14	9	14	14	4.24	
67	20-11-4	13-51	8	12	15	8	12	15	4.21	
68	20-11-4	13-57	9	13	13	9	13	13	4.18	
69	20-11-4	14-2	8	13	14	8	13	14	4.17	
70	20-11-4	14-8	8	12	12	8	12	12	4.16	
71	20-11-4	14-13	8	12	12	8	12	12	4.15	
72	20-11-4	14-19	9	13	13	9	13	13	4.15	
73	20-11-4	14-24	7	10	10	7	10	10	4.15	
74	20-11-4	14-30	10	13	13	10	13	13	4.15	
75	20-11-4	14-35	8	12	13	8	12	13	4.15	
76	20-11-4	14-41	8	11	12	8	11	12	4.15	
77	20-11-4	14-46	7	11	12	7	11	12	4.15	
78	20-11-4	14-52	7	9	11	7	9	11	4.15	
79	20-11-4	14-57	6	9	10	6	9	10	4.15	
80	20-11-4	15-3	6	10	10	6	10	10	4.15	
81	20-11-4	15-8	7	10	11	7	10	11	4.15	
82	20-11-4	15-14	6	9	9	6	9	9	4.16	
83	20-11-4	15-19	6	9	9	6	9	9	4.16	
84	20-11-4	15-25	6	9	10	6	9	10	4.16	
85	20-11-4	15-30	5	10	11	5	10	11	4.16	
86	20-11-4	15-36	5	8	9	5	8	9	4.16	
87	20-11-4	15-41	6	9	9	6	9	9	4.16	
88	20-11-4	15-47	6	9	9	6	9	9	4.16	
89	20-11-4	15-52	5	8	9	5	8	9	4.10	
90	20-11-4	15-58	6	9	11	6	9	11	4.09	
91	20-11-4	16-3	7	10	12	7	10	12	4.09	
92	20-11-4	16-9	6	9	9	6	9	9	4.07	
93	20-11-4	16-14	5	7	7	5	7	7	4.07	
94	20-11-4	16-20	6	10	11	6	10	11	4.07	
95	20-11-4	16-25	8	11	11	8	11	11	4.07	
96	20-11-4	16-31	5	9	10	5	9	10	4.07	
97	20-11-4	16-36	5	8	8	5	8	8	4.07	
98	20-11-4	16-38	5	7	7	5	7	7	4.35	
99	20-11-4	16-44	4	6	6	4	6	6	4.22	
100	20-11-4	16-49	4	6	7	4	6	7	4.18	
101	20-11-4	16-55	4	7	8	4	7	8	4.17	
102	20-11-4	17-0	3	6	6	3	6	6	4.18	
103	20-11-4	17-6	3	6	7	3	6	7	4.17	
104	20-11-4	17-11	4	6	6	4	6	6	4.18	
105	20-11-4	17-17	5	8	9	5	8	9	4.17	
106	20-11-4	17-22	4	6	6	4	6	6	4.17	
107	20-11-4	17-28	4	7	7	4	7	7	4.18	
108	20-11-4	17-33	4	7	7	4	7	7	4.18	
109	20-11-4	17-39	5	8	10	5	8	10	4.18	
110	20-11-4	17-44	5	8	8	5	8	8	4.18	
111	20-11-4	17-50	5	9	10	5	9	10	4.18	
112	20-11-4	17-55	5	7	7	5	7	7	4.18	
113	20-11-4	18-1	4	8	10	4	8	10	4.17	
114	20-11-4	18-6	4	6	6	4	6	6	4.16	
115	20-11-4	18-12	4	7	8	4	7	8	4.16	
116	20-11-4	18-17	3	6	6	3	6	6	4.16	
117	20-11-4	18-23	3	6	7	3	6	7	4.16	
118	20-11-4	18-28	5	7	7	5	7	7	4.16	
119	20-11-4	18-34	5	8	8	5	8	8	4.16	
120	20-11-4	18-39	5	7	7	5	7	7	4.16	
121	20-11-4	18-45	4	7	7	4	7	7	4.15	
122	20-11-4	18-50	5	7	7	5	7	7	4.15	
123	20-11-4	18-56	6	9	9	6	9	9	4.15	
124	20-11-4	19-1	5	8	8	5	8	8	4.15	
125	20-11-4	19-7	6	9	10	6	9	10	4.15	
126	20-11-4	19-12	6	9	10	6	9	10	4.15	
127	20-11-4	19-18	6	8	8	6	8	8	4.15	
128	20-11-4	19-23	6	9	9	6	9	9	4.15	
129	20-11-4	19-29	6	10	11	6	10	11	4.15	
130	20-11-4	19-34	7	12	13	7	12	13	4.15	
131	20-11-4	19-40	6	10	10	6	10	10	4.15	
132	20-11-4	19-45	6	10	11	6	10	11	4.13	
133	20-11-4	19-51	6	8	8	6	8	8	4.12	
134	20-11-4	19-56	5	8	9	5	8	9	4.12	
135	20-11-4	20-2	3	6	6	3	6	6	4.12	
136	20-11-4	20-7	4	7	7	4	7	7	4.12	
137	20-11-4	20-13	3	4	4	3	4	4	4.12	
138	20-11-4	20-18	3	5	6	3	5	6	4.12	
139	20-11-4	20-24	2	5	5	2	5	5	4.12	
140	20-11-4	20-29	2	5	6	2	5	6	4.11	
141	20-11-4	20-35	3	6	7	3	6	7	4.11	
142	20-11-4	20-40	4	6	8	4	6	8	4.11	
143	20-11-4	20-46	4	9	9	4	9	9	4.11	
144	20-11-4	20-52	5	8	9	5	8	9	4.10	
145	20-11-4	20-57	5	8	9	5	8	9	4.10	
146	20-11-4	21-3	4	7	7	4	7	7	4.11	
147	20-11-4	21-8	4	7	7	4	7	7	4.10	
148	20-11-4	21-14	4	7	7	4	7	7	4.10	
149	20-11-4	21-19	4	6	7	4	6	7	4.11	
150	20-11-4	21-25	5	9	10	5	9	10	4.10	
151	20-11-4	21-30	5	7	7	5	7	7	4.10	
152	20-11-4	21-36	5	8	8	5	8	8	4.09	
153	20-11-4	21-41	5	9	10	5	9	10	4.09	
154	20-11-4	21-47	6	9	9	6	9	9	4.10	
155	20-11-4	21-52	5	9	10	5	9	10	4.16	
156	20-11-4	21-57	7	11	13	7	11	13	4.17	
157	20-11-4	22-3	6	8	8	6	8	8	4.17	
158	20-11-4	22-8	5	8	9	5	8	9	4.17	
159	20-11-4	22-14	6	9	9	6	9	9	4.17	
160	20-11-4	22-19	6	10	11	6	10	11	4.18	
161	20-11-4	22-25	7	10	11	7	10	11	4.18	
162	20-11-4	22-30	7	10	12	7	10	12	4.18	
163	20-11-4	22-36	9	11	11	9	11	11	4.17	
164	20-11-4	22-41	9	12	13	9	12	13	4.16	
165	20-11-4	22-47	9	13	14	9	13	14	4.16	
166	20-11-4	22-52	10	12	13	10	12	13	4.16	
167	20-11-4	22-58	13	18	18	13	18	18	4.16	
168	20-11-4	23-3	12	15	15	12	15	15	4.16	
169	20-11-4	23-9	8	11	11	8	11	11	4.16	
170	20-11-4	23-14	7	9	10	7	9	10	4.16	
171	20-11-4	23-20	7	10	10	7	10	10	4.16	
172	20-11-4	23-25	7	10	11	7	10	11	4.16	
173	20-11-4	23-31	8	11	14	8	11	14	4.16	
174	20-11-4	23-36	8	12	12	8	12	12	4.16	
175	20-11-4	23-42	8	13	15	8	13	15	4.16	
176	20-11-4	23-47	8	12	13	8	12	13	4.16	
177	20-11-4	23-53	7	13	14	7	13	14	4.16	
178	20-11-4	23-58	9	13	14	9	13	14	4.16	
179	20-11-5	0-4	8	12	13	8	12	13	4.16	
180	20-11-5	0-9	7	10	11	7	10	11	4.16	
181	20-11-5	0-15	5	10	11	5	10	11	4.16	
182	20-11-5	0-20	7	10	10	7	10	10	4.16	
183	20-11-5	0-26	8	11	11	8	11	11	4.16	
184	20-11-5	0-31	6	10	11	6	10	11	4.16	
185	20-11-5	0-37	5	8	9	5	8	9	4.16	
186	20-11-5	0-42	4	8	8	4	8	8	4.16	
187	20-11-5	0-48	5	7	7	5	7	7	4.16	
188	20-11-5	0-53	4	6	7	4	6	7	4.16	
189	20-11-5	0-59	4	8	8	4	8	8	4.16	
190	20-11-5	1-4	4	8	9	4	8	9	4.16	
191	20-11-5	1-10	6	9	9	6	9	9	4.16	
192	20-11-5	1-15	4	8	8	4	8	8	4.16	
193	20-11-5	1-21	4	7	7	4	7	7	4.16	
194	20-11-5	1-26	5	8	9	5	8	9	4.16	
195	20-11-5	1-32	6	9	11	6	9	11	4.16	
196	20-11-5	1-37	5	8	10	5	8	10	4.16	
197	20-11-5	1-43	7	10	12	7	10	12	4.16	
198	20-11-5	1-48	5	8	8	5	8	8	4.16	
199	20-11-5	1-54	5	10	10	5	10	10	4.16	
200	20-11-5	1-59	6	9	9	6	9	9	4.16	
201	20-11-5	2-5	6	9	10	6	9	10	4.15	
202	20-11-5	2-10	5	7	8	5	7	8	4.15	
203	20-11-5	2-16	5	9	9	5	9	9	4.15	
204	20-11-5	2-21	5	8	8	5	8	8	4.15	
205	20-11-5	2-27	6	9	10	6	9	10	4.15	
206	20-11-5	2-32	6	9	10	6	9	10	4.15	
207	20-11-5	2-38	6	10	10	6	10	10	4.15	
208	20-11-5	2-43	6	9	9	6	9	9	4.15	
209	20-11-5	2-49	6	7	8	6	7	8	4.15	
210	20-11-5	2-54	6	10	10	6	10	10	4.15	
211	20-11-5	3-0	6	9	10	6	9	10	4.15	
212	20-11-5	3-5	6	8	8	6	8	8	4.15	
213	20-11-5	3-11	6	10	11	6	10	11	4.15	
214	20-11-5	3-16	5	7	8	5	7	8	4.15	
215	20-11-5	3-22	4	8	8	4	8	8	4.15	
216	20-11-5	3-27	6	10	10	6	10	10	4.15	
217	20-11-5	3-33	5	9	10	5	9	10	4.15	
218	20-11-5	3-38	6	9	9	6	9	9	4.15	
219	20-11-5	3-44	7	9	9	7	9	9	4.15	
220	20-11-5	3-49	5	8	8	5	8	8	4.15	
221	20-11-5	3-55	5	7	7	5	7	7	4.15	
222	20-11-5	4-0	5	8	8	5	8	8	4.15	
223	20-11-5	4-6	6	9	9	6	9	9	4.15	
224	20-11-5	4-11	5	7	8	5	7	8	4.15	
225	20-11-5	4-17	6	9	9	6	9	9	4.15	
226	20-11-5	4-22	5	8	8	5	8	8	4.15	
227	20-11-5	4-28	5	8	10	5	8	10	4.15	
228	20-11-5	4-33	5	8	8	5	8	8	4.15	
229	20-11-5	4-39	4	7	7	4	7	7	4.15	
230	20-11-5	4-44	4	7	7	4	7	7	4.15	
231	20-11-5	4-50	4	7	7	4	7	7	4.15	
232	20-11-5	4-55	4	7	8	4	7	8	4.15	
233	20-11-5	5-1	4	8	9	4	8	9	4.15	
234	20-11-5	5-6	4	8	8	4	8	8	4.15	
235	20-11-5	5-12	4	6	6	4	6	6	4.15	
236	20-11-5	5-17	4	6	7	4	6	7	4.15	
237	20-11-5	5-23	3	6	6	3	6	6	4.15	
238	20-11-5	5-28	3	6	8	3	6	8	4.15	
239	20-11-5	5-34	4	6	6	4	6	6	4.15	
240	20-11-5	5-40	4	7	8	4	7	8	4.15	
241	20-11-5	5-45	3	5	5	3	5	5	4.15	
242	20-11-5	5-51	4	6	6	4	6	6	4.15	
243	20-11-5	5-56	3	6	6	3	6	6	4.15	
244	20-11-5	6-2	4	7	7	4	7	7	4.15	
245	20-11-5	6-7	3	7	8	3	7	8	4.15	
246	20-11-5	6-13	3	6	8	3	6	8	4.15	
247	20-11-5	6-18	4	6	6	4	6	6	4.15	
248	20-11-5	6-24	4	6	7	4	6	7	4.15	
249	20-11-5	6-29	4	7	7	4	7	7	4.15	
250	20-11-5	6-35	6	9	9	6	9	9	4.15	
251	20-11-5	6-40	4	6	7	4	6	7	4.15	
252	20-11-5	6-46	5	8	8	5	8	8	4.15	
253	20-11-5	6-51	4	6	7	4	6	7	4.15	
254	20-11-5	6-57	4	7	8	4	7	8	4.15	
255	20-11-5	7-2	5	7	8	5	7	8	4.15	
256	20-11-5	7-8	6	9	9	6	9	9	4.15	
257	20-11-5	7-13	5	8	8	5	8	8	4.15	
258	20-11-5	7-19	5	7	7	5	7	7	4.15	
259	20-11-5	7-24	5	7	7	5	7	7	4.15	
260	20-11-5	7-30	6	10	10	6	10	10	4.15	
261	20-11-5	7-35	5	9	10	5	9	10	4.15	
262	20-11-5	7-41	7	11	12	7	11	12	4.15	
263	20-11-5	7-46	6	9	10	6	9	10	4.15	
264	20-11-5	7-52	5	8	9	5	8	9	4.13	
265	20-11-5	7-57	4	7	7	4	7	7	4.12	
266	20-11-5	8-3	5	8	9	5	8	9	4.12	
267	20-11-5	8-8	5	9	10	5	9	10	4.10	
268	20-11-5	8-14	4	8	8	4	8	8	4.12	
269	20-11-5	8-19	5	8	9	5	8	9	4.12	
270	20-11-5	8-25	6	9	9	6	9	9	4.12	
271	20-11-5	8-30	6	10	11	6	10	11	4.12	
272	20-11-5	8-36	5	9	11	5	9	11	4.11	
273	20-11-5	8-41	5	7	7	5	7	7	4.12	
274	20-11-5	8-47	5	9	10	5	9	10	4.11	
275	20-11-5	8-52	8	11	13	8	11	13	4.11	
276	20-11-5	8-58	6	10	12	6	10	12	4.11	
277	20-11-5	9-3	6	10	12	6	10	12	4.11	
278	20-11-5	9-9	4	9	9	4	9	9	4.09	
279	20-11-5	9-15	5	8	9	5	8	9	4.11	
280	20-11-5	9-20	5	8	9	5	8	9	4.10	
281	20-11-5	9-26	6	9	9	6	9	9	4.10	
282	20-11-5	9-31	5	8	8	5	8	8	4.09	
283	20-11-5	9-37	5	9	9	5	9	9	4.09	
284	20-11-5	9-42	6	9	11	6	9	11	4.11	
285	20-11-5	9-48	5	8	8	5	8	8	4.09	
286	20-11-5	9-53	5	7	8	5	7	8	4.09	
287	20-11-5	9-59	4	7	9	4	7	9	4.10	
288	20-11-5	10-4	4	9	12	4	9	12	4.09	
289	20-11-5	10-10	6	9	9	6	9	9	4.11	
290	20-11-5	10-15	4	7	7	4	7	7	4.09	
291	20-11-5	10-21	5	8	8	5	8	8	4.07	
292	20-11-5	10-26	6	9	9	6	9	9	4.09	
293	20-11-5	10-32	6	8	9	6	8	9	4.09	
294	20-11-5	10-38	6	9	10	6	9	10	4.09	
295	20-11-5	10-43	5	9	9	5	9	9	4.09	
296	20-11-5	10-49	5	8	8	5	8	8	4.08	
297	20-11-5	10-54	5	9	9	5	9	9	4.06	
298	20-11-5	11-0	5	7	7	5	7	7	4.08	
299	20-11-5	11-5	5	8	9	5	8	9	4.06	
300	20-11-5	11-11	6	9	9	6	9	9	4.06	
301	20-11-5	11-16	5	8	8	5	8	8	4.09	
302	20-11-5	11-22	6	9	10	6	9	10	4.08	
303	20-11-5	11-27	7	10	10	7	10	10	4.08	
304	20-11-5	11-33	5	7	8	5	7	8	4.08	
305	20-11-5	11-38	6	10	10	6	10	10	4.08	
306	20-11-5	11-44	7	10	12	7	10	12	4.07	
307	20-11-5	11-49	7	13	13	7	13	13	4.07	
308	20-11-5	11-55	7	11	12	7	11	12	4.07	
309	20-11-5	12-0	8	12	13	8	12	13	4.07	
310	20-11-5	12-6	7	10	11	7	10	11	4.07	
311	20-11-5	12-12	5	9	9	5	9	9	4.07	
312	20-11-5	12-17	6	8	9	6	8	9	4.07	
313	20-11-5	12-23	6	9	9	6	9	9	4.07	
314	20-11-5	12-28	7	10	10	7	10	10	4.07	
315	20-11-5	12-34	5	8	10	5	8	10	4.07	
316	20-11-5	12-39	6	10	10	6	10	10	4.07	
317	20-11-5	12-45	6	8	8	6	8	8	4.07	
318	20-11-5	12-50	6	9	10	6	9	10	4.07	
319	20-11-5	12-56	7	10	10	7	10	10	4.07	
320	20-11-5	12-58	8	11	12	8	11	12	4.18	
321	20-11-5	13-3	7	10	10	7	10	10	4.20	
322	20-11-5	13-9	9	11	11	9	11	11	4.17	
323	20-11-5	13-14	8	11	11	8	11	11	4.17	
324	20-11-5	13-20	6	9	9	6	9	9	4.17	
325	20-11-5	13-25	9	12	12	9	12	12	4.17	
326	20-11-5	13-31	7	11	11	7	11	11	4.17	
327	20-11-5	13-36	8	11	13	8	11	13	4.18	
328	20-11-5	13-42	7	10	11	7	10	11	4.18	
329	20-11-5	13-47	6	11	12	6	11	12	4.18	
330	20-11-5	13-53	6	8	8	6	8	8	4.18	
331	20-11-5	13-58	6	9	9	6	9	9	4.17	
332	20-11-5	14-4	6	8	9	6	8	9	4.16	
333	20-11-5	14-9	5	7	7	5	7	7	4.16	
334	20-11-5	14-15	5	8	8	5	8	8	4.16	
335	20-11-5	14-20	5	7	7	5	7	7	4.16	
336	20-11-5	14-26	5	7	8	5	7	8	4.16	
337	20-11-5	14-31	6	9	10	6	9	10	4.16	
338	20-11-5	14-37	6	8	8	6	8	8	4.16	
339	20-11-5	14-42	7	10	12	7	10	12	4.16	
340	20-11-5	14-48	6	8	10	6	8	10	4.16	
341	20-11-5	14-53	6	11	11	6	11	11	4.16	
342	20-11-5	14-59	6	10	10	6	10	10	4.16	
343	20-11-5	15-4	7	10	11	7	10	11	4.16	
344	20-11-5	15-10	5	9	9	5	9	9	4.16	
345	20-11-5	15-15	6	9	9	6	9	9	4.16	
346	20-11-5	15-21	6	9	9	6	9	9	4.16	
347	20-11-5	15-26	8	11	11	8	11	11	4.16	
348	20-11-5	15-32	6	10	10	6	10	10	4.16	
349	20-11-5	15-37	6	10	10	6	10	10	4.16	
350	20-11-5	15-43	7	10	12	7	10	12	4.16	
351	20-11-5	15-48	8	12	12	8	12	12	4.16	
352	20-11-5	15-54	8	11	12	8	11	12	4.16	
353	20-11-5	15-59	9	11	12	9	11	12	4.16	
354	20-11-5	16-5	7	11	12	7	11	12	4.16	
355	20-11-5	16-10	8	11	11	8	11	11	4.16	
356	20-11-5	16-16	7	10	10	7	10	10	4.16	
357	20-11-5	16-21	6	9	9	6	9	9	4.16	
358	20-11-5	16-27	6	10	12	6	10	12	4.16	
359	20-11-5	16-33	6	10	10	6	10	10	4.16	
360	20-11-5	16-38	6	9	9	6	9	9	4.16	
361	20-11-5	16-44	8	12	12	8	12	12	4.16	
362	20-11-5	16-49	8	10	11	8	10	11	4.16	
363	20-11-5	16-55	6	9	10	6	9	10	4.16	
364	20-11-5	17-0	7	10	10	7	10	10	4.16	
365	20-11-5	17-6	7	10	11	7	10	11	4.16	
366	20-11-5	17-11	7	11	11	7	11	11	4.16	
367	20-11-5	17-17	7	10	12	7	10	12	4.16	
368	20-11-5	17-22	6	10	12	6	10	12	4.16	
369	20-11-5	17-28	7	10	11	7	10	11	4.16	
370	20-11-5	17-33	7	11	11	7	11	11	4.16	
371	20-11-5	17-39	7	11	11	7	11	11	4.16	
372	20-11-5	17-44	6	10	10	6	10	10	4.16	
373	20-11-5	17-50	8	11	12	8	11	12	4.16	
374	20-11-5	17-55	7	11	12	7	11	12	4.16	
375	20-11-5	18-1	8	10	11	8	10	11	4.16	
376	20-11-5	18-6	6	10	10	6	10	10	4.16	
377	20-11-5	18-12	8	11	11	8	11	11	4.16	
378	20-11-5	18-17	8	12	12	8	12	12	4.16	
379	20-11-5	18-23	8	12	12	8	12	12	4.16	
380	20-11-5	18-28	9	12	13	9	12	13	4.16	
381	20-11-5	18-34	7	10	11	7	10	11	4.16	
382	20-11-5	18-39	7	11	12	7	11	12	4.16	
383	20-11-5	18-45	8	12	12	8	12	12	4.16	
384	20-11-5	18-50	9	12	16	9	12	16	4.16	
385	20-11-5	18-56	8	11	11	8	11	11	4.16	
386	20-11-5	19-1	7	10	11	7	10	11	4.16	
387	20-11-5	19-7	7	11	12	7	11	12	4.16	
388	20-11-5	19-12	7	10	10	7	10	10	4.16	
389	20-11-5	19-18	7	10	11	7	10	11	4.16	
390	20-11-5	19-23	7	11	12	7	11	12	4.16	
391	20-11-5	19-29	8	12	12	8	12	12	4.16	
392	20-11-5	19-34	9	12	12	9	12	12	4.16	
393	20-11-5	19-40	9	14	15	9	14	15	4.16	
394	20-11-5	19-45	10	14	14	10	14	14	4.16	
395	20-11-5	19-51	8	12	13	8	12	13	4.16	
396	20-11-5	19-56	8	13	13	8	13	13	4.16	
397	20-11-5	20-2	9	13	14	9	13	14	4.16	
398	20-11-5	20-7	9	13	14	9	13	14	4.16	
399	20-11-5	20-13	9	14	15	9	14	15	4.16	
400	20-11-5	20-18	8	11	13	8	11	13	4.16	
401	20-11-5	20-24	8	12	12	8	12	12	4.16	
402	20-11-5	20-29	9	14	15	9	14	15	4.16	
403	20-11-5	20-35	9	13	15	9	13	15	4.16	
404	20-11-5	20-40	11	15	15	11	15	15	4.13	
405	20-11-5	20-46	10	14	15	10	14	15	4.13	
406	20-11-5	20-51	11	16	17	11	16	17	4.13	
407	20-11-5	20-57	10	16	19	10	16	19	4.13	
408	20-11-5	21-2	11	14	14	11	14	14	4.13	
409	20-11-5	21-8	12	16	18	12	16	18	4.13	
410	20-11-5	21-13	12	16	16	12	16	16	4.12	
411	20-11-5	21-19	13	18	18	13	18	18	4.12	
412	20-11-5	21-24	12	17	20	12	17	20	4.11	
413	20-11-5	21-30	13	17	18	13	17	18	4.12	
414	20-11-5	21-35	11	16	17	11	16	17	4.12	
415	20-11-5	21-41	11	15	16	11	15	16	4.11	
416	20-11-5	21-47	12	17	19	12	17	19	4.11	
417	20-11-5	21-52	12	16	17	12	16	17	4.11	
418	20-11-5	21-58	11	15	15	11	15	15	4.11	
419	20-11-5	22-3	11	15	16	11	15	16	4.11	
420	20-11-5	22-9	12	16	18	12	16	18	4.10	
421	20-11-5	22-14	10	15	15	10	15	15	4.11	
422	20-11-5	22-20	9	12	13	9	12	13	4.10	
423	20-11-5	22-25	8	12	12	8	12	12	4.10	
424	20-11-5	22-31	7	13	13	7	13	13	4.10	
425	20-11-5	22-36	9	13	13	9	13	13	4.10	
426	20-11-5	22-42	6	10	10	6	10	10	4.10	
427	20-11-5	22-47	7	11	11	7	11	11	4.10	
428	20-11-5	22-53	8	11	11	8	11	11	4.10	
429	20-11-5	22-58	10	13	13	10	13	13	4.10	
430	20-11-5	23-4	8	11	13	8	11	13	4.10	
431	20-11-5	23-10	10	14	17	10	14	17	4.10	
432	20-11-5	23-15	8	10	11	8	10	11	4.09	
433	20-11-5	23-21	8	13	16	8	13	16	4.09	
434	20-11-5	23-26	10	14	17	10	14	17	4.09	
435	20-11-5	23-32	7	10	10	7	10	10	4.09	
436	20-11-5	23-37	7	11	12	7	11	12	4.09	
437	20-11-5	23-43	6	9	9	6	9	9	4.09	
438	20-11-5	23-48	7	10	12	7	10	12	4.09	
439	20-11-5	23-54	10	15	15	10	15	15	4.08	
440	20-11-5	23-59	7	11	11	7	11	11	4.08	
441	20-11-6	0-5	8	12	13	8	12	13	4.08	
442	20-11-6	0-10	9	14	15	9	14	15	4.08	
443	20-11-6	0-16	6	9	10	6	9	10	4.08	
444	20-11-6	0-21	8	12	13	8	12	13	4.06	
445	20-11-6	0-27	8	10	11	8	10	11	4.08	
446	20-11-6	0-32	10	14	15	10	14	15	4.08	
447	20-11-6	0-38	7	10	10	7	10	10	4.07	
448	20-11-6	0-44	10	13	14	10	13	14	4.07	
449	20-11-6	0-49	9	14	15	9	14	15	4.05	
450	20-11-6	0-55	8	12	13	8	12	13	4.08	
451	20-11-6	1-0	7	9	10	7	9	10	4.07	
452	20-11-6	1-6	11	14	14	11	14	14	4.07	
453	20-11-6	1-11	11	14	17	11	14	17	4.07	
454	20-11-6	1-17	11	15	17	11	15	17	4.07	
455	20-11-6	1-22	11	15	16	11	15	16	4.07	
456	20-11-6	1-28	14	19	19	14	19	19	4.06	
457	20-11-6	1-33	13	19	20	13	19	20	4.07	
458	20-11-6	1-37	14	19	20	14	19	20	4.30	
459	20-11-6	1-42	11	15	17	11	15	17	4.19	
460	20-11-6	1-48	11	15	15	11	15	15	4.18	
461	20-11-6	1-53	13	19	20	13	19	20	4.17	
462	20-11-6	1-59	12	17	18	12	17	18	4.17	
463	20-11-6	2-4	12	17	18	12	17	18	4.17	
464	20-11-6	2-10	12	17	17	12	17	17	4.17	
465	20-11-6	2-15	12	17	18	12	17	18	4.18	
466	20-11-6	2-21	13	17	17	13	17	17	4.18	
467	20-11-6	2-26	11	16	17	11	16	17	4.18	
468	20-11-6	2-32	11	17	17	11	17	17	4.17	
469	20-11-6	2-37	12	18	18	12	18	18	4.16	
470	20-11-6	2-43	11	16	17	11	16	17	4.16	
471	20-11-6	2-48	11	17	17	11	17	17	4.16	
472	20-11-6	2-54	11	16	19	11	16	19	4.16	
473	20-11-6	2-59	12	17	17	12	17	17	4.16	
474	20-11-6	3-5	12	16	16	12	16	16	4.16	
475	20-11-6	3-10	12	17	18	12	17	18	4.16	
476	20-11-6	3-16	12	17	18	12	17	18	4.16	
477	20-11-6	3-21	12	18	19	12	18	19	4.16	
