数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
207	20-11-4	19-19	7	9	9	7	9	9	4.21	
208	20-11-4	19-25	7	10	10	7	10	10	4.21	
209	20-11-4	19-30	7	10	11	7	10	11	4.21	
210	20-11-4	19-36	7	11	11	7	11	11	4.21	
211	20-11-4	19-41	8	11	11	8	11	11	4.21	
212	20-11-4	19-47	7	9	9	7	9	9	4.21	
213	20-11-4	19-52	8	11	11	8	11	11	4.21	
214	20-11-4	19-58	7	10	11	7	10	11	4.22	
215	20-11-4	20-3	8	10	11	8	10	11	4.22	
216	20-11-4	20-9	8	11	11	8	11	11	4.22	
217	20-11-4	20-14	7	10	10	7	10	10	4.22	
218	20-11-4	20-20	8	11	11	8	11	11	4.22	
219	20-11-4	20-25	7	10	10	7	10	10	4.21	
220	20-11-4	20-31	7	10	12	7	10	12	4.20	
221	20-11-4	20-36	8	11	11	8	11	11	4.20	
222	20-11-4	20-42	7	10	11	7	10	11	4.20	
223	20-11-4	20-47	8	11	11	8	11	11	4.20	
224	20-11-4	20-53	6	9	9	6	9	9	4.20	
225	20-11-4	20-58	8	11	11	8	11	11	4.20	
226	20-11-4	21-4	7	10	11	7	10	11	4.20	
227	20-11-4	21-9	8	11	11	8	11	11	4.20	
228	20-11-4	21-15	9	12	13	9	12	13	4.20	
229	20-11-4	21-20	7	11	11	7	11	11	4.20	
230	20-11-4	21-26	8	11	13	8	11	13	4.20	
231	20-11-4	21-31	7	10	11	7	10	11	4.20	
232	20-11-4	21-37	8	12	12	8	12	12	4.20	
233	20-11-4	21-42	7	10	11	7	10	11	4.20	
234	20-11-4	21-48	8	10	11	8	10	11	4.20	
235	20-11-4	21-53	8	11	11	8	11	11	4.20	
236	20-11-4	21-59	8	13	13	8	13	13	4.20	
237	20-11-4	22-4	8	11	12	8	11	12	4.20	
238	20-11-4	22-10	8	11	11	8	11	11	4.20	
239	20-11-4	22-15	9	12	12	9	12	12	4.20	
240	20-11-4	22-21	9	12	14	9	12	14	4.20	
241	20-11-4	22-26	9	11	12	9	11	12	4.20	
242	20-11-4	22-32	8	11	12	8	11	12	4.20	
243	20-11-4	22-37	9	13	13	9	13	13	4.20	
244	20-11-4	22-43	8	13	14	8	13	14	4.20	
245	20-11-4	22-48	9	12	12	9	12	12	4.20	
246	20-11-4	22-54	10	13	14	10	13	14	4.20	
247	20-11-4	22-59	9	12	12	9	12	12	4.19	
248	20-11-4	23-5	10	13	13	10	13	13	4.19	
249	20-11-4	23-10	9	12	13	9	12	13	4.17	
250	20-11-4	23-16	10	13	13	10	13	13	4.17	
251	20-11-4	23-21	13	18	18	13	18	18	4.18	
252	20-11-4	23-27	12	15	15	12	15	15	4.17	
253	20-11-4	23-32	12	15	15	12	15	15	4.17	
254	20-11-4	23-38	10	15	15	10	15	15	4.17	
255	20-11-4	23-44	10	14	14	10	14	14	4.16	
256	20-11-4	23-49	11	15	15	11	15	15	4.16	
257	20-11-4	23-55	10	15	16	10	15	16	4.16	
258	20-11-5	0-0	11	15	15	11	15	15	4.16	
259	20-11-5	0-6	10	14	15	10	14	15	4.15	
260	20-11-5	0-11	10	14	15	10	14	15	4.16	
261	20-11-5	0-17	11	15	15	11	15	15	4.16	
262	20-11-5	0-18	10	15	16	10	15	16	4.21	
263	20-11-5	0-23	11	13	14	11	13	14	4.21	
264	20-11-5	0-29	11	13	13	11	13	13	4.22	
265	20-11-5	0-34	11	16	17	11	16	17	4.22	
266	20-11-5	0-40	10	14	16	10	14	16	4.22	
267	20-11-5	0-45	11	15	15	11	15	15	4.21	
268	20-11-5	0-51	11	13	13	11	13	13	4.20	
269	20-11-5	0-56	11	14	14	11	14	14	4.20	
270	20-11-5	1-2	11	13	13	11	13	13	4.20	
271	20-11-5	1-7	12	14	14	12	14	14	4.20	
272	20-11-5	1-13	10	13	14	10	13	14	4.20	
273	20-11-5	1-18	11	14	14	11	14	14	4.20	
274	20-11-5	1-24	10	13	14	10	13	14	4.20	
275	20-11-5	1-29	10	14	14	10	14	14	4.20	
276	20-11-5	1-35	12	16	16	12	16	16	4.20	
277	20-11-5	1-40	10	14	14	10	14	14	4.20	
278	20-11-5	1-46	10	14	15	10	14	15	4.20	
279	20-11-5	1-51	10	12	12	10	12	12	4.20	
280	20-11-5	1-57	11	13	13	11	13	13	4.20	
281	20-11-5	2-2	11	14	14	11	14	14	4.20	
282	20-11-5	2-8	11	14	14	11	14	14	4.20	
283	20-11-5	2-13	10	13	14	10	13	14	4.20	
284	20-11-5	2-19	10	13	13	10	13	13	4.20	
285	20-11-5	2-24	10	12	12	10	12	12	4.20	
286	20-11-5	2-30	10	13	14	10	13	14	4.20	
287	20-11-5	2-35	10	12	13	10	12	13	4.20	
288	20-11-5	2-41	9	13	13	9	13	13	4.20	
289	20-11-5	2-46	11	14	15	11	14	15	4.20	
290	20-11-5	2-52	10	13	13	10	13	13	4.20	
291	20-11-5	2-57	11	14	14	11	14	14	4.20	
292	20-11-5	3-3	9	12	12	9	12	12	4.20	
293	20-11-5	3-8	11	15	15	11	15	15	4.20	
294	20-11-5	3-14	8	11	11	8	11	11	4.20	
295	20-11-5	3-19	9	12	13	9	12	13	4.20	
296	20-11-5	3-25	10	13	14	10	13	14	4.20	
297	20-11-5	3-30	8	11	11	8	11	11	4.20	
298	20-11-5	3-36	10	13	14	10	13	14	4.20	
299	20-11-5	3-41	9	12	13	9	12	13	4.20	
300	20-11-5	3-47	9	13	14	9	13	14	4.20	
301	20-11-5	3-52	9	11	12	9	11	12	4.20	
302	20-11-5	3-58	9	11	11	9	11	11	4.20	
303	20-11-5	4-3	9	12	12	9	12	12	4.20	
304	20-11-5	4-9	9	12	12	9	12	12	4.20	
305	20-11-5	4-14	8	9	10	8	9	10	4.20	
306	20-11-5	4-20	8	10	10	8	10	10	4.20	
307	20-11-5	4-25	7	9	9	7	9	9	4.20	
308	20-11-5	4-31	8	11	11	8	11	11	4.20	
309	20-11-5	4-36	8	11	11	8	11	11	4.20	
310	20-11-5	4-42	8	11	11	8	11	11	4.20	
311	20-11-5	4-47	8	10	10	8	10	10	4.20	
312	20-11-5	4-53	7	9	10	7	9	10	4.20	
313	20-11-5	4-58	7	9	10	7	9	10	4.20	
314	20-11-5	5-4	7	9	11	7	9	11	4.20	
315	20-11-5	5-9	7	11	11	7	11	11	4.20	
316	20-11-5	5-15	7	9	9	7	9	9	4.20	
317	20-11-5	5-20	8	10	10	8	10	10	4.20	
318	20-11-5	5-26	8	12	12	8	12	12	4.20	
319	20-11-5	5-31	7	10	11	7	10	11	4.20	
320	20-11-5	5-37	9	10	11	9	10	11	4.20	
321	20-11-5	5-42	7	9	9	7	9	9	4.20	
322	20-11-5	5-48	7	9	10	7	9	10	4.20	
323	20-11-5	5-53	7	9	9	7	9	9	4.20	
324	20-11-5	5-59	8	11	11	8	11	11	4.20	
325	20-11-5	6-4	7	9	10	7	9	10	4.20	
326	20-11-5	6-10	7	8	8	7	8	8	4.20	
327	20-11-5	6-16	6	9	10	6	9	10	4.20	
328	20-11-5	6-21	8	10	10	8	10	10	4.20	
329	20-11-5	6-27	6	8	9	6	8	9	4.20	
330	20-11-5	6-32	8	10	10	8	10	10	4.20	
331	20-11-5	6-38	8	10	11	8	10	11	4.20	
332	20-11-5	6-43	8	10	10	8	10	10	4.20	
333	20-11-5	6-49	8	10	10	8	10	10	4.20	
334	20-11-5	6-54	7	9	9	7	9	9	4.20	
335	20-11-5	7-0	7	10	10	7	10	10	4.20	
336	20-11-5	7-5	6	9	9	6	9	9	4.20	
337	20-11-5	7-11	6	8	9	6	8	9	4.20	
338	20-11-5	7-16	7	9	9	7	9	9	4.20	
339	20-11-5	7-22	6	9	10	6	9	10	4.20	
340	20-11-5	7-27	8	11	11	8	11	11	4.20	
341	20-11-5	7-33	7	10	10	7	10	10	4.20	
342	20-11-5	7-38	8	10	10	8	10	10	4.20	
343	20-11-5	7-44	6	10	10	6	10	10	4.20	
344	20-11-5	7-49	7	9	9	7	9	9	4.20	
345	20-11-5	7-55	6	9	9	6	9	9	4.20	
346	20-11-5	8-0	7	10	11	7	10	11	4.20	
347	20-11-5	8-6	8	11	14	8	11	14	4.20	
348	20-11-5	8-11	7	10	12	7	10	12	4.20	
349	20-11-5	8-17	6	8	9	6	8	9	4.20	
350	20-11-5	8-22	8	11	11	8	11	11	4.20	
351	20-11-5	8-28	6	9	10	6	9	10	4.20	
352	20-11-5	8-33	7	9	10	7	9	10	4.20	
353	20-11-5	8-39	8	10	11	8	10	11	4.20	
354	20-11-5	8-44	7	9	9	7	9	9	4.20	
355	20-11-5	8-50	9	11	12	9	11	12	4.20	
356	20-11-5	8-55	6	8	9	6	8	9	4.20	
357	20-11-5	9-1	8	10	10	8	10	10	4.20	
358	20-11-5	9-6	7	10	10	7	10	10	4.20	
359	20-11-5	9-12	6	9	9	6	9	9	4.20	
360	20-11-5	9-17	8	10	10	8	10	10	4.20	
361	20-11-5	9-23	7	10	11	7	10	11	4.20	
362	20-11-5	9-28	7	10	10	7	10	10	4.20	
363	20-11-5	9-34	8	11	12	8	11	12	4.20	
364	20-11-5	9-39	8	10	10	8	10	10	4.20	
365	20-11-5	9-45	8	11	12	8	11	12	4.20	
366	20-11-5	9-50	9	11	13	9	11	13	4.20	
367	20-11-5	9-56	8	10	10	8	10	10	4.20	
368	20-11-5	10-1	9	12	12	9	12	12	4.20	
369	20-11-5	10-7	8	11	12	8	11	12	4.20	
370	20-11-5	10-12	9	11	12	9	11	12	4.20	
371	20-11-5	10-18	8	10	10	8	10	10	4.20	
372	20-11-5	10-23	9	12	12	9	12	12	4.20	
373	20-11-5	10-29	8	10	10	8	10	10	4.20	
374	20-11-5	10-34	9	11	12	9	11	12	4.20	
375	20-11-5	10-40	8	10	11	8	10	11	4.20	
376	20-11-5	10-45	8	11	11	8	11	11	4.20	
377	20-11-5	10-51	10	13	13	10	13	13	4.20	
378	20-11-5	10-56	8	12	12	8	12	12	4.20	
379	20-11-5	11-2	9	10	10	9	10	10	4.20	
380	20-11-5	11-7	8	11	11	8	11	11	4.20	
381	20-11-5	11-13	8	10	11	8	10	11	4.20	
382	20-11-5	11-18	10	12	14	10	12	14	4.20	
383	20-11-5	11-24	11	13	14	11	13	14	4.20	
384	20-11-5	11-29	10	12	13	10	12	13	4.20	
385	20-11-5	11-35	8	12	13	8	12	13	4.20	
386	20-11-5	11-40	10	12	13	10	12	13	4.20	
387	20-11-5	11-46	10	14	14	10	14	14	4.20	
388	20-11-5	11-51	10	11	12	10	11	12	4.20	
389	20-11-5	11-57	10	13	13	10	13	13	4.20	
390	20-11-5	12-2	11	12	13	11	12	13	4.20	
391	20-11-5	12-8	11	14	14	11	14	14	4.20	
392	20-11-5	12-13	11	14	15	11	14	15	4.20	
393	20-11-5	12-19	10	13	13	10	13	13	4.20	
394	20-11-5	12-24	8	12	12	8	12	12	4.20	
395	20-11-5	12-30	9	12	12	9	12	12	4.20	
396	20-11-5	12-35	8	10	11	8	10	11	4.20	
397	20-11-5	12-41	9	11	12	9	11	12	4.20	
398	20-11-5	12-46	10	12	13	10	12	13	4.20	
399	20-11-5	12-52	9	12	12	9	12	12	4.20	
400	20-11-5	12-57	11	13	13	11	13	13	4.20	
401	20-11-5	13-3	10	13	13	10	13	13	4.20	
402	20-11-5	13-8	10	13	13	10	13	13	4.20	
403	20-11-5	13-14	9	12	13	9	12	13	4.20	
404	20-11-5	13-19	10	14	15	10	14	15	4.20	
405	20-11-5	13-25	9	13	13	9	13	13	4.20	
406	20-11-5	13-30	9	11	11	9	11	11	4.20	
407	20-11-5	13-36	10	14	15	10	14	15	4.20	
408	20-11-5	13-41	11	13	13	11	13	13	4.20	
409	20-11-5	13-47	10	12	13	10	12	13	4.20	
410	20-11-5	13-52	11	13	13	11	13	13	4.20	
411	20-11-5	13-58	12	14	15	12	14	15	4.20	
412	20-11-5	14-3	12	14	14	12	14	14	4.20	
413	20-11-5	14-9	11	14	15	11	14	15	4.20	
414	20-11-5	14-14	12	15	16	12	15	16	4.20	
415	20-11-5	14-20	12	14	15	12	14	15	4.20	
416	20-11-5	14-25	12	15	15	12	15	15	4.20	
417	20-11-5	14-31	10	13	14	10	13	14	4.20	
418	20-11-5	14-36	11	14	14	11	14	14	4.20	
419	20-11-5	14-42	11	14	14	11	14	14	4.20	
420	20-11-5	14-47	11	13	13	11	13	13	4.20	
421	20-11-5	14-53	10	13	14	10	13	14	4.20	
422	20-11-5	14-58	11	15	17	11	15	17	4.20	
423	20-11-5	15-4	10	14	15	10	14	15	4.20	
424	20-11-5	15-9	12	15	16	12	15	16	4.20	
425	20-11-5	15-15	12	15	15	12	15	15	4.20	
426	20-11-5	15-20	12	17	19	12	17	19	4.20	
427	20-11-5	15-26	12	14	14	12	14	14	4.20	
428	20-11-5	15-31	12	14	15	12	14	15	4.20	
429	20-11-5	15-37	12	14	15	12	14	15	4.20	
430	20-11-5	15-42	12	15	15	12	15	15	4.20	
431	20-11-5	15-48	13	15	16	13	15	16	4.20	
432	20-11-5	15-53	11	14	15	11	14	15	4.20	
433	20-11-5	15-59	12	14	14	12	14	14	4.20	
434	20-11-5	16-4	11	14	14	11	14	14	4.20	
435	20-11-5	16-10	11	14	15	11	14	15	4.20	
436	20-11-5	16-15	11	14	15	11	14	15	4.20	
437	20-11-5	16-21	11	12	13	11	12	13	4.20	
438	20-11-5	16-26	10	13	13	10	13	13	4.20	
439	20-11-5	16-32	12	15	17	12	15	17	4.20	
440	20-11-5	16-37	12	14	14	12	14	14	4.20	
441	20-11-5	16-43	14	16	16	14	16	16	4.20	
442	20-11-5	16-48	13	14	14	13	14	14	4.20	
443	20-11-5	16-54	13	16	17	13	16	17	4.20	
444	20-11-5	16-59	14	17	19	14	17	19	4.20	
445	20-11-5	17-5	14	17	18	14	17	18	4.20	
446	20-11-5	17-10	15	18	19	15	18	19	4.20	
447	20-11-5	17-16	14	17	19	14	17	19	4.20	
448	20-11-5	17-21	14	18	18	14	18	18	4.20	
449	20-11-5	17-27	13	15	16	13	15	16	4.20	
450	20-11-5	17-32	13	17	17	13	17	17	4.20	
451	20-11-5	17-38	14	17	18	14	17	18	4.20	
452	20-11-5	17-43	13	16	16	13	16	16	4.20	
453	20-11-5	17-49	14	17	17	14	17	17	4.20	
454	20-11-5	17-55	13	16	17	13	16	17	4.20	
455	20-11-5	18-0	14	17	18	14	17	18	4.20	
456	20-11-5	18-6	13	18	19	13	18	19	4.20	
457	20-11-5	18-11	12	16	17	12	16	17	4.20	
458	20-11-5	18-17	14	18	19	14	18	19	4.20	
459	20-11-5	18-22	13	18	19	13	18	19	4.20	
460	20-11-5	18-28	13	16	17	13	16	17	4.20	
461	20-11-5	18-33	13	16	17	13	16	17	4.20	
462	20-11-5	18-39	12	16	18	12	16	18	4.20	
463	20-11-5	18-44	14	18	18	14	18	18	4.20	
464	20-11-5	18-50	16	19	19	16	19	19	4.20	
465	20-11-5	18-55	14	17	18	14	17	18	4.20	
466	20-11-5	19-1	15	19	19	15	19	19	4.20	
467	20-11-5	19-6	14	18	19	14	18	19	4.20	
468	20-11-5	19-12	14	18	21	14	18	21	4.20	
469	20-11-5	19-17	15	18	18	15	18	18	4.20	
470	20-11-5	19-23	13	16	16	13	16	16	4.20	
471	20-11-5	19-28	15	20	21	15	20	21	4.20	
472	20-11-5	19-34	17	23	24	17	23	24	4.20	
473	20-11-5	19-39	17	22	23	17	22	23	4.20	
474	20-11-5	19-45	17	22	22	17	22	22	4.20	
475	20-11-5	19-50	17	22	23	17	22	23	4.20	
476	20-11-5	19-56	16	21	21	16	21	21	4.20	
477	20-11-5	20-1	17	20	20	17	20	20	4.20	
