数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
37	20-11-4	3-19	5	8	8	5	8	8	4.15
38	20-11-4	3-24	5	6	6	5	6	6	4.15
39	20-11-4	3-30	5	6	6	5	6	6	4.15
40	20-11-4	3-35	5	8	8	5	8	8	4.15
41	20-11-4	3-41	5	8	11	5	8	11	4.15
42	20-11-4	3-46	5	8	9	5	8	9	4.15
43	20-11-4	3-52	5	9	9	5	9	9	4.15
44	20-11-4	3-57	6	8	8	6	8	8	4.15
45	20-11-4	4-3	5	9	9	5	9	9	4.15
46	20-11-4	4-8	5	8	8	5	8	8	4.15
47	20-11-4	4-14	5	9	9	5	9	9	4.15
48	20-11-4	4-19	5	8	9	5	8	9	4.15
49	20-11-4	4-25	5	8	11	5	8	11	4.15
50	20-11-4	4-30	5	8	9	5	8	9	4.15
51	20-11-4	4-36	7	11	11	7	11	11	4.15
52	20-11-4	4-41	5	8	8	5	8	8	4.15
53	20-11-4	4-47	5	8	11	5	8	11	4.15
54	20-11-4	4-52	5	8	8	5	8	8	4.15
55	20-11-4	4-58	5	8	9	5	8	9	4.15
56	20-11-4	5-3	5	9	9	5	9	9	4.15
57	20-11-4	5-9	5	8	8	5	8	8	4.15
58	20-11-4	5-14	5	8	8	5	8	8	4.15
59	20-11-4	5-20	5	8	9	5	8	9	4.15
60	20-11-4	5-25	7	8	9	7	8	9	4.15
61	20-11-4	5-31	7	8	8	7	8	8	4.15
62	20-11-4	5-36	5	8	9	5	8	9	4.15
63	20-11-4	5-42	7	9	11	7	9	11	4.15
64	20-11-4	5-47	5	9	9	5	9	9	4.15
65	20-11-4	5-53	5	8	9	5	8	9	4.15
66	20-11-4	5-58	7	9	11	7	9	11	4.15
67	20-11-4	6-4	8	12	12	8	12	12	4.15
68	20-11-4	6-9	8	12	14	8	12	14	4.15
69	20-11-4	6-15	7	11	12	7	11	12	4.15
70	20-11-4	6-20	8	11	12	8	11	12	4.15
71	20-11-4	6-26	7	11	11	7	11	11	4.15
72	20-11-4	6-31	7	9	11	7	9	11	4.15
73	20-11-4	6-37	7	9	11	7	9	11	4.15
74	20-11-4	6-42	8	11	12	8	11	12	4.15
75	20-11-4	6-48	8	11	14	8	11	14	4.15
76	20-11-4	6-53	8	12	15	8	12	15	4.15
77	20-11-4	6-59	8	11	12	8	11	12	4.15
78	20-11-4	7-4	5	9	14	5	9	14	4.15
79	20-11-4	7-10	7	11	11	7	11	11	4.15
80	20-11-4	7-15	8	11	11	8	11	11	4.15
81	20-11-4	7-21	8	11	14	8	11	14	4.15
82	20-11-4	7-26	5	9	11	5	9	11	4.15
83	20-11-4	7-32	5	8	8	5	8	8	4.15
84	20-11-4	7-37	8	11	14	8	11	14	4.15
85	20-11-4	7-43	8	14	14	8	14	14	4.15
86	20-11-4	7-48	7	11	12	7	11	12	4.15
87	20-11-4	7-54	7	9	9	7	9	9	4.15
88	20-11-4	7-59	8	12	12	8	12	12	4.15
89	20-11-4	8-5	8	11	14	8	11	14	4.15
90	20-11-4	8-10	7	9	12	7	9	12	4.15
91	20-11-4	8-16	7	9	11	7	9	11	4.15
92	20-11-4	8-21	7	9	9	7	9	9	4.15
93	20-11-4	8-27	7	9	12	7	9	12	4.15
94	20-11-4	8-32	7	11	11	7	11	11	4.15
95	20-11-4	8-38	5	9	11	5	9	11	4.15
96	20-11-4	8-43	7	11	11	7	11	11	4.15
97	20-11-4	8-49	7	11	14	7	11	14	4.15
98	20-11-4	8-54	7	8	11	7	8	11	4.15
99	20-11-4	9-0	8	11	11	8	11	11	4.15
100	20-11-4	9-5	7	9	11	7	9	11	4.15
101	20-11-4	9-11	8	11	11	8	11	11	4.15
102	20-11-4	9-16	7	9	11	7	9	11	4.15
103	20-11-4	9-22	8	12	12	8	12	12	4.15
104	20-11-4	9-27	7	8	8	7	8	8	4.15
105	20-11-4	9-33	6	9	9	6	9	9	4.15
106	20-11-4	9-38	6	9	11	6	9	11	4.15
107	20-11-4	9-44	6	11	12	6	11	12	4.15
108	20-11-4	9-50	7	9	12	7	9	12	4.15
109	20-11-4	9-55	5	8	9	5	8	9	4.15
110	20-11-4	10-1	6	11	12	6	11	12	4.15
111	20-11-4	10-6	5	9	9	5	9	9	4.15
112	20-11-4	10-12	6	8	8	6	8	8	4.15
113	20-11-4	10-17	6	8	8	6	8	8	4.15
114	20-11-4	10-23	6	9	9	6	9	9	4.15
115	20-11-4	10-28	5	8	9	5	8	9	4.15
116	20-11-4	10-34	5	8	9	5	8	9	4.15
117	20-11-4	10-39	6	11	11	6	11	11	4.15
118	20-11-4	10-45	5	6	6	5	6	6	4.15
119	20-11-4	10-50	5	6	8	5	6	8	4.15
120	20-11-4	10-56	4	6	6	4	6	6	4.15
121	20-11-4	11-1	5	6	8	5	6	8	4.15
122	20-11-4	11-7	5	6	9	5	6	9	4.15
123	20-11-4	11-12	5	6	6	5	6	6	4.15
124	20-11-4	11-18	5	8	8	5	8	8	4.15
125	20-11-4	11-23	5	8	9	5	8	9	4.15
126	20-11-4	11-29	5	8	9	5	8	9	4.15
127	20-11-4	11-34	5	8	8	5	8	8	4.15
128	20-11-4	11-40	6	9	11	6	9	11	4.15
129	20-11-4	11-45	6	8	8	6	8	8	4.15
130	20-11-4	11-51	5	8	8	5	8	8	4.15
131	20-11-4	11-56	6	8	8	6	8	8	4.15
132	20-11-4	12-2	6	11	12	6	11	12	4.15
133	20-11-4	12-7	6	9	12	6	9	12	4.15
134	20-11-4	12-13	6	9	11	6	9	11	4.15
135	20-11-4	12-18	6	9	9	6	9	9	4.15
136	20-11-4	12-24	6	11	12	6	11	12	4.15
137	20-11-4	12-29	6	11	12	6	11	12	4.15
138	20-11-4	12-35	6	12	13	6	12	13	4.15
139	20-11-4	12-40	6	9	9	6	9	9	4.15
140	20-11-4	12-46	8	9	11	8	9	11	4.15
141	20-11-4	12-51	6	11	11	6	11	11	4.15
142	20-11-4	12-57	6	9	11	6	9	11	4.15
143	20-11-4	13-2	8	11	11	8	11	11	4.15
144	20-11-4	13-8	5	11	11	5	11	11	4.15
145	20-11-4	13-13	6	9	9	6	9	9	4.15
146	20-11-4	13-19	6	9	9	6	9	9	4.15
147	20-11-4	13-24	4	6	6	4	6	6	4.11
148	20-11-4	13-30	6	10	12	6	10	12	4.12
149	20-11-4	13-35	8	12	15	8	12	15	4.11
150	20-11-4	13-41	8	12	12	8	12	12	4.12
151	20-11-4	13-46	7	9	11	7	9	11	4.11
152	20-11-4	13-52	5	8	11	5	8	11	4.11
153	20-11-4	13-57	5	6	9	5	6	9	4.11
154	20-11-4	14-3	5	9	12	5	9	12	4.11
155	20-11-4	14-8	5	9	11	5	9	11	4.11
156	20-11-4	14-14	8	10	12	8	10	12	4.1
157	20-11-4	14-20	12	17	18	12	17	18	4.11
158	20-11-4	14-25	9	13	13	9	13	13	4.12
159	20-11-4	14-31	10	12	14	10	12	14	4.11
160	20-11-4	14-36	7	11	12	7	11	12	4.1
161	20-11-4	14-40	8	11	11	8	11	11	4.1
162	20-11-4	14-45	8	12	12	8	12	12	4.1
163	20-11-4	14-51	8	13	15	8	13	15	4.1
164	20-11-4	14-56	8	12	15	8	12	15	4.1
165	20-11-4	15-2	8	12	14	8	12	14	4.1
166	20-11-4	15-7	7	11	12	7	11	12	4.1
167	20-11-4	15-13	7	11	11	7	11	11	4.1
168	20-11-4	15-19	7	9	9	7	9	9	4.1
169	20-11-4	15-24	7	11	15	7	11	15	4.09
170	20-11-4	15-30	6	9	9	6	9	9	4.09
171	20-11-4	15-35	6	8	9	6	8	9	4.09
172	20-11-4	15-41	6	8	8	6	8	8	4.09
173	20-11-4	15-46	7	9	9	7	9	9	4.08
174	20-11-4	15-52	6	8	9	6	8	9	4.09
175	20-11-4	15-57	6	8	9	6	8	9	4.08
176	20-11-4	16-3	7	9	9	7	9	9	4.08
177	20-11-4	16-8	6	9	9	6	9	9	4.09
178	20-11-4	16-14	4	7	7	4	7	7	4.09
179	20-11-4	16-19	6	11	12	6	11	12	4.08
180	20-11-4	16-25	6	8	10	6	8	10	4.08
181	20-11-4	16-30	5	7	10	5	7	10	4.08
182	20-11-4	16-36	6	8	11	6	8	11	4.08
183	20-11-4	16-41	6	8	10	6	8	10	4.08
184	20-11-4	16-47	5	8	10	5	8	10	4.07
185	20-11-4	16-53	5	8	10	5	8	10	4.08
186	20-11-4	16-58	5	6	6	5	6	6	4.07
187	20-11-4	17-4	6	8	8	6	8	8	4.08
188	20-11-4	17-9	7	11	11	7	11	11	4.07
189	20-11-4	17-15	7	11	11	7	11	11	4.08
190	20-11-4	17-20	6	9	9	6	9	9	4.06
191	20-11-4	17-26	7	9	11	7	9	11	4.07
192	20-11-4	17-31	7	11	11	7	11	11	4.08
193	20-11-4	17-37	7	11	11	7	11	11	4.05
194	20-11-4	17-42	7	11	11	7	11	11	4.07
195	20-11-4	17-48	7	11	11	7	11	11	4.07
196	20-11-4	17-53	7	9	9	7	9	9	4.07
197	20-11-4	17-59	8	11	11	8	11	11	4.07
198	20-11-4	18-4	7	11	14	7	11	14	4.07
199	20-11-4	18-10	7	11	12	7	11	12	4.07
200	20-11-4	18-15	6	9	9	6	9	9	4.07
201	20-11-4	18-21	7	12	13	7	12	13	4.07
202	20-11-4	18-27	7	9	11	7	9	11	4.06
203	20-11-4	18-32	6	9	11	6	9	11	4.06
204	20-11-4	18-38	6	10	12	6	10	12	4.06
205	20-11-4	18-43	7	11	14	7	11	14	4.06
206	20-11-4	18-49	2	5	5	2	5	5	4.06
207	20-11-4	18-54	3	5	5	3	5	5	4.06
208	20-11-4	19-0	3	5	6	3	5	6	4.06
209	20-11-4	19-5	6	10	10	6	10	10	4.06
210	20-11-4	19-11	6	9	9	6	9	9	4.06
211	20-11-4	19-16	6	9	9	6	9	9	4.06
212	20-11-4	19-22	4	6	6	4	6	6	4.03
213	20-11-4	19-27	1	4	5	1	4	5	4.05
214	20-11-4	19-33	0	0	0	0	0	0	4.05
215	20-11-4	19-39	1	4	4	1	4	4	4.05
216	20-11-4	19-44	5	6	6	5	6	6	4.06
217	20-11-4	19-50	6	12	12	6	12	12	4.05
218	20-11-4	19-55	5	9	11	5	9	11	4.05
219	20-11-4	20-1	1	2	4	1	2	4	4.05
220	20-11-4	20-6	4	7	8	4	7	8	4.05
221	20-11-4	20-12	4	5	8	4	5	8	4.05
222	20-11-4	20-17	2	7	7	2	7	7	4.05
223	20-11-4	20-23	5	8	10	5	8	10	4.03
224	20-11-4	20-28	5	8	10	5	8	10	4.04
225	20-11-4	20-34	4	7	7	4	7	7	4.05
226	20-11-4	20-39	2	5	7	2	5	7	4.05
227	20-11-4	20-45	2	5	5	2	5	5	4.04
228	20-11-4	20-46	7	8	10	7	8	10	4.24
229	20-11-4	20-52	4	5	5	4	5	5	4.14
230	20-11-4	20-57	5	8	10	5	8	10	4.14
231	20-11-4	21-3	7	10	10	7	10	10	4.14
232	20-11-4	21-8	7	10	14	7	10	14	4.14
233	20-11-4	21-14	5	9	11	5	9	11	4.15
234	20-11-4	21-19	5	8	12	5	8	12	4.15
235	20-11-4	21-25	7	8	8	7	8	8	4.15
236	20-11-4	21-30	7	9	11	7	9	11	4.15
237	20-11-4	21-36	7	12	15	7	12	15	4.15
238	20-11-4	21-41	7	11	11	7	11	11	4.16
239	20-11-4	21-47	7	9	11	7	9	11	4.16
240	20-11-4	21-52	5	8	11	5	8	11	4.16
241	20-11-4	21-58	5	11	11	5	11	11	4.16
242	20-11-4	22-3	6	9	9	6	9	9	4.16
243	20-11-4	22-9	6	11	11	6	11	11	4.16
244	20-11-4	22-14	5	8	8	5	8	8	4.15
245	20-11-4	22-20	6	9	11	6	9	11	4.15
246	20-11-4	22-25	5	9	11	5	9	11	4.15
247	20-11-4	22-31	5	9	9	5	9	9	4.15
248	20-11-4	22-36	6	9	11	6	9	11	4.15
249	20-11-4	22-42	6	11	13	6	11	13	4.15
250	20-11-4	22-47	6	11	12	6	11	12	4.15
251	20-11-4	22-53	6	11	12	6	11	12	4.15
252	20-11-4	22-58	6	11	12	6	11	12	4.14
253	20-11-4	23-4	6	11	13	6	11	13	4.14
254	20-11-4	23-9	6	12	12	6	12	12	4.14
255	20-11-4	23-15	6	12	15	6	12	15	4.14
256	20-11-4	23-20	9	12	13	9	12	13	4.14
257	20-11-4	23-26	9	13	13	9	13	13	4.14
258	20-11-4	23-31	8	12	15	8	12	15	4.14
259	20-11-4	23-37	8	12	12	8	12	12	4.14
260	20-11-4	23-42	8	12	12	8	12	12	4.14
261	20-11-4	23-48	8	12	13	8	12	13	4.14
262	20-11-4	23-53	8	11	11	8	11	11	4.14
263	20-11-4	23-59	11	13	15	11	13	15	4.14
264	20-11-5	0-4	9	13	15	9	13	15	4.14
265	20-11-5	0-10	11	15	15	11	15	15	4.14
266	20-11-5	0-15	11	15	15	11	15	15	4.14
267	20-11-5	0-21	12	16	19	12	16	19	4.14
268	20-11-5	0-26	11	15	15	11	15	15	4.14
269	20-11-5	0-32	11	13	16	11	13	16	4.14
270	20-11-5	0-37	9	13	17	9	13	17	4.14
271	20-11-5	0-43	9	12	12	9	12	12	4.14
272	20-11-5	0-48	8	12	13	8	12	13	4.14
273	20-11-5	0-54	9	13	15	9	13	15	4.14
274	20-11-5	0-59	8	13	13	8	13	13	4.14
275	20-11-5	1-5	11	13	16	11	13	16	4.14
276	20-11-5	1-10	9	12	13	9	12	13	4.14
277	20-11-5	1-16	9	13	13	9	13	13	4.14
278	20-11-5	1-21	9	13	15	9	13	15	4.14
279	20-11-5	1-27	8	11	11	8	11	11	4.14
280	20-11-5	1-32	9	12	12	9	12	12	4.14
281	20-11-5	1-38	9	12	15	9	12	15	4.14
282	20-11-5	1-43	8	12	13	8	12	13	4.14
283	20-11-5	1-49	9	12	13	9	12	13	4.14
284	20-11-5	1-54	8	11	11	8	11	11	4.14
285	20-11-5	2-0	8	12	13	8	12	13	4.14
286	20-11-5	2-5	6	9	11	6	9	11	4.14
287	20-11-5	2-11	8	11	13	8	11	13	4.14
288	20-11-5	2-16	8	12	13	8	12	13	4.14
289	20-11-5	2-22	9	12	16	9	12	16	4.14
290	20-11-5	2-27	8	12	13	8	12	13	4.14
291	20-11-5	2-33	9	13	18	9	13	18	4.14
292	20-11-5	2-38	8	12	15	8	12	15	4.14
293	20-11-5	2-44	8	9	11	8	9	11	4.14
294	20-11-5	2-49	6	11	11	6	11	11	4.14
295	20-11-5	2-55	6	11	12	6	11	12	4.14
296	20-11-5	3-0	8	11	12	8	11	12	4.14
297	20-11-5	3-6	8	12	12	8	12	12	4.14
298	20-11-5	3-11	11	13	15	11	13	15	4.14
299	20-11-5	3-17	8	12	13	8	12	13	4.14
300	20-11-5	3-22	8	11	11	8	11	11	4.14
301	20-11-5	3-28	8	12	13	8	12	13	4.14
302	20-11-5	3-33	9	13	16	9	13	16	4.14
303	20-11-5	3-39	9	11	12	9	11	12	4.14
304	20-11-5	3-44	8	11	13	8	11	13	4.14
305	20-11-5	3-50	8	12	15	8	12	15	4.14
306	20-11-5	3-55	6	11	11	6	11	11	4.14
307	20-11-5	4-1	5	11	12	5	11	12	4.14
308	20-11-5	4-7	6	9	11	6	9	11	4.14
309	20-11-5	4-12	6	9	11	6	9	11	4.14
310	20-11-5	4-18	8	11	12	8	11	12	4.14
311	20-11-5	4-23	6	9	9	6	9	9	4.14
312	20-11-5	4-29	6	8	9	6	8	9	4.14
313	20-11-5	4-34	6	9	9	6	9	9	4.14
314	20-11-5	4-40	8	11	12	8	11	12	4.14
315	20-11-5	4-45	6	9	9	6	9	9	4.14
316	20-11-5	4-51	5	8	8	5	8	8	4.14
317	20-11-5	4-56	5	8	8	5	8	8	4.14
318	20-11-5	5-2	5	9	9	5	9	9	4.14
319	20-11-5	5-7	5	8	9	5	8	9	4.14
320	20-11-5	5-13	5	9	11	5	9	11	4.14
321	20-11-5	5-18	5	8	9	5	8	9	4.14
322	20-11-5	5-24	5	8	8	5	8	8	4.14
323	20-11-5	5-29	5	8	9	5	8	9	4.14
324	20-11-5	5-35	4	7	7	4	7	7	4.14
325	20-11-5	5-40	5	8	9	5	8	9	4.14
326	20-11-5	5-46	7	8	9	7	8	9	4.14
327	20-11-5	5-51	7	9	9	7	9	9	4.14
328	20-11-5	5-57	5	8	8	5	8	8	4.14
329	20-11-5	6-2	7	9	9	7	9	9	4.14
330	20-11-5	6-8	5	7	8	5	7	8	4.14
331	20-11-5	6-13	7	9	12	7	9	12	4.14
332	20-11-5	6-19	5	8	8	5	8	8	4.14
333	20-11-5	6-24	5	9	9	5	9	9	4.14
334	20-11-5	6-30	4	8	8	4	8	8	4.14
335	20-11-5	6-35	7	9	9	7	9	9	4.14
336	20-11-5	6-41	7	9	9	7	9	9	4.14
337	20-11-5	6-46	7	9	9	7	9	9	4.14
338	20-11-5	6-52	5	9	9	5	9	9	4.14
339	20-11-5	6-57	4	7	9	4	7	9	4.14
340	20-11-5	7-3	7	11	14	7	11	14	4.14
341	20-11-5	7-8	5	9	9	5	9	9	4.14
342	20-11-5	7-14	7	8	8	7	8	8	4.14
343	20-11-5	7-19	5	8	8	5	8	8	4.14
344	20-11-5	7-25	7	9	11	7	9	11	4.14
345	20-11-5	7-30	7	9	9	7	9	9	4.14
346	20-11-5	7-36	5	9	9	5	9	9	4.14
347	20-11-5	7-41	4	8	9	4	8	9	4.14
348	20-11-5	7-47	5	8	9	5	8	9	4.14
349	20-11-5	7-52	5	7	7	5	7	7	4.14
350	20-11-5	7-58	7	9	9	7	9	9	4.14
351	20-11-5	8-3	5	7	7	5	7	7	4.14
352	20-11-5	8-9	5	9	11	5	9	11	4.14
353	20-11-5	8-14	5	9	11	5	9	11	4.14
354	20-11-5	8-20	4	7	7	4	7	7	4.14
355	20-11-5	8-25	4	5	8	4	5	8	4.14
356	20-11-5	8-31	5	7	7	5	7	7	4.14
357	20-11-5	8-36	4	7	8	4	7	8	4.14
358	20-11-5	8-42	5	8	8	5	8	8	4.14
359	20-11-5	8-47	4	7	7	4	7	7	4.14
360	20-11-5	8-53	5	6	8	5	6	8	4.14
361	20-11-5	8-58	5	7	9	5	7	9	4.14
362	20-11-5	9-4	5	8	9	5	8	9	4.14
363	20-11-5	9-9	5	7	7	5	7	7	4.14
364	20-11-5	9-15	4	7	8	4	7	8	4.14
365	20-11-5	9-20	4	6	8	4	6	8	4.14
366	20-11-5	9-26	2	5	5	2	5	5	4.14
367	20-11-5	9-31	5	6	8	5	6	8	4.14
368	20-11-5	9-37	4	6	6	4	6	6	4.14
369	20-11-5	9-42	4	6	8	4	6	8	4.14
370	20-11-5	9-48	5	6	8	5	6	8	4.14
371	20-11-5	9-53	5	8	9	5	8	9	4.14
372	20-11-5	9-59	4	5	5	4	5	5	4.14
373	20-11-5	10-4	4	6	6	4	6	6	4.14
374	20-11-5	10-10	4	5	6	4	5	6	4.14
375	20-11-5	10-15	4	6	6	4	6	6	4.14
376	20-11-5	10-21	5	6	8	5	6	8	4.14
377	20-11-5	10-26	4	5	5	4	5	5	4.14
378	20-11-5	10-32	5	6	6	5	6	6	4.14
379	20-11-5	10-37	4	6	8	4	6	8	4.14
380	20-11-5	10-43	4	6	8	4	6	8	4.14
381	20-11-5	10-48	5	6	8	5	6	8	4.14
382	20-11-5	10-54	5	8	8	5	8	8	4.14
383	20-11-5	10-59	4	6	8	4	6	8	4.14
384	20-11-5	11-5	5	6	6	5	6	6	4.14
385	20-11-5	11-10	4	6	6	4	6	6	4.14
386	20-11-5	11-16	4	6	6	4	6	6	4.14
387	20-11-5	11-21	5	8	9	5	8	9	4.14
388	20-11-5	11-27	4	6	6	4	6	6	4.14
389	20-11-5	11-32	5	6	9	5	6	9	4.14
390	20-11-5	11-38	5	6	6	5	6	6	4.14
391	20-11-5	11-43	4	5	5	4	5	5	4.14
392	20-11-5	11-49	4	6	6	4	6	6	4.14
393	20-11-5	11-54	4	5	6	4	5	6	4.14
394	20-11-5	12-0	5	8	9	5	8	9	4.14
395	20-11-5	12-5	5	8	8	5	8	8	4.14
396	20-11-5	12-11	4	6	6	4	6	6	4.14
397	20-11-5	12-16	6	8	9	6	8	9	4.14
398	20-11-5	12-22	5	6	6	5	6	6	4.14
399	20-11-5	12-27	5	9	9	5	9	9	4.14
400	20-11-5	12-33	5	8	8	5	8	8	4.14
401	20-11-5	12-38	5	8	8	5	8	8	4.14
402	20-11-5	12-44	6	9	9	6	9	9	4.14
403	20-11-5	12-49	5	6	8	5	6	8	4.14
404	20-11-5	12-55	5	8	8	5	8	8	4.14
405	20-11-5	13-0	5	8	8	5	8	8	4.14
406	20-11-5	13-6	6	9	11	6	9	11	4.14
407	20-11-5	13-11	6	9	9	6	9	9	4.14
408	20-11-5	13-17	6	12	13	6	12	13	4.14
409	20-11-5	13-22	8	9	9	8	9	9	4.14
410	20-11-5	13-28	6	9	12	6	9	12	4.14
411	20-11-5	13-33	6	9	9	6	9	9	4.14
412	20-11-5	13-39	5	9	11	5	9	11	4.14
413	20-11-5	13-44	6	11	12	6	11	12	4.14
414	20-11-5	13-50	8	11	11	8	11	11	4.14
415	20-11-5	13-55	6	9	9	6	9	9	4.14
416	20-11-5	14-1	6	9	9	6	9	9	4.14
417	20-11-5	14-6	8	9	11	8	9	11	4.14
418	20-11-5	14-12	8	9	11	8	9	11	4.14
419	20-11-5	14-17	5	8	8	5	8	8	4.14
420	20-11-5	14-23	5	8	8	5	8	8	4.14
421	20-11-5	14-28	5	9	9	5	9	9	4.14
422	20-11-5	14-34	6	11	12	6	11	12	4.14
423	20-11-5	14-39	6	9	9	6	9	9	4.14
424	20-11-5	14-45	8	12	12	8	12	12	4.14
425	20-11-5	14-50	6	9	11	6	9	11	4.14
426	20-11-5	14-56	9	15	16	9	15	16	4.14
427	20-11-5	15-1	9	13	13	9	13	13	4.14
428	20-11-5	15-7	9	15	17	9	15	17	4.14
429	20-11-5	15-12	8	11	11	8	11	11	4.14
430	20-11-5	15-18	11	13	13	11	13	13	4.14
431	20-11-5	15-23	9	13	13	9	13	13	4.14
432	20-11-5	15-29	9	11	13	9	11	13	4.14
433	20-11-5	15-34	9	13	13	9	13	13	4.14
434	20-11-5	15-40	11	12	12	11	12	12	4.14
435	20-11-5	15-45	9	13	13	9	13	13	4.14
436	20-11-5	15-51	11	13	15	11	13	15	4.14
437	20-11-5	15-56	9	12	13	9	12	13	4.14
438	20-11-5	16-2	9	13	13	9	13	13	4.14
439	20-11-5	16-7	9	13	16	9	13	16	4.14
440	20-11-5	16-13	8	12	12	8	12	12	4.14
441	20-11-5	16-18	11	15	15	11	15	15	4.14
442	20-11-5	16-24	11	13	15	11	13	15	4.14
443	20-11-5	16-29	9	13	15	9	13	15	4.14
444	20-11-5	16-35	11	13	15	11	13	15	4.14
445	20-11-5	16-41	8	12	13	8	12	13	4.14
446	20-11-5	16-46	9	11	12	9	11	12	4.14
447	20-11-5	16-52	8	12	12	8	12	12	4.14
448	20-11-5	16-57	8	11	11	8	11	11	4.14
449	20-11-5	17-3	9	13	13	9	13	13	4.14
450	20-11-5	17-8	8	13	13	8	13	13	4.14
451	20-11-5	17-14	9	15	15	9	15	15	4.14
452	20-11-5	17-19	8	12	15	8	12	15	4.14
453	20-11-5	17-25	8	12	12	8	12	12	4.14
454	20-11-5	17-30	9	12	13	9	12	13	4.14
455	20-11-5	17-36	9	12	12	9	12	12	4.14
456	20-11-5	17-41	9	13	15	9	13	15	4.14
457	20-11-5	17-47	9	13	15	9	13	15	4.14
458	20-11-5	17-52	8	11	15	8	11	15	4.14
459	20-11-5	17-58	9	13	13	9	13	13	4.14
460	20-11-5	18-3	9	12	16	9	12	16	4.14
461	20-11-5	18-9	8	12	12	8	12	12	4.14
462	20-11-5	18-14	9	13	15	9	13	15	4.14
463	20-11-5	18-20	11	16	19	11	16	19	4.14
464	20-11-5	18-25	12	15	15	12	15	15	4.14
465	20-11-5	18-31	9	15	16	9	15	16	4.14
466	20-11-5	18-36	11	13	15	11	13	15	4.14
467	20-11-5	18-42	9	13	15	9	13	15	4.14
468	20-11-5	18-47	12	16	16	12	16	16	4.14
469	20-11-5	18-53	11	15	18	11	15	18	4.14
470	20-11-5	18-58	9	15	15	9	15	15	4.14
471	20-11-5	19-4	13	18	18	13	18	18	4.14
472	20-11-5	19-9	13	18	18	13	18	18	4.14
473	20-11-5	19-15	15	22	25	15	22	25	4.14
474	20-11-5	19-20	18	23	25	18	23	25	4.14
475	20-11-5	19-26	15	19	19	15	19	19	4.14
476	20-11-5	19-31	15	19	20	15	19	20	4.14
477	20-11-5	19-37	12	16	18	12	16	18	4.14
478	20-11-5	19-42	13	18	20	13	18	20	4.14
479	20-11-5	19-48	11	15	16	11	15	16	4.14
480	20-11-5	19-53	12	16	20	12	16	20	4.14
481	20-11-5	19-59	12	17	19	12	17	19	4.14
482	20-11-5	20-4	12	17	19	12	17	19	4.14
483	20-11-5	20-10	13	17	20	13	17	20	4.14
484	20-11-5	20-15	12	17	17	12	17	17	4.14
485	20-11-5	20-21	12	16	16	12	16	16	4.14
486	20-11-5	20-26	11	16	17	11	16	17	4.14
487	20-11-5	20-32	9	13	13	9	13	13	4.14
488	20-11-5	20-37	11	16	19	11	16	19	4.14
489	20-11-5	20-43	12	16	17	12	16	17	4.14
490	20-11-5	20-48	11	15	16	11	15	16	4.14
491	20-11-5	20-54	13	19	20	13	19	20	4.14
492	20-11-5	20-59	10	15	17	10	15	17	4.14
493	20-11-5	21-5	12	16	19	12	16	19	4.14
494	20-11-5	21-10	12	16	16	12	16	16	4.14
495	20-11-5	21-16	10	16	19	10	16	19	4.14
