数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
2940	20-11-15	15-31	20	27	29	20	27	29	4.01
2941	20-11-15	15-36	18	26	28	18	26	28	4.01
2942	20-11-15	15-42	19	27	28	19	27	28	4.01
2943	20-11-15	15-47	19	28	30	19	28	30	4.00
2944	20-11-15	15-53	19	27	30	19	27	30	4.00
2945	20-11-15	15-58	18	26	28	18	26	28	4.00
2946	20-11-15	16-4	19	28	29	19	28	29	4.00
2947	20-11-15	16-10	19	26	30	19	26	30	4.00
2948	20-11-15	16-15	19	27	28	19	27	28	4.00
2949	20-11-15	16-21	20	27	30	20	27	30	4.00
2950	20-11-15	16-26	18	25	27	18	25	27	4.00
2951	20-11-15	16-32	20	26	27	20	26	27	4.00
2952	20-11-15	16-37	21	32	34	20	31	34	4.00
2953	20-11-15	16-43	21	29	31	20	29	31	4.00
2954	20-11-15	16-48	22	32	34	21	31	34	3.98
2955	20-11-15	16-54	22	33	39	21	32	39	4.00
2956	20-11-15	16-59	23	33	34	22	32	34	4.00
2957	20-11-15	17-5	22	31	35	21	30	35	4.00
2958	20-11-15	17-10	22	29	33	21	29	33	4.00
2959	20-11-15	17-16	23	33	35	22	32	35	3.99
2960	20-11-15	17-21	24	32	36	22	31	36	4.00
2961	20-11-15	17-27	23	33	35	22	32	35	4.00
2962	20-11-15	17-33	23	33	35	22	32	35	3.99
2963	20-11-15	17-38	24	36	42	22	33	42	3.99
2964	20-11-15	17-44	24	35	38	22	33	38	3.99
2965	20-11-15	17-49	24	35	37	22	33	37	4.00
2966	20-11-15	17-55	27	40	41	24	35	41	3.99
2967	20-11-15	18-0	28	39	40	24	35	40	3.99
2968	20-11-15	18-6	25	36	36	23	33	36	3.99
2969	20-11-15	18-11	29	43	49	25	38	48	3.98
2970	20-11-15	18-17	27	39	43	24	35	43	3.99
2971	20-11-15	18-22	27	40	45	24	36	45	3.99
2972	20-11-15	18-28	27	43	47	24	37	46	3.99
2973	20-11-15	18-33	26	39	43	23	35	43	3.99
2974	20-11-15	18-39	29	43	46	25	37	46	3.99
2975	20-11-15	18-44	27	43	47	24	37	46	3.98
2976	20-11-15	18-50	28	40	43	24	36	43	3.99
2977	20-11-15	18-56	33	46	52	27	40	50	3.98
2978	20-11-15	19-1	27	42	50	24	36	48	3.98
2979	20-11-15	19-7	30	43	46	26	37	46	3.98
2980	20-11-15	19-12	28	43	46	24	38	46	3.98
2981	20-11-15	19-18	29	44	48	25	39	47	3.97
2982	20-11-15	19-23	27	42	43	24	37	43	3.98
2983	20-11-15	19-29	29	45	52	25	39	50	3.98
2984	20-11-15	19-34	28	41	43	24	37	43	3.98
2985	20-11-15	19-40	28	41	43	24	36	43	3.97
2986	20-11-15	19-45	30	47	51	26	39	49	3.98
2987	20-11-15	19-51	30	46	50	26	40	48	3.98
2988	20-11-15	19-56	29	43	48	25	37	47	3.98
2989	20-11-15	20-2	28	44	49	24	39	48	3.98
2990	20-11-15	20-7	27	42	44	24	36	44	3.98
2991	20-11-15	20-13	25	38	42	23	35	42	3.98
2992	20-11-15	20-19	26	42	46	23	36	46	3.98
2993	20-11-15	20-24	27	43	46	24	37	46	3.98
2994	20-11-15	20-30	25	40	45	23	36	45	3.98
2995	20-11-15	20-35	27	37	40	24	34	40	3.98
2996	20-11-15	20-41	24	38	43	22	35	43	3.97
2997	20-11-15	20-46	24	37	43	22	34	43	3.97
2998	20-11-15	20-52	25	35	40	23	33	40	3.97
2999	20-11-15	20-57	25	37	40	23	34	40	3.97
3000	20-11-15	21-3	28	42	46	24	37	46	3.97
3001	20-11-15	21-8	27	39	42	24	35	42	3.97
3002	20-11-15	21-14	31	47	53	26	40	49	3.97
3003	20-11-15	21-19	29	42	47	25	37	46	3.97
3004	20-11-15	21-25	31	45	48	26	39	47	3.97
3005	20-11-15	21-30	29	45	51	25	39	48	3.96
3006	20-11-15	21-36	31	48	50	26	40	48	3.97
3007	20-11-15	21-41	31	48	52	26	40	49	3.96
3008	20-11-15	21-47	31	48	57	26	40	53	3.96
3009	20-11-15	21-53	30	47	50	26	40	48	3.96
3010	20-11-15	21-58	32	45	49	27	39	47	3.97
3011	20-11-15	22-4	30	49	55	26	40	51	3.97
3012	20-11-15	22-9	31	48	54	26	40	51	3.96
3013	20-11-15	22-15	32	48	50	27	40	48	3.97
3014	20-11-15	22-20	31	48	53	26	40	49	3.96
3015	20-11-15	22-26	33	51	57	27	41	53	3.97
3016	20-11-15	22-31	32	50	56	27	41	52	3.96
3017	20-11-15	22-37	32	50	55	27	41	51	3.96
3018	20-11-15	22-42	35	54	62	28	43	56	3.96
3019	20-11-15	22-48	32	53	57	27	42	53	3.96
3020	20-11-15	22-53	33	51	58	27	41	53	3.96
3021	20-11-15	22-59	34	56	62	28	44	56	3.96
3022	20-11-15	23-4	34	54	65	28	43	57	3.96
3023	20-11-15	23-10	32	48	54	27	40	51	3.96
3024	20-11-15	23-16	34	54	61	28	43	54	3.96
3025	20-11-15	23-21	34	54	64	28	43	56	3.96
3026	20-11-15	23-27	33	54	60	27	43	54	3.96
3027	20-11-15	23-32	31	50	58	26	41	53	3.95
3028	20-11-15	23-38	34	51	59	28	42	53	3.95
3029	20-11-15	23-43	32	54	62	27	43	55	3.95
3030	20-11-15	23-49	34	55	59	28	44	53	3.95
3031	20-11-15	23-54	32	51	55	27	42	51	3.95
3032	20-11-16	0-0	31	48	52	26	40	50	3.94
3033	20-11-16	0-5	29	46	50	25	39	48	3.95
3034	20-11-16	0-11	31	46	53	26	39	50	3.96
3035	20-11-16	0-16	31	48	52	26	40	50	3.94
3036	20-11-16	0-22	30	49	53	26	41	50	3.95
3037	20-11-16	0-27	29	47	54	25	40	50	3.95
3038	20-11-16	0-33	28	42	47	24	37	46	3.95
3039	20-11-16	0-39	30	48	48	26	40	47	3.94
3040	20-11-16	0-44	32	46	50	27	39	48	3.95
3041	20-11-16	0-50	30	47	51	26	40	49	3.95
3042	20-11-16	0-55	28	45	50	24	39	48	3.94
3043	20-11-16	1-1	30	46	52	26	39	49	3.94
3044	20-11-16	1-6	30	48	52	26	40	49	3.95
3045	20-11-16	1-12	28	44	50	24	38	48	3.95
3046	20-11-16	1-17	30	46	53	26	39	50	3.96
3047	20-11-16	1-23	30	49	54	26	40	51	3.93
3048	20-11-16	1-28	30	48	53	26	40	50	3.94
3049	20-11-16	1-34	28	47	51	24	40	49	3.94
3050	20-11-16	1-39	28	45	53	24	39	50	3.93
3051	20-11-16	1-45	27	43	46	24	38	45	3.93
3052	20-11-16	1-50	28	45	50	24	39	48	3.94
3053	20-11-16	1-56	29	45	48	25	39	47	3.94
3054	20-11-16	2-2	31	49	56	26	41	52	3.94
3055	20-11-16	2-7	28	44	48	24	38	47	3.94
3056	20-11-16	2-13	27	44	48	24	38	47	3.93
3057	20-11-16	2-18	27	45	51	24	39	49	3.94
3058	20-11-16	2-24	29	47	52	25	40	49	3.94
3059	20-11-16	2-29	28	45	48	24	39	47	3.94
3060	20-11-16	2-35	26	41	46	23	36	45	3.94
3061	20-11-16	2-40	27	42	47	24	37	46	3.93
3062	20-11-16	2-46	27	43	47	24	38	46	3.94
3063	20-11-16	2-51	25	41	48	23	36	47	3.93
3064	20-11-16	2-57	26	42	46	23	37	45	3.93
3065	20-11-16	3-2	27	41	46	24	36	45	3.94
3066	20-11-16	3-8	25	41	47	23	36	46	3.93
3067	20-11-16	3-13	26	43	50	23	38	48	3.93
3068	20-11-16	3-19	26	41	44	23	36	44	3.93
3069	20-11-16	3-25	28	45	51	24	39	49	3.93
3070	20-11-16	3-30	27	46	53	24	39	50	3.93
3071	20-11-16	3-36	25	43	48	23	38	47	3.93
3072	20-11-16	3-41	27	43	48	24	38	47	3.91
3073	20-11-16	3-47	27	41	46	24	36	45	3.93
3074	20-11-16	3-52	27	44	51	24	38	49	3.93
3075	20-11-16	3-58	25	45	50	23	39	48	3.93
3076	20-11-16	4-3	27	43	52	24	38	49	3.93
3077	20-11-16	4-9	25	39	44	23	35	44	3.91
3078	20-11-16	4-14	26	44	52	23	38	49	3.93
3079	20-11-16	4-20	26	41	48	23	36	47	3.93
3080	20-11-16	4-25	27	42	45	24	37	45	3.92
3081	20-11-16	4-31	23	38	44	22	35	44	3.92
3082	20-11-16	4-36	25	42	48	23	37	47	3.91
3083	20-11-16	4-42	26	41	45	23	36	45	3.92
3084	20-11-16	4-47	25	41	49	23	36	47	3.92
3085	20-11-16	4-53	27	41	43	24	36	43	3.92
3086	20-11-16	4-59	24	39	46	22	35	45	3.92
3087	20-11-16	5-4	25	39	42	23	35	42	3.92
3088	20-11-16	5-10	25	40	46	23	36	45	3.91
3089	20-11-16	5-15	24	40	46	22	36	45	3.91
3090	20-11-16	5-21	24	40	43	22	36	43	3.92
3091	20-11-16	5-26	23	37	44	22	34	44	3.92
3092	20-11-16	5-32	26	40	44	23	36	44	3.92
3093	20-11-16	5-37	24	40	45	22	36	45	3.91
3094	20-11-16	5-43	25	40	45	23	36	45	3.90
3095	20-11-16	5-48	23	39	46	22	35	45	3.92
3096	20-11-16	5-54	23	37	39	22	34	39	3.92
3097	20-11-16	5-59	23	38	42	22	35	42	3.92
3098	20-11-16	6-5	24	37	41	22	34	41	3.92
3099	20-11-16	6-10	22	35	42	21	33	42	3.92
3100	20-11-16	6-16	23	37	39	22	34	39	3.92
3101	20-11-16	6-22	25	37	39	23	34	39	3.92
3102	20-11-16	6-27	22	35	37	21	33	37	3.92
3103	20-11-16	6-33	23	36	40	22	33	40	3.92
3104	20-11-16	6-38	24	38	43	22	35	43	3.91
3105	20-11-16	6-44	23	35	37	22	33	37	3.92
3106	20-11-16	6-49	23	36	41	22	33	41	3.91
3107	20-11-16	6-55	23	36	40	22	33	40	3.91
3108	20-11-16	7-0	22	34	38	21	32	38	3.91
3109	20-11-16	7-6	24	36	40	22	33	40	3.91
3110	20-11-16	7-11	22	38	40	21	35	40	3.91
3111	20-11-16	7-17	21	33	38	20	32	38	3.91
3112	20-11-16	7-22	24	37	41	22	34	41	3.91
3113	20-11-16	7-28	22	35	40	21	33	40	3.91
3114	20-11-16	7-33	21	34	38	20	32	38	3.91
3115	20-11-16	7-39	23	35	44	22	33	44	3.91
3116	20-11-16	7-45	20	30	35	20	30	35	3.91
3117	20-11-16	7-50	21	34	37	20	32	37	3.90
3118	20-11-16	7-56	22	33	35	21	32	35	3.91
3119	20-11-16	8-1	22	37	42	21	34	42	3.91
3120	20-11-16	8-7	22	35	40	21	33	40	3.91
3121	20-11-16	8-12	23	36	37	22	33	37	3.91
3122	20-11-16	8-18	23	33	37	22	32	37	3.91
3123	20-11-16	8-23	21	36	42	20	33	42	3.91
3124	20-11-16	8-29	22	32	35	21	31	35	3.91
3125	20-11-16	8-34	22	35	41	21	33	41	3.91
3126	20-11-16	8-40	22	36	37	21	33	37	3.91
3127	20-11-16	8-45	22	34	38	21	32	38	3.91
3128	20-11-16	8-51	22	34	37	21	32	37	3.91
3129	20-11-16	8-56	22	33	36	21	32	36	3.91
3130	20-11-16	9-2	22	35	38	21	33	38	3.90
3131	20-11-16	9-8	21	34	41	20	32	41	3.90
3132	20-11-16	9-13	22	33	37	21	32	37	3.90
3133	20-11-16	9-19	23	35	37	22	33	37	3.90
3134	20-11-16	9-24	22	33	36	21	32	36	3.90
3135	20-11-16	9-30	21	32	35	20	31	35	3.90
3136	20-11-16	9-35	22	32	35	21	31	35	3.90
3137	20-11-16	9-41	21	33	37	20	32	37	3.89
3138	20-11-16	9-46	26	40	45	23	36	45	3.90
3139	20-11-16	9-52	26	39	47	23	35	46	3.90
3140	20-11-16	9-57	23	36	39	22	33	39	3.90
3141	20-11-16	10-3	26	37	41	23	34	41	3.90
3142	20-11-16	10-8	24	38	43	22	35	43	3.90
3143	20-11-16	10-14	23	35	39	22	33	39	3.90
3144	20-11-16	10-19	26	37	39	23	34	39	3.90
3145	20-11-16	10-25	26	38	39	23	35	39	3.90
3146	20-11-16	10-31	24	38	43	22	35	43	3.90
3147	20-11-16	10-36	25	36	38	23	33	38	3.89
3148	20-11-16	10-42	25	41	48	23	36	47	3.90
3149	20-11-16	10-47	26	38	44	23	35	44	3.90
3150	20-11-16	10-53	27	39	41	24	35	41	3.90
3151	20-11-16	10-58	26	37	42	23	34	42	3.90
3152	20-11-16	11-4	25	38	41	23	35	41	3.90
3153	20-11-16	11-9	25	37	41	23	34	41	3.90
3154	20-11-16	11-15	22	36	41	21	33	41	3.90
3155	20-11-16	11-20	23	36	36	22	33	36	3.89
3156	20-11-16	11-26	25	37	40	23	34	40	3.89
3157	20-11-16	11-31	23	35	38	22	33	38	3.90
3158	20-11-16	11-37	24	36	42	22	33	42	3.90
3159	20-11-16	11-42	25	34	36	23	32	36	3.89
3160	20-11-16	11-48	26	37	40	23	34	40	3.90
3161	20-11-16	11-53	23	35	38	22	33	38	3.89
3162	20-11-16	11-59	25	39	40	23	35	40	3.89
3163	20-11-16	12-5	25	37	38	23	34	38	3.89
3164	20-11-16	12-10	26	36	38	23	33	38	3.89
3165	20-11-16	12-16	26	36	39	23	33	39	3.89
3166	20-11-16	12-21	24	36	41	22	33	41	3.88
3167	20-11-16	12-27	26	36	40	23	33	40	3.90
3168	20-11-16	12-32	23	35	38	22	33	38	3.89
3169	20-11-16	12-38	25	37	38	23	34	38	3.89
3170	20-11-16	12-43	27	38	42	24	35	42	3.89
3171	20-11-16	12-49	26	37	40	23	34	40	3.89
3172	20-11-16	12-54	27	38	42	24	35	42	3.89
3173	20-11-16	13-0	28	37	38	24	34	38	3.89
3174	20-11-16	13-5	29	40	43	25	36	43	3.89
3175	20-11-16	13-11	27	40	45	24	36	45	3.89
3176	20-11-16	13-16	26	37	41	23	34	41	3.89
3177	20-11-16	13-22	28	41	42	24	36	42	3.89
3178	20-11-16	13-28	25	38	42	23	35	42	3.89
3179	20-11-16	13-33	25	36	37	23	33	37	3.89
3180	20-11-16	13-39	26	39	40	23	35	40	3.88
3181	20-11-16	13-44	26	38	38	23	35	38	3.89
3182	20-11-16	13-50	27	41	41	24	36	41	3.89
3183	20-11-16	13-55	26	38	41	23	35	41	3.88
3184	20-11-16	14-1	27	38	41	24	35	41	3.88
3185	20-11-16	14-6	25	36	39	23	33	39	3.86
3186	20-11-16	14-12	26	38	44	23	35	44	3.88
3187	20-11-16	14-17	25	36	41	23	33	41	3.87
3188	20-11-16	14-23	25	37	39	23	34	39	3.88
3189	20-11-16	14-28	24	36	38	22	33	38	3.88
3190	20-11-16	14-34	26	37	39	23	34	39	3.88
3191	20-11-16	14-39	27	40	43	24	36	43	3.88
3192	20-11-16	14-45	26	38	42	23	35	42	3.88
3193	20-11-16	14-51	26	38	41	23	35	41	3.88
3194	20-11-16	14-56	24	36	39	22	33	39	3.88
3195	20-11-16	15-2	24	33	34	22	32	34	3.88
3196	20-11-16	15-7	25	36	36	23	33	36	3.87
3197	20-11-16	15-13	24	35	39	22	33	39	3.88
3198	20-11-16	15-18	23	37	41	22	34	41	3.87
3199	20-11-16	15-24	25	33	35	23	32	35	3.87
3200	20-11-16	15-29	25	37	39	23	34	39	3.87
3201	20-11-16	15-35	25	37	40	23	34	40	3.87
3202	20-11-16	15-40	25	36	37	23	33	37	3.87
3203	20-11-16	15-46	24	36	38	22	33	38	3.88
3204	20-11-16	15-51	26	37	41	23	34	41	3.87
3205	20-11-16	15-57	25	38	40	23	35	40	3.87
3206	20-11-16	16-2	24	36	39	22	33	39	3.87
3207	20-11-16	16-8	24	35	36	22	33	36	3.87
3208	20-11-16	16-14	24	34	36	22	32	36	3.87
3209	20-11-16	16-19	24	38	43	22	35	43	3.87
3210	20-11-16	16-25	27	37	40	24	34	40	3.87
3211	20-11-16	16-30	26	41	46	23	36	45	3.87
3212	20-11-16	16-36	27	40	43	24	36	43	3.87
3213	20-11-16	16-41	25	38	41	23	35	41	3.86
3214	20-11-16	16-47	23	34	37	22	32	37	3.87
3215	20-11-16	16-52	26	38	40	23	35	40	3.87
3216	20-11-16	16-58	24	37	41	22	34	41	3.87
3217	20-11-16	17-3	27	39	40	24	35	40	3.87
3218	20-11-16	17-9	23	33	36	22	32	36	3.87
3219	20-11-16	17-14	23	36	39	22	33	39	3.86
3220	20-11-16	17-20	25	35	38	23	33	38	3.87
3221	20-11-16	17-25	26	40	45	23	36	45	3.86
3222	20-11-16	17-31	29	41	43	25	36	43	3.86
3223	20-11-16	17-36	27	39	43	24	35	43	3.87
3224	20-11-16	17-42	27	39	43	24	35	43	3.86
3225	20-11-16	17-48	27	41	44	24	36	44	3.86
3226	20-11-16	17-53	27	39	42	24	35	42	3.86
3227	20-11-16	17-59	24	37	40	22	34	40	3.86
3228	20-11-16	18-4	25	38	41	23	35	41	3.86
3229	20-11-16	18-10	25	39	41	23	35	41	3.86
3230	20-11-16	18-15	24	37	40	22	34	40	3.85
3231	20-11-16	18-21	26	35	36	23	33	36	3.86
3232	20-11-16	18-26	23	36	39	22	33	39	3.86
3233	20-11-16	18-32	22	34	38	21	32	38	3.86
3234	20-11-16	18-37	24	36	41	22	33	41	3.86
3235	20-11-16	18-43	23	35	39	22	33	39	3.86
3236	20-11-16	18-48	25	36	39	23	33	39	3.84
3237	20-11-16	18-54	25	36	39	23	33	39	3.86
3238	20-11-16	18-59	24	35	37	22	33	37	3.85
3239	20-11-16	19-5	24	35	38	22	33	38	3.85
3240	20-11-16	19-11	23	35	37	22	33	37	3.86
3241	20-11-16	19-16	24	35	42	22	33	42	3.86
3242	20-11-16	19-22	23	35	37	22	33	37	3.84
3243	20-11-16	19-27	25	38	43	23	35	43	3.86
3244	20-11-16	19-33	22	34	41	21	32	41	3.85
3245	20-11-16	19-38	23	34	38	22	32	38	3.84
3246	20-11-16	19-44	25	38	45	23	35	45	3.85
3247	20-11-16	19-49	23	34	39	22	32	39	3.85
3248	20-11-16	19-55	21	36	38	20	33	38	3.85
3249	20-11-16	20-0	22	33	36	21	32	36	3.85
3250	20-11-16	20-6	21	32	39	20	31	39	3.85
3251	20-11-16	20-11	24	33	37	22	32	37	3.85
3252	20-11-16	20-17	22	33	34	21	32	34	3.85
3253	20-11-16	20-22	22	35	39	21	33	39	3.85
3254	20-11-16	20-28	23	34	35	22	32	35	3.84
3255	20-11-16	20-34	24	38	48	22	35	47	3.85
3256	20-11-16	20-39	25	35	37	23	33	37	3.85
3257	20-11-16	20-45	24	38	44	22	35	44	3.85
3258	20-11-16	20-50	25	37	43	23	34	43	3.85
3259	20-11-16	20-56	25	35	38	23	33	38	3.84
3260	20-11-16	21-1	23	34	37	22	32	37	3.85
3261	20-11-16	21-7	25	38	44	23	35	44	3.84
3262	20-11-16	21-12	24	37	40	22	34	40	3.84
3263	20-11-16	21-18	24	37	40	22	34	40	3.84
3264	20-11-16	21-23	24	36	39	22	33	39	3.84
3265	20-11-16	21-29	24	36	41	22	33	41	3.84
3266	20-11-16	21-34	24	38	42	22	35	42	3.84
3267	20-11-16	21-40	23	33	35	22	32	35	3.84
3268	20-11-16	21-45	23	36	39	22	33	39	3.84
3269	20-11-16	21-51	23	34	38	22	32	38	3.84
3270	20-11-16	21-57	26	37	42	23	34	42	3.84
3271	20-11-16	22-2	22	35	40	21	33	40	3.84
3272	20-11-16	22-8	26	37	39	23	34	39	3.84
3273	20-11-16	22-13	24	36	40	22	33	40	3.84
3274	20-11-16	22-19	22	33	35	21	32	35	3.84
3275	20-11-16	22-24	22	33	36	21	32	36	3.84
3276	20-11-16	22-30	24	37	42	22	34	42	3.84
3277	20-11-16	22-35	23	38	41	22	35	41	3.83
3278	20-11-16	22-41	24	35	44	22	33	44	3.84
3279	20-11-16	22-46	24	37	42	22	34	42	3.83
3280	20-11-16	22-52	23	39	43	22	35	43	3.83
3281	20-11-16	22-57	23	34	36	22	32	36	3.83
3282	20-11-16	23-3	23	36	42	22	33	42	3.82
3283	20-11-16	23-8	24	35	38	22	33	38	3.83
3284	20-11-16	23-14	23	35	38	22	33	38	3.83
3285	20-11-16	23-20	23	36	38	22	33	38	3.83
3286	20-11-16	23-25	23	34	39	22	32	39	3.83
3287	20-11-16	23-31	24	38	42	22	35	42	3.83
3288	20-11-16	23-36	24	40	44	22	36	44	3.83
3289	20-11-16	23-42	23	37	39	22	34	39	3.83
3290	20-11-16	23-47	24	39	40	22	35	40	3.83
3291	20-11-16	23-53	23	35	41	22	33	41	3.83
3292	20-11-16	23-58	23	34	35	22	32	35	3.82
3293	20-11-17	0-4	23	36	41	22	33	41	3.83
3294	20-11-17	0-9	23	36	40	22	33	40	3.83
3295	20-11-17	0-15	23	36	39	22	33	39	3.82
3296	20-11-17	0-20	21	33	37	20	32	37	3.82
3297	20-11-17	0-26	22	34	35	21	32	35	3.81
3298	20-11-17	0-31	20	33	36	20	32	36	3.82
3299	20-11-17	0-37	20	31	35	20	30	35	3.82
3300	20-11-17	0-43	22	34	38	21	32	38	3.82
3301	20-11-17	0-48	20	34	36	20	32	36	3.82
3302	20-11-17	0-54	20	31	33	20	30	33	3.82
3303	20-11-17	0-59	20	32	34	20	31	34	3.82
3304	20-11-17	1-5	21	32	34	20	31	34	3.82
3305	20-11-17	1-10	20	30	34	20	30	34	3.81
3306	20-11-17	1-16	20	32	37	20	31	37	3.82
3307	20-11-17	1-21	20	31	33	20	30	33	3.81
3308	20-11-17	1-27	19	28	30	19	28	30	3.81
3309	20-11-17	1-32	20	32	35	20	31	35	3.82
3310	20-11-17	1-38	19	31	36	19	30	36	3.82
3311	20-11-17	1-43	20	30	35	20	30	35	3.82
3312	20-11-17	1-49	18	28	29	18	28	29	3.81
3313	20-11-17	1-54	18	29	35	18	29	35	3.81
3314	20-11-17	2-0	20	30	32	20	30	32	3.81
3315	20-11-17	2-5	19	30	35	19	30	35	3.80
3316	20-11-17	2-11	19	32	37	19	31	37	3.81
3317	20-11-17	2-17	16	27	33	16	27	33	3.81
3318	20-11-17	2-22	19	30	34	19	30	34	3.81
3319	20-11-17	2-28	17	30	35	17	30	35	3.81
3320	20-11-17	2-33	17	26	27	17	26	27	3.81
3321	20-11-17	2-39	18	31	32	18	30	32	3.81
3322	20-11-17	2-44	19	29	33	19	29	33	3.81
3323	20-11-17	2-50	19	29	32	19	29	32	3.81
3324	20-11-17	2-55	17	26	28	17	26	28	3.81
3325	20-11-17	3-1	17	28	32	17	28	32	3.80
3326	20-11-17	3-6	17	27	29	17	27	29	3.81
3327	20-11-17	3-12	15	25	30	15	25	30	3.80
3328	20-11-17	3-17	15	23	25	15	23	25	3.81
3329	20-11-17	3-23	15	24	26	15	24	26	3.80
3330	20-11-17	3-28	15	25	27	15	25	27	3.80
3331	20-11-17	3-34	15	24	25	15	24	25	3.81
3332	20-11-17	3-40	15	23	24	15	23	24	3.80
3333	20-11-17	3-45	17	25	28	17	25	28	3.80
3334	20-11-17	3-51	15	25	28	15	25	28	3.80
3335	20-11-17	3-56	15	24	24	15	24	24	3.79
3336	20-11-17	4-2	15	25	26	15	25	26	3.80
3337	20-11-17	4-7	14	23	25	14	23	25	3.80
3338	20-11-17	4-13	14	23	25	14	23	25	3.80
3339	20-11-17	4-18	14	23	25	14	23	25	3.80
3340	20-11-17	4-24	15	23	25	15	23	25	3.79
3341	20-11-17	4-29	15	24	27	15	24	27	3.79
3342	20-11-17	4-35	13	22	26	13	22	26	3.80
3343	20-11-17	4-40	13	22	25	13	22	25	3.79
3344	20-11-17	4-46	14	24	26	14	24	26	3.79
3345	20-11-17	4-51	15	25	29	15	25	29	3.79
3346	20-11-17	4-57	15	24	29	15	24	29	3.79
3347	20-11-17	5-3	16	28	31	16	28	31	3.79
3348	20-11-17	5-8	16	24	27	16	24	27	3.78
3349	20-11-17	5-14	15	24	28	15	24	28	3.79
3350	20-11-17	5-19	14	24	27	14	24	27	3.79
3351	20-11-17	5-25	14	24	27	14	24	27	3.78
3352	20-11-17	5-30	16	26	27	16	26	27	3.77
3353	20-11-17	5-36	15	25	29	15	25	29	3.78
3354	20-11-17	5-41	16	24	27	16	24	27	3.78
3355	20-11-17	5-47	14	24	30	14	24	30	3.78
3356	20-11-17	5-52	14	23	25	14	23	25	3.78
3357	20-11-17	5-58	13	23	27	13	23	27	3.78
3358	20-11-17	6-3	15	25	29	15	25	29	3.78
3359	20-11-17	6-9	15	24	27	15	24	27	3.78
3360	20-11-17	6-14	15	22	27	15	22	27	3.78
3361	20-11-17	6-20	14	24	27	14	24	27	3.78
3362	20-11-17	6-26	15	24	24	15	24	24	3.78
3363	20-11-17	6-31	15	24	27	15	24	27	3.78
3364	20-11-17	6-37	15	27	29	15	27	29	3.77
3365	20-11-17	6-42	14	21	23	14	21	23	3.77
3366	20-11-17	6-48	15	23	27	15	23	27	3.77
3367	20-11-17	6-53	14	21	21	14	21	21	3.77
3368	20-11-17	6-59	13	22	25	13	22	25	3.77
3369	20-11-17	7-4	14	23	26	14	23	26	3.78
3370	20-11-17	7-10	14	22	28	14	22	28	3.77
3371	20-11-17	7-15	14	23	27	14	23	27	3.77
3372	20-11-17	7-21	15	24	27	15	24	27	3.77
3373	20-11-17	7-26	18	28	36	18	28	36	3.76
3374	20-11-17	7-32	18	29	34	18	29	34	3.77
3375	20-11-17	7-37	18	29	31	18	29	31	3.77
3376	20-11-17	7-43	18	29	33	18	29	33	3.77
3377	20-11-17	7-49	19	29	32	19	29	32	3.77
3378	20-11-17	7-54	19	31	36	19	30	36	3.76
3379	20-11-17	8-0	18	29	33	18	29	33	3.76
3380	20-11-17	8-5	19	27	29	19	27	29	3.76
3381	20-11-17	8-11	21	31	34	20	30	34	3.77
3382	20-11-17	8-16	21	30	32	20	30	32	3.76
3383	20-11-17	8-22	20	32	39	20	31	39	3.75
3384	20-11-17	8-27	22	31	31	21	30	31	3.76
3385	20-11-17	8-33	20	27	28	20	27	28	3.74
3386	20-11-17	8-38	18	28	30	18	28	30	3.76
3387	20-11-17	8-44	21	32	36	20	31	36	3.75
3388	20-11-17	8-49	20	30	33	20	30	33	3.75
3389	20-11-17	8-55	19	29	32	19	29	32	3.75
3390	20-11-17	9-0	18	27	27	18	27	27	3.75
3391	20-11-17	9-6	21	29	29	20	29	29	3.75
3392	20-11-17	9-11	18	26	28	18	26	28	3.75
3393	20-11-17	9-17	19	27	29	19	27	29	3.74
3394	20-11-17	9-23	18	25	27	18	25	27	3.75
3395	20-11-17	9-28	19	24	26	19	24	26	3.74
3396	20-11-17	9-34	16	24	27	16	24	27	3.74
3397	20-11-17	9-39	15	22	26	15	22	26	3.74
3398	20-11-17	9-45	15	21	22	15	21	22	3.74
3399	20-11-17	9-50	15	23	25	15	23	25	3.74
3400	20-11-17	9-56	15	20	25	15	20	25	3.74
3401	20-11-17	10-1	13	19	19	13	19	19	3.74
3402	20-11-17	10-7	12	17	19	12	17	19	3.74
3403	20-11-17	10-12	12	17	18	12	17	18	3.73
3404	20-11-17	10-18	11	16	17	11	16	17	3.74
3405	20-11-17	10-23	10	15	17	10	15	17	3.73
3406	20-11-17	10-29	11	15	18	11	15	18	3.73
3407	20-11-17	10-34	10	15	16	10	15	16	3.73
3408	20-11-17	10-40	11	14	14	11	14	14	3.73
3409	20-11-17	10-46	10	14	15	10	14	15	3.73
3410	20-11-17	10-51	10	14	16	10	14	16	3.73
3411	20-11-17	10-57	10	13	16	10	13	16	3.73
3412	20-11-17	11-2	9	12	12	9	12	12	3.73
3413	20-11-17	11-8	10	15	17	10	15	17	3.73
3414	20-11-17	11-13	11	13	15	11	13	15	3.72
3415	20-11-17	11-19	11	16	17	11	16	17	3.73
3416	20-11-17	11-24	11	15	15	11	15	15	3.73
3417	20-11-17	11-30	12	16	18	12	16	18	3.72
3418	20-11-17	11-35	12	16	17	12	16	17	3.72
3419	20-11-17	11-41	11	16	18	11	16	18	3.71
