数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
44	20-11-4	4-6	7	10	11	7	10	11	4.19	
45	20-11-4	4-11	7	8	9	7	8	9	4.19	
46	20-11-4	4-17	8	9	9	8	9	9	4.19	
47	20-11-4	4-22	8	11	11	8	11	11	4.19	
48	20-11-4	4-28	6	8	9	6	8	9	4.19	
49	20-11-4	4-33	7	9	10	7	9	10	4.19	
50	20-11-4	4-39	7	9	10	7	9	10	4.19	
51	20-11-4	4-44	7	9	9	7	9	9	4.19	
52	20-11-4	4-50	7	9	9	7	9	9	4.19	
53	20-11-4	4-55	7	9	10	7	9	10	4.19	
54	20-11-4	5-1	7	8	8	7	8	8	4.19	
55	20-11-4	5-6	8	9	10	8	9	10	4.19	
56	20-11-4	5-12	7	8	8	7	8	8	4.19	
57	20-11-4	5-17	7	10	10	7	10	10	4.19	
58	20-11-4	5-23	7	9	11	7	9	11	4.19	
59	20-11-4	5-28	7	9	9	7	9	9	4.19	
60	20-11-4	5-34	6	8	9	6	8	9	4.19	
61	20-11-4	5-39	7	9	10	7	9	10	4.19	
62	20-11-4	5-45	7	10	11	7	10	11	4.19	
63	20-11-4	5-50	9	12	12	9	12	12	4.19	
64	20-11-4	5-56	7	10	10	7	10	10	4.19	
65	20-11-4	6-1	8	10	10	8	10	10	4.18	
66	20-11-4	6-7	9	12	14	9	12	14	4.19	
67	20-11-4	6-12	8	12	12	8	12	12	4.19	
68	20-11-4	6-18	10	15	17	10	15	17	4.19	
69	20-11-4	6-23	8	12	16	8	12	16	4.19	
70	20-11-4	6-29	8	10	11	8	10	11	4.18	
71	20-11-4	6-34	9	14	14	9	14	14	4.19	
72	20-11-4	6-40	10	15	16	10	15	16	4.19	
73	20-11-4	6-45	9	11	14	9	11	14	4.19	
74	20-11-4	6-51	9	12	15	9	12	15	4.19	
75	20-11-4	6-56	9	11	11	9	11	11	4.18	
76	20-11-4	7-2	9	11	11	9	11	11	4.18	
77	20-11-4	7-7	9	12	12	9	12	12	4.19	
78	20-11-4	7-13	9	12	14	9	12	14	4.18	
79	20-11-4	7-18	9	14	14	9	14	14	4.19	
80	20-11-4	7-24	9	12	12	9	12	12	4.19	
81	20-11-4	7-29	9	11	11	9	11	11	4.19	
82	20-11-4	7-35	9	11	14	9	11	14	4.19	
83	20-11-4	7-40	9	13	13	9	13	13	4.19	
84	20-11-4	7-46	10	13	13	10	13	13	4.18	
85	20-11-4	7-51	8	11	14	8	11	14	4.19	
86	20-11-4	7-57	8	10	10	8	10	10	4.15	
87	20-11-4	8-2	9	14	14	9	14	14	4.14	
88	20-11-4	8-8	0	0	0	0	0	0	4.16	
89	20-11-4	8-14	0	0	0	0	0	0	4.16	
90	20-11-4	8-19	0	0	0	0	0	0	4.16	
91	20-11-4	8-25	0	0	0	0	0	0	4.16	
92	20-11-4	8-31	0	0	0	0	0	0	4.16	
93	20-11-4	8-36	0	0	0	0	0	0	4.16	
94	20-11-4	8-42	0	0	0	0	0	0	4.15	
95	20-11-4	8-48	0	0	0	0	0	0	4.15	
96	20-11-4	8-53	0	0	0	0	0	0	4.15	
97	20-11-4	8-59	0	0	0	0	0	0	4.15	
98	20-11-4	9-5	0	0	0	0	0	0	4.15	
99	20-11-4	9-10	0	0	0	0	0	0	4.15	
100	20-11-4	9-16	0	0	0	0	0	0	4.15	
101	20-11-4	9-22	0	0	0	0	0	0	4.15	
102	20-11-4	9-27	0	0	0	0	0	0	4.14	
103	20-11-4	9-33	0	0	0	0	0	0	4.14	
104	20-11-4	9-39	0	0	0	0	0	0	4.14	
105	20-11-4	9-44	0	0	0	0	0	0	4.14	
106	20-11-4	9-50	0	0	0	0	0	0	4.14	
107	20-11-4	9-56	0	0	0	0	0	0	4.14	
108	20-11-4	10-1	0	0	0	0	0	0	4.14	
109	20-11-4	10-7	0	0	0	0	0	0	4.14	
110	20-11-4	10-13	0	0	0	0	0	0	4.14	
111	20-11-4	10-18	0	0	0	0	0	0	4.14	
112	20-11-4	10-24	0	0	0	0	0	0	4.14	
113	20-11-4	10-30	0	0	0	0	0	0	4.14	
114	20-11-4	10-35	0	0	0	0	0	0	4.13	
115	20-11-4	10-41	0	0	0	0	0	0	4.13	
116	20-11-4	10-46	0	0	0	0	0	0	4.13	
117	20-11-4	10-52	0	0	0	0	0	0	4.13	
118	20-11-4	10-58	0	0	0	0	0	0	4.13	
119	20-11-4	11-3	0	0	0	0	0	0	4.13	
120	20-11-4	11-9	0	0	0	0	0	0	4.13	
121	20-11-4	11-15	0	0	0	0	0	0	4.13	
122	20-11-4	11-20	0	0	0	0	0	0	4.13	
123	20-11-4	11-26	0	0	0	0	0	0	4.13	
124	20-11-4	11-32	0	0	0	0	0	0	4.12	
125	20-11-4	11-37	0	0	0	0	0	0	4.12	
126	20-11-4	11-43	0	0	0	0	0	0	4.13	
127	20-11-4	11-49	0	0	0	0	0	0	4.12	
128	20-11-4	11-54	0	0	0	0	0	0	4.12	
129	20-11-4	12-0	0	0	0	0	0	0	4.11	
130	20-11-4	12-6	0	0	0	0	0	0	4.12	
131	20-11-4	12-11	0	0	0	0	0	0	4.12	
132	20-11-4	12-17	0	0	0	0	0	0	4.12	
133	20-11-4	12-23	0	0	0	0	0	0	4.12	
134	20-11-4	12-28	0	0	0	0	0	0	4.12	
135	20-11-4	12-34	0	0	0	0	0	0	4.11	
136	20-11-4	12-40	0	0	0	0	0	0	4.11	
137	20-11-4	12-45	8	9	9	8	9	9	4.11	
138	20-11-4	12-51	10	11	11	10	11	11	4.09	
139	20-11-4	12-56	7	12	13	7	12	13	4.08	
140	20-11-4	12-58	8	12	13	8	12	13	4.09	
141	20-11-4	13-4	11	16	17	11	16	17	4.08	
142	20-11-4	13-9	9	13	14	9	13	14	4.07	
143	20-11-4	13-15	10	14	14	10	14	14	4.08	
144	20-11-4	13-20	11	14	14	11	14	14	4.08	
145	20-11-4	13-26	11	13	13	11	13	13	4.07	
146	20-11-4	13-31	10	15	15	10	15	15	4.07	
147	20-11-4	13-37	10	13	13	10	13	13	4.07	
148	20-11-4	13-42	10	12	14	10	12	14	4.07	
149	20-11-4	13-48	11	15	16	11	15	16	4.06	
150	20-11-4	13-53	11	14	15	11	14	15	4.05	
151	20-11-4	13-59	11	14	15	11	14	15	4.05	
152	20-11-4	14-4	9	14	14	9	14	14	4.06	
153	20-11-4	14-10	11	14	15	11	14	15	4.05	
154	20-11-4	14-16	12	16	18	12	16	18	4.05	
155	20-11-4	14-21	11	14	15	11	14	15	4.05	
156	20-11-4	14-27	10	14	15	10	14	15	4.05	
157	20-11-4	14-32	11	15	15	11	15	15	4.05	
158	20-11-4	14-38	9	12	13	9	12	13	4.04	
159	20-11-4	14-43	9	11	12	9	11	12	4.04	
160	20-11-4	14-49	9	12	12	9	12	12	4.04	
161	20-11-4	14-54	10	13	14	10	13	14	4.04	
162	20-11-4	15-0	9	12	13	9	12	13	4.04	
163	20-11-4	15-5	7	11	11	7	11	11	4.02	
164	20-11-4	15-11	9	11	11	9	11	11	4.02	
165	20-11-4	15-16	10	11	12	10	11	12	4.02	
166	20-11-4	15-22	7	11	11	7	11	11	4.03	
167	20-11-4	15-27	7	11	11	7	11	11	4.02	
168	20-11-4	15-33	9	10	10	9	10	10	4.02	
169	20-11-4	15-39	9	11	12	9	11	12	4.02	
170	20-11-4	15-44	5	9	9	5	9	9	4.02	
171	20-11-4	15-50	7	9	10	7	9	10	4.02	
172	20-11-4	15-55	6	8	8	6	8	8	4.02	
173	20-11-4	16-1	8	11	12	8	11	12	4.02	
174	20-11-4	16-6	7	8	10	7	8	10	4.02	
175	20-11-4	16-12	8	12	12	8	12	12	4.01	
176	20-11-4	16-17	7	10	10	7	10	10	4.01	
177	20-11-4	16-23	6	10	10	6	10	10	4.02	
178	20-11-4	16-28	7	10	10	7	10	10	4.02	
179	20-11-4	16-34	6	10	12	6	10	12	4.01	
180	20-11-4	16-39	6	8	11	6	8	11	4.01	
181	20-11-4	16-45	6	10	10	6	10	10	4.01	
182	20-11-4	16-50	6	10	10	6	10	10	4.01	
183	20-11-4	16-56	6	8	8	6	8	8	4.01	
184	20-11-4	17-2	5	7	8	5	7	8	3.99	
185	20-11-4	17-7	6	8	8	6	8	8	4.00	
186	20-11-4	17-13	6	8	10	6	8	10	4.00	
187	20-11-4	17-18	6	8	8	6	8	8	4.00	
188	20-11-4	17-24	6	7	7	6	7	7	4.00	
189	20-11-4	17-29	7	8	8	7	8	8	4.00	
190	20-11-4	17-35	7	10	12	7	10	12	4.00	
191	20-11-4	17-40	6	10	10	6	10	10	3.99	
192	20-11-4	17-46	6	7	7	6	7	7	3.99	
193	20-11-4	17-51	6	8	10	6	8	10	3.99	
194	20-11-4	17-57	6	10	11	6	10	11	3.99	
195	20-11-4	18-2	6	8	10	6	8	10	3.99	
196	20-11-4	18-8	7	10	10	7	10	10	3.98	
197	20-11-4	18-13	6	8	8	6	8	8	3.98	
198	20-11-4	18-19	6	8	8	6	8	8	3.98	
199	20-11-4	18-25	5	7	8	5	7	8	3.98	
200	20-11-4	18-30	7	8	8	7	8	8	3.98	
201	20-11-4	18-36	6	10	10	6	10	10	3.98	
202	20-11-4	18-41	7	10	10	7	10	10	3.98	
203	20-11-4	18-47	6	8	8	6	8	8	3.98	
204	20-11-4	18-52	7	11	13	7	11	13	3.97	
205	20-11-4	18-58	7	11	12	7	11	12	3.97	
206	20-11-4	19-3	9	12	12	9	12	12	3.97	
207	20-11-4	19-9	9	10	11	9	10	11	3.97	
208	20-11-4	19-14	10	13	13	10	13	13	3.96	
209	20-11-4	19-20	9	10	12	9	10	12	3.96	
210	20-11-4	19-25	10	13	13	10	13	13	3.96	
211	20-11-4	19-31	11	14	16	11	14	16	3.94	
212	20-11-4	19-37	6	10	10	6	10	10	3.95	
213	20-11-4	19-42	8	12	12	8	12	12	3.96	
214	20-11-4	19-48	8	11	11	8	11	11	3.95	
215	20-11-4	19-53	8	9	9	8	9	9	3.95	
216	20-11-4	19-59	9	12	13	9	12	13	3.95	
217	20-11-4	20-4	6	10	10	6	10	10	3.95	
218	20-11-4	20-10	6	10	10	6	10	10	3.94	
219	20-11-4	20-15	7	10	11	7	10	11	3.94	
220	20-11-4	20-21	7	11	11	7	11	11	3.94	
221	20-11-4	20-26	5	9	9	5	9	9	3.94	
222	20-11-4	20-32	6	11	12	6	11	12	3.94	
223	20-11-4	20-37	6	7	9	6	7	9	3.94	
224	20-11-4	20-43	8	11	11	8	11	11	3.93	
225	20-11-4	20-48	8	10	10	8	10	10	3.94	
226	20-11-4	20-54	11	16	18	11	16	18	3.93	
227	20-11-4	21-0	12	15	17	12	15	17	3.93	
228	20-11-4	21-5	10	13	16	10	13	16	3.92	
229	20-11-4	21-11	7	10	10	7	10	10	3.93	
230	20-11-4	21-16	7	11	12	7	11	12	3.92	
231	20-11-4	21-22	9	11	13	9	11	13	3.92	
232	20-11-4	21-27	9	11	12	9	11	12	3.92	
233	20-11-4	21-33	7	10	10	7	10	10	3.91	
234	20-11-4	21-38	9	11	12	9	11	12	3.92	
235	20-11-4	21-44	10	12	12	10	12	12	3.92	
236	20-11-4	21-49	10	13	16	10	13	16	3.91	
237	20-11-4	21-55	11	14	15	11	14	15	3.91	
238	20-11-4	22-0	9	11	13	9	11	13	3.91	
239	20-11-4	22-6	10	13	14	10	13	14	3.91	
240	20-11-4	22-11	11	14	18	11	14	18	3.90	
241	20-11-4	22-17	10	13	15	10	13	15	3.90	
242	20-11-4	22-23	10	13	14	10	13	14	3.90	
243	20-11-4	22-28	13	20	21	13	20	21	3.88	
244	20-11-4	22-34	12	17	19	12	17	19	3.90	
245	20-11-4	22-39	13	19	21	13	19	21	3.90	
246	20-11-4	22-45	12	15	16	12	15	16	3.88	
247	20-11-4	22-50	13	20	21	13	20	21	3.89	
248	20-11-4	22-56	13	17	17	13	17	17	3.89	
249	20-11-4	23-1	13	17	18	13	17	18	3.89	
250	20-11-4	23-7	12	17	17	12	17	17	3.89	
251	20-11-4	23-12	12	14	15	12	14	15	3.89	
252	20-11-4	23-18	13	17	20	13	17	20	3.89	
253	20-11-4	23-23	14	18	21	14	18	21	3.89	
254	20-11-4	23-29	17	22	22	17	22	22	4.14	
255	20-11-4	23-34	12	17	17	12	17	17	4.24	
256	20-11-4	23-40	12	16	19	12	16	19	4.28	
257	20-11-4	23-45	13	19	24	13	19	24	4.29	
258	20-11-4	23-51	12	15	18	12	15	18	4.30	
259	20-11-4	23-56	11	16	18	11	16	18	4.32	
260	20-11-5	0-2	13	16	16	13	16	16	4.33	
261	20-11-5	0-7	12	17	17	12	17	17	4.34	
262	20-11-5	0-13	13	17	17	13	17	17	4.32	
263	20-11-5	0-18	13	15	17	13	15	17	4.26	
264	20-11-5	0-24	12	15	19	12	15	19	4.24	
265	20-11-5	0-29	12	15	15	12	15	15	4.23	
266	20-11-5	0-35	11	15	16	11	15	16	4.22	
267	20-11-5	0-40	11	15	15	11	15	15	4.23	
268	20-11-5	0-46	11	15	15	11	15	15	4.20	
269	20-11-5	0-51	10	14	14	10	14	14	4.20	
270	20-11-5	0-57	13	16	16	13	16	16	4.19	
271	20-11-5	1-2	15	16	17	15	16	17	4.19	
272	20-11-5	1-8	9	12	12	9	12	12	4.19	
273	20-11-5	1-13	12	17	18	12	17	18	4.19	
274	20-11-5	1-19	12	16	16	12	16	16	4.19	
275	20-11-5	1-24	11	14	17	11	14	17	4.19	
276	20-11-5	1-30	10	14	14	10	14	14	4.20	
277	20-11-5	1-35	12	15	15	12	15	15	4.18	
278	20-11-5	1-41	12	15	15	12	15	15	4.19	
279	20-11-5	1-46	11	14	14	11	14	14	4.19	
280	20-11-5	1-52	11	13	14	11	13	14	4.19	
281	20-11-5	1-57	11	12	13	11	12	13	4.19	
282	20-11-5	2-3	9	12	13	9	12	13	4.20	
283	20-11-5	2-8	11	13	13	11	13	13	4.20	
284	20-11-5	2-14	9	11	11	9	11	11	4.20	
285	20-11-5	2-19	9	12	12	9	12	12	4.20	
286	20-11-5	2-25	11	13	13	11	13	13	4.20	
287	20-11-5	2-30	11	13	13	11	13	13	4.19	
288	20-11-5	2-36	10	15	15	10	15	15	4.19	
289	20-11-5	2-41	11	13	13	11	13	13	4.19	
290	20-11-5	2-47	8	12	13	8	12	13	4.19	
291	20-11-5	2-52	11	13	14	11	13	14	4.18	
292	20-11-5	2-58	9	12	12	9	12	12	4.18	
293	20-11-5	3-3	9	12	12	9	12	12	4.18	
294	20-11-5	3-9	8	12	12	8	12	12	4.18	
295	20-11-5	3-14	9	13	13	9	13	13	4.18	
296	20-11-5	3-20	11	12	13	11	12	13	4.18	
297	20-11-5	3-25	11	13	14	11	13	14	4.18	
298	20-11-5	3-31	9	12	15	9	12	15	4.18	
299	20-11-5	3-36	9	12	12	9	12	12	4.18	
300	20-11-5	3-42	8	12	12	8	12	12	4.18	
301	20-11-5	3-47	8	9	11	8	9	11	4.18	
302	20-11-5	3-53	8	12	13	8	12	13	4.18	
303	20-11-5	3-58	8	11	11	8	11	11	4.18	
304	20-11-5	4-4	9	11	12	9	11	12	4.18	
305	20-11-5	4-9	8	11	12	8	11	12	4.18	
306	20-11-5	4-15	7	9	11	7	9	11	4.18	
307	20-11-5	4-20	8	12	12	8	12	12	4.18	
308	20-11-5	4-26	8	12	12	8	12	12	4.18	
309	20-11-5	4-31	8	11	11	8	11	11	4.18	
310	20-11-5	4-37	8	11	11	8	11	11	4.18	
311	20-11-5	4-42	8	11	12	8	11	12	4.18	
312	20-11-5	4-48	7	8	8	7	8	8	4.18	
313	20-11-5	4-53	7	11	12	7	11	12	4.18	
314	20-11-5	4-59	8	11	12	8	11	12	4.18	
315	20-11-5	5-4	7	9	11	7	9	11	4.18	
316	20-11-5	5-10	7	9	9	7	9	9	4.18	
317	20-11-5	5-15	7	9	9	7	9	9	4.18	
318	20-11-5	5-21	7	9	9	7	9	9	4.18	
319	20-11-5	5-26	6	9	9	6	9	9	4.18	
320	20-11-5	5-32	7	11	11	7	11	11	4.18	
321	20-11-5	5-37	7	9	12	7	9	12	4.18	
322	20-11-5	5-43	8	11	13	8	11	13	4.18	
323	20-11-5	5-48	8	11	11	8	11	11	4.18	
324	20-11-5	5-54	8	9	9	8	9	9	4.18	
325	20-11-5	5-59	7	11	11	7	11	11	4.18	
326	20-11-5	6-5	7	9	9	7	9	9	4.18	
327	20-11-5	6-10	8	11	11	8	11	11	4.18	
328	20-11-5	6-16	6	9	9	6	9	9	4.18	
329	20-11-5	6-21	7	9	9	7	9	9	4.18	
330	20-11-5	6-27	7	9	9	7	9	9	4.18	
331	20-11-5	6-32	7	9	9	7	9	9	4.18	
332	20-11-5	6-38	7	9	10	7	9	10	4.18	
333	20-11-5	6-43	6	8	8	6	8	8	4.18	
334	20-11-5	6-49	7	8	9	7	8	9	4.18	
335	20-11-5	6-54	7	9	11	7	9	11	4.18	
336	20-11-5	7-0	8	12	12	8	12	12	4.18	
337	20-11-5	7-5	8	11	11	8	11	11	4.18	
338	20-11-5	7-11	8	12	14	8	12	14	4.18	
339	20-11-5	7-16	8	10	12	8	10	12	4.18	
340	20-11-5	7-22	8	12	12	8	12	12	4.18	
341	20-11-5	7-27	8	11	13	8	11	13	4.18	
342	20-11-5	7-33	8	12	12	8	12	12	4.18	
343	20-11-5	7-38	7	8	9	7	8	9	4.18	
344	20-11-5	7-44	8	11	13	8	11	13	4.18	
345	20-11-5	7-49	7	11	11	7	11	11	4.15	
346	20-11-5	7-55	9	13	13	9	13	13	4.14	
347	20-11-5	8-1	8	12	12	8	12	12	4.14	
348	20-11-5	8-6	10	12	14	10	12	14	4.13	
349	20-11-5	8-12	8	12	14	8	12	14	4.13	
350	20-11-5	8-17	8	12	13	8	12	13	4.12	
351	20-11-5	8-23	8	11	12	8	11	12	4.12	
352	20-11-5	8-28	7	10	10	7	10	10	4.11	
353	20-11-5	8-34	7	11	12	7	11	12	4.10	
354	20-11-5	8-39	7	11	12	7	11	12	4.10	
355	20-11-5	8-45	7	11	12	7	11	12	4.10	
356	20-11-5	8-50	7	10	12	7	10	12	4.10	
357	20-11-5	8-56	6	10	10	6	10	10	4.09	
358	20-11-5	9-1	7	11	11	7	11	11	4.09	
359	20-11-5	9-7	8	10	11	8	10	11	4.09	
360	20-11-5	9-12	7	10	10	7	10	10	4.08	
361	20-11-5	9-18	8	12	13	8	12	13	4.08	
362	20-11-5	9-24	10	11	11	10	11	11	4.08	
363	20-11-5	9-29	7	10	10	7	10	10	4.08	
364	20-11-5	9-35	7	10	10	7	10	10	4.07	
365	20-11-5	9-40	7	8	9	7	8	9	4.07	
366	20-11-5	9-46	8	11	12	8	11	12	4.06	
367	20-11-5	9-51	6	8	9	6	8	9	4.07	
368	20-11-5	9-57	7	8	8	7	8	8	4.06	
369	20-11-5	10-2	6	8	9	6	8	9	4.05	
370	20-11-5	10-8	7	8	9	7	8	9	4.05	
371	20-11-5	10-13	7	11	11	7	11	11	4.05	
372	20-11-5	10-19	8	11	12	8	11	12	4.05	
373	20-11-5	10-24	8	12	12	8	12	12	4.05	
374	20-11-5	10-30	7	8	8	7	8	8	4.05	
375	20-11-5	10-35	7	9	11	7	9	11	4.04	
376	20-11-5	10-41	9	12	13	9	12	13	4.05	
377	20-11-5	10-47	6	9	9	6	9	9	4.03	
378	20-11-5	10-52	6	9	9	6	9	9	4.03	
379	20-11-5	10-58	8	11	11	8	11	11	4.04	
380	20-11-5	11-3	8	11	11	8	11	11	4.03	
381	20-11-5	11-9	8	11	11	8	11	11	4.03	
382	20-11-5	11-14	9	15	16	9	15	16	4.03	
383	20-11-5	11-20	8	11	12	8	11	12	4.03	
384	20-11-5	11-25	7	11	11	7	11	11	4.03	
385	20-11-5	11-31	8	11	12	8	11	12	4.02	
386	20-11-5	11-36	9	13	13	9	13	13	4.02	
387	20-11-5	11-42	9	12	13	9	12	13	4.02	
388	20-11-5	11-47	9	13	14	9	13	14	4.03	
389	20-11-5	11-53	9	13	13	9	13	13	4.02	
390	20-11-5	11-58	8	11	11	8	11	11	4.02	
391	20-11-5	12-4	9	13	13	9	13	13	4.02	
392	20-11-5	12-10	12	15	16	12	15	16	4.02	
393	20-11-5	12-15	9	13	13	9	13	13	4.02	
394	20-11-5	12-21	9	13	13	9	13	13	4.02	
395	20-11-5	12-26	10	12	13	10	12	13	4.02	
396	20-11-5	12-32	11	13	13	11	13	13	4.02	
397	20-11-5	12-37	9	11	13	9	11	13	4.01	
398	20-11-5	12-43	11	13	14	11	13	14	4.02	
399	20-11-5	12-48	9	13	13	9	13	13	4.01	
400	20-11-5	12-54	12	15	15	12	15	15	4.01	
401	20-11-5	12-59	11	14	14	11	14	14	4.01	
402	20-11-5	13-5	11	13	14	11	13	14	4.01	
403	20-11-5	13-10	12	15	16	12	15	16	4.01	
404	20-11-5	13-16	13	17	19	13	17	19	4.00	
405	20-11-5	13-21	12	14	15	12	14	15	4.00	
406	20-11-5	13-27	12	14	15	12	14	15	4.00	
407	20-11-5	13-32	9	12	14	9	12	14	4.00	
408	20-11-5	13-38	11	12	12	11	12	12	4.00	
409	20-11-5	13-44	9	12	14	9	12	14	3.99	
410	20-11-5	13-49	11	14	15	11	14	15	4.00	
411	20-11-5	13-55	8	12	13	8	12	13	3.99	
412	20-11-5	14-0	8	11	13	8	11	13	3.99	
413	20-11-5	14-6	8	11	11	8	11	11	3.99	
414	20-11-5	14-11	8	9	11	8	9	11	3.96	
415	20-11-5	14-17	9	12	13	9	12	13	3.98	
416	20-11-5	14-22	8	11	11	8	11	11	3.98	
417	20-11-5	14-28	8	12	13	8	12	13	3.96	
418	20-11-5	14-33	8	9	9	8	9	9	3.99	
419	20-11-5	14-39	9	11	12	9	11	12	3.98	
420	20-11-5	14-44	11	12	12	11	12	12	3.98	
421	20-11-5	14-50	9	11	11	9	11	11	3.97	
422	20-11-5	14-55	9	13	13	9	13	13	3.97	
423	20-11-5	15-1	8	11	11	8	11	11	3.97	
424	20-11-5	15-7	9	12	12	9	12	12	3.97	
425	20-11-5	15-12	8	11	12	8	11	12	3.97	
426	20-11-5	15-18	9	12	13	9	12	13	3.97	
427	20-11-5	15-23	12	15	16	12	15	16	3.97	
428	20-11-5	15-29	8	12	13	8	12	13	3.96	
429	20-11-5	15-34	11	14	16	11	14	16	3.97	
430	20-11-5	15-40	11	15	15	11	15	15	3.95	
431	20-11-5	15-45	11	12	14	11	12	14	3.95	
432	20-11-5	15-51	8	12	12	8	12	12	3.96	
433	20-11-5	15-56	9	13	13	9	13	13	3.95	
434	20-11-5	16-2	2304	3584	3584	2304	3584	3590	3.95	
435	20-11-5	16-7	11	13	14	11	13	14	3.95	
436	20-11-5	16-13	9	13	13	9	13	13	3.95	
437	20-11-5	16-18	10	13	13	10	13	13	3.93	
438	20-11-5	16-24	12	15	15	12	15	15	3.95	
439	20-11-5	16-30	10	14	16	10	14	16	3.94	
440	20-11-5	16-35	12	13	13	12	13	13	3.94	
441	20-11-5	16-41	8	12	13	8	12	13	3.94	
442	20-11-5	16-46	12	15	17	12	15	17	3.94	
443	20-11-5	16-52	9	13	14	9	13	14	3.91	
444	20-11-5	16-57	11	14	14	11	14	14	3.94	
445	20-11-5	17-3	11	15	15	11	15	15	3.91	
446	20-11-5	17-8	11	15	18	11	15	18	3.93	
447	20-11-5	17-14	10	15	16	10	15	16	3.93	
448	20-11-5	17-19	12	14	14	12	14	14	3.93	
449	20-11-5	17-25	10	13	15	10	13	15	3.92	
450	20-11-5	17-30	11	14	15	11	14	15	3.92	
451	20-11-5	17-36	9	13	13	9	13	13	3.89	
452	20-11-5	17-41	9	14	14	9	14	14	3.92	
453	20-11-5	17-47	9	11	13	9	11	13	3.91	
454	20-11-5	17-53	9	11	16	9	11	16	3.92	
455	20-11-5	17-58	9	11	13	9	11	13	3.92	
456	20-11-5	18-4	9	11	11	9	11	11	3.90	
457	20-11-5	18-9	9	11	16	9	11	16	3.91	
458	20-11-5	18-15	9	11	11	9	11	11	3.91	
459	20-11-5	18-20	9	13	13	9	13	13	3.91	
460	20-11-5	18-26	9	13	14	9	13	14	3.89	
461	20-11-5	18-31	10	14	14	10	14	14	3.90	
462	20-11-5	18-37	13	17	19	13	17	19	3.88	
463	20-11-5	18-42	10	14	14	10	14	14	3.89	
464	20-11-5	18-48	12	15	15	12	15	15	3.90	
465	20-11-5	18-53	10	15	15	10	15	15	3.90	
466	20-11-5	18-59	11	15	15	11	15	15	3.90	
467	20-11-5	19-4	13	17	17	13	17	17	3.90	
468	20-11-5	19-10	13	16	16	13	16	16	3.89	
469	20-11-5	19-16	11	15	16	11	15	16	3.90	
470	20-11-5	19-21	15	19	19	15	19	19	3.89	
471	20-11-5	19-27	14	19	20	14	19	20	3.89	
472	20-11-5	19-32	14	19	20	14	19	20	3.90	
473	20-11-5	19-38	14	17	18	14	17	18	3.89	
474	20-11-5	19-43	15	19	19	15	19	19	3.89	
475	20-11-5	19-49	13	17	17	13	17	17	3.89	
476	20-11-5	19-54	14	18	19	14	18	19	3.88	
