数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	Column1
960	20-11-07	23-48	70	102	113	46	67	83	4.19	
961	20-11-07	23-54	70	105	112	46	69	83	4.19	
962	20-11-07	23-59	74	113	124	48	74	87	4.19	
963	20-11-08	0-5	73	103	119	47	68	86	4.19	
964	20-11-08	0-10	72	103	116	47	68	85	4.19	
965	20-11-08	0-16	74	108	120	49	71	86	4.19	
966	20-11-08	0-21	81	121	137	53	80	92	4.19	
967	20-11-08	0-27	78	119	136	51	78	91	4.19	
968	20-11-08	0-32	79	121	137	51	80	93	4.19	
969	20-11-08	0-38	77	117	139	50	77	92	4.19	
970	20-11-08	0-43	80	122	134	53	81	91	4.19	
971	20-11-08	0-49	77	122	140	50	81	93	4.19	
972	20-11-08	0-54	82	115	139	54	76	93	4.19	
973	20-11-08	1-0	81	122	141	53	81	94	4.19	
974	20-11-08	1-5	78	114	135	50	75	92	4.19	
975	20-11-08	1-11	75	110	135	49	72	92	4.19	
976	20-11-08	1-16	79	121	142	52	79	95	4.19	
977	20-11-08	1-22	81	124	153	53	81	100	4.19	
978	20-11-08	1-27	79	121	144	52	79	96	4.19	
979	20-11-08	1-33	78	117	136	51	77	92	4.19	
980	20-11-08	1-38	82	122	146	53	80	96	4.19	
981	20-11-08	1-44	77	121	142	51	79	95	4.19	
982	20-11-08	1-49	82	125	140	53	82	94	4.19	
983	20-11-08	1-55	82	123	147	53	82	97	4.19	
984	20-11-08	2-0	82	122	140	53	80	94	4.19	
985	20-11-08	2-6	78	119	134	51	78	91	4.19	
986	20-11-08	2-11	82	121	141	53	79	94	4.19	
987	20-11-08	2-17	82	120	134	53	79	91	4.18	
988	20-11-08	2-22	82	119	145	53	78	96	4.19	
989	20-11-08	2-28	80	121	140	52	80	94	4.19	
990	20-11-08	2-33	77	123	139	51	81	94	4.18	
991	20-11-08	2-39	80	116	128	52	76	89	4.19	
992	20-11-08	2-44	84	122	147	55	80	97	4.18	
993	20-11-08	2-50	83	118	129	55	77	90	4.18	
994	20-11-08	2-55	83	125	149	55	82	99	4.19	
995	20-11-08	3-1	87	125	133	57	82	92	4.18	
996	20-11-08	3-6	85	119	147	56	79	97	4.18	
997	20-11-08	3-12	81	119	155	53	78	102	4.18	
998	20-11-08	3-17	85	122	139	56	80	93	4.18	
999	20-11-08	3-23	85	121	142	56	80	94	4.18	
1000	20-11-08	3-28	87	132	153	57	87	102	4.18	
1001	20-11-08	3-34	85	128	145	56	85	95	4.19	
1002	20-11-08	3-39	82	121	140	54	80	94	4.18	
1003	20-11-08	3-45	86	129	144	56	85	96	4.19	
1004	20-11-08	3-50	87	132	149	57	87	98	4.18	
1005	20-11-08	3-56	84	128	147	55	85	97	4.18	
1006	20-11-08	4-1	90	138	164	58	91	109	4.18	
1007	20-11-08	4-7	88	135	143	58	90	94	4.18	
1008	20-11-08	4-12	86	131	159	56	86	105	4.18	
1009	20-11-08	4-18	90	133	153	58	87	102	4.18	
1010	20-11-08	4-23	93	135	152	61	90	100	4.18	
1011	20-11-08	4-29	90	134	155	58	88	102	4.18	
1012	20-11-08	4-34	86	132	145	56	87	96	4.18	
1013	20-11-08	4-40	85	132	151	56	87	99	4.18	
1014	20-11-08	4-45	90	129	147	58	85	97	4.18	
1015	20-11-08	4-51	87	132	148	57	87	97	4.18	
1016	20-11-08	4-56	91	131	167	60	86	110	4.18	
1017	20-11-08	5-2	91	137	152	60	90	100	4.18	
1018	20-11-08	5-7	92	137	150	61	90	100	4.18	
1019	20-11-08	5-13	89	134	157	59	89	104	4.18	
1020	20-11-08	5-18	96	141	167	63	93	110	4.18	
1021	20-11-08	5-24	97	144	169	64	95	112	4.18	
1022	20-11-08	5-29	97	144	155	63	95	102	4.18	
1023	20-11-08	5-35	102	148	186	67	98	123	4.18	
1024	20-11-08	5-40	100	149	165	66	98	109	4.18	
1025	20-11-08	5-46	98	149	186	64	98	123	4.18	
1026	20-11-08	5-51	98	146	174	64	97	115	4.18	
1027	20-11-08	5-57	108	161	185	70	106	122	4.18	
1028	20-11-08	6-2	106	164	195	70	108	129	4.18	
1029	20-11-08	6-8	104	165	195	68	109	129	4.18	
1030	20-11-08	6-13	109	170	196	71	112	130	4.18	
1031	20-11-08	6-19	113	172	195	75	113	129	4.18	
1032	20-11-08	6-24	111	167	187	73	111	124	4.18	
1033	20-11-08	6-30	112	173	196	74	115	130	4.18	
1034	20-11-08	6-35	108	170	199	70	112	132	4.18	
1035	20-11-08	6-41	115	178	223	75	118	147	4.18	
1036	20-11-08	6-46	116	171	203	75	112	135	4.18	
1037	20-11-08	6-52	118	182	216	78	120	143	4.18	
1038	20-11-08	6-57	116	179	203	76	118	135	4.18	
1039	20-11-08	7-3	116	180	214	76	119	141	4.18	
1040	20-11-08	7-8	112	167	212	74	111	140	4.18	
1041	20-11-08	7-14	113	175	199	75	116	131	4.18	
1042	20-11-08	7-19	112	171	188	74	113	124	4.18	
1043	20-11-08	7-25	111	176	212	73	117	141	4.18	
1044	20-11-08	7-30	108	164	190	71	108	126	4.18	
1045	20-11-08	7-36	109	166	191	71	110	127	4.18	
1046	20-11-08	7-41	109	162	194	72	106	128	4.18	
1047	20-11-08	7-47	104	161	197	68	106	131	4.18	
1048	20-11-08	7-52	112	169	208	73	112	138	4.18	
1049	20-11-08	7-58	109	169	198	72	111	131	4.18	
1050	20-11-08	8-3	106	165	191	70	110	127	4.18	
1051	20-11-08	8-9	101	154	183	66	102	121	4.18	
1052	20-11-08	8-14	95	141	158	62	92	105	4.18	
1053	20-11-08	8-20	93	146	172	61	97	114	4.18	
1054	20-11-08	8-25	89	134	158	59	88	105	4.18	
1055	20-11-08	8-31	88	135	160	57	89	106	4.18	
1056	20-11-08	8-36	84	121	139	55	80	93	4.18	
1057	20-11-08	8-42	83	121	144	54	80	96	4.18	
1058	20-11-08	8-47	85	124	148	56	81	97	4.18	
1059	20-11-08	8-53	78	120	132	51	79	91	4.18	
1060	20-11-08	8-58	80	120	139	53	79	93	4.18	
1061	20-11-08	9-4	80	118	136	53	78	92	4.18	
1062	20-11-08	9-9	76	114	135	50	75	92	4.16	
1063	20-11-08	9-15	80	121	138	52	80	93	4.15	
1064	20-11-08	9-21	80	118	144	52	78	96	4.13	
1065	20-11-08	9-26	84	121	135	55	80	92	4.15	
1066	20-11-08	9-32	76	118	133	49	78	92	4.16	
1067	20-11-08	9-37	76	106	117	49	70	87	4.15	
1068	20-11-08	9-43	70	99	112	46	65	84	4.15	
1069	20-11-08	9-48	60	89	100	41	61	80	4.14	
1070	20-11-08	9-54	53	79	93	38	57	75	4.14	
1071	20-11-08	9-59	48	73	82	36	55	70	4.15	
1072	20-11-08	10-5	44	67	77	35	53	67	4.14	
1073	20-11-08	10-10	41	60	66	34	49	62	4.14	
1074	20-11-08	10-16	40	57	62	32	48	59	4.14	
1075	20-11-08	10-21	35	55	58	30	47	57	4.14	
1076	20-11-08	10-27	34	51	53	29	45	53	4.11	
1077	20-11-08	10-32	31	46	46	28	42	46	4.13	
1078	20-11-08	10-38	25	39	41	24	37	41	4.11	
1079	20-11-08	10-44	25	36	40	24	36	40	4.13	
1080	20-11-08	10-49	24	32	37	24	32	37	4.13	
1081	20-11-08	10-55	23	36	39	23	36	39	4.13	
1082	20-11-08	11-0	24	31	34	24	31	34	4.13	
1083	20-11-08	11-6	19	29	31	19	29	31	4.13	
1084	20-11-08	11-11	19	28	31	19	28	31	4.12	
1085	20-11-08	11-17	15	25	26	15	25	26	4.13	
1086	20-11-08	11-22	14	20	22	14	20	22	4.12	
1087	20-11-08	11-28	14	20	25	14	20	25	4.12	
1088	20-11-08	11-33	12	19	19	12	19	19	4.12	
1089	20-11-08	11-39	9	17	19	9	17	19	4.12	
1090	20-11-08	11-44	12	19	22	12	19	22	4.12	
1091	20-11-08	11-50	11	17	17	11	17	17	4.12	
1092	20-11-08	11-55	12	18	18	12	18	18	4.11	
1093	20-11-08	12-1	11	17	18	11	17	18	4.12	
1094	20-11-08	12-7	11	15	18	11	15	18	4.13	
1095	20-11-08	12-12	11	15	17	11	15	17	4.1	
1096	20-11-08	12-18	11	15	18	11	15	18	4.11	
1097	20-11-08	12-23	12	15	15	12	15	15	4.11	
1098	20-11-08	12-29	9	15	15	9	15	15	4.11	
1099	20-11-08	12-34	9	14	14	9	14	14	4.11	
1100	20-11-08	12-40	12	17	20	12	17	20	4.11	
1101	20-11-08	12-45	10	16	19	10	16	19	4.1	
1102	20-11-08	12-51	8	14	18	8	14	18	4.1	
1103	20-11-08	12-56	9	13	14	9	13	14	4.1	
1104	20-11-08	13-2	11	18	19	11	18	19	4.1	
1105	20-11-08	13-7	12	19	22	12	19	22	4.1	
1106	20-11-08	13-13	13	20	23	13	20	23	4.1	
1107	20-11-08	13-18	13	19	22	13	19	22	4.11	
1108	20-11-08	13-24	13	20	22	13	20	22	4.09	
1109	20-11-08	13-30	13	20	22	13	20	22	4.09	
1110	20-11-08	13-35	13	19	24	13	19	24	4.1	
1111	20-11-08	13-41	15	20	25	15	20	25	4.1	
1112	20-11-08	13-46	13	18	19	13	18	19	4.09	
1113	20-11-08	13-52	12	19	20	12	19	20	4.09	
1114	20-11-08	13-57	13	20	22	13	20	22	4.09	
1115	20-11-08	14-3	13	19	19	13	19	19	4.09	
1116	20-11-08	14-8	13	20	20	13	20	20	4.11	
1117	20-11-08	14-14	12	19	21	12	19	21	4.09	
1118	20-11-08	14-19	13	19	20	13	19	20	4.09	
1119	20-11-08	14-25	10	18	20	10	18	20	4.09	
1120	20-11-08	14-30	10	15	16	10	15	16	4.09	
1121	20-11-08	14-36	9	15	16	9	15	16	4.09	
1122	20-11-08	14-41	12	19	19	12	19	19	4.08	
1123	20-11-08	14-47	9	15	15	9	15	15	4.09	
1124	20-11-08	14-52	10	19	20	10	19	20	4.08	
1125	20-11-08	14-58	9	15	18	9	15	18	4.08	
1126	20-11-08	15-4	10	17	17	10	17	17	4.08	
1127	20-11-08	15-9	8	12	14	8	12	14	4.08	
1128	20-11-08	15-15	7	12	14	7	12	14	4.08	
1129	20-11-08	15-20	8	12	13	8	12	13	4.08	
1130	20-11-08	15-26	8	12	13	8	12	13	4.08	
1131	20-11-08	15-31	7	12	13	7	12	13	4.08	
1132	20-11-08	15-37	9	14	14	9	14	14	4.07	
1133	20-11-08	15-42	8	12	13	8	12	13	4.08	
1134	20-11-08	15-48	6	11	11	6	11	11	4.07	
1135	20-11-08	15-53	6	11	14	6	11	14	4.08	
1136	20-11-08	15-59	6	8	9	6	8	9	4.07	
1137	20-11-08	16-4	7	13	15	7	13	15	4.07	
1138	20-11-08	16-10	6	9	9	6	9	9	4.07	
1139	20-11-08	16-15	6	9	12	6	9	12	4.07	
1140	20-11-08	16-21	7	11	11	7	11	11	4.07	
1141	20-11-08	16-27	7	13	14	7	13	14	4.07	
1142	20-11-08	16-32	6	9	11	6	9	11	4.07	
1143	20-11-08	16-38	4	11	12	4	11	12	4.07	
1144	20-11-08	16-43	6	11	12	6	11	12	4.06	
1145	20-11-08	16-49	6	11	13	6	11	13	4.07	
1146	20-11-08	16-54	6	9	11	6	9	11	4.07	
1147	20-11-08	17-0	7	12	13	7	12	13	4.06	
1148	20-11-08	17-5	7	12	12	7	12	12	4.06	
1149	20-11-08	17-11	7	12	12	7	12	12	4.06	
1150	20-11-08	17-16	7	12	12	7	12	12	4.06	
1151	20-11-08	17-22	7	9	9	7	9	9	4.06	
1152	20-11-08	17-27	8	13	14	8	13	14	4.06	
1153	20-11-08	17-33	7	12	17	7	12	17	4.06	
1154	20-11-08	17-38	7	12	12	7	12	12	4.06	
1155	20-11-08	17-44	7	14	17	7	14	17	4.06	
1156	20-11-08	17-50	9	13	15	9	13	15	4.05	
1157	20-11-08	17-55	7	9	11	7	9	11	4.05	
1158	20-11-08	18-1	7	13	14	7	13	14	4.05	
1159	20-11-08	18-6	8	13	14	8	13	14	4.06	
1160	20-11-08	18-12	7	12	12	7	12	12	4.06	
1161	20-11-08	18-17	9	14	15	9	14	15	4.06	
1162	20-11-08	18-23	10	14	18	10	14	18	4.05	
1163	20-11-08	18-28	9	14	15	9	14	15	4.05	
1164	20-11-08	18-34	9	14	15	9	14	15	4.05	
1165	20-11-08	18-39	8	14	15	8	14	15	4.05	
1166	20-11-08	18-45	9	14	14	9	14	14	4.05	
1167	20-11-08	18-50	10	15	18	10	15	18	4.06	
1168	20-11-08	18-56	9	15	16	9	15	16	4.04	
1169	20-11-08	19-1	9	15	16	9	15	16	4.05	
1170	20-11-08	19-7	10	15	16	10	15	16	4.05	
1171	20-11-08	19-12	12	16	20	12	16	20	4.05	
1172	20-11-08	19-18	9	16	16	9	16	16	4.04	
1173	20-11-08	19-24	10	14	15	10	14	15	4.05	
1174	20-11-08	19-29	9	15	17	9	15	17	4.04	
1175	20-11-08	19-35	9	17	17	9	17	17	4.04	
1176	20-11-08	19-40	10	17	20	10	17	20	4.04	
1177	20-11-08	19-46	9	14	15	9	14	15	4.04	
1178	20-11-08	19-51	8	14	14	8	14	14	4.04	
1179	20-11-08	19-57	10	15	16	10	15	16	4.04	
1180	20-11-08	20-2	10	15	16	10	15	16	4.04	
1181	20-11-08	20-8	9	14	14	9	14	14	4.04	
1182	20-11-08	20-13	9	15	16	9	15	16	4.04	
1183	20-11-08	20-19	10	15	17	10	15	17	4.02	
1184	20-11-08	20-24	9	14	14	9	14	14	4.04	
1185	20-11-08	20-30	9	14	14	9	14	14	4.04	
1186	20-11-08	20-35	10	14	15	10	14	15	4.04	
1187	20-11-08	20-41	9	15	15	9	15	15	4.03	
1188	20-11-08	20-47	8	13	13	8	13	13	4.04	
1189	20-11-08	20-52	8	14	14	8	14	14	4.04	
1190	20-11-08	20-58	8	13	13	8	13	13	4.04	
1191	20-11-08	21-3	9	15	16	9	15	16	4.04	
1192	20-11-08	21-9	9	14	14	9	14	14	4.03	
1193	20-11-08	21-14	8	12	15	8	12	15	4.03	
1194	20-11-08	21-20	9	14	15	9	14	15	4.03	
1195	20-11-08	21-25	9	13	14	9	13	14	4.03	
1196	20-11-08	21-31	9	14	16	9	14	16	4.03	
1197	20-11-08	21-36	8	15	16	8	15	16	4.03	
1198	20-11-08	21-42	9	14	16	9	14	16	4.03	
1199	20-11-08	21-47	8	13	15	8	13	15	4.03	
1200	20-11-08	21-53	8	13	14	8	13	14	4.03	
1201	20-11-08	21-58	8	10	13	8	10	13	4.03	
1202	20-11-08	22-4	8	13	13	8	13	13	4.03	
1203	20-11-08	22-9	9	15	16	9	15	16	4.03	
1204	20-11-08	22-15	8	11	11	8	11	11	4.02	
1205	20-11-08	22-21	9	14	14	9	14	14	4.01	
1206	20-11-08	22-26	9	15	16	9	15	16	4.02	
1207	20-11-08	22-32	8	15	17	8	15	17	4.02	
1208	20-11-08	22-37	8	14	16	8	14	16	4.02	
1209	20-11-08	22-43	9	14	14	9	14	14	4.02	
1210	20-11-08	22-48	10	15	16	10	15	16	4.01	
1211	20-11-08	22-54	8	14	16	8	14	16	4.02	
1212	20-11-08	22-55	10	16	17	10	16	17	4.16	
1213	20-11-08	23-1	9	15	15	9	15	15	4.16	
1214	20-11-08	23-6	12	18	23	12	18	23	4.16	
1215	20-11-08	23-12	10	15	16	10	15	16	4.17	
1216	20-11-08	23-17	10	16	17	10	16	17	4.17	
1217	20-11-08	23-23	10	16	20	10	16	20	4.17	
1218	20-11-08	23-28	11	17	17	11	17	17	4.18	
1219	20-11-08	23-34	11	16	17	11	16	17	4.18	
1220	20-11-08	23-39	10	15	16	10	15	16	4.18	
1221	20-11-08	23-45	10	16	17	10	16	17	4.19	
1222	20-11-08	23-50	11	16	17	11	16	17	4.19	
1223	20-11-08	23-56	11	17	17	11	17	17	4.19	
1224	20-11-09	0-1	11	17	18	11	17	18	4.19	
1225	20-11-09	0-7	10	17	21	10	17	21	4.2	
1226	20-11-09	0-12	11	17	21	11	17	21	4.2	
1227	20-11-09	0-18	10	16	17	10	16	17	4.2	
1228	20-11-09	0-23	9	13	15	9	13	15	4.2	
1229	20-11-09	0-29	10	15	15	10	15	15	4.2	
1230	20-11-09	0-34	10	15	16	10	15	16	4.2	
1231	20-11-09	0-40	9	15	15	9	15	15	4.19	
1232	20-11-09	0-45	8	13	13	8	13	13	4.19	
1233	20-11-09	0-51	9	12	13	9	12	13	4.19	
1234	20-11-09	0-56	8	12	13	8	12	13	4.19	
1235	20-11-09	1-2	8	12	12	8	12	12	4.19	
1236	20-11-09	1-7	7	10	11	7	10	11	4.19	
1237	20-11-09	1-13	9	11	12	9	11	12	4.19	
1238	20-11-09	1-18	7	9	9	7	9	9	4.19	
1239	20-11-09	1-24	7	10	12	7	10	12	4.19	
1240	20-11-09	1-29	8	11	12	8	11	12	4.19	
1241	20-11-09	1-35	5	10	11	5	10	11	4.19	
1242	20-11-09	1-40	5	9	9	5	9	9	4.18	
1243	20-11-09	1-46	5	11	14	5	11	14	4.19	
1244	20-11-09	1-51	5	9	10	5	9	10	4.19	
1245	20-11-09	1-57	4	9	10	4	9	10	4.19	
1246	20-11-09	2-2	5	8	9	5	8	9	4.18	
1247	20-11-09	2-8	5	8	9	5	8	9	4.18	
1248	20-11-09	2-13	4	7	8	4	7	8	4.18	
1249	20-11-09	2-19	4	9	9	4	9	9	4.18	
1250	20-11-09	2-24	3	7	8	3	7	8	4.18	
1251	20-11-09	2-30	4	9	10	4	9	10	4.18	
1252	20-11-09	2-35	5	9	10	5	9	10	4.18	
1253	20-11-09	2-41	4	8	8	4	8	8	4.18	
1254	20-11-09	2-46	3	5	5	3	5	5	4.18	
1255	20-11-09	2-52	4	8	8	4	8	8	4.18	
1256	20-11-09	2-57	4	8	9	4	8	9	4.18	
1257	20-11-09	3-3	4	7	7	4	7	7	4.18	
1258	20-11-09	3-8	4	7	7	4	7	7	4.18	
1259	20-11-09	3-14	4	7	7	4	7	7	4.18	
1260	20-11-09	3-19	4	7	8	4	7	8	4.18	
1261	20-11-09	3-25	3	5	5	3	5	5	4.18	
1262	20-11-09	3-30	3	5	7	3	5	7	4.18	
1263	20-11-09	3-36	2	5	7	2	5	7	4.18	
1264	20-11-09	3-41	4	5	5	4	5	5	4.18	
1265	20-11-09	3-47	3	5	5	3	5	5	4.18	
1266	20-11-09	3-52	3	7	7	3	7	7	4.18	
1267	20-11-09	3-58	2	4	5	2	4	5	4.18	
1268	20-11-09	4-3	3	5	5	3	5	5	4.18	
1269	20-11-09	4-9	3	5	7	3	5	7	4.18	
1270	20-11-09	4-14	3	5	7	3	5	7	4.18	
1271	20-11-09	4-20	3	5	7	3	5	7	4.18	
1272	20-11-09	4-26	3	5	5	3	5	5	4.18	
1273	20-11-09	4-31	2	4	4	2	4	4	4.18	
1274	20-11-09	4-37	2	4	4	2	4	4	4.18	
1275	20-11-09	4-42	2	4	5	2	4	5	4.18	
1276	20-11-09	4-48	3	5	5	3	5	5	4.18	
1277	20-11-09	4-53	3	5	5	3	5	5	4.18	
1278	20-11-09	4-59	2	4	4	2	4	4	4.18	
1279	20-11-09	5-4	3	5	9	3	5	9	4.18	
1280	20-11-09	5-10	2	5	7	2	5	7	4.18	
1281	20-11-09	5-15	3	5	5	3	5	5	4.18	
1282	20-11-09	5-21	3	4	4	3	4	4	4.18	
1283	20-11-09	5-26	2	4	5	2	4	5	4.18	
1284	20-11-09	5-32	3	5	5	3	5	5	4.18	
1285	20-11-09	5-37	2	3	3	2	3	3	4.18	
1286	20-11-09	5-43	3	5	5	3	5	5	4.18	
1287	20-11-09	5-48	2	3	4	2	3	4	4.18	
1288	20-11-09	5-54	2	4	4	2	4	4	4.18	
1289	20-11-09	5-59	2	4	4	2	4	4	4.18	
1290	20-11-09	6-5	3	5	5	3	5	5	4.18	
1291	20-11-09	6-10	3	5	5	3	5	5	4.18	
1292	20-11-09	6-16	4	5	5	4	5	5	4.18	
1293	20-11-09	6-21	2	4	7	2	4	7	4.18	
1294	20-11-09	6-27	3	5	5	3	5	5	4.18	
1295	20-11-09	6-32	3	7	7	3	7	7	4.18	
1296	20-11-09	6-38	3	4	7	3	4	7	4.18	
1297	20-11-09	6-43	3	7	7	3	7	7	4.18	
1298	20-11-09	6-49	3	4	4	3	4	4	4.18	
1299	20-11-09	6-54	4	7	7	4	7	7	4.18	
1300	20-11-09	7-0	3	6	6	3	6	6	4.18	
1301	20-11-09	7-5	3	6	7	3	6	7	4.18	
1302	20-11-09	7-11	3	7	9	3	7	9	4.18	
1303	20-11-09	7-16	3	7	7	3	7	7	4.18	
1304	20-11-09	7-22	4	7	9	4	7	9	4.18	
1305	20-11-09	7-27	4	7	8	4	7	8	4.18	
1306	20-11-09	7-33	4	7	8	4	7	8	4.18	
1307	20-11-09	7-38	6	9	9	6	9	9	4.18	
1308	20-11-09	7-44	4	7	8	4	7	8	4.18	
1309	20-11-09	7-49	4	7	7	4	7	7	4.18	
1310	20-11-09	7-55	4	7	8	4	7	8	4.16	
1311	20-11-09	8-0	4	7	8	4	7	8	4.16	
1312	20-11-09	8-6	6	7	9	6	7	9	4.15	
1313	20-11-09	8-11	4	9	11	4	9	11	4.15	
1314	20-11-09	8-17	4	8	8	4	8	8	4.15	
1315	20-11-09	8-22	7	10	12	7	10	12	4.17	
1316	20-11-09	8-28	6	8	8	6	8	8	4.15	
1317	20-11-09	8-33	6	8	8	6	8	8	4.14	
1318	20-11-09	8-39	5	9	9	5	9	9	4.14	
1319	20-11-09	8-44	7	9	9	7	9	9	4.14	
1320	20-11-09	8-50	5	10	11	5	10	11	4.15	
1321	20-11-09	8-55	5	9	9	5	9	9	4.14	
1322	20-11-09	9-1	7	10	10	7	10	10	4.14	
1323	20-11-09	9-7	7	10	10	7	10	10	4.14	
1324	20-11-09	9-12	7	10	10	7	10	10	4.14	
1325	20-11-09	9-18	7	10	12	7	10	12	4.13	
1326	20-11-09	9-23	5	8	8	5	8	8	4.14	
1327	20-11-09	9-29	7	11	14	7	11	14	4.14	
1328	20-11-09	9-34	7	11	11	7	11	11	4.13	
1329	20-11-09	9-40	7	10	11	7	10	11	4.13	
1330	20-11-09	9-45	7	10	11	7	10	11	4.13	
1331	20-11-09	9-51	7	10	11	7	10	11	4.13	
1332	20-11-09	9-56	7	11	12	7	11	12	4.13	
1333	20-11-09	10-2	6	11	11	6	11	11	4.12	
1334	20-11-09	10-7	6	10	10	6	10	10	4.13	
1335	20-11-09	10-13	5	9	9	5	9	9	4.12	
1336	20-11-09	10-18	8	11	13	8	11	13	4.12	
1337	20-11-09	10-24	5	10	10	5	10	10	4.12	
1338	20-11-09	10-30	6	10	10	6	10	10	4.12	
1339	20-11-09	10-35	6	9	12	6	9	12	4.12	
1340	20-11-09	10-41	6	11	12	6	11	12	4.12	
1341	20-11-09	10-46	7	12	13	7	12	13	4.12	
1342	20-11-09	10-52	9	12	13	9	12	13	4.12	
1343	20-11-09	10-57	9	13	14	9	13	14	4.11	
1344	20-11-09	11-3	9	13	14	9	13	14	4.11	
1345	20-11-09	11-8	10	13	14	10	13	14	4.11	
1346	20-11-09	11-14	10	14	14	10	14	14	4.11	
1347	20-11-09	11-19	11	16	18	11	16	18	4.11	
1348	20-11-09	11-25	10	14	14	10	14	14	4.11	
1349	20-11-09	11-30	10	15	16	10	15	16	4.11	
1350	20-11-09	11-36	18	26	28	18	26	28	4.1	
1351	20-11-09	11-41	12	17	18	12	17	18	4.11	
1352	20-11-09	11-47	12	17	19	12	17	19	4.11	
1353	20-11-09	11-52	12	17	19	12	17	19	4.1	
1354	20-11-09	11-58	15	19	19	15	19	19	4.1	
1355	20-11-09	12-4	12	20	21	12	20	21	4.1	
1356	20-11-09	12-9	15	20	21	15	20	21	4.1	
1357	20-11-09	12-15	13	18	18	13	18	18	4.11	
1358	20-11-09	12-20	13	18	20	13	18	20	4.1	
1359	20-11-09	12-26	13	19	19	13	19	19	4.1	
1360	20-11-09	12-31	17	22	23	17	22	23	4.1	
1361	20-11-09	12-37	17	23	26	17	23	26	4.1	
1362	20-11-09	12-42	16	21	21	16	21	21	4.07	
1363	20-11-09	12-48	16	22	23	16	22	23	4.09	
1364	20-11-09	12-53	15	21	22	15	21	22	4.09	
1365	20-11-09	12-59	16	21	22	16	21	22	4.09	
1366	20-11-09	13-4	18	25	27	18	25	27	4.09	
1367	20-11-09	13-10	18	23	26	18	23	26	4.09	
1368	20-11-09	13-15	17	23	25	17	23	25	4.09	
1369	20-11-09	13-21	17	25	26	17	25	26	4.09	
1370	20-11-09	13-27	18	25	25	18	25	25	4.09	
1371	20-11-09	13-32	20	26	27	20	26	27	4.09	
1372	20-11-09	13-38	18	23	26	18	23	26	4.08	
1373	20-11-09	13-43	17	26	26	17	26	26	4.09	
1374	20-11-09	13-49	18	25	25	18	25	25	4.08	
1375	20-11-09	13-54	17	25	26	17	25	26	4.08	
1376	20-11-09	14-0	18	25	26	18	25	26	4.08	
1377	20-11-09	14-5	18	25	25	18	25	25	4.07	
1378	20-11-09	14-11	17	22	24	17	22	24	4.08	
1379	20-11-09	14-16	17	22	24	17	22	24	4.08	
1380	20-11-09	14-22	17	24	25	17	24	25	4.08	
1381	20-11-09	14-27	16	22	25	16	22	25	4.06	
1382	20-11-09	14-33	16	23	25	16	23	25	4.08	
1383	20-11-09	14-38	15	20	21	15	20	21	4.08	
1384	20-11-09	14-44	15	20	20	15	20	20	4.08	
1385	20-11-09	14-50	16	23	23	16	23	23	4.07	
1386	20-11-09	14-55	15	18	18	15	18	18	4.07	
1387	20-11-09	15-1	17	21	22	17	21	22	4.06	
1388	20-11-09	15-6	16	21	23	16	21	23	4.07	
1389	20-11-09	15-12	17	22	23	17	22	23	4.07	
1390	20-11-09	15-17	17	23	25	17	23	25	4.07	
1391	20-11-09	15-23	17	23	25	17	23	25	4.07	
1392	20-11-09	15-28	15	23	25	15	23	25	4.07	
1393	20-11-09	15-34	16	21	23	16	21	23	4.07	
1394	20-11-09	15-39	17	22	22	17	22	22	4.06	
1395	20-11-09	15-45	17	23	23	17	23	23	4.07	
1396	20-11-09	15-50	18	23	25	18	23	25	4.04	
1397	20-11-09	15-56	17	23	23	17	23	23	4.06	
1398	20-11-09	16-1	17	25	26	17	25	26	4.06	
1399	20-11-09	16-7	16	22	22	16	22	22	4.06	
1400	20-11-09	16-13	16	19	21	16	19	21	4.06	
1401	20-11-09	16-18	17	23	23	17	23	23	4.06	
1402	20-11-09	16-24	17	23	24	17	23	24	4.06	
1403	20-11-09	16-29	17	21	23	17	21	23	4.06	
1404	20-11-09	16-35	16	22	23	16	22	23	4.06	
1405	20-11-09	16-40	17	23	23	17	23	23	4.06	
1406	20-11-09	16-46	16	23	23	16	23	23	4.06	
1407	20-11-09	16-51	17	23	24	17	23	24	4.06	
1408	20-11-09	16-57	16	22	24	16	22	24	4.06	
1409	20-11-09	17-2	16	21	22	16	21	22	4.06	
1410	20-11-09	17-8	16	21	22	16	21	22	4.05	
1411	20-11-09	17-13	16	20	22	16	20	22	4.05	
1412	20-11-09	17-19	17	23	25	17	23	25	4.05	
1413	20-11-09	17-24	15	21	21	15	21	21	4.05	
1414	20-11-09	17-30	15	20	20	15	20	20	4.03	
1415	20-11-09	17-35	16	24	24	16	24	24	4.05	
1416	20-11-09	17-41	14	21	23	14	21	23	4.05	
1417	20-11-09	17-47	14	19	19	14	19	19	4.05	
1418	20-11-09	17-52	14	19	21	14	19	21	4.05	
1419	20-11-09	17-58	14	19	21	14	19	21	4.05	
1420	20-11-09	18-3	12	17	18	12	17	18	4.05	
1421	20-11-09	18-9	13	19	23	13	19	23	4.05	
1422	20-11-09	18-14	14	19	21	14	19	21	4.05	
1423	20-11-09	18-20	13	18	21	13	18	21	4.04	
1424	20-11-09	18-25	13	21	22	13	21	22	4.04	
