数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
47	20-11-5	4-39	7	11	11	7	11	11	4.22	
48	20-11-5	4-44	8	12	12	8	12	12	4.22	
49	20-11-5	4-50	8	10	12	8	10	12	4.22	
50	20-11-5	4-55	8	12	13	8	12	13	4.22	
51	20-11-5	5-1	6	10	11	6	10	11	4.22	
52	20-11-5	5-6	6	10	12	6	10	12	4.22	
53	20-11-5	5-12	6	9	9	6	9	9	4.22	
54	20-11-5	5-17	6	9	9	6	9	9	4.22	
55	20-11-5	5-23	6	8	8	6	8	8	4.22	
56	20-11-5	5-28	6	9	10	6	9	10	4.22	
57	20-11-5	5-34	6	9	10	6	9	10	4.22	
58	20-11-5	5-39	8	12	12	8	12	12	4.22	
59	20-11-5	5-45	5	9	9	5	9	9	4.22	
60	20-11-5	5-50	5	9	10	5	9	10	4.22	
61	20-11-5	5-56	7	11	11	7	11	11	4.22	
62	20-11-5	6-1	8	12	13	8	12	13	4.22	
63	20-11-5	6-7	7	10	11	7	10	11	4.22	
64	20-11-5	6-12	4	8	8	4	8	8	4.22	
65	20-11-5	6-18	9	12	13	9	12	13	4.22	
66	20-11-5	6-23	7	9	10	7	9	10	4.22	
67	20-11-5	6-29	6	10	11	6	10	11	4.22	
68	20-11-5	6-34	7	10	10	7	10	10	4.22	
69	20-11-5	6-40	8	12	13	8	12	13	4.22	
70	20-11-5	6-45	7	10	12	7	10	12	4.22	
71	20-11-5	6-51	5	7	8	5	7	8	4.22	
72	20-11-5	6-56	7	10	10	7	10	10	4.22	
73	20-11-5	7-2	8	11	11	8	11	11	4.22	
74	20-11-5	7-7	8	11	11	8	11	11	4.22	
75	20-11-5	7-13	5	8	8	5	8	8	4.22	
76	20-11-5	7-18	6	10	10	6	10	10	4.22	
77	20-11-5	7-24	7	10	10	7	10	10	4.22	
78	20-11-5	7-29	6	10	10	6	10	10	4.22	
79	20-11-5	7-35	6	9	9	6	9	9	4.22	
80	20-11-5	7-40	6	10	10	6	10	10	4.22	
81	20-11-5	7-46	6	9	9	6	9	9	4.22	
82	20-11-5	7-51	6	9	11	6	9	11	4.22	
83	20-11-5	7-57	9	12	13	9	12	13	4.22	
84	20-11-5	8-2	8	12	12	8	12	12	4.22	
85	20-11-5	8-8	7	11	12	7	11	12	4.22	
86	20-11-5	8-13	8	13	15	8	13	15	4.23	
87	20-11-5	8-19	8	12	12	8	12	12	4.22	
88	20-11-5	8-24	8	12	13	8	12	13	4.22	
89	20-11-5	8-30	8	12	12	8	12	12	4.23	
90	20-11-5	8-35	8	12	13	8	12	13	4.23	
91	20-11-5	8-41	7	11	12	7	11	12	4.22	
92	20-11-5	8-46	6	9	10	6	9	10	4.23	
93	20-11-5	8-52	8	12	13	8	12	13	4.22	
94	20-11-5	8-57	6	10	10	6	10	10	4.23	
95	20-11-5	9-3	7	10	10	7	10	10	4.22	
96	20-11-5	9-8	7	10	11	7	10	11	4.23	
97	20-11-5	9-14	7	10	11	7	10	11	4.22	
98	20-11-5	9-19	6	9	9	6	9	9	4.22	
99	20-11-5	9-25	7	11	11	7	11	11	4.23	
100	20-11-5	9-30	6	9	10	6	9	10	4.22	
101	20-11-5	9-36	7	10	10	7	10	10	4.22	
102	20-11-5	9-41	6	10	11	6	10	11	4.22	
103	20-11-5	9-47	6	9	9	6	9	9	4.22	
104	20-11-5	9-52	6	10	10	6	10	10	4.22	
105	20-11-5	9-58	6	9	10	6	9	10	4.22	
106	20-11-5	10-4	8	11	12	8	11	12	4.22	
107	20-11-5	10-9	9	12	12	9	12	12	4.23	
108	20-11-5	10-15	7	11	11	7	11	11	4.23	
109	20-11-5	10-20	8	11	12	8	11	12	4.22	
110	20-11-5	10-26	7	10	10	7	10	10	4.23	
111	20-11-5	10-31	8	12	12	8	12	12	4.22	
112	20-11-5	10-37	7	10	11	7	10	11	4.23	
113	20-11-5	10-42	7	11	12	7	11	12	4.23	
114	20-11-5	10-48	7	10	11	7	10	11	4.23	
115	20-11-5	10-53	8	11	11	8	11	11	4.23	
116	20-11-5	10-59	8	12	12	8	12	12	4.23	
117	20-11-5	11-4	7	11	11	7	11	11	4.22	
118	20-11-5	11-10	10	14	14	10	14	14	4.22	
119	20-11-5	11-15	11	15	16	11	15	16	4.23	
120	20-11-5	11-21	9	14	14	9	14	14	4.23	
121	20-11-5	11-26	9	14	14	9	14	14	4.23	
122	20-11-5	11-32	10	13	13	10	13	13	4.23	
123	20-11-5	11-37	9	12	13	9	12	13	4.22	
124	20-11-5	11-43	9	12	13	9	12	13	4.22	
125	20-11-5	11-48	8	12	12	8	12	12	4.22	
126	20-11-5	11-54	9	13	14	9	13	14	4.23	
127	20-11-5	11-59	8	12	14	8	12	14	4.23	
128	20-11-5	12-5	10	15	15	10	15	15	4.23	
129	20-11-5	12-10	9	13	14	9	13	14	4.22	
130	20-11-5	12-16	8	13	13	8	13	13	4.22	
131	20-11-5	12-21	9	13	14	9	13	14	4.23	
132	20-11-5	12-27	10	14	15	10	14	15	4.22	
133	20-11-5	12-32	9	12	12	9	12	12	4.22	
134	20-11-5	12-38	9	15	16	9	15	16	4.22	
135	20-11-5	12-43	9	12	12	9	12	12	4.23	
136	20-11-5	12-49	9	14	15	9	14	15	4.23	
137	20-11-5	12-54	11	15	16	11	15	16	4.23	
138	20-11-5	13-0	11	15	16	11	15	16	4.23	
139	20-11-5	13-5	9	13	13	9	13	13	4.22	
140	20-11-5	13-11	9	12	12	9	12	12	4.23	
141	20-11-5	13-16	7	12	14	7	12	14	4.22	
142	20-11-5	13-22	11	15	16	11	15	16	4.23	
143	20-11-5	13-27	11	14	14	11	14	14	4.22	
144	20-11-5	13-33	7	10	10	7	10	10	4.23	
145	20-11-5	13-38	7	10	12	7	10	12	4.22	
146	20-11-5	13-44	11	14	14	11	14	14	4.22	
147	20-11-5	13-49	7	10	10	7	10	10	4.22	
148	20-11-5	13-55	6	9	10	6	9	10	4.22	
149	20-11-5	14-0	9	12	12	9	12	12	4.23	
150	20-11-5	14-6	8	12	12	8	12	12	4.22	
151	20-11-5	14-11	8	11	11	8	11	11	4.22	
152	20-11-5	14-17	10	14	14	10	14	14	4.22	
153	20-11-5	14-22	8	12	13	8	12	13	4.23	
154	20-11-5	14-28	8	12	12	8	12	12	4.23	
155	20-11-5	14-33	10	14	14	10	14	14	4.22	
156	20-11-5	14-39	9	13	13	9	13	13	4.22	
157	20-11-5	14-44	8	12	13	8	12	13	4.22	
158	20-11-5	14-50	15	18	21	15	18	21	4.23	
159	20-11-5	14-55	11	14	14	11	14	14	4.23	
160	20-11-5	15-1	12	15	16	12	15	16	4.22	
161	20-11-5	15-6	10	14	15	10	14	15	4.22	
162	20-11-5	15-12	10	13	15	10	13	15	4.22	
163	20-11-5	15-17	10	14	14	10	14	14	4.23	
164	20-11-5	15-23	14	19	19	14	19	19	4.22	
165	20-11-5	15-28	11	16	17	11	16	17	4.22	
166	20-11-5	15-34	14	18	20	14	18	20	4.22	
167	20-11-5	15-39	12	16	16	12	16	16	4.23	
168	20-11-5	15-45	13	17	17	13	17	17	4.23	
169	20-11-5	15-50	11	15	15	11	15	15	4.23	
170	20-11-5	15-56	11	15	16	11	15	16	4.22	
171	20-11-5	16-1	13	17	17	13	17	17	4.22	
172	20-11-5	16-7	10	14	14	10	14	14	4.22	
173	20-11-5	16-12	14	18	19	14	18	19	4.23	
174	20-11-5	16-18	10	13	15	10	13	15	4.22	
175	20-11-5	16-23	10	14	14	10	14	14	4.22	
176	20-11-5	16-29	15	19	20	15	19	20	4.23	
177	20-11-5	16-34	10	15	15	10	15	15	4.22	
178	20-11-5	16-40	10	14	14	10	14	14	4.22	
179	20-11-5	16-45	13	17	18	13	17	18	4.23	
180	20-11-5	16-51	9	13	14	9	13	14	4.22	
181	20-11-5	16-56	12	15	16	12	15	16	4.23	
182	20-11-5	17-2	10	14	14	10	14	14	4.23	
183	20-11-5	17-7	11	16	17	11	16	17	4.22	
184	20-11-5	17-13	9	13	14	9	13	14	4.22	
185	20-11-5	17-18	8	11	13	8	11	13	4.23	
186	20-11-5	17-24	9	14	15	9	14	15	4.22	
187	20-11-5	17-29	9	13	14	9	13	14	4.23	
188	20-11-5	17-35	11	14	15	11	14	15	4.23	
189	20-11-5	17-40	9	13	13	9	13	13	4.22	
190	20-11-5	17-46	11	15	15	11	15	15	4.22	
191	20-11-5	17-51	9	13	13	9	13	13	4.22	
192	20-11-5	17-57	8	12	12	8	12	12	4.22	
193	20-11-5	18-2	11	16	17	11	16	17	4.22	
194	20-11-5	18-8	9	13	13	9	13	13	4.22	
195	20-11-5	18-13	13	18	20	13	18	20	4.23	
196	20-11-5	18-19	21	28	29	20	28	29	4.22	
197	20-11-5	18-24	29	38	40	25	34	40	4.22	
198	20-11-5	18-30	33	44	46	27	38	45	4.22	
199	20-11-5	18-35	38	49	53	29	40	49	4.22	
200	20-11-5	18-41	33	42	46	27	37	45	4.22	
201	20-11-5	18-46	31	41	43	26	36	43	4.22	
202	20-11-5	18-52	29	36	39	25	33	39	4.22	
203	20-11-5	18-57	21	29	29	20	29	29	4.22	
204	20-11-5	19-3	23	29	30	21	29	30	4.23	
205	20-11-5	19-8	18	22	23	18	22	23	4.22	
206	20-11-5	19-14	18	24	25	18	25	25	4.22	
207	20-11-5	19-19	15	20	21	15	20	21	4.23	
208	20-11-5	19-25	15	20	22	15	20	22	4.22	
209	20-11-5	19-31	15	20	23	15	20	23	4.22	
210	20-11-5	19-36	16	20	21	16	20	21	4.22	
211	20-11-5	19-42	14	18	19	14	18	19	4.22	
212	20-11-5	19-47	13	17	18	13	17	18	4.22	
213	20-11-5	19-53	11	16	16	11	16	16	4.22	
214	20-11-5	19-58	15	20	22	15	20	22	4.22	
215	20-11-5	20-4	12	17	17	12	17	17	4.23	
216	20-11-5	20-9	15	20	21	15	20	21	4.22	
217	20-11-5	20-15	13	17	19	13	17	19	4.22	
218	20-11-5	20-20	15	20	20	15	20	20	4.22	
219	20-11-5	20-26	15	21	21	15	21	21	4.22	
220	20-11-5	20-31	14	18	18	14	18	18	4.22	
221	20-11-5	20-37	14	19	20	14	19	20	4.22	
222	20-11-5	20-42	15	20	21	15	20	21	4.22	
223	20-11-5	20-48	16	21	23	16	21	23	4.23	
224	20-11-5	20-53	17	21	21	17	21	21	4.22	
225	20-11-5	20-59	17	22	24	17	22	24	4.22	
226	20-11-5	21-4	13	17	19	13	17	19	4.22	
227	20-11-5	21-10	14	19	20	14	19	20	4.22	
228	20-11-5	21-15	13	19	19	13	19	19	4.22	
229	20-11-5	21-21	14	19	21	14	19	21	4.22	
230	20-11-5	21-26	15	18	20	15	18	20	4.22	
231	20-11-5	21-32	17	23	23	17	23	23	4.22	
232	20-11-5	21-37	15	19	19	15	19	19	4.23	
233	20-11-5	21-43	18	25	26	18	25	26	4.22	
234	20-11-5	21-48	16	23	24	16	23	24	4.23	
235	20-11-5	21-54	16	21	22	16	21	22	4.22	
236	20-11-5	21-59	20	24	25	19	24	25	4.22	
237	20-11-5	22-5	19	26	28	19	26	28	4.22	
238	20-11-5	22-10	17	24	25	17	24	25	4.22	
239	20-11-5	22-16	18	24	25	18	24	25	4.23	
240	20-11-5	22-21	18	24	25	18	24	25	4.22	
241	20-11-5	22-27	17	25	26	17	25	26	4.22	
242	20-11-5	22-32	17	22	23	17	22	23	4.22	
243	20-11-5	22-38	17	22	24	17	22	24	4.23	
244	20-11-5	22-43	15	22	23	15	22	23	4.23	
245	20-11-5	22-49	17	24	24	17	24	24	4.23	
246	20-11-5	22-54	18	25	27	18	25	27	4.23	
247	20-11-5	23-0	16	22	23	16	22	23	4.23	
248	20-11-5	23-5	16	22	23	16	22	23	4.23	
249	20-11-5	23-11	16	21	24	16	21	24	4.22	
250	20-11-5	23-16	16	22	24	16	22	24	4.22	
251	20-11-5	23-22	16	22	23	16	22	23	4.22	
252	20-11-5	23-27	15	22	23	15	22	23	4.22	
253	20-11-5	23-33	16	20	21	16	20	21	4.22	
254	20-11-5	23-38	16	23	25	16	23	25	4.22	
255	20-11-5	23-44	21	28	30	20	28	30	4.22	
256	20-11-5	23-49	16	22	23	16	22	23	4.22	
257	20-11-5	23-55	17	24	24	17	24	24	4.22	
258	20-11-6	0-0	17	23	23	17	23	23	4.22	
259	20-11-6	0-6	20	28	28	19	28	28	4.22	
260	20-11-6	0-11	17	23	24	17	23	24	4.22	
261	20-11-6	0-17	24	30	31	22	29	31	4.22	
262	20-11-6	0-22	16	23	25	16	23	25	4.22	
263	20-11-6	0-28	19	27	30	19	27	30	4.22	
264	20-11-6	0-33	18	25	27	18	25	27	4.22	
265	20-11-6	0-39	21	28	28	20	28	28	4.22	
266	20-11-6	0-44	16	21	21	16	21	21	4.22	
267	20-11-6	0-50	17	25	26	17	25	26	4.22	
268	20-11-6	0-55	16	24	26	16	24	26	4.22	
269	20-11-6	1-1	16	23	24	16	23	24	4.22	
270	20-11-6	1-6	16	23	25	16	23	25	4.22	
271	20-11-6	1-12	18	25	28	18	25	28	4.22	
272	20-11-6	1-17	17	23	25	17	23	25	4.22	
273	20-11-6	1-23	19	25	26	19	25	26	4.22	
274	20-11-6	1-28	17	25	27	17	25	27	4.22	
275	20-11-6	1-34	20	29	33	19	29	33	4.22	
276	20-11-6	1-39	18	25	27	18	25	27	4.22	
277	20-11-6	1-45	19	24	28	19	24	28	4.22	
278	20-11-6	1-50	18	24	26	18	24	26	4.22	
279	20-11-6	1-56	17	24	26	17	24	26	4.22	
280	20-11-6	2-1	18	24	25	18	24	25	4.22	
281	20-11-6	2-7	17	25	27	17	25	27	4.22	
282	20-11-6	2-12	17	23	24	17	23	24	4.22	
283	20-11-6	2-18	17	24	27	17	24	27	4.22	
284	20-11-6	2-23	18	24	25	18	24	25	4.22	
285	20-11-6	2-29	19	25	26	19	25	26	4.22	
286	20-11-6	2-34	18	26	27	18	26	27	4.22	
287	20-11-6	2-40	19	25	27	19	25	27	4.22	
288	20-11-6	2-45	19	26	28	19	26	28	4.22	
289	20-11-6	2-51	17	24	26	17	24	26	4.22	
290	20-11-6	2-56	17	26	26	17	26	26	4.22	
291	20-11-6	3-2	16	22	24	16	22	24	4.22	
292	20-11-6	3-7	17	23	24	17	23	24	4.22	
293	20-11-6	3-13	17	22	23	17	22	23	4.22	
294	20-11-6	3-18	16	24	26	16	24	26	4.22	
295	20-11-6	3-24	17	24	25	17	24	25	4.22	
296	20-11-6	3-29	16	21	21	16	21	21	4.22	
297	20-11-6	3-35	17	23	25	17	23	25	4.22	
298	20-11-6	3-40	18	24	24	18	24	24	4.22	
299	20-11-6	3-46	19	26	28	19	26	28	4.22	
300	20-11-6	3-51	18	23	24	18	23	24	4.22	
301	20-11-6	3-57	16	23	25	16	23	25	4.22	
302	20-11-6	4-2	17	24	25	17	24	25	4.22	
303	20-11-6	4-8	16	24	25	16	24	25	4.22	
304	20-11-6	4-13	16	22	23	16	22	23	4.22	
305	20-11-6	4-19	18	24	25	18	24	25	4.22	
306	20-11-6	4-24	15	21	23	15	21	23	4.22	
307	20-11-6	4-30	15	22	24	15	22	24	4.22	
308	20-11-6	4-35	18	26	29	18	26	29	4.22	
309	20-11-6	4-41	16	24	25	16	24	25	4.22	
310	20-11-6	4-46	16	22	23	16	22	23	4.22	
311	20-11-6	4-52	15	22	24	15	22	24	4.22	
312	20-11-6	4-57	15	22	23	15	22	23	4.22	
313	20-11-6	5-3	16	22	22	16	22	22	4.22	
314	20-11-6	5-8	16	23	23	16	23	23	4.22	
315	20-11-6	5-14	14	21	22	14	21	22	4.22	
316	20-11-6	5-19	15	22	24	15	22	24	4.22	
317	20-11-6	5-25	16	22	24	16	22	24	4.22	
318	20-11-6	5-30	17	25	26	17	25	26	4.22	
319	20-11-6	5-36	18	25	25	18	25	25	4.22	
320	20-11-6	5-41	16	23	25	16	23	25	4.22	
321	20-11-6	5-47	15	22	24	15	22	24	4.22	
322	20-11-6	5-52	18	24	27	18	24	27	4.22	
323	20-11-6	5-58	15	21	23	15	21	23	4.22	
324	20-11-6	6-3	16	24	25	16	24	25	4.22	
325	20-11-6	6-9	18	28	28	18	28	28	4.22	
326	20-11-6	6-14	19	25	27	19	25	27	4.22	
327	20-11-6	6-20	17	24	25	17	24	25	4.22	
328	20-11-6	6-25	17	22	24	17	22	24	4.22	
329	20-11-6	6-31	17	23	24	17	23	24	4.22	
330	20-11-6	6-37	18	25	25	18	25	25	4.22	
331	20-11-6	6-42	20	26	28	19	26	28	4.22	
332	20-11-6	6-48	19	25	27	19	25	27	4.22	
333	20-11-6	6-53	20	26	28	19	26	28	4.22	
334	20-11-6	6-59	19	26	27	19	26	27	4.22	
335	20-11-6	7-4	21	29	30	20	29	30	4.22	
336	20-11-6	7-10	22	30	32	21	29	32	4.22	
337	20-11-6	7-15	21	30	32	20	29	32	4.22	
338	20-11-6	7-21	23	34	35	21	32	35	4.22	
339	20-11-6	7-26	21	30	30	20	29	30	4.22	
340	20-11-6	7-32	22	31	31	21	30	31	4.22	
341	20-11-6	7-37	23	31	34	21	30	34	4.22	
342	20-11-6	7-43	27	35	36	23	32	36	4.22	
343	20-11-6	7-48	26	36	39	23	33	39	4.22	
344	20-11-6	7-54	26	35	38	23	32	38	4.22	
345	20-11-6	7-59	35	49	49	27	40	47	4.22	
346	20-11-6	8-5	32	43	46	26	37	45	4.22	
347	20-11-6	8-10	32	44	46	26	38	45	4.22	
348	20-11-6	8-16	30	41	44	25	36	44	4.22	
349	20-11-6	8-21	31	46	49	26	39	47	4.22	
350	20-11-6	8-27	41	53	54	30	42	50	4.22	
351	20-11-6	8-32	32	44	47	26	38	46	4.22	
352	20-11-6	8-38	28	38	41	24	34	41	4.22	
353	20-11-6	8-43	35	46	48	27	39	46	4.22	
354	20-11-6	8-49	30	42	43	25	37	43	4.22	
355	20-11-6	8-54	32	44	48	26	38	46	4.22	
356	20-11-6	9-0	33	45	49	27	38	47	4.22	
357	20-11-6	9-5	35	48	51	27	40	48	4.22	
358	20-11-6	9-11	35	45	49	27	38	47	4.22	
359	20-11-6	9-16	30	43	46	25	37	45	4.22	
360	20-11-6	9-22	44	58	60	31	44	54	4.22	
361	20-11-6	9-27	31	46	49	26	39	47	4.22	
362	20-11-6	9-33	27	39	41	23	35	41	4.22	
363	20-11-6	9-38	29	41	44	25	36	44	4.22	
364	20-11-6	9-44	30	41	42	25	36	42	4.22	
365	20-11-6	9-49	28	40	42	24	35	42	4.22	
366	20-11-6	9-55	25	36	39	22	33	39	4.22	
367	20-11-6	10-0	30	43	44	25	37	44	4.22	
368	20-11-6	10-6	37	50	51	28	41	48	4.22	
369	20-11-6	10-11	32	46	46	26	39	45	4.22	
370	20-11-6	10-17	29	45	47	25	38	46	4.22	
371	20-11-6	10-22	28	36	37	24	33	37	4.22	
372	20-11-6	10-28	23	33	34	21	31	34	4.22	
373	20-11-6	10-33	23	32	35	21	31	35	4.22	
374	20-11-6	10-39	24	33	36	22	31	36	4.22	
375	20-11-6	10-44	23	34	35	21	32	35	4.22	
376	20-11-6	10-50	23	31	33	21	31	33	4.22	
377	20-11-6	10-55	22	29	30	21	29	30	4.22	
378	20-11-6	11-1	24	30	32	22	29	32	4.22	
379	20-11-6	11-6	34	43	46	27	37	45	4.22	
380	20-11-6	11-12	24	31	32	22	30	32	4.22	
381	20-11-6	11-17	22	29	30	21	29	30	4.22	
382	20-11-6	11-23	24	33	34	22	31	34	4.22	
383	20-11-6	11-28	22	30	32	21	29	32	4.22	
384	20-11-6	11-34	24	33	34	22	31	34	4.22	
385	20-11-6	11-39	23	32	34	21	31	34	4.22	
386	20-11-6	11-45	21	29	32	20	29	32	4.22	
387	20-11-6	11-50	27	36	40	23	33	40	4.22	
388	20-11-6	11-56	23	29	30	21	29	30	4.22	
389	20-11-6	12-1	23	31	33	21	30	33	4.22	
390	20-11-6	12-7	24	35	36	22	32	36	4.22	
391	20-11-6	12-12	24	33	33	22	31	33	4.22	
392	20-11-6	12-18	31	38	39	26	34	39	4.22	
393	20-11-6	12-23	25	33	35	22	31	35	4.22	
394	20-11-6	12-29	24	33	36	22	31	36	4.22	
395	20-11-6	12-34	23	33	33	21	31	33	4.22	
396	20-11-6	12-40	35	44	46	27	38	45	4.22	
397	20-11-6	12-45	33	41	43	27	36	43	4.22	
398	20-11-6	12-51	30	39	40	25	35	40	4.22	
399	20-11-6	12-56	27	35	35	23	32	35	4.22	
400	20-11-6	13-2	33	44	45	27	38	44	4.22	
401	20-11-6	13-7	37	49	53	28	40	49	4.22	
402	20-11-6	13-13	41	52	54	30	42	50	4.22	
403	20-11-6	13-18	38	49	52	29	40	49	4.22	
404	20-11-6	13-24	42	53	54	30	42	50	4.22	
405	20-11-6	13-29	41	56	59	30	43	53	4.22	
406	20-11-6	13-35	46	58	59	32	44	53	4.22	
407	20-11-6	13-40	42	53	54	30	42	50	4.22	
408	20-11-6	13-46	39	53	54	29	42	50	4.22	
409	20-11-6	13-51	34	45	46	27	38	45	4.22	
410	20-11-6	13-57	34	46	49	27	39	47	4.22	
411	20-11-6	14-2	39	50	53	29	41	49	4.22	
412	20-11-6	14-8	37	49	52	28	40	49	4.22	
413	20-11-6	14-13	38	49	51	29	40	48	4.22	
414	20-11-6	14-19	42	52	54	30	42	50	4.22	
415	20-11-6	14-24	44	54	55	31	43	51	4.22	
416	20-11-6	14-30	41	51	52	30	41	49	4.22	
417	20-11-6	14-35	44	54	56	31	43	51	4.22	
418	20-11-6	14-41	40	49	50	30	40	48	4.22	
419	20-11-6	14-46	38	48	49	29	40	47	4.22	
420	20-11-6	14-52	41	52	54	30	42	50	4.22	
421	20-11-6	14-57	39	49	51	29	40	48	4.22	
422	20-11-6	15-3	34	46	48	27	39	46	4.22	
423	20-11-6	15-8	34	47	50	27	39	48	4.22	
424	20-11-6	15-14	35	45	48	27	38	46	4.22	
425	20-11-6	15-19	37	49	51	28	40	48	4.22	
426	20-11-6	15-25	38	49	55	29	40	51	4.22	
427	20-11-6	15-30	42	54	56	30	43	51	4.22	
428	20-11-6	15-36	38	52	54	29	42	50	4.22	
429	20-11-6	15-41	40	53	53	30	42	49	4.22	
430	20-11-6	15-47	44	60	64	31	45	56	4.22	
431	20-11-6	15-52	46	62	65	32	46	56	4.22	
432	20-11-6	15-58	49	63	66	33	46	57	4.22	
433	20-11-6	16-3	50	65	69	33	47	59	4.22	
434	20-11-6	16-9	56	71	73	36	49	61	4.22	
435	20-11-6	16-14	55	74	77	36	50	62	4.22	
436	20-11-6	16-20	61	78	81	40	52	64	4.22	
437	20-11-6	16-25	56	76	81	36	51	64	4.22	
438	20-11-6	16-31	58	79	84	38	52	66	4.22	
439	20-11-6	16-36	73	97	100	48	64	72	4.22	
440	20-11-6	16-42	68	91	96	44	60	71	4.22	
441	20-11-6	16-47	72	93	100	47	61	72	4.22	
442	20-11-6	16-53	66	87	96	43	57	71	4.22	
443	20-11-6	16-58	79	103	111	52	68	76	4.22	
444	20-11-6	17-4	76	101	106	50	66	74	4.22	
445	20-11-6	17-9	71	98	105	46	64	74	4.22	
446	20-11-6	17-15	76	104	110	50	69	76	4.22	
447	20-11-6	17-20	82	105	108	54	70	75	4.22	
448	20-11-6	17-26	80	108	115	52	71	77	4.22	
449	20-11-6	17-31	79	105	111	52	70	76	4.22	
450	20-11-6	17-37	79	103	110	52	68	76	4.22	
451	20-11-6	17-42	85	106	110	56	70	76	4.22	
452	20-11-6	17-48	82	105	110	54	70	76	4.22	
453	20-11-6	17-53	82	107	117	54	71	78	4.22	
454	20-11-6	17-59	77	103	116	50	68	78	4.22	
455	20-11-6	18-4	82	108	119	54	72	79	4.22	
456	20-11-6	18-10	79	106	115	52	70	78	4.22	
457	20-11-6	18-15	73	98	101	48	64	72	4.22	
458	20-11-6	18-21	77	100	111	50	66	76	4.22	
459	20-11-6	18-26	70	94	102	46	61	72	4.22	
460	20-11-6	18-32	68	89	97	45	58	70	4.22	
461	20-11-6	18-37	74	102	108	48	68	75	4.22	
462	20-11-6	18-43	76	98	101	50	64	73	4.22	
463	20-11-6	18-49	72	98	102	47	64	73	4.22	
464	20-11-6	18-54	73	100	105	48	66	74	4.22	
465	20-11-6	19-0	68	97	108	45	63	75	4.22	
466	20-11-6	19-5	70	99	104	46	65	74	4.22	
467	20-11-6	19-11	73	103	113	48	67	76	4.22	
468	20-11-6	19-16	74	102	107	48	68	75	4.22	
469	20-11-6	19-22	72	104	109	48	68	75	4.22	
470	20-11-6	19-27	78	110	119	51	73	79	4.22	
471	20-11-6	19-33	79	112	120	52	74	79	4.22	
472	20-11-6	19-38	78	109	125	51	72	83	4.22	
473	20-11-6	19-44	82	109	116	54	72	78	4.22	
474	20-11-6	19-49	80	115	122	52	76	80	4.22	
475	20-11-6	19-55	81	116	125	53	77	83	4.22	
476	20-11-6	20-0	86	119	128	56	79	85	4.22	
477	20-11-6	20-6	84	115	124	55	76	82	4.22	
