数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
478	20-11-5	12-27	1	2	2	1	2	2	3.94	
479	20-11-5	12-38	5	10	10	5	10	10	3.94	
480	20-11-5	12-48	5	9	11	5	9	11	3.94	
481	20-11-5	12-59	7	13	14	7	13	14	3.93	
482	20-11-5	13-10	9	14	15	9	14	15	3.93	
483	20-11-5	13-20	7	13	13	7	13	13	3.93	
484	20-11-5	13-31	7	11	11	7	11	11	3.94	
485	20-11-5	13-41	7	13	14	7	13	14	3.93	
486	20-11-5	13-52	7	13	14	7	13	14	3.93	
487	20-11-5	14-2	9	13	13	9	13	13	3.93	
488	20-11-5	14-13	7	13	17	7	13	17	3.93	
489	20-11-5	14-23	6	13	14	6	13	14	3.93	
490	20-11-5	14-34	9	15	15	9	15	15	3.93	
491	20-11-5	14-44	9	14	18	9	14	18	3.92	
492	20-11-5	14-55	9	14	15	9	14	15	3.92	
493	20-11-5	15-5	10	14	14	10	14	14	3.92	
494	20-11-5	15-16	9	17	18	9	17	18	3.92	
495	20-11-5	15-26	11	18	21	11	18	21	3.92	
496	20-11-5	15-37	10	17	18	10	17	18	3.91	
497	20-11-5	15-48	11	16	18	11	16	18	3.92	
498	20-11-5	15-58	9	14	16	9	14	16	3.91	
499	20-11-5	16-9	7	14	14	7	14	14	3.91	
500	20-11-5	16-19	9	15	18	9	15	18	3.92	
501	20-11-5	16-30	10	16	19	10	16	19	3.91	
502	20-11-5	16-40	9	14	18	9	14	18	3.92	
503	20-11-5	16-51	9	15	18	9	15	18	3.92	
504	20-11-5	17-1	9	14	15	9	14	15	3.92	
505	20-11-5	17-12	10	17	20	10	17	20	3.92	
506	20-11-5	17-22	12	19	21	12	19	21	3.92	
507	20-11-5	17-33	10	17	21	10	17	21	3.91	
508	20-11-5	17-43	11	17	24	11	17	24	3.92	
509	20-11-5	17-54	11	17	19	11	17	19	3.91	
510	20-11-5	18-4	12	18	21	12	18	21	3.91	
511	20-11-5	18-15	10	17	18	10	17	18	3.90	
512	20-11-5	18-26	12	18	18	12	18	18	3.91	
513	20-11-5	18-36	10	17	20	10	17	20	3.91	
514	20-11-5	18-47	14	22	26	14	22	26	3.92	
515	20-11-5	18-57	16	22	24	16	22	24	3.91	
516	20-11-5	19-8	13	21	26	13	21	26	3.89	
517	20-11-5	19-18	12	20	22	12	20	22	3.91	
518	20-11-5	19-29	12	21	23	12	21	23	3.91	
519	20-11-5	19-39	12	21	27	12	21	27	3.91	
520	20-11-5	19-50	12	17	18	12	17	18	3.91	
521	20-11-5	20-0	13	23	25	13	23	25	3.91	
522	20-11-5	20-11	14	21	21	14	21	21	3.90	
523	20-11-5	20-21	16	24	25	16	24	25	3.90	
524	20-11-5	20-32	13	23	24	13	23	24	3.90	
525	20-11-5	20-42	13	23	27	13	23	27	3.90	
526	20-11-5	20-53	13	21	24	13	21	24	3.90	
527	20-11-5	21-4	13	23	27	13	23	27	3.90	
528	20-11-5	21-14	13	21	25	13	21	25	3.90	
529	20-11-5	21-25	12	23	26	12	23	26	3.91	
530	20-11-5	21-35	13	23	25	13	23	25	3.90	
531	20-11-5	21-46	13	24	28	13	24	28	3.89	
532	20-11-5	21-56	14	24	24	14	24	24	3.89	
533	20-11-5	22-7	14	25	29	14	25	29	3.89	
534	20-11-5	22-17	19	30	39	19	30	39	3.90	
535	20-11-5	22-28	16	25	31	16	25	31	3.90	
536	20-11-5	22-38	14	23	24	14	23	24	3.89	
537	20-11-5	22-49	16	24	28	16	24	28	3.87	
538	20-11-5	22-59	16	23	24	16	23	24	3.89	
539	20-11-5	23-10	12	21	23	12	21	23	3.89	
540	20-11-5	23-20	16	27	30	16	27	30	3.88	
541	20-11-5	23-31	16	25	28	16	25	28	3.89	
542	20-11-5	23-42	16	25	36	16	25	36	3.89	
543	20-11-5	23-52	14	25	27	14	25	27	3.89	
544	20-11-6	0-3	18	28	31	18	28	31	3.89	
545	20-11-6	0-13	16	25	28	16	25	28	3.88	
546	20-11-6	0-24	14	24	26	14	24	26	3.89	
547	20-11-6	0-34	17	26	28	17	26	28	3.88	
548	20-11-6	0-45	16	28	28	16	28	28	3.88	
549	20-11-6	0-55	17	28	30	17	28	30	3.88	
550	20-11-6	1-6	20	30	36	20	30	36	3.89	
551	20-11-6	1-16	16	25	29	16	25	29	3.88	
552	20-11-6	1-27	17	28	32	17	28	32	3.88	
553	20-11-6	1-37	17	29	29	17	29	29	3.88	
554	20-11-6	1-48	13	22	24	13	22	24	3.88	
555	20-11-6	1-58	16	28	35	16	28	35	3.88	
556	20-11-6	2-9	17	26	28	17	26	28	3.88	
557	20-11-6	2-20	14	26	30	14	26	30	3.87	
558	20-11-6	2-30	16	25	26	16	25	26	3.87	
559	20-11-6	2-41	16	26	28	16	26	28	3.87	
560	20-11-6	2-51	14	22	25	14	22	25	3.88	
561	20-11-6	3-2	16	24	30	16	24	30	3.88	
562	20-11-6	3-12	14	22	26	14	22	26	3.87	
563	20-11-6	3-23	18	28	32	18	28	32	3.87	
564	20-11-6	3-33	14	26	30	14	26	30	3.85	
565	20-11-6	3-44	17	30	34	17	30	34	3.88	
566	20-11-6	3-54	16	26	29	16	26	29	3.88	
567	20-11-6	4-5	16	26	33	16	26	33	3.87	
568	20-11-6	4-15	16	25	28	16	25	28	3.87	
569	20-11-6	4-26	16	28	32	16	28	32	3.87	
570	20-11-6	4-36	14	24	25	14	24	25	3.87	
571	20-11-6	4-47	17	26	29	17	26	29	3.86	
572	20-11-6	4-58	16	28	30	16	28	30	3.87	
573	20-11-6	5-8	14	24	25	14	24	25	3.87	
574	20-11-6	5-19	16	28	30	16	28	30	3.86	
575	20-11-6	5-29	16	28	32	16	28	32	3.86	
576	20-11-6	5-40	17	30	36	17	30	36	3.87	
577	20-11-6	5-50	17	26	28	17	26	28	3.86	
578	20-11-6	6-1	13	21	24	13	21	24	3.86	
579	20-11-6	6-11	17	30	36	17	30	36	3.86	
580	20-11-6	6-22	17	28	30	17	28	30	3.86	
581	20-11-6	6-32	18	32	36	18	32	36	3.86	
582	20-11-6	6-43	16	26	29	16	26	29	3.86	
583	20-11-6	6-53	25	37	43	25	37	43	3.85	
584	20-11-6	7-4	21	31	39	21	31	39	3.85	
585	20-11-6	7-14	17	27	31	17	27	31	3.85	
586	20-11-6	7-25	21	34	38	21	34	38	3.86	
587	20-11-6	7-36	18	30	33	18	30	33	3.85	
588	20-11-6	7-46	22	37	42	22	37	42	3.85	
589	20-11-6	7-57	25	42	46	25	41	46	3.86	
590	20-11-6	8-7	21	33	40	21	33	40	3.87	
591	20-11-6	8-18	25	38	42	25	38	42	3.85	
592	20-11-6	8-28	24	41	46	24	40	46	3.84	
593	20-11-6	8-39	25	37	42	25	37	42	3.86	
594	20-11-6	8-49	26	41	44	26	40	44	3.84	
595	20-11-6	9-0	26	43	52	26	41	52	3.85	
596	20-11-6	9-10	21	37	46	21	37	46	3.85	
597	20-11-6	9-21	21	36	40	21	36	40	3.85	
598	20-11-6	9-31	20	36	37	20	36	37	3.84	
599	20-11-6	9-42	21	35	39	21	35	39	3.84	
600	20-11-6	9-52	20	34	37	20	34	37	3.84	
601	20-11-6	10-3	22	39	39	22	39	39	3.84	
602	20-11-6	10-14	21	34	39	21	34	39	3.84	
603	20-11-6	10-24	23	41	43	23	39	43	3.84	
604	20-11-6	10-35	21	34	34	21	34	34	3.83	
605	20-11-6	10-45	21	38	43	21	38	43	3.83	
606	20-11-6	10-56	17	30	33	17	30	33	3.83	
607	20-11-6	11-6	20	35	43	20	35	43	3.83	
608	20-11-6	11-17	20	35	38	20	35	38	3.83	
609	20-11-6	11-27	19	31	35	19	31	35	3.83	
610	20-11-6	11-38	22	38	42	22	38	42	3.83	
611	20-11-6	11-48	22	34	35	22	34	35	3.83	
612	20-11-6	11-59	22	35	42	22	35	42	3.83	
613	20-11-6	12-9	24	38	40	24	38	40	3.83	
614	20-11-6	12-20	25	35	42	25	35	42	3.82	
615	20-11-6	12-30	26	42	47	26	41	47	3.82	
616	20-11-6	12-41	30	47	54	28	43	54	3.81	
617	20-11-6	12-52	30	47	50	28	43	50	3.82	
618	20-11-6	13-2	32	53	58	30	47	58	3.81	
619	20-11-6	13-13	34	53	56	30	47	56	3.81	
620	20-11-6	13-23	35	53	64	31	47	61	3.82	
621	20-11-6	13-34	38	59	65	33	51	62	3.82	
622	20-11-6	13-44	32	50	57	30	46	57	3.82	
623	20-11-6	13-55	6	13	15	6	13	15	3.82	
624	20-11-6	14-5	7	12	12	7	12	12	3.81	
625	20-11-6	14-16	11	18	21	11	18	21	3.81	
626	20-11-6	14-26	11	20	22	11	20	22	3.81	
627	20-11-6	14-37	10	18	20	10	18	20	3.81	
628	20-11-6	14-47	6	10	10	6	10	10	3.79	
629	20-11-6	14-58	6	10	12	6	10	12	3.81	
630	20-11-6	15-8	4	11	13	4	11	13	3.80	
631	20-11-6	15-19	4	9	11	4	9	11	3.80	
632	20-11-6	15-30	6	13	15	6	13	15	3.80	
633	20-11-6	15-40	7	12	13	7	12	13	3.80	
634	20-11-6	15-51	31	45	51	29	41	51	3.80	
635	20-11-6	16-1	26	43	44	25	40	44	3.81	
636	20-11-6	16-12	34	52	56	30	46	56	3.80	
637	20-11-6	16-22	30	51	59	28	46	57	3.80	
638	20-11-6	16-33	32	53	62	29	47	60	3.80	
639	20-11-6	16-43	33	53	60	29	47	58	3.80	
640	20-11-6	16-54	37	57	65	32	49	62	3.78	
641	20-11-6	17-4	36	59	73	31	50	67	3.81	
642	20-11-6	17-15	41	67	80	34	54	71	3.79	
643	20-11-6	17-25	57	97	111	40	65	86	3.80	
644	20-11-6	17-36	56	91	109	41	64	86	3.81	
645	20-11-6	17-46	60	94	107	43	66	86	3.79	
646	20-11-6	17-57	50	78	88	38	60	76	3.78	
647	20-11-6	18-7	52	83	102	39	61	82	3.78	
648	20-11-6	18-18	25	37	43	25	37	43	3.78	
649	20-11-6	18-29	54	82	97	39	61	80	3.79	
650	20-11-6	18-39	60	95	106	42	65	84	3.77	
651	20-11-6	18-50	55	92	106	40	64	84	3.78	
652	20-11-6	19-0	51	87	98	38	63	80	3.78	
653	20-11-6	19-11	55	87	103	40	63	82	3.78	
654	20-11-6	19-21	58	91	107	41	64	85	3.78	
655	20-11-6	19-32	58	94	113	41	65	87	3.78	
656	20-11-6	19-42	55	86	99	40	62	81	3.77	
657	20-11-6	19-53	61	92	105	42	64	83	3.78	
658	20-11-6	20-3	59	97	128	42	65	93	3.76	
659	20-11-6	20-14	68	113	130	44	75	93	3.77	
660	20-11-6	20-24	73	118	145	47	78	99	3.77	
661	20-11-6	20-35	72	123	152	47	81	101	3.74	
662	20-11-6	20-45	73	120	137	47	78	97	3.76	
663	20-11-6	20-56	73	116	137	47	76	97	3.76	
664	20-11-6	21-7	74	115	132	48	75	95	3.75	
665	20-11-6	21-17	73	114	137	47	75	96	3.76	
666	20-11-6	21-28	73	119	139	47	78	97	3.76	
667	20-11-6	21-38	68	111	130	45	73	93	3.76	
668	20-11-6	21-49	65	113	129	43	75	94	3.76	
669	20-11-6	21-59	61	94	109	42	65	86	3.76	
670	20-11-6	22-10	62	98	107	43	66	84	3.76	
671	20-11-6	22-20	57	96	105	40	65	83	3.76	
672	20-11-6	22-31	57	94	109	40	64	85	3.75	
673	20-11-6	22-41	53	89	107	39	63	84	3.75	
674	20-11-6	22-52	55	84	96	39	61	79	3.75	
675	20-11-6	23-2	54	90	99	39	64	81	3.75	
676	20-11-6	23-13	51	87	103	38	62	83	3.75	
677	20-11-6	23-23	52	84	99	39	61	80	3.75	
678	20-11-6	23-34	55	88	118	39	63	90	3.74	
679	20-11-6	23-45	52	83	95	39	61	79	3.74	
680	20-11-6	23-55	50	84	93	38	61	77	3.75	
681	20-11-7	0-6	52	80	98	39	59	80	3.74	
682	20-11-7	0-16	52	82	98	39	61	80	3.74	
683	20-11-7	0-27	48	80	87	36	59	75	3.73	
684	20-11-7	0-37	52	88	105	39	62	83	3.73	
685	20-11-7	0-48	49	81	89	38	59	76	3.74	
686	20-11-7	0-58	48	79	83	37	58	72	3.73	
687	20-11-7	1-9	45	75	81	35	57	71	3.73	
688	20-11-7	1-19	48	80	91	37	60	77	3.72	
689	20-11-7	1-30	52	86	101	39	61	82	3.73	
690	20-11-7	1-40	50	79	92	38	59	78	3.73	
691	20-11-7	1-51	48	76	93	37	58	77	3.73	
692	20-11-7	2-1	46	76	85	35	58	74	3.73	
693	20-11-7	2-12	54	86	95	39	61	79	3.72	
694	20-11-7	2-23	55	83	96	39	61	79	3.74	
695	20-11-7	2-33	55	90	102	39	64	81	3.72	
696	20-11-7	2-44	62	100	116	43	66	88	3.72	
697	20-11-7	2-54	63	109	129	43	72	94	3.71	
698	20-11-7	3-5	65	108	118	43	71	89	3.72	
699	20-11-7	3-15	64	100	122	43	66	91	3.71	
700	20-11-7	3-26	67	104	120	45	68	90	3.71	
701	20-11-7	3-36	68	108	119	45	70	90	3.71	
702	20-11-7	3-47	68	113	127	45	74	92	3.71	
703	20-11-7	3-57	70	115	128	46	75	93	3.72	
704	20-11-7	4-8	76	126	148	50	84	100	3.70	
705	20-11-7	4-18	83	139	155	55	91	102	3.71	
706	20-11-7	4-29	78	130	153	51	86	101	3.71	
707	20-11-7	4-39	89	144	161	58	95	107	3.69	
708	20-11-7	4-50	89	150	177	58	99	117	3.70	
709	20-11-7	5-1	90	154	174	59	101	114	3.70	
710	20-11-7	5-11	94	160	183	62	106	121	3.71	
711	20-11-7	5-22	96	149	176	63	99	117	3.70	
712	20-11-7	5-32	94	155	195	62	102	129	3.71	
713	20-11-7	5-43	91	151	171	60	100	113	3.70	
714	20-11-7	5-53	88	141	157	57	93	102	3.70	
715	20-11-7	6-4	95	156	188	63	103	125	3.70	
716	20-11-7	6-14	95	159	186	63	105	123	3.69	
717	20-11-7	6-25	102	167	194	67	110	128	3.69	
718	20-11-7	6-35	99	164	194	65	109	128	3.69	
719	20-11-7	6-46	97	163	186	64	108	123	3.70	
720	20-11-7	6-56	104	169	202	68	111	133	3.69	
721	20-11-7	7-7	110	176	212	73	117	140	3.68	
722	20-11-7	7-17	102	171	202	68	113	133	3.69	
723	20-11-7	7-28	107	176	220	70	117	145	3.69	
724	20-11-7	7-39	104	170	200	68	112	132	3.69	
725	20-11-7	7-49	100	161	186	65	107	122	3.67	
726	20-11-7	8-0	97	162	189	63	107	125	3.68	
727	20-11-7	8-10	98	169	204	64	112	135	3.69	
728	20-11-7	8-21	95	152	178	63	100	117	3.68	
729	20-11-7	8-31	101	156	190	66	103	125	3.68	
730	20-11-7	8-42	99	170	201	65	112	133	3.68	
731	20-11-7	8-52	93	150	185	60	99	122	3.69	
732	20-11-7	9-3	92	146	184	59	97	121	3.68	
733	20-11-7	9-13	91	143	158	59	94	105	3.69	
734	20-11-7	9-24	84	139	165	55	91	109	3.68	
735	20-11-7	9-34	85	141	165	55	93	109	3.67	
736	20-11-7	9-45	80	135	163	52	89	108	3.68	
737	20-11-7	9-55	80	138	162	52	91	107	3.67	
738	20-11-7	10-6	81	137	169	53	90	112	3.67	
739	20-11-7	10-17	83	140	160	54	92	106	3.67	
740	20-11-7	10-27	80	143	167	53	94	110	3.67	
741	20-11-7	10-38	80	130	172	53	85	114	3.67	
742	20-11-7	10-48	68	117	148	45	76	101	3.68	
743	20-11-7	10-59	70	119	145	45	79	100	3.67	
744	20-11-7	11-9	71	116	133	46	76	95	3.67	
745	20-11-7	11-20	65	107	129	43	70	94	3.66	
746	20-11-7	11-30	63	112	138	44	74	97	3.66	
747	20-11-7	11-41	65	111	139	43	73	98	3.66	
748	20-11-7	11-51	61	109	132	42	72	95	3.67	
749	20-11-7	12-2	65	117	140	44	76	99	3.66	
750	20-11-7	12-12	65	106	136	44	70	97	3.66	
751	20-11-7	12-23	69	118	149	45	78	101	3.66	
752	20-11-7	12-33	64	115	142	44	76	98	3.66	
753	20-11-7	12-44	62	114	144	42	75	100	3.66	
754	20-11-7	12-55	60	100	118	42	66	90	3.66	
755	20-11-7	13-5	63	104	135	43	68	97	3.65	
756	20-11-7	13-16	62	99	121	42	67	90	3.65	
757	20-11-7	13-26	55	95	112	40	65	86	3.65	
758	20-11-7	13-37	56	94	120	41	65	90	3.65	
759	20-11-7	13-47	55	93	128	39	65	93	3.66	
760	20-11-7	13-58	52	88	124	39	62	92	3.66	
761	20-11-7	14-8	51	93	112	38	65	87	3.65	
762	20-11-7	14-19	52	93	114	39	65	87	3.65	
763	20-11-7	14-29	53	93	112	39	65	87	3.66	
764	20-11-7	14-40	56	98	113	40	66	87	3.65	
765	20-11-7	14-50	55	96	126	39	65	92	3.65	
766	20-11-7	15-1	50	83	111	38	61	86	3.65	
767	20-11-7	15-11	56	98	117	41	67	89	3.65	
768	20-11-7	15-22	55	92	116	40	64	89	3.65	
769	20-11-7	15-33	52	92	114	39	64	87	3.66	
770	20-11-7	15-43	53	91	120	39	64	89	3.64	
771	20-11-7	15-54	50	87	105	38	63	83	3.64	
772	20-11-7	16-4	55	88	121	39	62	91	3.65	
773	20-11-7	16-15	53	92	112	39	64	87	3.65	
774	20-11-7	16-25	60	101	127	42	68	92	3.63	
775	20-11-7	16-36	49	93	111	38	65	85	3.65	
776	20-11-7	16-46	57	104	129	40	68	93	3.65	
777	20-11-7	16-57	58	99	120	42	66	89	3.65	
778	20-11-7	17-7	72	120	150	47	79	101	3.64	
779	20-11-7	17-18	67	112	145	44	74	99	3.64	
780	20-11-7	17-28	78	132	170	51	87	112	3.65	
781	20-11-7	17-39	80	130	169	52	86	112	3.64	
782	20-11-7	17-49	81	141	180	52	94	120	3.64	
783	20-11-7	18-0	82	132	170	53	87	112	3.65	
784	20-11-7	18-10	84	139	179	55	91	119	3.63	
785	20-11-7	18-21	83	141	180	55	94	120	3.64	
786	20-11-7	18-32	82	131	163	54	86	108	3.64	
787	20-11-7	18-42	82	140	173	54	92	114	3.64	
788	20-11-7	18-53	77	138	163	50	91	108	3.63	
789	20-11-7	19-3	82	137	179	54	90	119	3.63	
790	20-11-7	19-14	82	135	167	54	89	110	3.64	
791	20-11-7	19-24	81	143	197	52	94	130	3.63	
792	20-11-7	19-35	82	139	186	54	91	122	3.64	
793	20-11-7	19-45	84	147	190	55	97	125	3.64	
794	20-11-7	19-56	75	139	187	49	92	123	3.64	
795	20-11-7	20-6	84	135	185	55	89	122	3.64	
796	20-11-7	20-17	85	147	189	55	97	125	3.63	
797	20-11-7	20-27	90	155	215	59	102	142	3.64	
798	20-11-7	20-38	94	165	222	62	109	147	3.63	
799	20-11-7	20-48	100	176	228	66	117	152	3.62	
800	20-11-7	20-59	86	157	207	56	104	138	3.62	
801	20-11-7	21-10	97	158	211	63	105	140	3.63	
802	20-11-7	21-20	91	154	227	59	102	150	3.63	
803	20-11-7	21-31	92	153	209	61	101	139	3.64	
804	20-11-7	21-41	81	146	185	53	97	123	3.63	
805	20-11-7	21-52	86	155	185	56	103	122	3.62	
806	20-11-7	22-2	84	144	195	56	95	126	3.63	
807	20-11-7	22-13	78	134	185	50	88	122	3.62	
808	20-11-7	22-23	78	135	171	50	88	113	3.63	
809	20-11-7	22-34	76	132	166	50	87	110	3.62	
810	20-11-7	22-44	74	138	182	48	91	121	3.63	
811	20-11-7	22-55	82	139	171	53	92	113	3.63	
812	20-11-7	23-5	76	131	168	50	87	110	3.63	
813	20-11-7	23-16	74	136	165	48	90	108	3.62	
814	20-11-7	23-26	71	126	155	46	83	103	3.63	
815	20-11-7	23-37	78	139	164	50	92	108	3.62	
816	20-11-7	23-48	76	129	172	50	84	113	3.61	
817	20-11-7	23-58	78	149	169	50	98	111	3.62	
818	20-11-8	0-9	73	127	166	47	83	109	3.63	
819	20-11-8	0-19	76	142	187	50	94	124	3.62	
820	20-11-8	0-30	82	141	167	54	94	110	3.62	
821	20-11-8	0-40	82	131	153	54	86	101	3.63	
822	20-11-8	0-51	81	148	187	53	98	124	3.62	
823	20-11-8	1-1	75	132	155	50	86	101	3.62	
824	20-11-8	1-12	76	132	169	50	87	112	3.63	
825	20-11-8	1-22	76	127	154	50	83	103	3.62	
826	20-11-8	1-33	73	139	165	47	91	109	3.61	
827	20-11-8	1-43	72	125	165	47	82	109	3.61	
828	20-11-8	1-54	73	137	178	47	91	118	3.64	
829	20-11-8	2-4	72	128	155	47	84	102	3.62	
830	20-11-8	2-15	78	142	178	51	93	118	3.63	
831	20-11-8	2-26	73	130	160	47	86	106	3.62	
832	20-11-8	2-36	81	141	168	53	93	111	3.61	
833	20-11-8	2-47	74	135	175	48	88	115	3.60	
834	20-11-8	2-57	80	144	188	52	95	125	3.62	
835	20-11-8	3-8	80	147	183	53	97	121	3.61	
836	20-11-8	3-18	85	145	176	55	96	117	3.61	
837	20-11-8	3-29	84	147	173	55	97	115	3.58	
838	20-11-8	3-39	81	145	188	52	96	125	3.62	
839	20-11-8	3-50	84	147	179	54	98	118	3.62	
840	20-11-8	4-0	81	148	183	53	97	120	3.61	
841	20-11-8	4-11	80	142	182	53	94	120	3.62	
842	20-11-8	4-21	85	156	219	55	103	146	3.61	
843	20-11-8	4-32	85	152	192	55	100	127	3.61	
844	20-11-8	4-42	85	147	190	55	97	125	3.60	
845	20-11-8	4-53	84	138	199	55	91	131	3.61	
846	20-11-8	5-4	87	153	199	58	102	131	3.61	
847	20-11-8	5-14	88	158	188	58	105	124	3.61	
848	20-11-8	5-25	89	163	203	58	107	134	3.61	
849	20-11-8	5-35	93	170	234	61	113	154	3.61	
850	20-11-8	5-46	95	167	212	63	110	141	3.61	
851	20-11-8	5-56	93	168	211	61	110	140	3.61	
852	20-11-8	6-7	102	181	235	67	120	156	3.60	
853	20-11-8	6-17	100	181	235	65	120	156	3.61	
854	20-11-8	6-28	113	200	260	74	132	172	3.60	
855	20-11-8	6-38	108	196	228	70	130	150	3.61	
856	20-11-8	6-49	114	212	278	76	140	184	3.61	
857	20-11-8	6-59	118	211	262	78	140	174	3.61	
858	20-11-8	7-10	117	211	255	77	140	169	3.60	
859	20-11-8	7-20	113	196	251	74	130	166	3.61	
860	20-11-8	7-31	110	205	274	73	136	181	3.61	
861	20-11-8	7-42	107	199	247	71	132	164	3.61	
862	20-11-8	7-52	108	200	252	70	132	167	3.61	
863	20-11-8	8-3	103	185	223	68	122	148	3.61	
864	20-11-8	8-13	100	179	219	65	118	145	3.61	
865	20-11-8	8-24	97	162	210	63	107	139	3.59	
866	20-11-8	8-34	88	153	189	58	101	125	3.60	
867	20-11-8	8-45	79	146	176	52	96	116	3.61	
868	20-11-8	8-55	82	147	180	53	97	119	3.61	
869	20-11-8	9-6	91	150	169	59	99	112	3.60	
870	20-11-8	9-16	83	147	171	54	96	112	3.59	
871	20-11-8	9-27	80	146	195	52	96	129	3.61	
872	20-11-8	9-37	67	110	134	44	72	96	3.60	
873	20-11-8	9-48	37	63	71	31	53	66	3.62	
874	20-11-8	9-58	29	49	65	27	45	62	3.60	
875	20-11-8	10-9	33	60	68	30	52	65	3.60	
876	20-11-8	10-20	22	44	52	22	42	52	3.60	
877	20-11-8	10-30	22	40	46	22	40	46	3.60	
878	20-11-8	10-41	24	45	54	24	42	54	3.61	
879	20-11-8	10-51	21	36	41	21	36	41	3.60	
880	20-11-8	11-2	17	28	32	17	28	32	3.60	
881	20-11-8	11-12	14	25	25	14	25	25	3.59	
882	20-11-8	11-23	16	26	32	16	26	32	3.60	
883	20-11-8	11-33	14	25	32	14	25	32	3.60	
884	20-11-8	11-44	14	29	37	14	29	37	3.60	
885	20-11-8	11-54	16	28	32	16	28	32	3.60	
886	20-11-8	12-5	12	21	28	12	21	28	3.59	
887	20-11-8	12-15	13	24	30	13	24	30	3.60	
888	20-11-8	12-26	12	22	37	12	22	37	3.59	
889	20-11-8	12-36	17	33	40	17	33	40	3.60	
890	20-11-8	12-47	13	25	38	13	25	38	3.59	
891	20-11-8	12-58	13	24	37	13	24	37	3.60	
892	20-11-8	13-8	13	25	33	13	25	33	3.59	
893	20-11-8	13-19	15	27	45	15	27	45	3.60	
894	20-11-8	13-29	15	29	34	15	29	34	3.61	
895	20-11-8	13-40	18	35	46	18	35	46	3.60	
896	20-11-8	13-50	21	37	43	21	37	43	3.61	
897	20-11-8	14-1	18	38	46	18	38	46	3.59	
898	20-11-8	14-11	13	25	29	13	25	29	3.60	
899	20-11-8	14-22	14	29	41	14	29	41	3.60	
900	20-11-8	14-32	12	21	26	12	21	26	3.59	
901	20-11-8	14-43	10	18	25	10	18	25	3.60	
902	20-11-8	14-53	10	20	24	10	20	24	3.59	
903	20-11-8	15-4	9	17	21	9	17	21	3.60	
904	20-11-8	15-14	8	14	17	8	14	17	3.59	
905	20-11-8	15-25	6	13	20	6	13	20	3.59	
906	20-11-8	15-36	8	14	21	8	14	21	3.59	
907	20-11-8	15-46	6	13	21	6	13	21	3.59	
908	20-11-8	15-57	6	13	19	6	13	19	3.59	
909	20-11-8	16-7	6	14	17	6	14	17	3.59	
910	20-11-8	16-18	6	13	17	6	13	17	3.59	
911	20-11-8	16-28	5	11	14	5	11	14	3.59	
912	20-11-8	16-39	5	11	15	5	11	15	3.59	
913	20-11-8	16-49	6	14	22	6	14	22	3.60	
914	20-11-8	17-0	5	13	17	5	13	17	3.59	
915	20-11-8	17-10	6	15	18	6	15	18	3.60	
916	20-11-8	17-21	6	14	23	6	14	23	3.57	
917	20-11-8	17-31	5	11	13	5	11	13	3.59	
918	20-11-8	17-42	6	14	19	6	14	19	3.58	
919	20-11-8	17-52	6	15	17	6	15	17	3.59	
920	20-11-8	18-3	6	13	17	6	13	17	3.58	
921	20-11-8	18-14	9	18	26	9	18	26	3.59	
922	20-11-8	18-24	7	19	27	7	19	27	3.58	
923	20-11-8	18-35	7	14	18	7	14	18	3.59	
924	20-11-8	18-45	9	19	27	9	19	27	3.59	
925	20-11-8	18-56	10	19	25	10	19	25	3.58	
926	20-11-8	19-6	11	19	23	11	19	23	3.59	
927	20-11-8	19-17	9	15	23	9	15	23	3.58	
928	20-11-8	19-27	10	19	22	10	19	22	3.58	
929	20-11-8	19-38	9	18	23	9	18	23	3.58	
930	20-11-8	19-48	9	14	17	9	14	17	3.59	
931	20-11-8	19-59	9	19	23	9	19	23	3.58	
932	20-11-8	20-9	7	15	21	7	15	21	3.59	
933	20-11-8	20-20	9	17	19	9	17	19	3.57	
934	20-11-8	20-30	7	15	19	7	15	19	3.59	
935	20-11-8	20-41	10	17	28	10	17	28	3.58	
936	20-11-8	20-52	9	15	23	9	15	23	3.59	
937	20-11-8	21-2	7	17	19	7	17	19	3.58	
938	20-11-8	21-13	9	15	21	9	15	21	3.58	
939	20-11-8	21-23	9	15	19	9	15	19	3.58	
940	20-11-8	21-34	9	15	17	9	15	17	3.58	
941	20-11-8	21-44	7	14	23	7	14	23	3.58	
942	20-11-8	21-55	7	17	27	7	17	27	3.58	
943	20-11-8	22-5	7	14	17	7	14	17	3.58	
944	20-11-8	22-16	9	15	18	9	15	18	3.58	
945	20-11-8	22-26	9	15	18	9	15	18	3.57	
946	20-11-8	22-37	7	15	17	7	15	17	3.57	
947	20-11-8	22-47	6	15	27	6	15	27	3.57	
948	20-11-8	22-58	6	13	17	6	13	17	3.57	
949	20-11-8	23-8	9	15	22	9	15	22	3.57	
950	20-11-8	23-19	9	14	19	9	14	19	3.57	
951	20-11-8	23-30	9	19	23	9	19	23	3.57	
952	20-11-8	23-40	7	15	22	7	15	22	3.57	
953	20-11-8	23-51	7	17	19	7	17	19	3.57	
954	20-11-9	0-1	10	18	23	10	18	23	3.57	
955	20-11-9	0-12	7	15	19	7	15	19	3.57	
956	20-11-9	0-22	7	13	14	7	13	14	3.57	
957	20-11-9	0-33	6	14	14	6	14	14	3.57	
