数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
320	20-11-05	12-38	3	6	6	3	6	6	4.39
321	20-11-05	12-44	5	6	6	5	6	6	4.39
322	20-11-05	12-49	5	8	8	5	8	8	4.39
323	20-11-05	12-55	3	6	6	3	6	6	4.39
324	20-11-05	13-0	5	6	6	5	6	6	4.39
325	20-11-05	13-6	1	5	7	1	5	7	4.39
326	20-11-05	13-11	6	7	7	6	7	7	4.17
327	20-11-05	13-17	5	8	8	5	8	8	4.38
328	20-11-05	13-22	4	7	7	4	7	7	4.39
329	20-11-05	13-28	6	9	9	6	9	9	4.15
330	20-11-05	13-33	5	8	8	5	8	8	4.14
331	20-11-05	13-39	5	8	8	5	8	8	4.14
332	20-11-05	13-44	4	7	7	4	7	7	4.14
333	20-11-05	13-50	4	7	7	4	7	7	4.14
334	20-11-05	13-55	6	7	7	6	7	7	4.14
335	20-11-05	14-1	4	6	6	4	6	6	4.14
336	20-11-05	14-6	6	9	11	6	9	11	4.14
337	20-11-05	14-12	6	9	9	6	9	9	4.14
338	20-11-05	14-17	6	9	9	6	9	9	4.15
339	20-11-05	14-23	4	9	9	4	9	9	4.15
340	20-11-05	14-28	4	6	6	4	6	6	4.15
341	20-11-05	14-34	4	8	8	4	8	8	4.15
342	20-11-05	14-39	4	9	9	4	9	9	4.15
343	20-11-05	14-45	6	7	7	6	7	7	4.17
344	20-11-05	14-50	6	9	9	6	9	9	4.17
345	20-11-05	14-56	6	9	9	6	9	9	4.12
346	20-11-05	15-1	7	10	10	7	10	10	4.12
347	20-11-05	15-7	6	7	7	6	7	7	4.11
348	20-11-05	15-12	6	9	9	6	9	9	4.11
349	20-11-05	15-18	7	10	10	7	10	10	4.11
350	20-11-05	15-23	6	9	10	6	9	10	4.11
351	20-11-05	15-29	9	12	12	9	12	12	4.11
352	20-11-05	15-35	7	10	10	7	10	10	4.1
353	20-11-05	15-40	7	9	9	7	9	9	4.1
354	20-11-05	15-46	7	10	10	7	10	10	4.1
355	20-11-05	15-51	7	10	10	7	10	10	4.08
356	20-11-05	15-57	7	9	9	7	9	9	4.1
357	20-11-05	16-2	7	10	10	7	10	10	4.1
358	20-11-05	16-8	7	9	9	7	9	9	4.1
359	20-11-05	16-13	6	7	7	6	7	7	4.09
360	20-11-05	16-19	9	12	13	9	12	13	4.09
361	20-11-05	16-24	7	10	12	7	10	12	4.09
362	20-11-05	16-30	7	12	12	7	12	12	4.1
363	20-11-05	16-35	9	12	12	9	12	12	4.09
364	20-11-05	16-41	6	9	10	6	9	10	4.08
365	20-11-05	16-46	7	10	10	7	10	10	4.09
366	20-11-05	16-52	6	10	13	6	10	13	4.08
367	20-11-05	16-57	7	9	9	7	9	9	4.08
368	20-11-05	17-3	7	9	9	7	9	9	4.07
369	20-11-05	17-9	7	10	10	7	10	10	4.08
370	20-11-05	17-14	10	15	16	10	15	16	4.08
371	20-11-05	17-20	7	10	10	7	10	10	4.08
372	20-11-05	17-25	7	12	12	7	12	12	4.08
373	20-11-05	17-31	7	12	12	7	12	12	4.08
374	20-11-05	17-36	7	10	10	7	10	10	4.08
375	20-11-05	17-42	9	12	13	9	12	13	4.08
376	20-11-05	17-47	7	9	10	7	9	10	4.08
377	20-11-05	17-53	6	9	9	6	9	9	4.07
378	20-11-05	17-58	7	10	10	7	10	10	4.07
379	20-11-05	18-4	6	9	10	6	9	10	4.07
380	20-11-05	18-9	6	9	10	6	9	10	4.07
381	20-11-05	18-15	6	9	9	6	9	9	4.07
382	20-11-05	18-20	6	9	10	6	9	10	4.07
383	20-11-05	18-21	6	9	11	6	9	11	4.39
384	20-11-05	18-27	6	9	9	6	9	9	4.25
385	20-11-05	18-32	6	9	9	6	9	9	4.26
386	20-11-05	18-38	6	9	9	6	9	9	4.31
387	20-11-05	18-43	8	11	11	8	11	11	4.33
388	20-11-05	18-49	6	11	11	6	11	11	4.33
389	20-11-05	18-54	6	9	11	6	9	11	4.35
390	20-11-05	19-0	8	11	11	8	11	11	4.32
391	20-11-05	19-5	6	7	7	6	7	7	4.15
392	20-11-05	19-11	7	10	12	7	10	12	4.17
393	20-11-05	19-16	7	10	12	7	10	12	4.15
394	20-11-05	19-22	7	12	12	7	12	12	4.15
395	20-11-05	19-27	7	10	12	7	10	12	4.15
396	20-11-05	19-33	7	12	13	7	12	13	4.15
397	20-11-05	19-38	10	12	12	10	12	12	4.15
398	20-11-05	19-44	8	11	11	8	11	11	4.11
399	20-11-05	19-49	7	8	8	7	8	8	4.11
400	20-11-05	19-55	8	11	11	8	11	11	4.11
401	20-11-05	20-0	8	11	11	8	11	11	4.11
402	20-11-05	20-6	8	11	13	8	11	13	4.11
403	20-11-05	20-11	7	11	13	7	11	13	4.1
404	20-11-05	20-17	10	14	14	10	14	14	4.1
405	20-11-05	20-22	8	11	13	8	11	13	4.1
406	20-11-05	20-28	8	10	13	8	10	13	4.1
407	20-11-05	20-33	8	13	13	8	13	13	4.1
408	20-11-05	20-39	8	13	13	8	13	13	4.1
409	20-11-05	20-45	7	11	11	7	11	11	4.09
410	20-11-05	20-50	8	13	13	8	13	13	4.09
411	20-11-05	20-56	10	14	14	10	14	14	4.09
412	20-11-05	21-1	9	12	12	9	12	12	4.09
413	20-11-05	21-7	10	13	14	10	13	14	4.1
414	20-11-05	21-12	9	13	13	9	13	13	4.08
415	20-11-05	21-18	8	13	14	8	13	14	4.08
416	20-11-05	21-23	9	13	13	9	13	13	4.08
417	20-11-05	21-29	10	13	13	10	13	13	4.1
418	20-11-05	21-34	10	13	15	10	13	15	4.08
419	20-11-05	21-40	9	13	13	9	13	13	4.08
420	20-11-05	21-45	9	12	12	9	12	12	4.08
421	20-11-05	21-51	10	15	15	10	15	15	4.08
422	20-11-05	21-56	10	15	16	10	15	16	4.08
423	20-11-05	22-2	10	13	15	10	13	15	4.08
424	20-11-05	22-8	12	16	18	12	16	18	4.08
425	20-11-05	22-13	10	18	19	10	18	19	4.07
426	20-11-05	22-19	10	14	14	10	14	14	4.07
427	20-11-05	22-24	10	14	14	10	14	14	4.07
428	20-11-05	22-30	10	15	15	10	15	15	4.07
429	20-11-05	22-35	11	16	17	11	16	17	4.07
430	20-11-05	22-41	8	14	14	8	14	14	4.07
431	20-11-05	22-46	10	14	14	10	14	14	4.07
432	20-11-05	22-52	11	17	17	11	17	17	4.07
433	20-11-05	22-57	10	13	13	10	13	13	4.07
434	20-11-05	23-3	10	13	14	10	13	14	4.06
435	20-11-05	23-8	10	15	15	10	15	15	4.06
436	20-11-05	23-14	11	16	19	11	16	19	4.06
437	20-11-05	23-19	10	14	16	10	14	16	4.06
438	20-11-05	23-20	9	14	14	9	14	14	4.39
439	20-11-05	27-26	9	14	16	9	14	16	4.39
440	20-11-05	23-31	8	13	13	8	13	13	4.39
441	20-11-05	23-37	9	14	14	9	14	14	4.39
442	20-11-05	23-42	9	14	16	9	14	16	4.32
443	20-11-05	23-48	9	12	12	9	12	12	4.29
444	20-11-05	23-53	9	16	17	9	16	17	4.29
445	20-11-05	23-59	9	13	13	9	13	13	4.39
446	20-11-06	0-4	10	15	15	10	15	15	4.39
447	20-11-06	0-10	8	14	14	8	14	14	4.39
448	20-11-06	0-15	9	12	12	9	12	12	4.39
449	20-11-06	0-21	10	14	15	10	14	15	4.39
450	20-11-06	0-26	9	12	14	9	12	14	4.39
451	20-11-06	0-32	8	14	14	8	14	14	4.39
452	20-11-06	0-37	8	14	14	8	14	14	4.39
453	20-11-06	0-43	8	12	12	8	12	12	4.39
454	20-11-06	0-48	11	12	12	11	12	12	4.39
455	20-11-06	0-54	9	10	14	9	10	14	4.39
456	20-11-06	0-59	9	12	14	9	12	14	4.39
457	20-11-06	1-5	12	16	16	12	16	16	4.39
458	20-11-06	1-10	9	14	16	9	14	16	4.39
459	20-11-06	1-16	10	16	19	10	16	19	4.39
460	20-11-06	1-21	9	14	14	9	14	14	4.39
461	20-11-06	1-27	7	11	11	7	11	11	4.39
462	20-11-06	1-32	9	14	14	9	14	14	4.39
463	20-11-06	1-38	9	12	12	9	12	12	4.39
464	20-11-06	1-43	10	14	16	10	14	16	4.39
465	20-11-06	1-49	9	14	14	9	14	14	4.39
466	20-11-06	1-54	5	10	10	5	10	10	4.39
467	20-11-06	2-0	11	14	14	11	14	14	4.39
468	20-11-06	2-5	7	11	12	7	11	12	4.39
469	20-11-06	2-11	9	14	18	9	14	18	4.39
470	20-11-06	2-16	9	12	12	9	12	12	4.39
471	20-11-06	2-22	9	16	16	9	16	16	4.39
472	20-11-06	2-28	9	14	14	9	14	14	4.39
473	20-11-06	2-33	7	11	11	7	11	11	4.39
474	20-11-06	2-39	11	12	12	11	12	12	4.39
475	20-11-06	2-44	9	14	14	9	14	14	4.39
476	20-11-06	2-50	9	14	16	9	14	16	4.39
477	20-11-06	2-55	9	13	13	9	13	13	4.39
478	20-11-06	3-1	7	13	13	7	13	13	4.39
479	20-11-06	3-6	9	16	18	9	16	18	4.39
480	20-11-06	3-12	9	13	15	9	13	15	4.39
481	20-11-06	3-17	9	13	16	9	13	16	4.39
482	20-11-06	3-23	11	16	16	11	16	16	4.39
483	20-11-06	3-28	7	11	11	7	11	11	4.39
484	20-11-06	3-34	9	16	16	9	16	16	4.39
485	20-11-06	3-39	9	13	13	9	13	13	4.39
486	20-11-06	3-45	9	11	11	9	11	11	4.39
487	20-11-06	3-50	9	16	18	9	16	18	4.39
488	20-11-06	3-56	9	12	12	9	12	12	4.39
489	20-11-06	4-1	11	14	14	11	14	14	4.39
490	20-11-06	4-7	9	14	14	9	14	14	4.39
491	20-11-06	4-12	9	14	14	9	14	14	4.39
492	20-11-06	4-18	9	13	13	9	13	13	4.39
493	20-11-06	4-23	11	20	20	11	20	20	4.39
494	20-11-06	4-29	7	13	13	7	13	13	4.39
