empty	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
	2020/11/5	21-56	13	19	19	13	19	19	4.16
	2020/11/5	2-22	14	20	20	14	20	20	4.16
	2020/11/5	7-22	16	20	20	16	20	20	4.16
	2020/11/5	22-13	16	23	23	16	23	23	4.16
	2020/11/5	22-19	14	22	22	14	22	22	4.16
	2020/11/5	22-24	14	20	22	14	20	22	4.16
	2020/11/5	22-30	13	17	19	13	17	19	4.16
	2020/11/5	22-35	10	14	16	10	14	16	4.16
	2020/11/5	22-41	12	18	18	12	18	18	4.16
	2020/11/5	22-46	16	22	24	16	22	24	4.16
	2020/11/5	22-52	15	22	24	15	22	24	4.16
	2020/11/5	3-23	11	17	17	11	17	17	4.18
	2020/11/5	8-23	11	20	21	11	20	21	4.18
	2020/11/5	23-14	14	20	21	14	20	21	4.17
	2020/11/5	23-19	10	15	15	10	15	15	4.17
	2020/11/5	23-25	12	18	18	12	18	18	4.17
	2020/11/5	23-30	12	19	21	12	19	21	4.17
	2020/11/5	23-36	12	18	18	12	18	18	4.17
	2020/11/5	23-41	12	16	18	12	16	18	4.17
	2020/11/5	23-47	14	18	19	14	18	19	4.17
	2020/11/5	23-52	14	19	21	14	19	21	4.17
	2020/11/5	23-58	14	19	19	14	19	19	4.17
	2020/11/6	0-3	14	22	24	14	22	24	4.17
	2020/11/6	0-9	15	21	21	15	21	21	4.17
	2020/11/6	0-14	14	18	22	14	18	22	4.17
	2020/11/6	0-20	12	19	22	12	19	22	4.17
	2020/11/6	0-25	12	18	19	12	18	19	4.17
	2020/11/6	0-31	12	17	18	12	17	18	4.17
	2020/11/6	0-36	14	19	22	14	19	22	4.17
	2020/11/6	0-42	12	18	19	12	18	19	4.17
	2020/11/6	0-47	12	19	22	12	19	22	4.17
	2020/11/6	0-53	12	16	18	12	16	18	4.17
	2020/11/6	0-58	14	21	22	14	21	22	4.17
	2020/11/6	1-4	12	19	21	12	19	21	4.17
	2020/11/6	1-9	14	19	22	14	19	22	4.17
	2020/11/6	1-15	16	22	22	16	22	22	4.17
	2020/11/6	1-20	12	19	24	12	19	24	4.17
	2020/11/6	1-26	14	21	22	14	21	22	4.17
	2020/11/6	1-31	12	19	24	12	19	24	4.17
	2020/11/6	1-37	15	19	21	15	19	21	4.17
	2020/11/6	1-42	12	16	18	12	16	18	4.17
	2020/11/6	1-48	14	19	24	14	19	24	4.17
	2020/11/6	1-53	14	19	21	14	19	21	4.16
	2020/11/6	1-59	11	16	18	11	16	18	4.16
	2020/11/6	2-4	12	16	21	12	16	21	4.17
	2020/11/6	2-10	15	19	21	15	19	21	4.17
	2020/11/6	2-15	11	16	18	11	16	18	4.16
	2020/11/6	2-21	14	19	21	14	19	21	4.17
	2020/11/6	2-26	15	19	22	15	19	22	4.16
	2020/11/6	2-32	14	18	21	14	18	21	4.16
	2020/11/6	2-37	12	18	18	12	18	18	4.16
	2020/11/6	2-43	12	18	22	12	18	22	4.16
	2020/11/6	2-48	14	18	21	14	18	21	4.16
	2020/11/6	2-54	12	18	19	12	18	19	4.16
	2020/11/6	2-59	14	18	18	14	18	18	4.16
	2020/11/6	3-5	14	18	18	14	18	18	4.16
	2020/11/6	3-10	14	18	19	14	18	19	4.16
	2020/11/6	3-16	11	16	18	11	16	18	4.16
	2020/11/6	3-21	14	19	21	14	19	21	4.16
	2020/11/6	3-27	12	18	22	12	18	22	4.17
	2020/11/6	3-32	11	16	16	11	16	16	4.16
	2020/11/6	3-38	14	22	24	14	22	24	4.16
	2020/11/6	3-43	14	21	22	14	21	22	4.16
	2020/11/6	3-49	14	21	24	14	21	24	4.16
	2020/11/6	3-54	15	19	19	15	19	19	4.16
	2020/11/6	4-0	14	19	22	14	19	22	4.16
	2020/11/6	4-5	15	19	21	15	19	21	4.16
	2020/11/6	4-11	15	22	24	15	22	24	4.16
	2020/11/6	4-16	11	16	16	11	16	16	4.16
	2020/11/6	4-22	12	18	18	12	18	18	4.16
	2020/11/6	4-27	12	16	18	12	16	18	4.16
	2020/11/6	4-33	14	18	19	14	18	19	4.16
	2020/11/6	4-38	11	15	15	11	15	15	4.16
	2020/11/6	4-44	12	18	19	12	18	19	4.16
	2020/11/6	4-49	12	18	21	12	18	21	4.16
	2020/11/6	4-55	14	21	22	14	21	22	4.16
	2020/11/6	5-0	12	19	22	12	19	22	4.16
	2020/11/6	5-6	12	18	19	12	18	19	4.16
	2020/11/6	5-11	12	21	24	12	21	24	4.16
	2020/11/6	5-17	14	18	18	14	18	18	4.16
	2020/11/6	5-22	14	19	23	14	19	23	4.16
	2020/11/6	5-28	12	18	19	12	18	19	4.16
	2020/11/6	5-33	14	18	19	14	18	19	4.16
	2020/11/6	5-39	14	21	21	14	21	21	4.16
	2020/11/6	5-44	11	16	19	11	16	19	4.16
	2020/11/6	5-50	14	19	21	14	19	21	4.16
	2020/11/6	5-55	15	21	23	15	21	23	4.16
	2020/11/6	6-1	12	16	19	12	16	19	4.16
	2020/11/6	6-6	14	19	19	14	19	19	4.16
	2020/11/6	6-12	12	16	19	12	16	19	4.16
	2020/11/6	6-17	14	18	19	14	18	19	4.16
	2020/11/6	6-23	14	21	21	14	21	21	4.16
	2020/11/6	6-28	15	22	22	15	22	22	4.16
	2020/11/6	6-34	14	22	25	14	22	25	4.16
	2020/11/6	6-39	15	21	21	15	21	21	4.16
	2020/11/6	6-45	14	24	25	14	24	25	4.16
	2020/11/6	6-50	14	19	19	14	19	19	4.16
	2020/11/6	6-56	16	28	32	16	28	32	4.16
	2020/11/6	7-1	16	23	23	16	23	23	4.16
	2020/11/6	7-7	15	22	23	15	22	23	4.16
	2020/11/6	7-12	15	22	25	15	22	25	4.16
	2020/11/6	7-18	16	23	26	16	23	26	4.16
	2020/11/6	7-23	16	26	29	16	26	29	4.16
	2020/11/6	7-29	19	25	31	19	25	31	4.16
	2020/11/6	7-34	18	28	30	18	28	30	4.16
	2020/11/6	7-40	16	26	28	16	26	28	4.16
	2020/11/6	7-46	22	30	38	22	30	38	4.16
	2020/11/6	7-51	22	32	35	22	32	35	4.16
	2020/11/6	7-57	18	29	32	18	29	32	4.16
	2020/11/6	8-2	16	25	28	16	25	28	4.16
	2020/11/6	8-8	19	29	33	19	29	33	4.16
	2020/11/6	8-13	15	23	26	15	23	26	4.16
	2020/11/6	8-19	19	29	32	19	29	32	4.16
	2020/11/6	8-24	21	30	33	21	30	33	4.16
	2020/11/6	8-30	21	29	29	21	29	29	4.16
	2020/11/6	8-35	21	30	36	21	30	36	4.16
	2020/11/6	8-41	19	29	32	19	29	32	4.16
	2020/11/6	8-46	20	26	30	20	26	30	4.16
	2020/11/6	8-52	22	33	35	22	33	35	4.16
	2020/11/6	8-57	22	32	35	22	32	35	4.16
	2020/11/6	9-3	22	33	36	22	33	36	4.16
	2020/11/6	9-8	22	30	33	22	30	33	4.16
	2020/11/6	9-14	21	29	32	21	29	32	4.16
	2020/11/6	9-19	19	30	32	19	30	32	4.16
	2020/11/6	9-25	21	30	33	21	30	33	4.16
	2020/11/6	9-30	23	36	39	23	36	39	4.16
	2020/11/6	9-36	22	33	35	22	33	35	4.16
	2020/11/6	9-41	21	32	39	21	32	39	4.16
	2020/11/6	9-47	21	28	28	21	28	28	4.16
	2020/11/6	9-52	19	32	40	19	32	40	4.16
	2020/11/6	9-58	18	25	28	18	25	28	4.16
	2020/11/6	10-3	22	30	33	22	30	33	4.16
	2020/11/6	10-9	21	32	40	21	32	40	4.16
	2020/11/6	10-14	21	30	37	21	30	37	4.16
	2020/11/6	10-20	18	25	32	18	25	32	4.16
	2020/11/6	10-25	21	28	30	21	28	30	4.16
	2020/11/6	10-31	19	29	32	19	29	32	4.16
	2020/11/6	10-36	16	26	30	16	26	30	4.16
	2020/11/6	10-42	19	28	28	19	28	28	4.16
	2020/11/6	10-47	18	26	29	18	26	29	4.16
	2020/11/6	10-53	18	26	28	18	26	28	4.16
	2020/11/6	10-58	18	23	25	18	23	25	4.16
	2020/11/6	11-4	18	25	25	18	25	25	4.16
	2020/11/6	11-9	16	23	23	16	23	23	4.16
	2020/11/6	11-15	18	26	28	18	26	28	4.16
	2020/11/6	11-20	16	28	28	16	28	28	4.16
	2020/11/6	11-26	19	29	32	19	29	32	4.16
	2020/11/6	11-31	19	26	29	19	26	29	4.16
	2020/11/6	11-37	16	27	27	16	27	27	4.16
	2020/11/6	11-42	18	25	28	18	25	28	4.16
	2020/11/6	11-48	21	28	30	21	28	30	4.16
	2020/11/6	11-53	22	30	36	22	30	36	4.16
	2020/11/6	11-59	21	28	30	21	28	30	4.16
	2020/11/6	12-4	21	28	30	21	28	30	4.16
	2020/11/6	12-10	22	33	35	22	33	35	4.16
	2020/11/6	12-15	22	30	36	22	30	36	4.16
	2020/11/6	12-21	22	35	39	22	35	39	4.16
	2020/11/6	12-26	26	36	41	26	36	41	4.16
	2020/11/6	12-32	25	34	40	25	34	40	4.16
	2020/11/6	12-37	25	36	40	25	36	40	4.16
	2020/11/6	12-43	27	37	43	27	37	43	4.16
	2020/11/6	12-48	27	38	43	27	38	43	4.16
	2020/11/6	12-54	29	38	45	27	38	45	4.16
	2020/11/6	12-59	33	46	47	30	44	47	4.16
	2020/11/6	5-13	29	45	47	27	44	47	4.16
	2020/11/6	10-13	32	43	46	30	41	46	4.16
	2020/11/6	13-16	30	44	50	29	43	50	4.16
	2020/11/6	13-21	33	46	50	30	44	50	4.16
	2020/11/6	13-27	32	43	44	30	41	44	4.16
	2020/11/6	13-32	36	48	55	32	46	55	4.16
	2020/11/6	13-38	30	41	46	29	41	46	4.16
	2020/11/6	13-43	29	40	42	28	40	42	4.16
	2020/11/6	13-49	32	43	46	30	42	46	4.16
	2020/11/6	13-54	29	40	42	28	40	42	4.16
	2020/11/6	14-0	28	43	50	28	42	50	4.16
	2020/11/6	5-14	28	39	44	28	39	44	4.16
	2020/11/6	11-14	26	37	39	26	37	39	4.16
	2020/11/6	14-16	28	37	43	28	37	43	4.16
	2020/11/6	14-22	28	40	43	28	40	43	4.16
	2020/11/6	14-27	28	40	43	28	40	43	4.16
	2020/11/6	14-33	28	39	42	28	39	42	4.16
	2020/11/6	14-38	25	37	40	25	37	40	4.16
	2020/11/6	14-44	28	40	46	28	40	46	4.16
	2020/11/6	14-49	28	43	51	28	42	51	4.16
	2020/11/6	14-55	29	39	42	28	39	42	4.16
	2020/11/6	15-0	29	39	42	28	39	42	4.16
	2020/11/6	6-15	30	44	47	29	43	47	4.16
	2020/11/6	11-15	29	43	47	28	42	47	4.16
	2020/11/6	15-17	28	40	43	28	40	43	4.16
	2020/11/6	15-22	30	44	49	29	43	49	4.16
	2020/11/6	15-28	29	43	46	28	42	46	4.16
	2020/11/6	15-33	29	42	44	28	42	44	4.16
	2020/11/6	15-39	30	44	49	29	43	49	4.16
	2020/11/6	15-44	30	43	44	29	42	44	4.16
	2020/11/6	15-50	33	50	53	30	46	53	4.16
	2020/11/6	15-55	33	46	53	30	44	53	4.16
	2020/11/6	1-16	40	60	61	35	53	61	4.16
	2020/11/6	6-16	40	57	63	35	50	63	4.16
	2020/11/6	12-16	42	60	61	36	53	61	4.16
	2020/11/6	16-17	43	65	68	36	56	65	4.16
	2020/11/6	16-23	40	56	63	35	50	63	4.16
	2020/11/6	16-28	43	63	70	36	54	67	4.16
	2020/11/6	16-34	41	64	78	36	54	72	4.16
	2020/11/6	16-39	43	64	71	36	54	68	4.16
	2020/11/6	16-45	43	65	75	36	56	70	4.16
	2020/11/6	16-50	48	67	75	39	55	69	4.16
	2020/11/6	16-56	47	68	70	39	57	67	4.16
	2020/11/6	2-17	47	72	78	39	58	72	4.16
	2020/11/6	7-17	50	70	78	39	57	73	4.16
	2020/11/6	17-13	51	74	78	40	60	72	4.16
	2020/11/6	17-18	49	68	77	39	57	71	4.16
	2020/11/6	17-24	51	75	88	40	60	78	4.16
	2020/11/6	17-29	57	80	92	43	62	79	4.16
	2020/11/6	17-35	55	79	87	41	61	78	4.16
	2020/11/6	17-40	50	72	78	39	58	72	4.16
	2020/11/6	17-46	53	78	89	40	61	78	4.16
	2020/11/6	17-51	53	75	81	40	60	74	4.16
	2020/11/6	17-57	50	71	77	39	58	71	4.16
	2020/11/6	2-18	50	72	85	39	58	77	4.16
	2020/11/6	8-18	50	72	81	39	58	74	4.16
	2020/11/6	18-13	53	74	84	40	60	76	4.16
	2020/11/6	18-19	49	72	81	39	58	74	4.16
	2020/11/6	18-24	50	71	79	39	58	72	4.16
	2020/11/6	18-30	50	75	79	39	59	71	4.13
	2020/11/6	18-35	51	73	77	39	58	70	4.13
	2020/11/6	18-41	50	72	78	39	58	71	4.12
	2020/11/6	18-46	53	73	79	40	58	72	4.13
	2020/11/6	18-52	52	67	68	39	56	65	4.13
	2020/11/6	18-57	46	72	77	38	59	71	4.12
	2020/11/6	3-19	50	71	76	39	57	71	4.12
	2020/11/6	8-19	49	69	79	38	57	72	4.12
	2020/11/6	19-14	50	72	76	39	58	71	4.12
	2020/11/6	19-19	53	78	80	41	58	71	4.12
	2020/11/6	19-25	53	75	82	41	60	74	4.12
	2020/11/6	19-30	56	76	90	42	60	78	4.1
	2020/11/6	19-36	56	81	93	42	61	79	4.11
	2020/11/6	19-42	55	75	86	41	60	77	4.11
	2020/11/6	19-47	56	84	91	42	63	78	4.1
	2020/11/6	19-53	57	85	93	42	63	80	4.11
	2020/11/6	19-58	61	94	103	43	66	84	4.1
	2020/11/6	4-20	65	94	102	45	66	84	4.1
	2020/11/6	9-20	62	95	103	44	67	85	4.09
	2020/11/6	20-15	69	100	111	46	69	88	4.1
	2020/11/6	20-20	72	106	121	48	72	94	4.09
	2020/11/6	20-26	70	106	114	46	71	91	4.1
	2020/11/6	20-31	70	105	123	47	72	94	4.09
	2020/11/6	20-37	69	102	114	46	70	91	4.1
	2020/11/6	20-42	64	93	104	45	67	85	4.1
	2020/11/6	20-48	70	103	113	47	70	90	4.09
	2020/11/6	20-53	61	87	102	43	64	85	4.1
	2020/11/6	20-59	68	96	104	46	68	85	4.09
	2020/11/6	4-21	65	97	108	45	68	87	4.09
	2020/11/6	10-21	67	97	108	46	68	88	4.09
	2020/11/6	21-16	72	105	112	48	72	90	4.08
	2020/11/6	21-21	68	100	108	46	70	87	4.09
	2020/11/6	21-27	67	100	116	46	70	92	4.08
	2020/11/6	21-32	69	101	106	47	70	87	4.08
	2020/11/6	21-38	65	89	97	45	65	82	4.08
	2020/11/6	21-43	64	94	104	45	67	85	4.09
	2020/11/6	21-49	63	95	112	45	67	89	4.08
	2020/11/6	21-54	61	85	90	44	63	78	4.08
	2020/11/6	22-0	59	87	103	42	65	85	4.07
	2020/11/6	5-22	57	86	99	42	64	83	4.08
	2020/11/6	11-22	57	79	98	42	61	83	4.07
	2020/11/6	22-16	57	81	96	42	62	81	4.07
	2020/11/6	22-22	58	84	92	42	62	78	4.07
	2020/11/6	22-27	59	81	97	43	62	82	4.08
	2020/11/6	22-33	57	80	87	42	61	76	4.07
	2020/11/6	22-39	52	77	82	40	59	74	4.05
	2020/11/6	22-44	53	73	80	41	58	72	4.07
	2020/11/6	22-50	53	72	73	41	58	68	4.08
	2020/11/6	22-55	50	73	91	39	58	79	4.07
	2020/11/6	1-23	49	69	78	38	57	71	4.07
	2020/11/6	6-23	49	72	83	38	58	75	4.07
	2020/11/6	12-23	49	68	74	38	56	68	4.05
	2020/11/6	23-17	49	71	77	38	57	71	4.07
	2020/11/6	23-23	49	72	80	38	58	72	4.04
	2020/11/6	23-28	44	64	69	36	54	66	4.06
	2020/11/6	23-34	54	74	79	40	59	72	4.06
	2020/11/6	23-39	50	70	95	39	57	81	4.06
	2020/11/6	23-45	46	71	79	38	57	72	4.05
	2020/11/6	23-50	49	69	72	38	57	68	4.06
	2020/11/6	23-56	47	69	73	38	57	68	4.06
	2020/11/7	0-2	50	71	82	39	57	73	4.05
	2020/11/7	0-7	49	62	68	38	53	65	4.06
	2020/11/7	0-13	49	79	84	38	61	74	4.04
	2020/11/7	0-18	46	66	72	38	55	67	4.05
	2020/11/7	0-24	46	71	80	38	57	72	4.04
	2020/11/7	0-29	50	70	81	39	57	73	4.05
	2020/11/7	0-35	52	74	82	40	59	74	4.05
	2020/11/7	0-40	46	65	74	38	54	69	4.05
	2020/11/7	0-46	44	68	72	36	55	68	4.05
	2020/11/7	0-51	48	72	74	38	58	69	4.05
	2020/11/7	0-57	42	66	74	35	55	69	4.05
	2020/11/7	1-2	46	72	76	38	58	70	4.05
	2020/11/7	1-8	47	68	72	38	55	68	4.05
	2020/11/7	1-13	46	70	76	38	57	70	4.05
	2020/11/7	1-19	46	71	81	38	57	73	4.05
	2020/11/7	1-25	47	69	79	38	57	72	4.05
	2020/11/7	1-30	44	65	77	36	54	70	4.05
	2020/11/7	1-36	47	66	79	38	56	72	4.04
	2020/11/7	1-41	46	69	73	38	57	68	4.03
	2020/11/7	1-47	50	73	83	39	58	75	4.04
	2020/11/7	1-52	45	66	76	36	56	71	4.04
	2020/11/7	1-58	50	71	80	39	57	72	4.04
	2020/11/7	2-3	47	63	72	38	54	67	4.03
	2020/11/7	2-9	49	69	77	38	57	71	4.04
	2020/11/7	2-14	51	73	79	39	58	72	4.04
	2020/11/7	2-20	47	69	80	38	57	72	4.03
	2020/11/7	2-25	57	83	91	42	62	79	4.04
	2020/11/7	2-31	56	78	96	42	60	82	4.03
	2020/11/7	2-36	58	89	99	42	65	83	4.03
	2020/11/7	2-42	60	87	96	43	64	82	4.02
	2020/11/7	2-48	61	84	95	43	62	81	4.03
	2020/11/7	2-53	61	85	91	43	63	78	4.03
	2020/11/7	2-59	409	37	11	7	37632	1273	4.03
	2020/11/7	3-4	62	92	110	44	66	88	4.03
	2020/11/7	3-10	66	93	110	46	66	88	4.03
	2020/11/7	3-15	62	91	101	44	65	84	4.03
	2020/11/7	3-21	65	91	107	44	65	86	4.03
	2020/11/7	3-26	65	94	105	45	67	86	4.02
	2020/11/7	3-32	68	95	106	46	68	86	4.03
	2020/11/7	3-37	68	100	117	46	69	91	4.03
	2020/11/7	3-43	67	99	117	46	69	91	4.03
	2020/11/7	3-48	71	108	124	47	72	94	4.02
	2020/11/7	3-54	71	108	120	47	72	93	4.03
	2020/11/7	3-59	73	108	113	47	72	90	4.02
	2020/11/7	4-5	72	108	128	47	72	95	4.02
	2020/11/7	4-10	80	112	121	53	73	93	4.02
	2020/11/7	4-16	75	106	117	49	71	91	4.02
	2020/11/7	4-22	85	124	140	56	82	100	4.02
	2020/11/7	4-27	81	123	131	53	81	97	4.02
	2020/11/7	4-33	86	122	137	56	81	100	4.02
	2020/11/7	4-38	84	128	143	56	84	102	4.02
	2020/11/7	4-44	84	126	141	55	83	101	4.02
	2020/11/7	4-49	79	117	141	52	78	101	4.02
	2020/11/7	4-55	84	131	153	56	86	105	4.02
	2020/11/7	5-0	89	131	149	58	86	104	4.02
	2020/11/7	5-6	87	124	132	57	82	98	4.02
	2020/11/7	5-11	87	123	145	57	80	102	4.02
	2020/11/7	5-17	89	132	157	58	87	106	4.02
	2020/11/7	5-22	95	133	151	61	88	104	4.02
	2020/11/7	5-28	90	134	142	58	89	101	4.02
	2020/11/7	5-33	95	137	151	61	90	104	4.01
	2020/11/7	5-39	89	137	166	59	90	109	4.02
	2020/11/7	5-45	93	136	153	61	90	105	4.02
	2020/11/7	5-50	90	131	142	58	86	101	4.01
	2020/11/7	5-56	97	137	156	64	90	107	4.01
	2020/11/7	6-1	93	131	162	61	86	108	4.02
	2020/11/7	6-7	96	143	163	63	95	108	4.03
	2020/11/7	6-12	96	140	159	63	92	107	4.01
	2020/11/7	6-18	90	137	155	59	90	106	4.01
	2020/11/7	6-23	90	135	149	58	89	104	4.02
	2020/11/7	6-29	95	144	162	61	95	108	4.01
	2020/11/7	6-34	98	142	157	64	94	107	4.01
	2020/11/7	6-40	104	155	181	68	103	119	4.01
	2020/11/7	6-45	98	149	173	64	98	114	4.01
	2020/11/7	6-51	98	144	160	65	95	108	4.01
	2020/11/7	6-56	106	157	175	70	103	115	4.01
	2020/11/7	7-2	103	153	171	67	100	113	4.01
	2020/11/7	7-8	102	144	162	67	95	109	4.02
	2020/11/7	7-13	101	153	170	66	101	112	4.01
	2020/11/7	7-19	103	154	179	68	101	118	4.02
	2020/11/7	7-24	99	141	163	65	92	109	4.01
	2020/11/7	7-30	103	157	184	67	103	121	4.01
	2020/11/7	7-35	103	147	161	68	97	108	4
	2020/11/7	7-41	101	144	160	66	96	108	4
	2020/11/7	7-46	95	145	154	62	95	105	4.02
	2020/11/7	7-52	98	147	173	64	96	114	4
	2020/11/7	7-57	97	144	161	63	95	108	3.99
	2020/11/7	8-3	97	139	153	64	91	105	3.99
	2020/11/7	8-8	94	137	155	62	90	107	4
	2020/11/7	8-14	97	147	174	64	97	115	4
	2020/11/7	8-19	93	130	142	61	86	101	4.01
	2020/11/7	8-25	93	136	154	61	90	106	4
	2020/11/7	8-31	89	133	158	59	88	107	4
	2020/11/7	8-36	94	139	162	62	91	109	4
	2020/11/7	8-42	94	134	146	62	88	103	4
	2020/11/7	8-47	92	134	152	60	88	105	4
	2020/11/7	8-53	84	122	136	55	80	99	4
	2020/11/7	8-58	86	131	153	56	86	105	4
	2020/11/7	9-4	87	126	143	56	83	102	4
	2020/11/7	9-9	87	124	137	56	81	99	3.99
	2020/11/7	9-15	87	124	144	56	81	102	4
	2020/11/7	9-20	84	121	141	55	80	101	4
	2020/11/7	9-26	80	112	130	52	73	96	3.98
	2020/11/7	9-31	81	123	144	54	81	102	4
	2020/11/7	9-37	76	109	127	49	73	96	4
	2020/11/7	9-42	74	106	116	48	72	91	4
	2020/11/7	9-48	75	114	128	49	75	96	4
	2020/11/7	9-54	78	116	146	51	76	103	3.99
	2020/11/7	9-59	77	118	137	50	78	100	4
	2020/11/7	10-5	81	117	129	53	77	96	4
	2020/11/7	10-6	83	123	139	54	81	103	4.35
	2020/11/7	10-11	78	121	142	52	79	106	4.37
	2020/11/7	10-17	75	112	126	51	76	99	4.33
	2020/11/7	10-22	72	105	121	49	75	97	4.35
	2020/11/7	10-28	75	118	138	50	78	104	4.34
	2020/11/7	10-33	65	98	108	46	70	90	4.29
	2020/11/7	10-39	68	104	123	47	72	97	4.27
	2020/11/7	10-44	69	99	112	47	70	90	4.26
