数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
606	20-11-9	14-55	17	22	25	17	22	25	4.07	
607	20-11-9	15-6	19	26	28	19	26	28	4.06	
608	20-11-9	15-16	17	26	26	17	26	26	4.06	
609	20-11-9	15-27	16	22	25	16	22	25	4.06	
610	20-11-9	15-37	16	22	25	16	22	25	4.05	
611	20-11-9	15-48	16	22	24	16	22	24	4.06	
612	20-11-9	15-58	16	24	26	16	24	26	4.05	
613	20-11-9	16-9	15	21	22	15	21	22	4.04	
614	20-11-9	16-20	15	22	25	15	22	25	4.05	
615	20-11-9	16-30	17	23	26	17	23	26	4.05	
616	20-11-9	16-41	15	25	27	15	25	27	4.05	
617	20-11-9	16-51	15	22	23	15	22	23	4.05	
618	20-11-9	17-2	18	26	28	18	26	28	4.05	
619	20-11-9	17-12	17	26	27	17	26	27	4.04	
620	20-11-9	17-23	20	27	28	20	27	28	4.04	
621	20-11-9	17-33	20	27	30	20	27	30	4.03	
622	20-11-9	17-44	17	23	25	17	23	25	4.04	
623	20-11-9	17-54	15	20	24	15	20	24	4.03	
624	20-11-9	18-5	15	23	26	15	23	26	4.04	
625	20-11-9	18-15	13	23	28	13	23	28	4.03	
626	20-11-9	18-26	16	23	26	16	23	26	4.03	
627	20-11-9	18-36	13	19	23	13	19	23	4.02	
628	20-11-9	18-47	16	21	24	16	21	24	4.03	
629	20-11-9	18-57	13	20	24	13	20	24	4.04	
630	20-11-9	19-8	15	22	24	15	22	24	4.03	
631	20-11-9	19-19	13	20	22	13	20	22	4.03	
632	20-11-9	19-29	13	21	21	13	21	21	4.02	
633	20-11-9	19-40	13	20	20	13	20	20	4.03	
634	20-11-9	19-50	16	24	26	16	24	26	4.03	
635	20-11-9	20-1	15	22	27	15	22	27	4.02	
636	20-11-9	20-11	16	23	25	16	23	25	4.02	
637	20-11-9	20-22	17	28	31	17	28	31	4.02	
638	20-11-9	20-32	17	27	27	17	27	27	4.02	
639	20-11-9	20-43	17	27	32	17	27	32	4.03	
640	20-11-9	20-53	17	27	28	17	27	28	4.02	
641	20-11-9	21-4	18	27	29	18	27	29	4.02	
642	20-11-9	21-14	19	27	32	19	27	32	4.02	
643	20-11-9	21-25	16	23	23	16	23	23	4.02	
644	20-11-9	21-35	18	25	27	18	25	27	4.02	
645	20-11-9	21-46	16	24	26	16	24	26	4.03	
646	20-11-9	21-57	18	25	27	18	25	27	4.00	
647	20-11-9	22-7	19	30	34	19	30	34	4.01	
648	20-11-9	22-18	18	25	26	18	25	26	4.02	
649	20-11-9	22-28	15	21	28	15	21	28	4.02	
650	20-11-9	22-38	16	26	30	16	26	30	4.32	
651	20-11-9	22-44	16	28	31	16	28	31	4.30	
652	20-11-9	22-49	13	21	24	13	21	24	4.29	
653	20-11-9	22-55	14	23	23	14	23	23	4.26	
654	20-11-9	23-0	15	23	24	15	23	24	4.24	
655	20-11-9	23-6	14	24	28	14	24	28	4.23	
656	20-11-9	23-11	18	25	26	18	25	26	4.22	
657	20-11-9	23-17	16	22	22	16	22	22	4.21	
658	20-11-9	23-22	17	25	31	17	25	31	4.20	
659	20-11-9	23-28	14	21	27	14	21	27	4.20	
660	20-11-9	23-33	14	22	25	14	22	25	4.21	
661	20-11-9	23-39	14	21	23	14	21	23	4.21	
662	20-11-9	23-44	16	22	24	16	22	24	4.21	
663	20-11-9	23-50	15	23	28	15	23	28	4.21	
664	20-11-9	23-55	14	21	25	14	21	25	4.21	
665	20-11-10	0-1	15	24	28	15	24	28	4.20	
666	20-11-10	0-6	14	21	22	14	21	22	4.20	
667	20-11-10	0-12	14	20	26	14	20	26	4.20	
668	20-11-10	0-17	14	19	21	14	19	21	4.19	
669	20-11-10	0-23	13	21	23	13	21	23	4.19	
670	20-11-10	0-28	14	21	27	14	21	27	4.19	
671	20-11-10	0-34	14	22	22	14	22	22	4.19	
672	20-11-10	0-39	15	21	24	15	21	24	4.19	
673	20-11-10	0-45	14	21	21	14	21	21	4.19	
674	20-11-10	0-50	13	19	21	13	19	21	4.19	
675	20-11-10	0-56	13	19	22	13	19	22	4.19	
676	20-11-10	1-1	13	19	21	13	19	21	4.19	
677	20-11-10	1-7	15	22	25	15	22	25	4.19	
678	20-11-10	1-12	17	25	30	17	25	30	4.19	
679	20-11-10	1-18	14	22	25	14	22	25	4.19	
680	20-11-10	1-23	18	25	29	18	25	29	4.19	
681	20-11-10	1-29	15	22	25	15	22	25	4.19	
682	20-11-10	1-34	17	23	26	17	23	26	4.19	
683	20-11-10	1-40	16	25	29	16	25	29	4.19	
684	20-11-10	1-45	15	25	26	15	25	26	4.19	
685	20-11-10	1-51	16	22	24	16	22	24	4.19	
686	20-11-10	1-56	17	26	28	17	26	28	4.19	
687	20-11-10	2-2	17	24	29	17	24	29	4.19	
688	20-11-10	2-7	14	22	24	14	22	24	4.19	
689	20-11-10	2-13	17	25	36	17	25	36	4.19	
690	20-11-10	2-18	17	25	30	17	25	30	4.19	
691	20-11-10	2-24	16	25	30	16	25	30	4.19	
692	20-11-10	2-29	17	24	25	17	24	25	4.19	
693	20-11-10	2-35	16	25	25	16	25	25	4.19	
694	20-11-10	2-40	17	25	25	17	25	25	4.19	
695	20-11-10	2-46	16	24	26	16	24	26	4.19	
696	20-11-10	2-51	15	25	27	15	25	27	4.19	
697	20-11-10	2-57	17	24	25	17	24	25	4.19	
698	20-11-10	3-2	16	25	28	16	25	28	4.19	
699	20-11-10	3-8	17	24	25	17	24	25	4.19	
700	20-11-10	3-13	20	25	28	20	25	28	4.19	
701	20-11-10	3-19	16	24	26	16	24	26	4.19	
702	20-11-10	3-24	14	24	29	14	24	29	4.19	
703	20-11-10	3-30	16	22	25	16	22	25	4.19	
704	20-11-10	3-35	16	24	24	16	24	24	4.19	
705	20-11-10	3-41	16	27	28	16	27	28	4.19	
706	20-11-10	3-46	14	22	24	14	22	24	4.19	
707	20-11-10	3-52	18	27	28	18	27	28	4.19	
708	20-11-10	3-57	16	22	25	16	22	25	4.19	
709	20-11-10	4-3	14	21	22	14	21	22	4.19	
710	20-11-10	4-8	14	20	23	14	20	23	4.19	
711	20-11-10	4-14	13	20	21	13	20	21	4.19	
712	20-11-10	4-19	16	23	25	16	23	25	4.19	
713	20-11-10	4-25	14	23	24	14	23	24	4.19	
714	20-11-10	4-30	14	22	22	14	22	22	4.19	
715	20-11-10	4-36	14	21	22	14	21	22	4.19	
716	20-11-10	4-42	16	25	31	16	25	31	4.19	
717	20-11-10	4-47	16	24	26	16	24	26	4.19	
718	20-11-10	4-53	16	24	27	16	24	27	4.19	
719	20-11-10	4-58	16	23	24	16	23	24	4.19	
720	20-11-10	5-4	16	24	29	16	24	29	4.19	
721	20-11-10	5-9	18	29	31	18	29	31	4.19	
722	20-11-10	5-15	17	23	23	17	23	23	4.19	
723	20-11-10	5-20	16	21	24	16	21	24	4.19	
724	20-11-10	5-26	14	21	21	14	21	21	4.19	
725	20-11-10	5-31	16	25	28	16	25	28	4.19	
726	20-11-10	5-37	17	23	24	17	23	24	4.19	
727	20-11-10	5-42	16	21	24	16	21	24	4.19	
728	20-11-10	5-48	17	24	24	17	24	24	4.19	
729	20-11-10	5-53	17	25	27	17	25	27	4.19	
730	20-11-10	5-59	16	22	25	16	22	25	4.19	
731	20-11-10	6-4	16	24	25	16	24	25	4.19	
732	20-11-10	6-10	17	24	25	17	24	25	4.19	
733	20-11-10	6-15	17	27	32	17	27	32	4.19	
734	20-11-10	6-21	16	23	25	16	23	25	4.19	
735	20-11-10	6-26	16	24	28	16	24	28	4.19	
736	20-11-10	6-32	17	25	28	17	25	28	4.19	
737	20-11-10	6-37	16	23	23	16	23	23	4.19	
738	20-11-10	6-43	18	27	35	18	27	35	4.19	
739	20-11-10	6-48	17	27	29	17	27	29	4.19	
740	20-11-10	6-54	18	27	29	18	27	29	4.19	
741	20-11-10	6-59	18	27	27	18	27	27	4.19	
742	20-11-10	7-5	18	27	35	18	27	35	4.19	
743	20-11-10	7-10	18	27	28	18	27	28	4.19	
744	20-11-10	7-16	20	29	32	20	29	32	4.19	
745	20-11-10	7-21	20	28	31	20	28	31	4.19	
746	20-11-10	7-27	20	26	35	20	26	35	4.19	
747	20-11-10	7-32	17	25	25	17	25	25	4.19	
748	20-11-10	7-38	19	28	32	19	28	32	4.16	
749	20-11-10	7-48	18	29	31	18	29	31	4.15	
750	20-11-10	7-59	16	26	28	16	26	28	4.14	
751	20-11-10	8-9	20	28	30	20	28	30	4.15	
752	20-11-10	8-20	18	27	33	18	27	33	4.14	
753	20-11-10	8-30	22	30	31	22	30	31	4.14	
754	20-11-10	8-41	16	27	29	16	27	29	4.13	
755	20-11-10	8-51	16	24	27	16	24	27	4.13	
756	20-11-10	9-2	17	25	25	17	25	25	4.13	
757	20-11-10	9-12	15	22	27	15	22	27	4.13	
758	20-11-10	9-23	15	22	25	15	22	25	4.10	
759	20-11-10	9-33	16	26	27	16	26	27	4.13	
760	20-11-10	9-44	16	26	31	16	26	31	4.12	
761	20-11-10	9-55	16	24	27	16	24	27	4.10	
762	20-11-10	10-5	14	22	23	14	22	23	4.11	
763	20-11-10	10-16	12	19	21	12	19	21	4.11	
764	20-11-10	10-26	11	18	19	11	18	19	4.12	
765	20-11-10	10-37	11	17	18	11	17	18	4.11	
766	20-11-10	10-47	12	17	17	12	17	17	4.11	
767	20-11-10	10-58	11	15	18	11	15	18	4.10	
768	20-11-10	11-8	12	19	25	12	19	25	4.11	
769	20-11-10	11-19	13	18	18	13	18	18	4.08	
770	20-11-10	11-29	9	15	21	9	15	21	4.09	
771	20-11-10	11-40	16	26	29	16	26	29	4.09	
772	20-11-10	11-50	13	18	21	13	18	21	4.09	
773	20-11-10	12-1	13	19	23	13	19	23	4.09	
774	20-11-10	12-11	16	24	26	16	24	26	4.09	
775	20-11-10	12-22	12	17	17	12	17	17	4.09	
776	20-11-10	12-33	10	17	18	10	17	18	4.08	
777	20-11-10	12-43	10	15	16	10	15	16	4.09	
778	20-11-10	12-54	11	17	17	11	17	17	4.07	
779	20-11-10	13-4	13	19	20	13	19	20	4.08	
780	20-11-10	13-15	10	19	24	10	19	24	4.07	
781	20-11-10	13-25	10	15	17	10	15	17	4.07	
782	20-11-10	13-36	11	16	19	11	16	19	4.07	
783	20-11-10	13-46	11	16	16	11	16	16	4.07	
784	20-11-10	13-57	11	16	16	11	16	16	4.07	
785	20-11-10	14-7	10	16	17	10	16	17	4.04	
786	20-11-10	14-18	10	16	17	10	16	17	4.07	
787	20-11-10	14-28	8	14	14	8	14	14	4.06	
788	20-11-10	14-39	10	14	16	10	14	16	4.06	
789	20-11-10	14-49	10	16	17	10	16	17	4.06	
790	20-11-10	15-0	10	14	15	10	14	15	4.06	
791	20-11-10	15-10	10	16	17	10	16	17	4.06	
792	20-11-10	15-21	11	15	16	11	15	16	4.05	
793	20-11-10	15-32	10	15	20	10	15	20	4.05	
794	20-11-10	15-42	9	15	16	9	15	16	4.05	
795	20-11-10	15-53	9	15	16	9	15	16	4.05	
796	20-11-10	16-3	9	15	16	9	15	16	4.06	
797	20-11-10	16-14	10	15	18	10	15	18	4.05	
798	20-11-10	16-24	9	14	15	9	14	15	4.05	
799	20-11-10	16-35	9	12	14	9	12	14	4.05	
800	20-11-10	16-45	9	14	16	9	14	16	4.04	
801	20-11-10	16-56	7	13	14	7	13	14	4.05	
802	20-11-10	17-6	7	11	14	7	11	14	4.04	
803	20-11-10	17-17	9	13	14	9	13	14	4.04	
804	20-11-10	17-27	9	14	17	9	14	17	4.04	
805	20-11-10	17-38	7	13	14	7	13	14	4.04	
806	20-11-10	17-48	8	13	17	8	13	17	4.04	
807	20-11-10	17-59	7	11	14	7	11	14	4.03	
808	20-11-10	18-10	7	12	12	7	12	12	4.04	
809	20-11-10	18-20	7	11	13	7	11	13	4.03	
810	20-11-10	18-31	5	10	11	5	10	11	4.03	
811	20-11-10	18-41	6	11	13	6	11	13	4.03	
812	20-11-10	18-52	4	8	12	4	8	12	4.01	
813	20-11-10	19-2	6	9	12	6	9	12	4.03	
814	20-11-10	19-13	4	9	9	4	9	9	4.02	
815	20-11-10	19-23	4	8	8	4	8	8	4.03	
816	20-11-10	19-34	6	9	9	6	9	9	4.00	
817	20-11-10	19-44	7	9	9	7	9	9	4.03	
818	20-11-10	19-55	6	9	12	6	9	12	4.02	
819	20-11-10	20-5	8	12	13	8	12	13	4.03	
820	20-11-10	20-16	7	11	13	7	11	13	4.02	
821	20-11-10	20-26	7	10	12	7	10	12	4.02	
822	20-11-10	20-37	6	11	12	6	11	12	4.02	
823	20-11-10	20-48	7	12	12	7	12	12	4.02	
824	20-11-10	20-58	7	11	12	7	11	12	4.02	
825	20-11-10	21-9	8	12	15	8	12	15	4.02	
826	20-11-10	21-19	8	13	15	8	13	15	4.02	
827	20-11-10	21-30	10	16	20	10	16	20	4.02	
828	20-11-10	21-40	7	13	13	7	13	13	3.99	
829	20-11-10	21-51	7	12	13	7	12	13	4.03	
830	20-11-10	22-1	8	15	15	8	15	15	4.02	
831	20-11-10	22-12	8	11	12	8	11	12	4.01	
832	20-11-10	22-22	8	12	21	8	12	21	3.99	
833	20-11-10	22-33	10	15	16	10	15	16	4.00	
834	20-11-10	22-43	10	17	18	10	17	18	4.01	
835	20-11-10	22-54	11	18	23	11	18	23	4.01	
836	20-11-10	23-4	12	19	20	12	19	20	4.01	
837	20-11-10	23-15	9	14	14	9	14	14	4.02	
838	20-11-10	23-26	8	12	13	8	12	13	3.99	
839	20-11-10	23-36	8	13	18	8	13	18	4.01	
840	20-11-10	23-47	9	16	18	9	16	18	4.01	
841	20-11-10	23-57	8	13	16	8	13	16	4.01	
842	20-11-10	23-58	9	15	18	9	15	18	4.31	
843	20-11-11	0-4	8	14	20	8	14	20	4.32	
844	20-11-11	0-9	9	17	18	9	17	18	4.30	
845	20-11-11	0-15	9	15	16	9	15	16	4.28	
846	20-11-11	0-20	9	18	23	9	18	23	4.26	
847	20-11-11	0-26	8	13	17	8	13	17	4.24	
848	20-11-11	0-31	9	14	14	9	14	14	4.23	
849	20-11-11	0-37	8	12	13	8	12	13	4.22	
850	20-11-11	0-42	9	13	13	9	13	13	4.22	
851	20-11-11	0-48	9	14	16	9	14	16	4.20	
852	20-11-11	0-53	10	16	19	10	16	19	4.20	
853	20-11-11	0-59	10	16	17	10	16	17	4.21	
854	20-11-11	1-4	8	15	17	8	15	17	4.21	
855	20-11-11	1-10	8	14	14	8	14	14	4.21	
856	20-11-11	1-15	8	13	17	8	13	17	4.21	
857	20-11-11	1-21	8	12	14	8	12	14	4.21	
858	20-11-11	1-26	8	13	16	8	13	16	4.20	
859	20-11-11	1-32	7	11	13	7	11	13	4.20	
860	20-11-11	1-37	8	13	15	8	13	15	4.20	
861	20-11-11	1-43	8	15	15	8	15	15	4.19	
862	20-11-11	1-48	10	15	16	10	15	16	4.19	
863	20-11-11	1-54	8	12	12	8	12	12	4.19	
864	20-11-11	1-59	10	15	16	10	15	16	4.19	
865	20-11-11	2-5	7	14	15	7	14	15	4.19	
866	20-11-11	2-10	9	15	18	9	15	18	4.19	
867	20-11-11	2-16	10	14	15	10	14	15	4.19	
868	20-11-11	2-21	10	14	18	10	14	18	4.19	
869	20-11-11	2-27	7	12	14	7	12	14	4.19	
870	20-11-11	2-32	10	14	16	10	14	16	4.19	
871	20-11-11	2-38	9	14	15	9	14	15	4.19	
872	20-11-11	2-43	10	16	24	10	16	24	4.19	
873	20-11-11	2-49	9	15	16	9	15	16	4.19	
874	20-11-11	2-54	9	14	15	9	14	15	4.19	
875	20-11-11	3-0	9	16	19	9	16	19	4.19	
876	20-11-11	3-5	10	15	20	10	15	20	4.19	
877	20-11-11	3-11	9	14	15	9	14	15	4.19	
878	20-11-11	3-16	9	15	16	9	15	16	4.19	
879	20-11-11	3-22	10	15	16	10	15	16	4.19	
880	20-11-11	3-27	10	14	15	10	14	15	4.19	
881	20-11-11	3-33	9	13	15	9	13	15	4.19	
882	20-11-11	3-38	7	13	16	7	13	16	4.19	
883	20-11-11	3-44	9	14	14	9	14	14	4.19	
884	20-11-11	3-49	10	15	19	10	15	19	4.19	
885	20-11-11	3-55	9	15	16	9	15	16	4.19	
886	20-11-11	4-0	9	15	18	9	15	18	4.19	
887	20-11-11	4-6	9	14	15	9	14	15	4.19	
888	20-11-11	4-11	9	14	15	9	14	15	4.19	
889	20-11-11	4-17	10	16	18	10	16	18	4.19	
890	20-11-11	4-22	10	15	15	10	15	15	4.19	
891	20-11-11	4-28	10	15	16	10	15	16	4.19	
892	20-11-11	4-33	10	14	15	10	14	15	4.19	
893	20-11-11	4-39	11	17	22	11	17	22	4.19	
894	20-11-11	4-44	11	14	14	11	14	14	4.19	
895	20-11-11	4-50	11	17	18	11	17	18	4.19	
896	20-11-11	4-55	11	19	24	11	19	24	4.19	
897	20-11-11	5-1	11	16	19	11	16	19	4.19	
898	20-11-11	5-6	13	16	18	13	16	18	4.19	
899	20-11-11	5-12	13	18	23	13	18	23	4.19	
900	20-11-11	5-17	14	19	22	14	19	22	4.19	
901	20-11-11	5-23	11	19	22	11	19	22	4.19	
902	20-11-11	5-28	13	19	19	13	19	19	4.19	
903	20-11-11	5-34	13	19	22	13	19	22	4.19	
904	20-11-11	5-39	13	20	22	13	20	22	4.19	
905	20-11-11	5-45	14	20	22	14	20	22	4.19	
906	20-11-11	5-50	13	19	22	13	19	22	4.19	
907	20-11-11	5-56	14	22	22	14	22	22	4.19	
908	20-11-11	6-1	13	18	20	13	18	20	4.19	
909	20-11-11	6-7	14	20	24	14	20	24	4.19	
910	20-11-11	6-12	14	20	20	14	20	20	4.19	
911	20-11-11	6-18	14	18	19	14	18	19	4.19	
912	20-11-11	6-23	13	22	22	13	22	22	4.19	
913	20-11-11	6-29	14	20	23	14	20	23	4.19	
914	20-11-11	6-34	13	19	20	13	19	20	4.19	
915	20-11-11	6-40	14	20	24	14	20	24	4.19	
916	20-11-11	6-45	14	22	24	14	22	24	4.19	
917	20-11-11	6-51	13	19	22	13	19	22	4.19	
918	20-11-11	6-56	13	21	23	13	21	23	4.19	
919	20-11-11	7-2	14	20	23	14	20	23	4.19	
920	20-11-11	7-7	17	22	24	17	22	24	4.19	
921	20-11-11	7-13	15	20	23	15	20	23	4.19	
922	20-11-11	7-18	15	22	24	15	22	24	4.19	
923	20-11-11	7-24	14	19	24	14	19	24	4.19	
924	20-11-11	7-29	18	24	24	18	24	24	4.19	
925	20-11-11	7-35	18	23	26	18	23	26	4.19	
926	20-11-11	7-40	13	22	27	13	22	27	4.15	
927	20-11-11	7-51	9	16	17	9	16	17	4.15	
928	20-11-11	8-1	9	14	16	9	14	16	4.15	
929	20-11-11	8-12	14	19	23	14	19	23	4.14	
930	20-11-11	8-23	14	22	26	14	22	26	4.14	
931	20-11-11	8-33	15	22	24	15	22	24	4.14	
932	20-11-11	8-44	19	26	29	19	26	29	4.13	
933	20-11-11	8-54	18	25	25	18	25	25	4.13	
934	20-11-11	9-5	20	28	33	20	28	33	4.12	
935	20-11-11	9-15	20	32	38	20	32	38	4.13	
936	20-11-11	9-26	21	30	33	21	30	33	4.12	
937	20-11-11	9-36	28	40	43	26	39	43	4.12	
938	20-11-11	9-47	27	37	38	25	37	38	4.12	
939	20-11-11	9-57	31	45	53	28	43	53	4.11	
940	20-11-11	10-8	31	47	56	28	43	56	4.09	
941	20-11-11	10-18	31	43	50	29	42	50	4.11	
942	20-11-11	10-29	30	43	52	29	42	52	4.10	
943	20-11-11	10-39	30	44	51	29	42	51	4.10	
944	20-11-11	10-50	30	47	55	29	43	55	4.11	
945	20-11-11	11-1	30	45	54	29	42	54	4.10	
946	20-11-11	11-11	31	44	47	29	42	47	4.08	
947	20-11-11	11-22	33	49	53	30	45	53	4.09	
948	20-11-11	11-32	33	46	47	30	43	47	4.09	
949	20-11-11	11-43	30	46	46	28	43	46	4.09	
950	20-11-11	11-53	33	53	59	30	47	59	4.08	
951	20-11-11	12-4	31	40	43	28	39	43	4.08	
952	20-11-11	12-14	170	256	315	112	170	208	4.09	
953	20-11-11	12-25	38	57	66	32	49	64	4.10	
954	20-11-11	12-35	37	51	59	32	46	58	4.08	
955	20-11-11	12-46	34	49	49	30	45	49	4.08	
956	20-11-11	12-56	34	52	64	30	46	61	4.08	
957	20-11-11	13-7	34	47	52	30	43	52	4.08	
958	20-11-11	13-17	33	48	53	29	44	53	4.08	
959	20-11-11	13-28	30	44	46	28	42	46	4.07	
960	20-11-11	13-39	18	24	28	18	24	28	4.07	
961	20-11-11	13-49	10	16	18	10	16	18	4.06	
962	20-11-11	14-0	10	14	15	10	14	15	4.06	
963	20-11-11	14-10	11	16	18	11	16	18	4.06	
964	20-11-11	14-21	10	15	16	10	15	16	4.05	
965	20-11-11	14-31	11	14	16	11	14	16	4.06	
966	20-11-11	14-42	11	14	17	11	14	17	4.06	
967	20-11-11	14-52	9	14	17	9	14	17	4.06	
968	20-11-11	15-3	11	18	19	11	18	19	4.06	
969	20-11-11	15-13	11	17	18	11	17	18	4.05	
970	20-11-11	15-24	11	16	18	11	16	18	4.05	
971	20-11-11	15-34	9	14	18	9	14	18	4.05	
972	20-11-11	15-45	11	14	17	11	14	17	4.06	
973	20-11-11	15-55	9	14	17	9	14	17	4.05	
974	20-11-11	16-6	9	14	14	9	14	14	4.05	
975	20-11-11	16-17	7	11	12	7	11	12	4.05	
976	20-11-11	16-27	5	7	7	5	7	7	4.05	
977	20-11-11	16-38	5	7	7	5	7	7	4.05	
978	20-11-11	16-48	2	6	6	2	6	6	4.04	
979	20-11-11	16-59	7	12	13	7	12	13	4.04	
980	20-11-11	17-9	7	12	15	7	12	15	4.04	
981	20-11-11	17-20	6	11	12	6	11	12	4.04	
982	20-11-11	17-30	6	11	11	6	11	11	4.04	
983	20-11-11	17-41	6	10	10	6	10	10	4.03	
984	20-11-11	17-51	5	10	15	5	10	15	4.04	
985	20-11-11	18-2	7	12	16	7	12	16	4.03	
986	20-11-11	18-12	5	8	10	5	8	10	4.03	
987	20-11-11	18-23	6	8	8	6	8	8	4.03	
988	20-11-11	18-33	7	11	14	7	11	14	4.03	
989	20-11-11	18-44	7	10	11	7	10	11	4.03	
990	20-11-11	18-54	6	10	14	6	10	14	4.03	
991	20-11-11	19-5	5	10	11	5	10	11	4.00	
992	20-11-11	19-16	7	10	11	7	10	11	4.03	
993	20-11-11	19-26	8	12	12	8	12	12	4.02	
994	20-11-11	19-37	7	11	11	7	11	11	4.04	
995	20-11-11	19-47	7	12	15	7	12	15	4.03	
996	20-11-11	19-58	8	13	16	8	13	16	4.03	
997	20-11-11	20-8	7	11	13	7	11	13	4.02	
998	20-11-11	20-19	7	12	15	7	12	15	4.04	
999	20-11-11	20-29	8	12	16	8	12	16	4.03	
1000	20-11-11	20-40	7	13	15	7	13	15	4.02	
1001	20-11-11	20-50	8	12	12	8	12	12	4.02	
1002	20-11-11	21-1	8	13	17	8	13	17	4.02	
1003	20-11-11	21-11	10	13	15	10	13	15	4.02	
1004	20-11-11	21-22	7	12	13	7	12	13	4.03	
1005	20-11-11	21-32	8	13	16	8	13	16	4.02	
1006	20-11-11	21-43	8	13	15	8	13	15	4.03	
1007	20-11-11	21-54	10	16	16	10	16	16	4.02	
1008	20-11-11	22-4	11	17	17	11	17	17	4.02	
1009	20-11-11	22-15	11	15	15	11	15	15	4.01	
1010	20-11-11	22-25	11	15	16	11	15	16	4.01	
1011	20-11-11	22-36	14	22	22	14	22	22	4.01	
1012	20-11-11	22-40	13	17	20	13	17	20	4.39	
1013	20-11-11	22-46	11	17	21	11	17	21	4.39	
1014	20-11-11	22-51	11	17	18	11	17	18	4.39	
1015	20-11-11	22-57	14	18	21	14	18	21	4.34	
1016	20-11-11	23-3	11	16	17	11	16	17	4.27	
1017	20-11-11	23-8	12	17	21	12	17	21	4.24	
1018	20-11-11	23-14	13	18	20	13	18	20	4.23	
1019	20-11-11	23-19	12	17	17	12	17	17	4.22	
1020	20-11-11	23-25	10	16	16	10	16	16	4.20	
1021	20-11-11	23-30	12	17	19	12	17	19	4.21	
1022	20-11-11	23-36	11	15	16	11	15	16	4.21	
1023	20-11-11	23-41	12	17	18	12	17	18	4.21	
1024	20-11-11	23-47	11	16	16	11	16	16	4.21	
1025	20-11-11	23-52	12	17	17	12	17	17	4.21	
1026	20-11-11	23-58	17	23	23	17	23	23	4.21	
1027	20-11-12	0-3	16	23	23	16	23	23	4.20	
1028	20-11-12	0-9	16	19	21	16	19	21	4.20	
1029	20-11-12	0-14	13	20	21	13	20	21	4.19	
1030	20-11-12	0-20	12	17	18	12	17	18	4.19	
1031	20-11-12	0-25	13	20	22	13	20	22	4.19	
1032	20-11-12	0-31	16	21	21	16	21	21	4.19	
1033	20-11-12	0-36	16	21	22	16	21	22	4.19	
1034	20-11-12	0-42	14	20	21	14	20	21	4.19	
1035	20-11-12	0-47	14	20	23	14	20	23	4.19	
1036	20-11-12	0-53	14	21	24	14	21	24	4.19	
1037	20-11-12	0-58	12	18	18	12	18	18	4.19	
1038	20-11-12	1-4	11	15	16	11	15	16	4.19	
1039	20-11-12	1-9	14	20	23	14	20	23	4.19	
1040	20-11-12	1-15	14	21	24	14	21	24	4.19	
1041	20-11-12	1-20	15	20	20	15	20	20	4.19	
1042	20-11-12	1-26	14	20	23	14	20	23	4.19	
1043	20-11-12	1-31	15	21	26	15	21	26	4.19	
1044	20-11-12	1-37	14	20	25	14	20	25	4.19	
1045	20-11-12	1-42	14	19	19	14	19	19	4.19	
1046	20-11-12	1-48	15	21	25	15	21	25	4.19	
1047	20-11-12	1-53	14	23	27	14	23	27	4.19	
1048	20-11-12	1-59	15	23	23	15	23	23	4.19	
1049	20-11-12	2-4	14	22	24	14	22	24	4.19	
1050	20-11-12	2-10	14	20	24	14	20	24	4.19	
1051	20-11-12	2-15	16	22	22	16	22	22	4.19	
1052	20-11-12	2-21	16	24	27	16	24	27	4.19	
1053	20-11-12	2-26	16	23	23	16	23	23	4.19	
1054	20-11-12	2-32	14	20	20	14	20	20	4.19	
1055	20-11-12	2-37	13	19	20	13	19	20	4.19	
1056	20-11-12	2-43	11	16	18	11	16	18	4.19	
1057	20-11-12	2-48	14	19	20	14	19	20	4.19	
1058	20-11-12	2-54	13	18	19	13	18	19	4.19	
1059	20-11-12	2-59	13	19	22	13	19	22	4.19	
1060	20-11-12	3-5	15	20	23	15	20	23	4.19	
1061	20-11-12	3-10	15	20	27	15	20	27	4.19	
1062	20-11-12	3-16	14	18	19	14	18	19	4.19	
1063	20-11-12	3-21	14	19	21	14	19	21	4.19	
1064	20-11-12	3-27	14	21	22	14	21	22	4.19	
1065	20-11-12	3-32	14	19	23	14	19	23	4.19	
1066	20-11-12	3-38	14	22	24	14	22	24	4.19	
1067	20-11-12	3-43	13	18	22	13	18	22	4.19	
1068	20-11-12	3-49	14	19	23	14	19	23	4.19	
1069	20-11-12	3-54	13	19	23	13	19	23	4.19	
1070	20-11-12	4-0	14	22	22	14	22	22	4.19	
1071	20-11-12	4-5	14	19	22	14	19	22	4.19	
1072	20-11-12	4-11	14	19	22	14	19	22	4.19	
1073	20-11-12	4-16	13	19	22	13	19	22	4.19	
1074	20-11-12	4-22	13	18	21	13	18	21	4.19	
1075	20-11-12	4-27	14	19	22	14	19	22	4.19	
1076	20-11-12	4-33	14	21	23	14	21	23	4.19	
1077	20-11-12	4-38	14	22	22	14	22	22	4.19	
1078	20-11-12	4-44	13	19	21	13	19	21	4.19	
1079	20-11-12	4-49	13	18	21	13	18	21	4.19	
1080	20-11-12	4-55	14	21	23	14	21	23	4.19	
1081	20-11-12	5-0	13	19	21	13	19	21	4.19	
1082	20-11-12	5-6	13	18	21	13	18	21	4.19	
