数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
43	2020/11/4	4-1	3	7	7	3	7	7	4.09
44	2020/11/4	4-6	6	8	9	6	8	9	4.09
45	2020/11/4	4-12	4	8	8	4	8	8	4.09
46	2020/11/4	4-17	3	7	8	3	7	8	4.09
47	2020/11/4	4-23	4	7	7	4	7	7	4.09
48	2020/11/4	4-28	6	9	11	6	9	11	4.09
49	2020/11/4	4-34	6	9	9	6	9	9	4.09
50	2020/11/4	4-39	4	8	8	4	8	8	4.09
51	2020/11/4	4-45	4	8	8	4	8	8	4.09
52	2020/11/4	4-50	6	8	8	6	8	8	4.09
53	2020/11/4	4-56	6	8	9	6	8	9	4.09
54	2020/11/4	5-1	4	7	11	4	7	11	4.09
55	2020/11/4	5-7	4	8	9	4	8	9	4.09
56	2020/11/4	5-12	3	6	6	3	6	6	4.09
57	2020/11/4	5-18	6	9	9	6	9	9	4.09
58	2020/11/4	5-23	6	9	11	6	9	11	4.09
59	2020/11/4	5-29	7	9	11	7	9	11	4.09
60	2020/11/4	5-34	6	9	11	6	9	11	4.09
61	2020/11/4	5-40	4	8	8	4	8	8	4.09
62	2020/11/4	5-45	4	9	11	4	9	11	4.09
63	2020/11/4	5-51	4	8	8	4	8	8	4.09
64	2020/11/4	5-56	6	8	8	6	8	8	4.09
65	2020/11/4	6-2	6	11	13	6	11	13	4.09
66	2020/11/4	6-7	6	11	14	6	11	14	4.09
67	2020/11/4	6-13	6	11	11	6	11	11	4.09
68	2020/11/4	6-18	6	8	9	6	8	9	4.09
69	2020/11/4	6-24	6	9	12	6	9	12	4.09
70	2020/11/4	6-29	7	11	12	7	11	12	4.09
71	2020/11/4	6-35	6	9	11	6	9	11	4.09
72	2020/11/4	6-40	7	9	9	7	9	9	4.09
73	2020/11/4	6-46	6	12	14	6	12	14	4.09
74	2020/11/4	6-51	6	9	9	6	9	9	4.09
75	2020/11/4	6-57	8	12	13	8	12	13	4.09
76	2020/11/4	7-3	7	11	12	7	11	12	4.09
77	2020/11/4	7-8	7	11	13	7	11	13	4.09
78	2020/11/4	7-14	7	11	12	7	11	12	4.09
79	2020/11/4	7-19	7	12	13	7	12	13	4.09
80	2020/11/4	7-25	8	14	14	8	14	14	4.09
81	2020/11/4	7-30	8	13	14	8	13	14	4.09
82	2020/11/4	7-36	7	12	13	7	12	13	4.11
83	2020/11/4	7-41	8	13	13	8	13	13	4.11
84	2020/11/4	7-47	8	13	16	8	13	16	4.09
85	2020/11/4	7-52	8	14	17	8	14	17	4.06
86	2020/11/4	7-58	8	16	16	8	16	16	4.05
87	2020/11/4	8-3	7	11	15	7	11	15	4.05
88	2020/11/4	8-9	9	14	16	9	14	16	4.05
89	2020/11/4	8-14	10	16	18	10	16	18	4.05
90	2020/11/4	8-20	8	13	17	8	13	17	4.05
91	2020/11/4	8-25	11	16	18	11	16	18	4.05
92	2020/11/4	8-31	9	14	16	9	14	16	4.05
93	2020/11/4	8-36	9	14	14	9	14	14	4.04
94	2020/11/4	8-42	11	15	17	11	15	17	4.05
95	2020/11/4	8-47	8	15	15	8	15	15	4.04
96	2020/11/4	8-53	9	15	15	9	15	15	4.03
97	2020/11/4	8-58	9	13	13	9	13	13	4.05
98	2020/11/4	9-4	8	14	14	8	14	14	4.04
99	2020/11/4	9-10	8	13	14	8	13	14	4.04
100	2020/11/4	9-15	8	10	13	8	10	13	4.04
101	2020/11/4	9-21	7	13	14	7	13	14	4.04
102	2020/11/4	9-26	8	13	14	8	13	14	4.03
103	2020/11/4	9-32	8	10	10	8	10	10	4.04
104	2020/11/4	9-37	7	10	12	7	10	12	4.04
105	2020/11/4	9-43	7	10	10	7	10	10	4.03
106	2020/11/4	9-48	7	12	13	7	12	13	4.03
107	2020/11/4	9-54	8	11	11	8	11	11	4.03
108	2020/11/4	9-59	7	12	16	7	12	16	4.03
109	2020/11/4	10-5	16	22	24	16	22	24	4.03
110	2020/11/4	10-10	12	17	18	12	17	18	4.03
111	2020/11/4	10-16	9	13	13	9	13	13	4.02
112	2020/11/4	10-21	9	14	15	9	14	15	4.02
113	2020/11/4	10-27	11	16	18	11	16	18	4.02
114	2020/11/4	10-33	7	11	11	7	11	11	4.02
115	2020/11/4	10-38	7	12	12	7	12	12	4.02
116	2020/11/4	10-44	6	9	9	6	9	9	4.02
117	2020/11/4	10-49	4	8	9	4	8	9	4.02
118	2020/11/4	10-55	3	8	9	3	8	9	4.02
119	2020/11/4	11-0	7	12	12	7	12	12	4.02
120	2020/11/4	11-6	6	8	10	6	8	10	4.02
121	2020/11/4	11-8	6	10	10	6	10	10	4.1
122	2020/11/4	11-14	6	8	8	6	8	8	4.1
123	2020/11/4	11-19	6	10	10	6	10	10	4.1
124	2020/11/4	11-25	6	10	10	6	10	10	4.11
125	2020/11/4	11-30	5	10	12	5	10	12	4.11
126	2020/11/4	11-36	7	12	12	7	12	12	4.11
127	2020/11/4	11-41	6	11	11	6	11	11	4.11
128	2020/11/4	11-47	7	11	12	7	11	12	4.11
129	2020/11/4	11-52	6	9	11	6	9	11	4.11
130	2020/11/4	11-58	6	9	11	6	9	11	4.09
131	2020/11/4	12-3	6	9	9	6	9	9	4.09
132	2020/11/4	12-9	6	9	9	6	9	9	4.09
133	2020/11/4	12-14	7	9	9	7	9	9	4.09
134	2020/11/4	12-20	7	11	11	7	11	11	4.09
135	2020/11/4	12-25	6	11	12	6	11	12	4.09
136	2020/11/4	12-31	8	13	14	8	13	14	4.09
137	2020/11/4	12-36	8	13	13	8	13	13	4.09
138	2020/11/4	12-42	7	11	11	7	11	11	4.09
139	2020/11/4	12-47	8	12	14	8	12	14	4.09
140	2020/11/4	12-53	7	12	13	7	12	13	4.09
141	2020/11/4	12-58	7	12	12	7	12	12	4.09
142	2020/11/4	13-4	7	12	12	7	12	12	4.09
143	2020/11/4	13-9	7	11	13	7	11	13	4.09
144	2020/11/4	13-15	8	14	17	8	14	17	4.06
145	2020/11/4	13-20	10	15	15	10	15	15	4.05
146	2020/11/4	13-26	6	7	7	6	7	7	4.05
147	2020/11/4	13-31	4	8	8	4	8	8	4.05
148	2020/11/4	13-37	4	9	9	4	9	9	4.05
149	2020/11/4	13-42	7	9	9	7	9	9	4.05
150	2020/11/4	13-48	6	9	9	6	9	9	4.05
151	2020/11/4	13-54	7	11	12	7	11	12	4.05
152	2020/11/4	13-59	7	12	13	7	12	13	4.04
153	2020/11/4	14-5	7	11	11	7	11	11	4.04
154	2020/11/4	14-10	7	11	11	7	11	11	4.04
155	2020/11/4	14-16	6	11	11	6	11	11	4.04
156	2020/11/4	14-21	8	12	12	8	12	12	4.04
157	2020/11/4	14-27	7	12	13	7	12	13	4.04
158	2020/11/4	14-32	11	16	17	11	16	17	4.04
159	2020/11/4	14-38	5	7	8	5	7	8	4.04
160	2020/11/4	14-43	7	12	12	7	12	12	4.03
161	2020/11/4	14-44	8	12	13	8	12	13	4.1
162	2020/11/4	14-50	8	12	12	8	12	12	4.11
163	2020/11/4	14-55	8	12	13	8	12	13	4.11
164	2020/11/4	15-1	7	10	10	7	10	10	4.11
165	2020/11/4	15-7	8	12	13	8	12	13	4.11
166	2020/11/4	15-12	8	12	13	8	12	13	4.11
167	2020/11/4	15-18	6	11	11	6	11	11	4.09
168	2020/11/4	15-23	6	12	13	6	12	13	4.09
169	2020/11/4	15-29	6	9	9	6	9	9	4.09
170	2020/11/4	15-34	6	9	10	6	9	10	4.09
171	2020/11/4	15-40	7	10	12	7	10	12	4.09
172	2020/11/4	15-45	6	8	10	6	8	10	4.09
173	2020/11/4	15-51	7	10	12	7	10	12	4.09
174	2020/11/4	15-56	6	10	10	6	10	10	4.09
175	2020/11/4	16-2	6	9	12	6	9	12	4.09
176	2020/11/4	16-7	6	10	13	6	10	13	4.09
177	2020/11/4	16-13	6	9	9	6	9	9	4.09
178	2020/11/4	16-18	6	9	9	6	9	9	4.09
179	2020/11/4	16-24	6	11	13	6	11	13	4.11
180	2020/11/4	16-29	7	12	14	7	12	14	4.09
181	2020/11/4	16-35	6	9	11	6	9	11	4.09
182	2020/11/4	16-40	4	8	9	4	8	9	4.09
183	2020/11/4	16-46	6	9	9	6	9	9	4.09
184	2020/11/4	16-51	6	9	11	6	9	11	4.09
185	2020/11/4	16-57	7	9	12	7	9	12	4.09
186	2020/11/4	17-2	4	7	8	4	7	8	4.09
187	2020/11/4	17-8	6	9	11	6	9	11	4.09
188	2020/11/4	17-13	4	8	8	4	8	8	4.09
189	2020/11/4	17-19	4	7	7	4	7	7	4.09
190	2020/11/4	17-24	4	8	9	4	8	9	4.09
191	2020/11/4	17-30	6	9	9	6	9	9	4.09
192	2020/11/4	17-35	4	8	8	4	8	8	4.09
193	2020/11/4	17-41	4	11	11	4	11	11	4.09
194	2020/11/4	17-46	4	8	8	4	8	8	4.09
195	2020/11/4	17-52	4	7	9	4	7	9	4.09
196	2020/11/4	17-57	6	9	11	6	9	11	4.09
197	2020/11/4	18-3	3	7	8	3	7	8	4.09
198	2020/11/4	18-8	4	11	11	4	11	11	4.09
199	2020/11/4	18-14	4	8	9	4	8	9	4.09
200	2020/11/4	18-19	4	7	8	4	7	8	4.09
201	2020/11/4	18-25	4	8	8	4	8	8	4.09
202	2020/11/4	18-30	4	8	8	4	8	8	4.09
203	2020/11/4	18-36	3	8	8	3	8	8	4.09
204	2020/11/4	18-41	6	9	9	6	9	9	4.09
205	2020/11/4	18-47	3	7	7	3	7	7	4.09
206	2020/11/4	18-52	3	8	8	3	8	8	4.09
207	2020/11/4	18-58	4	9	9	4	9	9	4.09
208	2020/11/4	19-3	4	9	12	4	9	12	4.1
209	2020/11/4	19-9	5	10	11	5	10	11	4.09
210	2020/11/4	19-14	5	10	11	5	10	11	4.09
211	2020/11/4	19-20	6	9	9	6	9	9	4.09
212	2020/11/4	19-25	7	10	10	7	10	10	4.06
213	2020/11/4	19-31	7	14	15	7	14	15	4.06
214	2020/11/4	19-36	7	11	13	7	11	13	4.06
215	2020/11/4	19-42	6	10	10	6	10	10	4.06
216	2020/11/4	19-47	8	12	13	8	12	13	4.05
217	2020/11/4	19-53	7	12	15	7	12	15	4.05
218	2020/11/4	19-58	5	14	14	5	14	14	4.05
219	2020/11/4	20-4	7	12	14	7	12	14	4.05
220	2020/11/4	20-10	7	14	17	7	14	17	4.05
221	2020/11/4	20-15	5	8	10	5	8	10	4.04
222	2020/11/4	20-17	7	12	12	7	12	12	4.11
223	2020/11/4	20-23	5	12	13	5	12	13	4.11
224	2020/11/4	20-28	6	12	12	6	12	12	4.11
225	2020/11/4	20-34	5	11	13	5	11	13	4.1
226	2020/11/4	20-39	6	11	13	6	11	13	4.09
227	2020/11/4	20-45	6	11	11	6	11	11	4.09
228	2020/11/4	20-50	6	10	11	6	10	11	4.09
229	2020/11/4	20-56	6	11	12	6	11	12	4.09
230	2020/11/4	21-1	5	11	13	5	11	13	4.09
231	2020/11/4	21-7	6	11	12	6	11	12	4.09
232	2020/11/4	21-12	7	10	11	7	10	11	4.09
233	2020/11/4	21-18	5	12	15	5	12	15	4.09
234	2020/11/4	21-23	6	9	9	6	9	9	4.09
235	2020/11/4	21-29	6	9	9	6	9	9	4.09
236	2020/11/4	21-34	6	8	9	6	8	9	4.09
237	2020/11/4	21-40	4	8	11	4	8	11	4.09
238	2020/11/4	21-45	4	8	9	4	8	9	4.09
239	2020/11/4	21-51	6	8	9	6	8	9	4.09
240	2020/11/4	21-56	6	11	11	6	11	11	4.09
241	2020/11/4	22-2	8	12	13	8	12	13	4.09
242	2020/11/4	22-7	7	11	12	7	11	12	4.09
243	2020/11/4	22-13	7	11	14	7	11	14	4.09
244	2020/11/4	22-18	7	13	13	7	13	13	4.09
245	2020/11/4	22-24	7	11	11	7	11	11	4.09
246	2020/11/4	22-29	7	12	14	7	12	14	4.09
247	2020/11/4	22-35	8	12	12	8	12	12	4.09
248	2020/11/4	22-40	8	13	17	8	13	17	4.09
249	2020/11/4	22-46	6	11	14	6	11	14	4.09
250	2020/11/4	22-51	7	12	13	7	12	13	4.09
251	2020/11/4	22-57	9	14	14	9	14	14	4.09
252	2020/11/4	23-2	8	14	17	8	14	17	4.09
253	2020/11/4	23-8	9	13	17	9	13	17	4.09
254	2020/11/4	23-13	9	15	17	9	15	17	4.09
255	2020/11/4	23-19	8	12	13	8	12	13	4.09
256	2020/11/4	23-24	9	13	13	9	13	13	4.09
257	2020/11/4	23-30	9	14	14	9	14	14	4.09
258	2020/11/4	23-35	9	14	14	9	14	14	4.09
259	2020/11/4	23-41	8	13	14	8	13	14	4.09
260	2020/11/4	23-46	11	13	13	11	13	13	4.09
261	2020/11/4	23-52	8	14	14	8	14	14	4.09
262	2020/11/4	23-57	8	12	14	8	12	14	4.09
263	2020/11/5	0-3	9	13	13	9	13	13	4.09
264	2020/11/5	0-8	9	13	13	9	13	13	4.09
265	2020/11/5	0-14	9	14	17	9	14	17	4.09
266	2020/11/5	0-19	8	13	17	8	13	17	4.09
267	2020/11/5	0-25	9	13	14	9	13	14	4.09
268	2020/11/5	0-30	8	12	16	8	12	16	4.09
269	2020/11/5	0-36	9	13	13	9	13	13	4.09
270	2020/11/5	0-41	8	13	13	8	13	13	4.09
271	2020/11/5	0-47	8	12	12	8	12	12	4.09
272	2020/11/5	0-52	9	12	13	9	12	13	4.09
273	2020/11/5	0-58	8	12	12	8	12	12	4.09
274	2020/11/5	1-3	9	13	16	9	13	16	4.09
275	2020/11/5	1-9	9	13	14	9	13	14	4.09
276	2020/11/5	1-14	9	14	16	9	14	16	4.09
277	2020/11/5	1-20	9	13	16	9	13	16	4.09
278	2020/11/5	1-25	9	14	16	9	14	16	4.09
279	2020/11/5	1-31	8	12	14	8	12	14	4.09
280	2020/11/5	1-36	11	14	16	11	14	16	4.09
281	2020/11/5	1-42	8	13	14	8	13	14	4.09
282	2020/11/5	1-47	8	14	14	8	14	14	4.09
283	2020/11/5	1-53	9	13	13	9	13	13	4.09
284	2020/11/5	1-59	11	14	16	11	14	16	4.09
285	2020/11/5	2-4	7	11	12	7	11	12	4.09
286	2020/11/5	2-10	7	11	13	7	11	13	4.09
287	2020/11/5	2-15	8	12	12	8	12	12	4.09
288	2020/11/5	2-21	7	11	11	7	11	11	4.09
289	2020/11/5	2-26	8	12	12	8	12	12	4.09
290	2020/11/5	2-32	8	11	13	8	11	13	4.09
291	2020/11/5	2-37	9	13	14	9	13	14	4.09
292	2020/11/5	2-43	8	12	15	8	12	15	4.09
293	2020/11/5	2-48	7	11	12	7	11	12	4.09
294	2020/11/5	2-54	7	12	12	7	12	12	4.09
295	2020/11/5	2-59	10	13	15	10	13	15	4.09
296	2020/11/5	3-5	8	13	15	8	13	15	4.09
297	2020/11/5	3-10	6	10	11	6	10	11	4.09
298	2020/11/5	3-16	8	13	13	8	13	13	4.09
299	2020/11/5	3-21	7	12	13	7	12	13	4.09
300	2020/11/5	3-27	6	12	12	6	12	12	4.09
301	2020/11/5	3-32	6	11	11	6	11	11	4.09
302	2020/11/5	3-38	7	12	12	7	12	12	4.09
303	2020/11/5	3-43	6	10	10	6	10	10	4.09
304	2020/11/5	3-49	8	12	13	8	12	13	4.09
305	2020/11/5	3-54	6	11	12	6	11	12	4.09
306	2020/11/5	4-0	7	12	13	7	12	13	4.09
307	2020/11/5	4-5	7	11	11	7	11	11	4.09
308	2020/11/5	4-11	7	11	11	7	11	11	4.09
309	2020/11/5	4-16	7	11	11	7	11	11	4.09
310	2020/11/5	4-22	7	11	13	7	11	13	4.09
311	2020/11/5	4-27	7	12	15	7	12	15	4.09
312	2020/11/5	4-33	6	11	12	6	11	12	4.09
313	2020/11/5	4-38	7	10	11	7	10	11	4.09
314	2020/11/5	4-44	6	11	11	6	11	11	4.09
315	2020/11/5	4-49	6	10	11	6	10	11	4.09
316	2020/11/5	4-55	7	11	16	7	11	16	4.09
317	2020/11/5	5-0	6	10	10	6	10	10	4.09
318	2020/11/5	5-6	6	10	10	6	10	10	4.09
319	2020/11/5	5-11	6	10	11	6	10	11	4.09
320	2020/11/5	5-17	5	8	8	5	8	8	4.09
321	2020/11/5	5-22	5	8	10	5	8	10	4.09
322	2020/11/5	5-28	5	8	10	5	8	10	4.09
323	2020/11/5	5-33	5	10	10	5	10	10	4.09
324	2020/11/5	5-39	5	8	8	5	8	8	4.09
325	2020/11/5	5-44	5	8	10	5	8	10	4.09
326	2020/11/5	5-50	5	8	10	5	8	10	4.09
327	2020/11/5	5-55	5	7	8	5	7	8	4.09
328	2020/11/5	6-1	5	8	11	5	8	11	4.09
329	2020/11/5	6-6	5	8	8	5	8	8	4.09
330	2020/11/5	6-12	5	7	8	5	7	8	4.09
331	2020/11/5	6-17	6	10	10	6	10	10	4.09
332	2020/11/5	6-23	5	8	8	5	8	8	4.09
333	2020/11/5	6-28	6	8	8	6	8	8	4.09
334	2020/11/5	6-34	5	8	10	5	8	10	4.09
335	2020/11/5	6-39	5	7	8	5	7	8	4.09
336	2020/11/5	6-45	6	11	11	6	11	11	4.09
337	2020/11/5	6-50	6	10	12	6	10	12	4.09
338	2020/11/5	6-56	6	8	8	6	8	8	4.09
339	2020/11/5	7-1	5	8	11	5	8	11	4.09
340	2020/11/5	7-7	5	8	8	5	8	8	4.09
341	2020/11/5	7-12	6	11	11	6	11	11	4.09
342	2020/11/5	7-18	7	12	15	7	12	15	4.09
343	2020/11/5	7-23	5	10	10	5	10	10	4.09
344	2020/11/5	7-29	6	10	11	6	10	11	4.09
345	2020/11/5	7-34	6	10	11	6	10	11	4.09
346	2020/11/5	7-40	10	14	14	10	14	14	4.05
347	2020/11/5	7-45	6	10	10	6	10	10	4.05
348	2020/11/5	7-51	8	12	13	8	12	13	4.05
349	2020/11/5	7-56	6	11	11	6	11	11	4.05
350	2020/11/5	8-2	7	11	12	7	11	12	4.05
351	2020/11/5	8-8	6	11	11	6	11	11	4.05
352	2020/11/5	8-13	6	11	14	6	11	14	4.05
353	2020/11/5	8-19	7	11	12	7	11	12	4.04
354	2020/11/5	8-24	7	12	12	7	12	12	4.04
355	2020/11/5	8-30	6	9	10	6	9	10	4.05
356	2020/11/5	8-35	7	10	13	7	10	13	4.04
357	2020/11/5	8-41	6	9	10	6	9	10	4.04
358	2020/11/5	8-46	6	10	12	6	10	12	4.04
359	2020/11/5	8-52	7	11	13	7	11	13	4.04
360	2020/11/5	8-57	7	10	13	7	10	13	4.04
361	2020/11/5	9-3	7	10	12	7	10	12	4.03
362	2020/11/5	9-8	7	11	11	7	11	11	4.03
363	2020/11/5	9-14	7	9	9	7	9	9	4.04
364	2020/11/5	9-19	8	13	13	8	13	13	4.03
365	2020/11/5	9-25	7	10	10	7	10	10	4.03
366	2020/11/5	9-31	7	9	9	7	9	9	4.03
367	2020/11/5	9-36	7	10	10	7	10	10	4.03
368	2020/11/5	9-42	7	10	10	7	10	10	4.03
369	2020/11/5	9-47	6	8	8	6	8	8	4.02
370	2020/11/5	9-53	7	12	13	7	12	13	4.03
371	2020/11/5	9-58	7	10	10	7	10	10	4.02
372	2020/11/5	10-4	6	9	10	6	9	10	4.02
373	2020/11/5	10-9	5	9	9	5	9	9	4.03
374	2020/11/5	10-15	7	10	13	7	10	13	4.02
375	2020/11/5	10-20	5	9	11	5	9	11	4.02
376	2020/11/5	10-26	7	8	9	7	8	9	4.02
377	2020/11/5	10-31	7	11	13	7	11	13	4.02
378	2020/11/5	10-37	7	10	13	7	10	13	4.02
379	2020/11/5	10-42	8	13	13	8	13	13	4.02
380	2020/11/5	10-48	5	9	10	5	9	10	4.02
381	2020/11/5	10-53	4	9	10	4	9	10	4.02
382	2020/11/5	10-59	5	10	13	5	10	13	4.02
383	2020/11/5	11-5	7	9	9	7	9	9	4.01
384	2020/11/5	11-10	7	10	10	7	10	10	4.01
385	2020/11/5	11-16	8	11	11	8	11	11	4.01
386	2020/11/5	11-21	7	11	13	7	11	13	4.01
387	2020/11/5	11-27	8	14	16	8	14	16	4.01
388	2020/11/5	11-32	8	11	13	8	11	13	4.01
389	2020/11/5	11-38	7	10	10	7	10	10	4.01
390	2020/11/5	11-43	7	11	11	7	11	11	4.01
391	2020/11/5	11-49	7	10	13	7	10	13	4.01
392	2020/11/5	11-54	8	12	14	8	12	14	4
393	2020/11/5	12-0	7	10	12	7	10	12	4
394	2020/11/5	12-5	7	10	10	7	10	10	4
395	2020/11/5	12-11	10	14	14	10	14	14	4
396	2020/11/5	12-16	9	14	14	9	14	14	4
397	2020/11/5	12-22	8	11	13	8	11	13	4
398	2020/11/5	12-28	9	11	13	9	11	13	4
399	2020/11/5	12-33	7	13	14	7	13	14	4
400	2020/11/5	12-39	8	10	10	8	10	10	3.99
401	2020/11/5	12-44	5	10	15	5	10	15	4
402	2020/11/5	12-50	7	11	13	7	11	13	3.99
403	2020/11/5	12-51	6	9	11	6	9	11	4.21
404	2020/11/5	12-56	6	11	11	6	11	11	4.1
405	2020/11/5	13-2	7	11	11	7	11	11	4.1
406	2020/11/5	13-7	7	11	11	7	11	11	4.1
407	2020/11/5	13-13	6	8	10	6	8	10	4.1
408	2020/11/5	13-18	7	12	12	7	12	12	4.11
409	2020/11/5	13-24	10	13	13	10	13	13	4.11
410	2020/11/5	13-29	8	13	14	8	13	14	4.11
411	2020/11/5	13-35	8	13	13	8	13	13	4.11
412	2020/11/5	13-40	8	12	13	8	12	13	4.11
413	2020/11/5	13-46	8	12	12	8	12	12	4.11
414	2020/11/5	13-51	8	13	13	8	13	13	4.11
415	2020/11/5	13-57	9	14	14	9	14	14	4.11
416	2020/11/5	14-2	8	13	14	8	13	14	4.09
417	2020/11/5	14-8	7	12	14	7	12	14	4.09
418	2020/11/5	14-13	7	13	13	7	13	13	4.09
419	2020/11/5	14-19	7	11	11	7	11	11	4.09
420	2020/11/5	14-24	8	12	12	8	12	12	4.09
421	2020/11/5	14-30	8	12	13	8	12	13	4.09
422	2020/11/5	14-35	8	13	14	8	13	14	4.09
423	2020/11/5	14-41	9	12	14	9	12	14	4.09
424	2020/11/5	14-46	7	12	13	7	12	13	4.09
425	2020/11/5	14-52	9	13	14	9	13	14	4.09
426	2020/11/5	14-57	9	13	16	9	13	16	4.09
427	2020/11/5	15-3	8	14	16	8	14	16	4.09
428	2020/11/5	15-8	8	12	13	8	12	13	4.09
429	2020/11/5	15-14	9	14	16	9	14	16	4.09
430	2020/11/5	15-19	7	12	14	7	12	14	4.09
431	2020/11/5	15-25	8	12	12	8	12	12	4.09
432	2020/11/5	15-30	8	12	13	8	12	13	4.09
433	2020/11/5	15-36	8	12	12	8	12	12	4.09
434	2020/11/5	15-42	8	12	13	8	12	13	4.09
435	2020/11/5	15-47	6	11	11	6	11	11	4.09
436	2020/11/5	15-53	8	12	13	8	12	13	4.09
437	2020/11/5	15-58	7	12	12	7	12	12	4.09
438	2020/11/5	16-4	8	12	13	8	12	13	4.09
439	2020/11/5	16-9	7	11	12	7	11	12	4.09
440	2020/11/5	16-15	8	13	13	8	13	13	4.09
441	2020/11/5	16-20	8	12	12	8	12	12	4.09
442	2020/11/5	16-26	8	12	12	8	12	12	4.09
443	2020/11/5	16-31	9	13	14	9	13	14	4.09
444	2020/11/5	16-37	8	12	15	8	12	15	4.09
445	2020/11/5	16-42	8	12	12	8	12	12	4.09
446	2020/11/5	16-48	7	9	9	7	9	9	4.09
447	2020/11/5	16-53	9	12	14	9	12	14	4.09
448	2020/11/5	16-59	9	12	14	9	12	14	4.09
449	2020/11/5	17-4	7	12	13	7	12	13	4.09
450	2020/11/5	17-10	9	13	13	9	13	13	4.09
451	2020/11/5	17-15	8	13	16	8	13	16	4.09
452	2020/11/5	17-21	8	12	12	8	12	12	4.09
453	2020/11/5	17-26	8	14	14	8	14	14	4.09
454	2020/11/5	17-32	8	14	14	8	14	14	4.09
455	2020/11/5	17-37	8	14	17	8	14	17	4.09
456	2020/11/5	17-43	9	13	13	9	13	13	4.09
457	2020/11/5	17-48	8	13	14	8	13	14	4.09
458	2020/11/5	17-54	8	12	13	8	12	13	4.09
459	2020/11/5	17-59	12	16	16	12	16	16	4.09
460	2020/11/5	18-5	11	16	16	11	16	16	4.09
461	2020/11/5	18-10	7	12	12	7	12	12	4.09
462	2020/11/5	18-16	9	13	13	9	13	13	4.09
463	2020/11/5	18-21	8	13	15	8	13	15	4.09
464	2020/11/5	18-27	8	12	14	8	12	14	4.09
465	2020/11/5	18-32	8	12	12	8	12	12	4.09
466	2020/11/5	18-38	8	12	12	8	12	12	4.09
467	2020/11/5	18-43	7	12	14	7	12	14	4.09
468	2020/11/5	18-49	7	14	14	7	14	14	4.09
469	2020/11/5	18-54	9	14	15	9	14	15	4.09
470	2020/11/5	19-0	9	13	14	9	13	14	4.08
471	2020/11/5	19-5	11	17	19	11	17	19	4.09
472	2020/11/5	19-11	9	13	13	9	13	13	4.09
473	2020/11/5	19-16	9	14	14	9	14	14	4.09
474	2020/11/5	19-22	9	14	14	9	14	14	4.09
475	2020/11/5	19-27	9	15	15	9	15	15	4.09
476	2020/11/5	19-33	12	17	17	12	17	17	4.06
477	2020/11/5	19-38	11	15	18	11	15	18	4.06
