数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
478	2020/11/5	19-44	16	22	25	16	22	25	4.05
479	2020/11/5	19-49	16	26	26	16	26	26	4.05
480	2020/11/5	19-55	15	23	23	15	23	23	4.05
481	2020/11/5	20-0	15	24	26	15	24	26	4.04
482	2020/11/5	20-6	17	24	25	17	24	25	4.05
483	2020/11/5	20-11	18	25	28	18	25	28	4.04
484	2020/11/5	20-17	14	19	25	14	19	25	4.11
485	2020/11/5	20-22	13	18	20	13	18	20	4.11
486	2020/11/5	20-27	11	17	18	11	17	18	4.11
487	2020/11/5	20-32	12	18	20	12	18	20	4.11
488	2020/11/5	20-37	11	19	20	11	19	20	4.09
489	2020/11/5	20-42	12	17	18	12	17	18	4.09
490	2020/11/5	20-47	11	17	17	11	17	17	4.09
491	2020/11/5	20-52	13	19	19	13	19	19	4.09
492	2020/11/5	20-57	12	17	17	12	17	17	4.09
493	2020/11/5	21-02	12	19	21	12	19	21	4.09
494	2020/11/5	21-08	12	17	18	12	17	18	4.09
495	2020/11/5	21-13	12	17	18	12	17	18	4.09
496	2020/11/5	21-19	11	17	17	11	17	17	4.09
497	2020/11/5	21-25	12	18	20	12	18	20	4.09
498	2020/11/5	21-30	12	15	17	12	15	17	4.09
499	2020/11/5	21-36	11	17	19	11	17	19	4.09
500	2020/11/5	21-41	10	17	19	10	17	19	4.09
501	2020/11/5	21-46	13	18	18	13	18	18	4.09
502	2020/11/5	21-52	12	18	19	12	18	19	4.09
503	2020/11/5	21-57	12	16	18	12	16	18	4.09
504	2020/11/5	22-2	12	18	20	12	18	20	4.09
505	2020/11/5	22-8	10	16	19	10	16	19	4.09
506	2020/11/5	22-13	15	21	22	15	21	22	4.09
507	2020/11/5	22-18	15	21	24	15	21	24	4.09
508	2020/11/5	22-23	15	24	25	15	24	25	4.07
509	2020/11/5	22-28	14	20	22	14	20	22	4.09
510	2020/11/5	22-32	14	20	22	14	20	22	4.11
511	2020/11/5	22-39	16	22	23	16	22	23	4.1
512	2020/11/5	22-45	17	23	24	17	23	24	4.09
513	2020/11/5	22-50	15	24	26	15	24	26	4.09
514	2020/11/5	22-56	13	21	24	13	21	24	4.09
515	2020/11/5	23-1	13	21	23	13	21	23	4.09
516	2020/11/5	23-7	13	21	24	13	21	24	4.09
517	2020/11/5	23-12	13	19	20	13	19	20	4.09
518	2020/11/5	23-18	13	19	21	13	19	21	4.09
519	2020/11/5	23-23	13	19	21	13	19	21	4.09
520	2020/11/5	23-29	12	16	20	12	16	20	4.09
521	2020/11/5	23-34	13	18	21	13	18	21	4.09
522	2020/11/5	23-40	14	21	24	14	21	24	4.09
523	2020/11/5	23-45	12	15	16	12	15	16	4.09
524	2020/11/5	23-51	12	18	20	12	18	20	4.09
525	2020/11/5	23-56	13	19	20	13	19	20	4.09
526	2020/11/6	0-2	13	19	23	13	19	23	4.09
527	2020/11/6	0-7	13	19	20	13	19	20	4.09
528	2020/11/6	0-13	14	20	20	14	20	20	4.09
529	2020/11/6	0-18	13	18	20	13	18	20	4.09
530	2020/11/6	0-24	14	21	22	14	21	22	4.09
531	2020/11/6	0-29	14	20	20	14	20	20	4.09
532	2020/11/6	0-35	14	20	24	14	20	24	4.09
533	2020/11/6	0-40	14	21	23	14	21	23	4.09
534	2020/11/6	0-46	15	20	21	15	20	21	4.09
535	2020/11/6	0-51	13	19	21	13	19	21	4.09
536	2020/11/6	0-57	14	21	21	14	21	21	4.09
537	2020/11/6	1-2	13	20	21	13	20	21	4.09
538	2020/11/6	1-8	15	20	21	15	20	21	4.09
539	2020/11/6	1-13	16	21	23	16	21	23	4.09
540	2020/11/6	1-19	14	20	21	14	20	21	4.09
541	2020/11/6	1-24	15	24	25	15	24	25	4.09
542	2020/11/6	1-30	14	19	20	14	19	20	4.09
543	2020/11/6	1-35	14	20	23	14	20	23	4.09
544	2020/11/6	1-41	14	21	27	14	21	27	4.09
545	2020/11/6	1-46	15	22	22	15	22	22	4.09
546	2020/11/6	1-52	13	19	21	13	19	21	4.09
547	2020/11/6	1-57	15	20	24	15	20	24	4.09
548	2020/11/6	2-3	14	21	24	14	21	24	4.09
549	2020/11/6	2-8	14	21	24	14	21	24	4.09
550	2020/11/6	2-14	14	18	20	14	18	20	4.09
551	2020/11/6	2-19	14	21	24	14	21	24	4.09
552	2020/11/6	2-25	13	20	21	13	20	21	4.09
553	2020/11/6	2-30	14	19	21	14	19	21	4.09
554	2020/11/6	2-36	14	21	24	14	21	24	4.09
555	2020/11/6	2-41	12	19	19	12	19	19	4.09
556	2020/11/6	2-47	14	22	24	14	22	24	4.09
557	2020/11/6	2-52	14	20	21	14	20	21	4.09
558	2020/11/6	2-58	14	20	24	14	20	24	4.09
559	2020/11/6	3-3	14	22	22	14	22	22	4.09
560	2020/11/6	3-9	13	19	20	13	19	20	4.09
561	2020/11/6	3-14	14	24	25	14	24	25	4.09
562	2020/11/6	3-20	14	23	24	14	23	24	4.09
563	2020/11/6	3-25	15	23	25	15	23	25	4.09
564	2020/11/6	3-31	15	20	21	15	20	21	4.09
565	2020/11/6	3-36	15	23	24	15	23	24	4.09
566	2020/11/6	3-42	17	24	26	17	24	26	4.09
567	2020/11/6	3-48	14	20	23	14	20	23	4.09
568	2020/11/6	3-53	13	21	24	13	21	24	4.09
569	2020/11/6	3-59	14	21	23	14	21	23	4.09
570	2020/11/6	4-4	14	21	24	14	21	24	4.09
571	2020/11/6	4-10	14	23	23	14	23	23	4.09
572	2020/11/6	4-15	13	21	23	13	21	23	4.09
573	2020/11/6	4-21	13	19	20	13	19	20	4.09
574	2020/11/6	4-26	13	19	20	13	19	20	4.09
575	2020/11/6	4-32	13	20	23	13	20	23	4.09
576	2020/11/6	4-37	13	20	23	13	20	23	4.09
577	2020/11/6	4-43	13	20	23	13	20	23	4.09
578	2020/11/6	4-48	15	23	25	15	23	25	4.09
579	2020/11/6	4-54	14	23	26	14	23	26	4.09
580	2020/11/6	4-59	13	21	21	13	21	21	4.09
581	2020/11/6	5-5	13	19	20	13	19	20	4.09
582	2020/11/6	5-10	13	19	19	13	19	19	4.09
583	2020/11/6	5-16	14	21	21	14	21	21	4.09
584	2020/11/6	5-21	12	18	19	12	18	19	4.09
585	2020/11/6	5-27	14	20	24	14	20	24	4.09
586	2020/11/6	5-32	13	20	20	13	20	20	4.09
587	2020/11/6	5-38	14	23	25	14	23	25	4.09
588	2020/11/6	5-43	14	21	25	14	21	25	4.09
589	2020/11/6	5-49	14	20	21	14	20	21	4.09
590	2020/11/6	5-54	15	21	23	15	21	23	4.09
591	2020/11/6	6-0	14	21	24	14	21	24	4.09
592	2020/11/6	6-5	15	23	26	15	23	26	4.09
593	2020/11/6	6-11	13	19	24	13	19	24	4.09
594	2020/11/6	6-16	15	24	26	15	24	26	4.09
595	2020/11/6	6-22	17	24	25	17	24	25	4.09
596	2020/11/6	6-27	13	20	23	13	20	23	4.09
597	2020/11/6	6-33	14	23	25	14	23	25	4.09
598	2020/11/6	6-38	13	20	21	13	20	21	4.09
599	2020/11/6	6-44	15	20	23	15	20	23	4.09
600	2020/11/6	6-49	15	25	26	15	25	26	4.09
601	2020/11/6	6-55	14	20	20	14	20	20	4.09
602	2020/11/6	7-0	15	23	25	15	23	25	4.09
603	2020/11/6	7-6	14	23	25	14	23	25	4.09
604	2020/11/6	7-11	16	26	31	16	26	31	4.09
605	2020/11/6	7-17	14	21	21	14	21	21	4.09
606	2020/11/6	7-22	17	28	35	17	28	35	4.09
607	2020/11/6	7-28	17	25	27	17	25	27	4.09
608	2020/11/6	7-33	18	26	29	18	26	29	4.09
609	2020/11/6	7-39	19	26	30	19	26	30	4.09
610	2020/11/6	7-44	19	27	31	19	27	31	4.09
611	2020/11/6	7-50	19	25	26	19	25	26	4.09
612	2020/11/6	7-55	18	29	30	18	29	30	4.09
613	2020/11/6	8-1	20	30	30	20	30	30	4.09
614	2020/11/6	8-6	19	26	27	19	26	27	4.09
615	2020/11/6	8-12	21	30	31	21	30	31	4.09
616	2020/11/6	8-17	19	31	31	19	31	31	4.09
617	2020/11/6	8-23	21	31	37	21	31	37	4.09
618	2020/11/6	8-28	20	30	31	20	30	31	4.05
619	2020/11/6	8-34	26	45	47	25	41	47	4.06
620	2020/11/6	8-39	29	45	53	26	41	53	4.07
621	2020/11/6	8-45	24	38	45	24	37	45	4.06
622	2020/11/6	8-50	23	41	46	23	39	46	4.05
623	2020/11/6	8-56	25	39	44	25	37	44	4.06
624	2020/11/6	9-2	25	39	45	25	37	45	4.05
625	2020/11/6	9-7	25	39	42	25	37	42	4.05
626	2020/11/6	9-13	27	41	46	26	40	46	4.05
627	2020/11/6	9-18	25	41	45	25	40	45	4.05
628	2020/11/6	9-24	26	41	44	24	39	44	4.05
629	2020/11/6	9-29	26	42	50	24	39	50	4.04
630	2020/11/6	9-35	25	37	39	24	37	39	4.04
631	2020/11/6	9-40	24	38	40	24	37	40	4.04
632	2020/11/6	9-46	25	38	41	24	37	41	4.03
633	2020/11/6	9-51	26	40	44	25	39	44	4.04
634	2020/11/6	9-57	28	37	40	26	36	40	4.04
635	2020/11/6	10-2	24	39	43	24	37	43	4.04
636	2020/11/6	10-8	28	37	43	26	36	43	4.04
637	2020/11/6	10-13	24	39	40	24	37	40	4.03
638	2020/11/6	10-19	21	32	34	21	32	34	4.03
639	2020/11/6	10-20	21	32	36	21	32	36	4.1
640	2020/11/6	10-25	22	31	35	22	31	35	4.11
641	2020/11/6	10-31	22	32	34	22	32	34	4.11
642	2020/11/6	10-36	19	29	33	19	29	33	4.11
643	2020/11/6	10-42	23	32	35	23	32	35	4.11
644	2020/11/6	10-47	19	28	30	19	28	30	4.11
645	2020/11/6	10-53	17	26	30	17	26	30	4.09
646	2020/11/6	10-58	18	26	28	18	26	28	4.09
647	2020/11/6	11-4	20	28	29	20	28	29	4.09
648	2020/11/6	11-9	19	28	29	19	28	29	4.09
649	2020/11/6	11-15	19	28	28	19	28	28	4.09
650	2020/11/6	11-20	17	25	31	17	25	31	4.09
651	2020/11/6	11-26	18	28	28	18	28	28	4.09
652	2020/11/6	11-31	18	25	31	18	25	31	4.09
653	2020/11/6	11-37	19	26	30	19	26	30	4.09
654	2020/11/6	11-42	19	28	30	19	28	30	4.09
655	2020/11/6	11-48	19	29	33	19	29	33	4.09
656	2020/11/6	11-53	18	25	28	18	25	28	4.09
657	2020/11/6	11-59	19	28	29	19	28	29	4.09
658	2020/11/6	12-4	19	28	34	19	28	34	4.09
659	2020/11/6	12-10	19	30	30	19	30	30	4.09
660	2020/11/6	12-15	17	23	23	17	23	23	4.09
661	2020/11/6	12-21	21	33	37	21	33	37	4.09
662	2020/11/6	12-26	19	28	32	19	28	32	4.09
663	2020/11/6	12-32	19	29	30	19	29	30	4.09
664	2020/11/6	12-37	20	29	30	20	29	30	4.09
665	2020/11/6	12-43	22	30	33	22	30	33	4.09
666	2020/11/6	12-48	23	29	33	23	29	33	4.09
667	2020/11/6	12-54	23	34	35	23	34	35	4.09
668	2020/11/6	12-59	21	32	33	21	32	33	4.09
669	2020/11/6	13-5	23	30	33	23	30	33	4.09
670	2020/11/6	13-10	25	39	41	24	38	41	4.09
671	2020/11/6	13-16	27	43	43	25	40	43	4.09
672	2020/11/6	13-21	24	35	37	24	35	37	4.09
673	2020/11/6	13-27	25	38	39	24	37	39	4.09
674	2020/11/6	13-32	23	34	39	23	34	39	4.09
675	2020/11/6	13-38	24	35	38	24	35	38	4.09
676	2020/11/6	13-43	26	39	42	24	38	42	4.09
677	2020/11/6	13-49	26	37	37	24	37	37	4.09
678	2020/11/6	13-54	25	38	40	24	37	40	4.09
679	2020/11/6	14-0	30	41	47	27	40	47	4.06
680	2020/11/6	14-5	22	33	34	22	33	34	4.11
681	2020/11/6	14-10	27	42	46	26	39	46	4.09
682	2020/11/6	14-16	24	40	45	24	38	45	4.09
683	2020/11/6	14-21	22	34	36	22	34	36	4.09
684	2020/11/6	14-27	22	32	38	22	32	38	4.11
685	2020/11/6	14-32	21	29	30	21	29	30	4.09
686	2020/11/6	14-38	21	31	34	21	31	34	4.09
687	2020/11/6	14-43	21	31	34	21	31	34	4.09
688	2020/11/6	14-49	23	33	34	23	33	34	4.09
689	2020/11/6	14-54	23	33	34	23	33	34	4.09
690	2020/11/6	15-0	24	35	37	23	35	37	4.09
691	2020/11/6	15-5	21	30	31	21	30	31	4.09
692	2020/11/6	15-11	23	31	36	23	31	36	4.09
693	2020/11/6	15-16	21	31	33	21	31	33	4.09
694	2020/11/6	15-22	23	35	36	23	35	36	4.09
695	2020/11/6	15-27	21	31	33	21	31	33	4.09
696	2020/11/6	15-33	24	37	42	23	36	42	4.09
697	2020/11/6	15-38	22	35	37	22	35	37	4.09
698	2020/11/6	15-44	23	35	40	23	35	40	4.09
699	2020/11/6	15-49	24	34	35	23	34	35	4.09
700	2020/11/6	15-55	22	33	35	22	33	35	4.09
701	2020/11/6	16-0	21	31	35	21	31	35	4.09
702	2020/11/6	16-6	22	33	35	22	33	35	4.09
703	2020/11/6	16-11	22	33	34	22	33	34	4.09
704	2020/11/6	16-17	22	33	33	22	33	33	4.09
705	2020/11/6	16-22	23	34	37	23	34	37	4.09
706	2020/11/6	16-28	24	35	42	23	35	42	4.09
707	2020/11/6	16-33	24	35	37	23	35	37	4.09
708	2020/11/6	16-39	24	34	36	23	34	36	4.09
709	2020/11/6	16-44	23	33	35	23	33	35	4.09
710	2020/11/6	16-50	25	37	40	24	36	40	4.09
711	2020/11/6	16-55	53	82	100	37	58	78	4.06
712	2020/11/6	17-1	38	53	55	32	46	54	4.05
713	2020/11/6	17-6	40	61	63	33	49	58	4.05
714	2020/11/6	17-12	44	61	63	33	50	58	4.05
715	2020/11/6	17-17	38	53	56	31	45	54	4.05
716	2020/11/6	17-23	39	56	64	32	47	60	4.05
717	2020/11/6	17-28	43	63	71	33	50	63	4.05
718	2020/11/6	17-34	36	55	57	31	46	55	4.04
719	2020/11/6	17-39	41	59	63	31	47	59	4.06
720	2020/11/6	17-45	40	58	66	31	47	60	4.05
721	2020/11/6	17-50	57	82	97	39	57	76	4.04
722	2020/11/6	17-56	55	76	83	38	55	70	4.03
723	2020/11/6	18-2	58	84	98	39	58	77	4.03
724	2020/11/6	18-7	25	37	38	24	36	38	4.04
725	2020/11/6	18-13	27	37	41	25	36	41	4.04
726	2020/11/6	18-18	27	35	42	25	35	42	4.04
727	2020/11/6	18-24	28	41	47	25	38	47	4.03
728	2020/11/6	18-29	25	34	34	24	34	34	4.04
729	2020/11/6	18-35	35	50	58	30	44	56	4.04
730	2020/11/6	18-40	37	54	62	31	45	58	4.03
731	2020/11/6	18-46	38	53	58	31	45	56	4.04
732	2020/11/6	18-51	38	54	57	31	45	55	4.03
733	2020/11/6	18-57	60	90	106	40	61	81	4.03
734	2020/11/6	19-2	66	102	124	43	67	89	4.02
735	2020/11/6	19-8	68	102	116	44	68	86	4.03
736	2020/11/6	19-13	68	108	129	44	71	92	4.01
737	2020/11/6	19-19	70	106	127	46	69	92	4.03
738	2020/11/6	19-25	74	109	128	48	72	91	4.02
739	2020/11/6	19-30	76	113	123	49	75	91	4.02
740	2020/11/6	19-36	77	122	139	51	80	97	4.02
741	2020/11/6	19-41	36	50	53	31	45	53	4.01
742	2020/11/6	19-47	47	63	70	36	52	64	4.02
743	2020/11/6	19-52	41	63	65	34	51	60	4.03
744	2020/11/6	19-58	42	60	66	33	49	61	4.02
745	2020/11/6	20-3	43	59	65	33	49	60	4.02
746	2020/11/6	20-9	40	61	68	33	50	62	4.01
747	2020/11/6	20-14	46	66	70	35	52	62	4.02
748	2020/11/6	20-20	41	58	68	33	48	62	4.01
749	2020/11/6	20-25	42	56	58	33	47	55	4.01
750	2020/11/6	20-31	45	67	77	35	51	67	4.01
751	2020/11/6	20-36	48	71	76	36	54	67	4.01
752	2020/11/6	20-42	47	68	71	35	52	64	4.01
753	2020/11/6	20-48	46	69	73	35	53	65	4.01
754	2020/11/6	20-53	42	60	63	33	49	58	4.01
755	2020/11/6	20-59	43	62	68	34	50	62	4.01
756	2020/11/6	21-4	41	61	67	33	49	61	4
757	2020/11/6	21-10	46	69	72	35	53	65	4.01
758	2020/11/6	21-15	41	60	64	33	49	59	4
759	2020/11/6	21-21	41	62	67	32	50	61	4
760	2020/11/6	21-26	8	3	37632	975	53	66	3.99
761	2020/11/6	21-32	47	73	79	35	54	68	4
762	2020/11/6	21-37	45	65	72	35	51	64	4
763	2020/11/6	21-43	61	90	101	41	61	79	4
764	2020/11/6	21-47	49	70	75	38	56	67	4.17
765	2020/11/6	21-53	49	76	83	37	57	71	4.11
766	2020/11/6	22-4	49	72	89	36	55	75	4.1
767	2020/11/6	22-9	49	77	85	36	57	73	4.1
768	2020/11/6	22-15	45	73	80	35	56	69	4.1
769	2020/11/6	22-20	52	72	87	37	55	73	4.11
770	2020/11/6	22-26	48	71	85	36	54	72	4.11
771	2020/11/6	22-31	60	89	97	40	61	78	4.11
772	2020/11/6	22-37	56	84	92	39	60	76	4.11
773	2020/11/6	22-42	57	83	89	39	59	73	4.11
774	2020/11/6	22-48	51	78	85	37	56	71	4.11
775	2020/11/6	22-53	57	83	90	39	58	73	4.09
776	2020/11/6	22-59	53	80	83	38	56	70	4.09
777	2020/11/6	23-4	50	76	87	36	56	72	4.09
778	2020/11/6	23-10	50	73	78	36	54	67	4.09
779	2020/11/6	23-15	47	71	77	35	53	67	4.09
780	2020/11/6	23-21	46	69	73	34	53	65	4.09
781	2020/11/6	23-26	43	63	69	33	51	62	4.09
782	2020/11/6	23-32	45	66	73	34	51	65	4.09
783	2020/11/6	23-37	47	70	77	35	53	67	4.09
784	2020/11/6	23-43	45	70	79	35	53	67	4.09
785	2020/11/6	23-48	45	68	74	34	52	65	4.09
786	2020/11/6	23-54	47	67	70	36	52	63	4.09
787	2020/11/7	0-0	45	68	74	34	52	65	4.09
788	2020/11/7	0-5	46	72	80	34	53	68	4.09
789	2020/11/7	0-11	47	65	72	36	51	64	4.09
790	2020/11/7	0-16	44	68	73	33	52	64	4.09
791	2020/11/7	0-22	48	74	83	35	54	70	4.09
792	2020/11/7	0-27	51	82	89	37	58	73	4.09
793	2020/11/7	0-33	50	74	81	36	54	69	4.09
794	2020/11/7	0-38	44	66	75	33	51	66	4.09
795	2020/11/7	0-44	49	71	73	36	53	65	4.09
796	2020/11/7	0-49	48	75	82	36	55	70	4.09
797	2020/11/7	0-55	49	73	81	36	54	70	4.09
798	2020/11/7	1-0	45	70	76	35	54	67	4.09
799	2020/11/7	1-6	46	68	78	35	52	67	4.09
800	2020/11/7	1-11	43	67	70	34	51	63	4.09
801	2020/11/7	1-17	47	71	77	36	53	66	4.09
802	2020/11/7	1-22	44	68	70	34	52	63	4.09
803	2020/11/7	1-28	44	68	80	33	52	68	4.09
804	2020/11/7	1-33	49	70	76	36	53	66	4.09
805	2020/11/7	1-39	45	65	71	35	51	64	4.09
806	2020/11/7	1-44	45	69	76	35	52	67	4.09
807	2020/11/7	1-50	43	65	72	34	51	64	4.09
808	2020/11/7	1-55	43	64	71	34	51	64	4.09
809	2020/11/7	2-1	44	63	70	34	50	63	4.09
810	2020/11/7	2-6	46	66	71	35	51	64	4.09
811	2020/11/7	2-12	49	70	73	36	53	65	4.08
812	2020/11/7	2-17	49	69	73	36	52	65	4.09
813	2020/11/7	2-23	45	70	78	35	54	68	4.09
814	2020/11/7	2-28	45	68	75	35	53	66	4.09
815	2020/11/7	2-34	50	72	83	36	53	70	4.09
816	2020/11/7	2-39	52	80	85	37	57	71	4.09
817	2020/11/7	2-45	55	81	87	38	57	73	4.09
818	2020/11/7	2-50	51	76	81	37	56	69	4.09
819	2020/11/7	2-56	58	88	97	40	60	77	4.08
820	2020/11/7	3-1	57	86	93	40	60	75	4.09
821	2020/11/7	3-7	57	86	96	40	60	76	4.08
822	2020/11/7	3-12	65	94	100	42	62	79	4.08
823	2020/11/7	3-18	63	93	106	41	62	81	4.08
824	2020/11/7	3-23	62	90	100	41	61	78	4.08
825	2020/11/7	3-29	66	98	105	43	65	80	4.08
826	2020/11/7	3-34	64	95	106	42	62	81	4.08
827	2020/11/7	3-40	63	93	103	41	62	80	4.08
828	2020/11/7	3-45	64	100	115	42	66	84	4.08
829	2020/11/7	3-51	66	103	108	43	67	82	4.08
830	2020/11/7	3-56	64	97	109	42	64	82	4.08
831	2020/11/7	4-2	64	100	109	42	66	82	4.08
832	2020/11/7	4-7	70	101	107	45	67	81	4.08
833	2020/11/7	4-13	72	104	125	47	68	88	4.08
834	2020/11/7	4-18	69	102	104	45	67	80	4.08
835	2020/11/7	4-24	70	107	121	45	70	87	4.08
836	2020/11/7	4-29	73	111	126	48	73	88	4.08
837	2020/11/7	4-35	68	108	131	44	72	90	4.08
838	2020/11/7	4-40	80	120	135	53	78	91	4.08
839	2020/11/7	4-46	76	118	132	49	77	90	4.09
840	2020/11/7	4-51	76	113	119	50	74	86	4.08
841	2020/11/7	4-57	79	119	135	52	79	92	4.08
842	2020/11/7	5-2	79	121	137	52	80	92	4.08
843	2020/11/7	5-8	82	126	139	54	83	93	4.08
844	2020/11/7	5-13	83	130	149	54	86	98	4.08
845	2020/11/7	5-19	88	131	153	58	87	101	4.08
846	2020/11/7	5-24	89	135	166	58	89	110	4.08
847	2020/11/7	5-30	85	127	149	55	84	98	4.08
848	2020/11/7	5-35	86	126	146	56	83	96	4.08
849	2020/11/7	5-41	85	131	159	55	86	105	4.08
850	2020/11/7	5-46	89	134	147	58	88	97	4.08
851	2020/11/7	5-52	94	139	165	61	91	109	4.08
852	2020/11/7	5-57	91	136	160	60	90	105	4.08
853	2020/11/7	6-3	89	140	153	58	92	100	4.08
854	2020/11/7	6-8	87	129	148	58	85	98	4.08
855	2020/11/7	6-14	94	144	157	62	95	103	4.08
856	2020/11/7	6-19	94	149	178	61	98	117	4.08
857	2020/11/7	6-25	90	136	159	59	90	105	4.08
858	2020/11/7	6-30	95	142	165	62	94	109	4.08
859	2020/11/7	6-36	93	138	157	61	90	103	4.08
860	2020/11/7	6-41	92	138	146	60	90	96	4.08
861	2020/11/7	6-47	96	148	163	63	98	108	4.08
862	2020/11/7	6-52	93	137	150	61	91	99	4.08
863	2020/11/7	6-58	94	142	159	61	94	105	4.08
864	2020/11/7	7-3	98	142	161	64	94	107	4.08
865	2020/11/7	7-9	90	141	159	60	93	105	4.08
866	2020/11/7	7-14	96	142	154	62	93	102	4.08
867	2020/11/7	7-20	92	146	165	60	96	109	4.08
868	2020/11/7	7-25	88	138	158	58	91	105	4.08
869	2020/11/7	7-31	95	140	162	62	93	107	4.08
870	2020/11/7	7-37	95	144	163	62	95	107	4.08
871	2020/11/7	7-42	92	138	150	60	92	99	4.08
872	2020/11/7	7-48	91	145	154	60	96	102	4.08
873	2020/11/7	7-53	90	136	156	59	90	103	4.08
874	2020/11/7	7-59	93	144	156	61	95	103	4.08
875	2020/11/7	8-4	98	148	176	65	98	117	4.08
876	2020/11/7	8-10	92	137	152	60	91	100	4.08
877	2020/11/7	8-15	94	140	158	61	92	104	4.08
878	2020/11/7	8-21	92	146	161	61	97	106	4.11
879	2020/11/7	8-26	90	144	171	59	95	113	4.11
880	2020/11/7	8-32	92	133	159	60	88	105	4.09
881	2020/11/7	8-37	94	150	169	62	99	112	4.06
882	2020/11/7	8-43	95	145	166	63	95	110	4.06
883	2020/11/7	8-48	95	143	167	63	94	110	4.04
884	2020/11/7	8-54	60	82	88	41	59	74	4.11
885	2020/11/7	8-59	55	77	86	40	57	72	4.11
886	2020/11/7	9-5	55	78	81	39	57	69	4.09
887	2020/11/7	9-10	60	80	86	40	57	73	4.09
888	2020/11/7	9-16	56	78	84	39	57	72	4.09
889	2020/11/7	9-21	57	78	84	39	57	72	4.09
890	2020/11/7	9-27	56	80	86	39	57	73	4.09
891	2020/11/7	9-32	61	85	94	40	60	76	4.09
892	2020/11/7	9-38	56	80	84	39	57	72	4.09
893	2020/11/7	9-43	51	78	83	36	56	71	4.09
894	2020/11/7	9-49	54	75	80	38	56	69	4.09
895	2020/11/7	9-54	57	88	95	39	61	77	4.09
896	2020/11/7	10-0	53	77	86	38	57	73	4.09
897	2020/11/7	10-5	56	80	86	39	57	73	4.09
898	2020/11/7	10-11	54	79	86	38	57	73	4.09
899	2020/11/7	10-16	53	78	82	38	57	70	4.09
900	2020/11/7	10-22	57	78	89	39	57	74	4.09
901	2020/11/7	10-27	58	85	97	40	60	78	4.09
902	2020/11/7	10-33	57	81	96	39	58	76	4.09
903	2020/11/7	10-38	55	75	80	39	56	69	4.09
904	2020/11/7	10-44	53	71	80	38	55	69	4.09
905	2020/11/7	10-49	56	82	94	39	58	76	4.09
906	2020/11/7	10-55	51	74	82	37	55	70	4.09
907	2020/11/7	11-0	56	76	80	39	56	69	4.09
908	2020/11/7	11-6	55	74	80	39	55	69	4.09
909	2020/11/7	11-11	49	69	78	36	53	67	4.09
910	2020/11/7	11-17	50	70	77	36	53	67	4.09
911	2020/11/7	11-22	49	70	74	36	53	66	4.09
912	2020/11/7	11-28	52	74	81	38	55	69	4.09
913	2020/11/7	11-33	48	69	72	36	53	65	4.09
914	2020/11/7	11-39	48	67	71	36	52	64	4.09
915	2020/11/7	11-44	53	74	80	37	55	68	4.09
916	2020/11/7	11-50	49	77	82	36	57	70	4.09
917	2020/11/7	11-55	48	66	72	36	52	65	4.09
918	2020/11/7	12-1	46	60	66	35	49	61	4.09
919	2020/11/7	12-6	49	76	86	36	55	72	4.09
920	2020/11/7	12-12	46	67	71	35	52	63	4.09
921	2020/11/7	12-17	52	72	80	37	54	68	4.09
922	2020/11/7	12-23	44	64	70	34	51	63	4.09
923	2020/11/7	12-28	49	71	77	36	54	67	4.09
924	2020/11/7	12-34	51	74	80	37	55	69	4.09
925	2020/11/7	12-39	47	71	77	35	54	67	4.09
926	2020/11/7	12-45	49	68	83	36	53	71	4.09
927	2020/11/7	12-50	51	79	87	37	58	74	4.05
928	2020/11/7	12-56	52	81	87	38	58	73	4.05
929	2020/11/7	13-1	54	78	94	38	57	76	4.05
930	2020/11/7	13-7	54	79	87	38	57	73	4.05
931	2020/11/7	13-12	60	87	98	40	61	78	4.05
932	2020/11/7	13-18	52	77	86	38	57	72	4.05
933	2020/11/7	13-23	54	82	100	39	58	78	4.04
934	2020/11/7	13-29	51	77	86	37	56	72	4.05
935	2020/11/7	13-35	50	76	88	36	56	73	4.04
936	2020/11/7	13-40	59	82	89	40	58	74	4.04
937	2020/11/7	13-46	58	82	94	40	58	76	4.04
938	2020/11/7	13-51	56	84	92	38	58	75	4.04
939	2020/11/7	13-57	50	74	82	36	55	70	4.04
940	2020/11/7	14-2	51	77	86	37	56	72	4.04
941	2020/11/7	14-8	51	78	86	36	57	72	4.03
942	2020/11/7	14-13	49	71	83	36	54	70	4.04
943	2020/11/7	14-19	53	77	80	38	57	69	4.03
944	2020/11/7	14-24	52	77	86	37	56	72	4.03
945	2020/11/7	14-30	51	75	89	37	55	72	4.03
946	2020/11/7	14-35	53	77	84	37	56	71	4.03
947	2020/11/7	14-41	51	80	98	37	57	77	4.03
948	2020/11/7	14-46	51	79	86	37	57	72	4.03
949	2020/11/7	14-52	48	71	79	35	53	68	4.03
950	2020/11/7	14-58	60	95	112	40	62	84	4.02
951	2020/11/7	15-3	50	76	82	36	56	70	4.03
952	2020/11/7	15-9	54	77	90	38	56	74	4.03
953	2020/11/7	15-14	63	98	120	41	65	86	4.03
954	2020/11/7	15-20	55	84	89	38	58	73	4.02
955	2020/11/7	15-25	55	86	105	38	60	80	4.02
956	2020/11/7	15-31	55	82	93	38	58	75	4.02
957	2020/11/7	15-36	69	108	122	45	71	88	4.02
