数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
516	20-11-6	6-50	15	24	25	15	24	25	4.22	
517	20-11-6	6-55	16	24	27	16	24	27	4.22	
518	20-11-6	7-1	16	24	25	16	24	25	4.22	
519	20-11-6	7-6	19	27	28	19	27	28	4.22	
520	20-11-6	7-12	18	27	30	18	27	30	4.22	
521	20-11-6	7-17	18	28	29	18	28	29	4.22	
522	20-11-6	7-23	20	28	31	19	28	31	4.22	
523	20-11-6	7-28	21	30	34	20	29	34	4.22	
524	20-11-6	7-34	21	29	31	20	29	31	4.22	
525	20-11-6	7-39	19	29	30	19	29	30	4.22	
526	20-11-6	7-45	21	31	32	20	31	32	4.22	
527	20-11-6	7-50	22	31	33	21	31	33	4.22	
528	20-11-6	7-56	22	32	38	21	31	38	4.22	
529	20-11-6	8-1	24	32	33	22	31	33	4.22	
530	20-11-6	8-7	21	32	34	20	31	34	4.22	
531	20-11-6	8-12	23	32	35	21	31	35	4.22	
532	20-11-6	8-18	24	32	33	22	31	33	4.22	
533	20-11-6	8-23	23	33	39	21	31	39	4.22	
534	20-11-6	8-29	23	31	33	21	31	33	4.22	
535	20-11-6	8-34	23	32	35	21	31	35	4.22	
536	20-11-6	8-40	23	33	37	21	31	37	4.22	
537	20-11-6	8-45	23	33	36	21	31	36	4.22	
538	20-11-6	8-51	25	35	36	22	32	36	4.17	
539	20-11-6	8-56	23	32	37	21	31	37	4.16	
540	20-11-6	9-2	22	32	35	21	31	35	4.16	
541	20-11-6	9-7	22	34	36	21	32	36	4.13	
542	20-11-6	9-13	26	35	36	23	32	36	4.16	
543	20-11-6	9-18	24	35	37	22	32	37	4.16	
544	20-11-6	9-24	26	37	41	23	34	41	4.15	
545	20-11-6	9-29	25	36	38	22	33	38	4.15	
546	20-11-6	9-35	24	34	35	22	32	35	4.15	
547	20-11-6	9-40	23	33	34	21	31	34	4.15	
548	20-11-6	9-46	23	34	36	21	32	36	4.15	
549	20-11-6	9-52	22	33	36	21	31	36	4.14	
550	20-11-6	9-57	23	32	35	21	31	35	4.15	
551	20-11-6	10-3	24	35	40	22	32	40	4.14	
552	20-11-6	10-8	22	32	34	21	31	34	4.14	
553	20-11-6	10-14	25	34	36	22	32	36	4.14	
554	20-11-6	10-19	21	33	37	20	31	37	4.14	
555	20-11-6	10-25	20	28	29	19	28	29	4.14	
556	20-11-6	10-30	18	26	28	18	26	28	4.14	
557	20-11-6	10-36	18	25	28	18	25	28	4.14	
558	20-11-6	10-41	18	27	31	18	27	31	4.12	
559	20-11-6	10-47	18	28	30	18	28	30	4.12	
560	20-11-6	10-52	18	25	27	18	25	27	4.13	
561	20-11-6	10-58	17	23	23	17	23	23	4.13	
562	20-11-6	11-3	16	24	30	16	24	30	4.13	
563	20-11-6	11-9	18	24	25	18	24	25	4.12	
564	20-11-6	11-15	20	29	30	19	29	30	4.11	
565	20-11-6	11-20	20	29	30	19	29	30	4.11	
566	20-11-6	11-26	21	30	33	20	29	33	4.13	
567	20-11-6	11-31	19	27	28	19	27	28	4.12	
568	20-11-6	11-37	19	27	30	19	27	30	4.12	
569	20-11-6	11-42	21	30	32	20	29	32	4.13	
570	20-11-6	11-48	22	30	30	21	29	30	4.12	
571	20-11-6	11-53	22	31	33	21	30	33	4.12	
572	20-11-6	11-59	20	27	30	19	27	30	4.12	
573	20-11-6	12-4	19	29	33	19	29	33	4.10	
574	20-11-6	12-10	19	28	30	19	28	30	4.12	
575	20-11-6	12-15	19	27	29	19	27	29	4.11	
576	20-11-6	12-21	18	26	28	18	26	28	4.12	
577	20-11-6	12-26	21	30	33	20	29	33	4.11	
578	20-11-6	12-32	25	35	37	22	32	37	4.11	
579	20-11-6	12-38	21	30	33	20	29	33	4.11	
580	20-11-6	12-43	22	30	32	21	29	32	4.11	
581	20-11-6	12-49	23	33	36	21	31	36	4.11	
582	20-11-6	12-54	26	38	40	23	34	40	4.11	
583	20-11-6	13-0	24	34	35	22	32	35	4.11	
584	20-11-6	13-5	25	34	36	22	32	36	4.11	
585	20-11-6	13-11	27	38	38	23	34	38	4.11	
586	20-11-6	13-16	26	37	39	23	34	39	4.11	
587	20-11-6	13-22	25	35	39	22	32	39	4.11	
588	20-11-6	13-27	25	36	38	22	33	38	4.11	
589	20-11-6	13-33	28	41	44	24	36	44	4.10	
590	20-11-6	13-38	26	36	38	23	33	38	4.10	
591	20-11-6	13-44	26	38	41	23	34	41	4.10	
592	20-11-6	13-49	24	35	39	22	32	39	4.10	
593	20-11-6	13-55	23	34	36	21	32	36	4.08	
594	20-11-6	14-1	23	34	39	21	32	39	4.09	
595	20-11-6	14-6	25	34	36	22	32	36	4.10	
596	20-11-6	14-12	26	36	39	23	33	39	4.10	
597	20-11-6	14-17	26	35	36	23	32	36	4.10	
598	20-11-6	14-23	27	35	37	23	32	37	4.09	
599	20-11-6	14-28	27	36	39	23	33	39	4.10	
600	20-11-6	14-34	24	37	37	22	34	37	4.08	
601	20-11-6	14-39	24	35	37	22	32	37	4.09	
602	20-11-6	14-45	27	38	41	23	34	41	4.09	
603	20-11-6	14-50	25	36	38	22	33	38	4.09	
604	20-11-6	14-56	27	40	42	23	35	42	4.09	
605	20-11-6	15-1	30	41	44	25	36	44	4.08	
606	20-11-6	15-7	27	37	40	23	34	40	4.09	
607	20-11-6	15-12	29	40	41	25	35	41	4.09	
608	20-11-6	15-18	28	40	43	24	35	43	4.09	
609	20-11-6	15-24	27	39	40	23	35	40	4.07	
610	20-11-6	15-29	29	45	49	25	38	47	4.07	
611	20-11-6	15-35	29	42	44	25	37	44	4.09	
612	20-11-6	15-40	31	44	46	26	38	45	4.09	
613	20-11-6	15-46	33	47	50	27	39	48	4.08	
614	20-11-6	15-51	34	45	49	27	38	47	4.08	
615	20-11-6	15-55	32	47	50	27	40	48	4.27	
616	20-11-6	16-1	34	48	52	28	40	49	4.28	
617	20-11-6	16-6	33	46	49	27	39	47	4.28	
618	20-11-6	16-12	32	44	48	26	38	46	4.27	
619	20-11-6	16-17	33	48	49	27	40	47	4.27	
620	20-11-6	16-23	35	48	51	27	39	48	4.27	
621	20-11-6	16-28	41	59	63	30	44	55	4.27	
622	20-11-6	16-34	36	52	55	28	41	50	4.27	
623	20-11-6	16-39	32	46	49	27	38	47	4.28	
624	20-11-6	16-45	31	46	50	26	38	47	4.28	
625	20-11-6	16-50	33	47	51	27	39	48	4.28	
626	20-11-6	16-56	37	56	60	28	43	53	4.28	
627	20-11-6	17-1	35	49	52	27	40	48	4.28	
628	20-11-6	17-7	40	60	68	30	45	58	4.15	
629	20-11-6	17-12	37	53	56	28	42	51	4.15	
630	20-11-6	17-18	41	60	62	30	45	55	4.15	
631	20-11-6	17-23	39	57	60	29	44	54	4.12	
632	20-11-6	17-29	39	57	59	29	44	53	4.14	
633	20-11-6	17-34	37	54	59	28	43	53	4.14	
634	20-11-6	17-40	36	52	56	28	42	51	4.14	
635	20-11-6	17-45	47	68	73	32	48	61	4.14	
636	20-11-6	17-51	48	70	73	33	49	61	4.14	
637	20-11-6	17-56	44	64	72	31	47	60	4.14	
638	20-11-6	18-2	45	67	73	32	48	61	4.13	
639	20-11-6	18-8	45	65	73	32	47	61	4.11	
640	20-11-6	18-13	43	62	66	31	46	57	4.13	
641	20-11-6	18-19	44	64	70	31	47	59	4.13	
642	20-11-6	18-24	45	63	69	32	46	59	4.10	
643	20-11-6	18-30	41	58	63	30	44	55	4.12	
644	20-11-6	18-35	45	64	72	32	47	60	4.12	
645	20-11-6	18-41	44	66	71	31	47	60	4.12	
646	20-11-6	18-46	44	62	68	31	46	58	4.12	
647	20-11-6	18-52	52	76	85	34	51	66	4.10	
648	20-11-6	18-57	51	77	85	34	51	66	4.12	
649	20-11-6	19-3	67	95	103	44	62	73	4.10	
650	20-11-6	19-8	63	94	106	41	62	74	4.09	
651	20-11-6	19-14	69	93	109	45	61	75	4.11	
652	20-11-6	19-19	69	101	113	45	66	76	4.11	
653	20-11-6	19-25	72	106	118	47	70	78	4.11	
654	20-11-6	19-31	73	105	114	48	69	76	4.09	
655	20-11-6	19-36	71	104	120	47	68	79	4.08	
656	20-11-6	19-42	55	79	87	36	51	66	4.11	
657	20-11-6	19-47	60	87	98	39	57	71	4.09	
658	20-11-6	19-53	60	90	101	39	59	72	4.09	
659	20-11-6	19-58	60	93	105	39	61	74	4.09	
660	20-11-6	20-4	62	89	101	41	59	73	4.11	
661	20-11-6	20-9	66	96	100	43	63	72	4.10	
662	20-11-6	20-15	66	97	108	42	64	75	4.10	
663	20-11-6	20-20	64	96	104	42	63	74	4.10	
664	20-11-6	20-26	65	96	107	42	62	74	4.10	
665	20-11-6	20-31	63	96	105	41	63	74	4.10	
666	20-11-6	20-37	65	89	103	42	58	73	4.10	
667	20-11-6	20-42	68	103	119	44	68	79	4.10	
668	20-11-6	20-48	67	99	106	44	65	74	4.10	
669	20-11-6	20-54	63	93	101	41	61	72	4.08	
670	20-11-6	20-59	64	91	96	42	60	71	4.09	
671	20-11-6	21-5	65	95	105	42	62	74	4.08	
672	20-11-6	21-10	68	97	108	44	64	75	4.08	
673	20-11-6	21-16	65	98	114	42	64	77	4.09	
674	20-11-6	21-21	3517	630	52	20	4	37632	4.07	
675	20-11-6	21-27	64	94	103	42	62	73	4.07	
676	20-11-6	21-32	64	91	99	42	60	72	4.09	
677	20-11-6	21-38	63	95	102	41	62	73	4.07	
678	20-11-6	21-43	65	98	111	42	64	76	4.09	
679	20-11-6	21-49	62	91	100	40	60	72	4.07	
680	20-11-6	21-54	59	86	93	39	57	69	4.09	
681	20-11-6	22-0	60	88	94	39	58	70	4.08	
682	20-11-6	22-5	55	81	90	36	53	68	4.08	
683	20-11-6	22-11	50	76	83	33	51	65	4.06	
684	20-11-6	22-17	54	77	83	35	51	65	4.08	
685	20-11-6	22-22	49	71	76	33	49	62	4.08	
686	20-11-6	22-28	50	72	79	33	50	63	4.06	
687	20-11-6	22-33	52	74	85	34	50	66	4.08	
688	20-11-6	22-39	50	74	85	33	50	66	4.09	
689	20-11-6	22-44	53	78	84	34	52	66	4.07	
690	20-11-6	22-50	53	73	75	34	50	61	4.08	
691	20-11-6	22-55	54	77	86	35	51	66	4.08	
692	20-11-6	23-1	55	79	83	36	52	65	4.06	
693	20-11-6	23-6	52	74	80	34	50	64	4.08	
694	20-11-6	23-12	48	72	77	33	50	62	4.08	
695	20-11-6	23-17	49	72	79	33	50	63	4.08	
696	20-11-6	23-23	46	71	74	32	49	61	4.05	
697	20-11-6	23-28	49	70	77	33	49	62	4.07	
698	20-11-6	23-34	47	69	75	32	49	61	4.08	
699	20-11-6	23-36	48	69	72	32	48	60	4.27	
700	20-11-6	23-41	48	69	74	32	48	60	4.27	
701	20-11-6	23-47	47	68	73	32	48	60	4.27	
702	20-11-6	23-52	50	77	84	34	51	65	4.27	
703	20-11-6	23-58	50	71	78	33	49	62	4.27	
704	20-11-7	0-3	52	75	81	34	51	64	4.27	
705	20-11-7	0-9	53	77	81	34	51	64	4.27	
706	20-11-7	0-14	52	75	86	34	51	66	4.28	
707	20-11-7	0-20	50	73	77	33	50	62	4.28	
708	20-11-7	0-25	51	73	81	34	50	64	4.28	
709	20-11-7	0-31	53	75	79	34	51	63	4.28	
710	20-11-7	0-36	45	70	73	32	49	61	4.28	
711	20-11-7	0-42	48	68	74	33	48	61	4.28	
712	20-11-7	0-47	46	66	73	32	47	61	4.28	
713	20-11-7	0-53	44	67	72	31	48	60	4.28	
714	20-11-7	0-58	49	70	76	33	49	62	4.28	
715	20-11-7	1-4	51	75	79	34	51	63	4.28	
716	20-11-7	1-9	50	75	81	33	51	64	4.28	
717	20-11-7	1-15	50	73	80	33	50	64	4.28	
718	20-11-7	1-20	52	73	80	34	50	64	4.28	
719	20-11-7	1-26	50	73	77	33	50	62	4.23	
720	20-11-7	1-32	55	78	86	36	52	66	4.22	
721	20-11-7	1-37	54	78	81	35	52	64	4.22	
722	20-11-7	1-43	54	81	88	35	53	67	4.22	
723	20-11-7	1-48	54	74	77	35	50	62	4.22	
724	20-11-7	1-54	56	81	89	36	53	68	4.22	
725	20-11-7	1-59	56	84	94	36	55	70	4.22	
726	20-11-7	2-5	60	92	104	39	60	74	4.22	
727	20-11-7	2-10	60	92	100	39	60	72	4.22	
728	20-11-7	2-16	60	90	100	39	59	72	4.22	
729	20-11-7	2-21	63	92	100	41	60	72	4.21	
730	20-11-7	2-27	64	97	113	42	64	77	4.21	
731	20-11-7	2-32	69	104	113	45	68	77	4.21	
732	20-11-7	2-38	3505	672	51	21	1	37632	4.21	
733	20-11-7	2-43	66	96	102	43	63	73	4.21	
734	20-11-7	2-49	3630	587	38	19	0	37632	4.21	
735	20-11-7	2-54	75	110	121	49	72	80	4.21	
736	20-11-7	3-0	70	103	113	46	68	77	4.21	
737	20-11-7	3-5	71	109	119	46	72	79	4.21	
738	20-11-7	3-11	73	109	114	48	72	77	4.21	
739	20-11-7	3-16	75	112	122	50	73	80	4.21	
740	20-11-7	3-22	78	113	125	52	74	83	4.21	
741	20-11-7	3-27	78	119	135	51	78	90	4.21	
742	20-11-7	3-33	80	115	128	52	76	85	4.21	
743	20-11-7	3-38	82	123	134	54	81	89	4.21	
744	20-11-7	3-44	83	125	144	55	82	95	4.21	
745	20-11-7	3-49	84	129	141	56	85	93	4.21	
746	20-11-7	3-55	88	129	144	58	86	96	4.21	
747	20-11-7	4-0	83	125	136	55	83	90	4.21	
748	20-11-7	4-6	87	128	141	57	85	93	4.21	
749	20-11-7	4-11	86	133	149	57	88	99	4.21	
750	20-11-7	4-17	92	141	161	60	93	107	4.21	
751	20-11-7	4-22	92	138	155	60	91	103	4.21	
752	20-11-7	4-28	90	136	146	59	90	97	4.21	
753	20-11-7	4-33	94	143	153	61	95	101	4.21	
754	20-11-7	4-39	94	144	163	61	95	108	4.21	
755	20-11-7	4-44	97	143	158	63	95	104	4.21	
756	20-11-7	4-50	92	138	152	60	91	101	4.21	
757	20-11-7	4-55	94	140	148	62	93	98	4.21	
758	20-11-7	5-1	93	147	165	61	98	110	4.21	
759	20-11-7	5-6	94	140	151	61	93	100	4.21	
760	20-11-7	5-12	97	144	161	63	95	106	4.21	
761	20-11-7	5-17	95	136	146	62	90	98	4.21	
762	20-11-7	5-23	95	148	169	62	98	112	4.21	
763	20-11-7	5-28	100	146	154	65	97	102	4.21	
764	20-11-7	5-34	96	144	162	63	95	107	4.21	
765	20-11-7	5-39	101	150	165	67	99	108	4.21	
766	20-11-7	5-45	99	146	155	65	96	102	4.21	
767	20-11-7	5-50	99	150	162	65	99	107	4.21	
768	20-11-7	5-56	97	148	174	64	98	115	4.21	
769	20-11-7	6-1	101	147	163	66	98	108	4.21	
770	20-11-7	6-7	98	151	168	64	100	111	4.21	
771	20-11-7	6-12	101	151	167	67	100	110	4.21	
772	20-11-7	6-18	97	141	157	64	93	104	4.21	
773	20-11-7	6-23	102	151	162	68	100	107	4.21	
774	20-11-7	6-29	105	151	164	69	100	108	4.21	
775	20-11-7	6-34	100	153	176	66	101	117	4.21	
776	20-11-7	6-40	102	155	167	67	103	111	4.21	
777	20-11-7	6-45	103	153	171	68	101	114	4.21	
778	20-11-7	6-51	100	146	158	66	97	104	4.21	
779	20-11-7	6-56	100	152	166	66	100	110	4.21	
780	20-11-7	7-2	99	149	163	65	100	111	4.21	
781	20-11-7	7-7	98	142	158	64	94	105	4.21	
782	20-11-7	7-13	95	147	163	63	97	108	4.21	
783	20-11-7	7-18	99	145	157	65	96	104	4.21	
784	20-11-7	7-24	95	142	155	63	94	102	4.21	
785	20-11-7	7-29	97	148	163	63	98	108	4.21	
786	20-11-7	7-35	95	145	155	62	96	103	4.21	
787	20-11-7	7-40	97	147	160	64	97	106	4.21	
788	20-11-7	7-46	96	146	163	63	96	108	4.21	
789	20-11-7	7-51	99	147	160	65	97	106	4.21	
790	20-11-7	7-57	99	151	172	65	100	114	4.21	
791	20-11-7	8-2	95	145	156	63	96	103	4.20	
792	20-11-7	8-8	96	143	157	63	94	104	4.21	
793	20-11-7	8-13	100	148	168	66	98	111	4.20	
794	20-11-7	8-19	98	151	168	65	100	111	4.20	
795	20-11-7	8-24	97	145	155	63	96	102	4.21	
796	20-11-7	8-30	95	146	162	63	96	107	4.21	
797	20-11-7	8-35	93	140	155	61	93	102	4.21	
798	20-11-7	8-41	89	133	149	58	88	99	4.20	
799	20-11-7	8-46	91	129	144	60	85	95	4.21	
800	20-11-7	8-52	84	130	141	55	86	94	4.20	
801	20-11-7	8-57	88	131	146	58	87	97	4.20	
802	20-11-7	9-3	93	136	154	61	90	102	4.20	
803	20-11-7	9-8	87	136	148	58	89	96	4.20	
804	20-11-7	9-14	88	136	152	58	90	101	4.20	
805	20-11-7	9-19	88	134	147	58	89	97	4.20	
806	20-11-7	9-25	86	129	146	57	85	97	4.20	
807	20-11-7	9-30	93	137	152	61	91	100	4.20	
808	20-11-7	9-36	86	135	154	57	89	102	4.20	
809	20-11-7	9-41	88	133	144	58	88	96	4.20	
810	20-11-7	9-47	83	125	143	54	82	94	4.11	
811	20-11-7	9-52	85	131	149	56	86	99	4.13	
812	20-11-7	9-58	84	131	146	55	87	97	4.13	
813	20-11-7	10-4	82	122	140	54	81	92	4.13	
814	20-11-7	10-9	83	125	141	54	83	93	4.13	
815	20-11-7	10-15	84	129	153	56	85	101	4.13	
816	20-11-7	10-20	79	123	139	52	81	92	4.10	
817	20-11-7	10-26	82	123	136	54	81	90	4.10	
818	20-11-7	10-31	75	122	141	49	80	94	4.12	
819	20-11-7	10-37	74	113	129	48	75	86	4.10	
820	20-11-7	10-42	77	117	134	50	78	88	4.12	
821	20-11-7	10-48	74	114	131	48	76	87	4.12	
822	20-11-7	10-53	70	106	116	46	70	78	4.09	
823	20-11-7	10-59	70	106	115	46	70	77	4.09	
824	20-11-7	11-4	71	108	121	46	71	80	4.12	
825	20-11-7	11-10	71	107	120	46	70	79	4.11	
826	20-11-7	11-15	69	106	123	45	70	81	4.09	
827	20-11-7	11-21	71	106	117	46	70	78	4.11	
828	20-11-7	11-27	66	104	116	43	68	78	4.10	
829	20-11-7	11-32	71	102	113	46	68	77	4.08	
830	20-11-7	11-38	71	107	118	46	70	78	4.11	
831	20-11-7	11-43	3375	642	53	21	1	37632	4.08	
832	20-11-7	11-49	73	114	129	48	75	86	4.08	
833	20-11-7	11-54	72	110	125	47	72	82	4.09	
834	20-11-7	12-0	71	111	132	46	73	88	4.10	
835	20-11-7	12-5	67	117	126	44	77	83	4.08	
836	20-11-7	12-11	72	108	135	47	71	90	4.11	
837	20-11-7	12-16	73	111	125	48	73	82	4.10	
838	20-11-7	12-22	72	112	138	47	74	92	4.10	
839	20-11-7	12-27	72	106	117	47	70	78	4.08	
840	20-11-7	12-33	67	107	126	44	70	83	4.08	
841	20-11-7	12-38	68	108	124	44	72	82	4.09	
842	20-11-7	12-44	69	112	124	45	74	82	4.07	
843	20-11-7	12-50	67	110	126	44	72	84	4.07	
844	20-11-7	12-55	66	104	120	43	68	79	4.09	
845	20-11-7	13-1	66	111	126	43	73	83	4.07	
846	20-11-7	13-6	64	108	125	42	71	82	4.09	
847	20-11-7	13-12	65	100	123	42	66	81	4.07	
848	20-11-7	13-17	64	95	105	42	62	74	4.09	
849	20-11-7	13-23	69	103	126	45	68	83	4.09	
850	20-11-7	13-28	71	111	127	46	73	84	4.07	
851	20-11-7	13-34	69	104	116	45	68	78	4.07	
852	20-11-7	13-39	69	112	127	45	74	84	4.06	
853	20-11-7	13-45	73	108	131	48	72	87	4.07	
854	20-11-7	13-50	69	110	122	45	72	80	4.06	
855	20-11-7	13-56	69	105	119	45	70	79	4.08	
856	20-11-7	14-1	66	105	119	43	69	79	4.07	
857	20-11-7	14-7	64	104	119	42	68	79	4.06	
858	20-11-7	14-13	62	100	112	40	66	76	4.08	
859	20-11-7	14-18	61	90	106	40	59	74	4.08	
860	20-11-7	14-24	62	98	114	40	64	77	4.08	
861	20-11-7	14-29	59	92	112	38	60	76	4.06	
862	20-11-7	14-35	55	89	99	36	58	72	4.08	
863	20-11-7	14-40	62	91	111	40	60	76	4.05	
864	20-11-7	14-46	60	89	99	39	58	72	4.08	
865	20-11-7	14-51	58	92	105	38	60	74	4.08	
866	20-11-7	14-57	60	95	105	39	62	74	4.05	
867	20-11-7	15-2	59	91	103	38	60	73	4.05	
868	20-11-7	15-8	59	91	103	38	60	73	4.08	
869	20-11-7	15-13	58	88	102	38	58	73	4.08	
870	20-11-7	15-19	58	87	99	38	57	72	4.05	
871	20-11-7	15-24	59	93	101	38	61	72	4.07	
872	20-11-7	15-30	59	88	97	38	58	71	4.07	
873	20-11-7	15-36	58	92	105	38	60	74	4.08	
874	20-11-7	15-41	60	90	103	39	59	73	4.07	
875	20-11-7	15-47	59	92	106	38	60	74	4.05	
876	20-11-7	15-52	59	89	100	38	58	72	4.05	
877	20-11-7	15-58	58	91	108	38	60	75	4.05	
878	20-11-7	16-3	54	84	93	35	55	69	4.07	
879	20-11-7	16-9	55	85	99	36	56	72	4.07	
880	20-11-7	16-14	53	82	91	34	54	69	4.05	
881	20-11-7	16-20	56	86	99	36	56	72	4.07	
882	20-11-7	16-25	60	92	104	39	60	74	4.03	
883	20-11-7	16-31	55	81	89	36	53	68	4.04	
884	20-11-7	16-36	3384	641	63	22	0	37632	4.04	
885	20-11-7	16-42	54	79	89	35	52	68	4.05	
886	20-11-7	16-47	59	90	103	38	59	73	4.04	
887	20-11-7	16-53	56	86	99	36	56	72	4.07	
888	20-11-7	16-59	58	91	101	38	60	72	4.04	
889	20-11-7	17-4	57	89	96	37	58	71	4.05	
890	20-11-7	17-10	57	88	103	37	58	73	4.06	
891	20-11-7	17-15	54	83	89	35	54	68	4.06	
892	20-11-7	17-21	56	86	99	36	56	72	4.04	
893	20-11-7	17-26	59	93	105	38	61	74	4.06	
894	20-11-7	17-32	58	85	97	38	56	71	4.06	
895	20-11-7	17-37	63	92	110	41	60	76	4.07	
896	20-11-7	17-43	58	86	100	38	56	72	4.05	
897	20-11-7	17-48	57	85	99	37	56	72	4.06	
898	20-11-7	17-54	54	83	92	34	55	69	4.06	
899	20-11-7	17-59	54	80	97	35	52	71	4.06	
900	20-11-7	18-5	60	89	104	39	58	74	4.05	
901	20-11-7	18-10	67	101	119	44	66	79	4.03	
902	20-11-7	18-16	67	105	120	44	69	79	4.04	
903	20-11-7	18-22	69	106	128	45	70	85	4.03	
904	20-11-7	18-27	72	108	118	47	72	79	4.06	
905	20-11-7	18-33	70	106	117	46	70	78	4.03	
906	20-11-7	18-38	70	107	122	46	70	80	4.03	
907	20-11-7	18-44	71	107	124	46	70	82	4.06	
908	20-11-7	18-49	73	110	124	48	72	82	4.06	
909	20-11-7	18-55	66	102	117	43	67	78	4.06	
910	20-11-7	19-0	76	115	131	50	76	86	4.03	
911	20-11-7	19-6	71	110	122	46	72	80	4.04	
912	20-11-7	19-11	78	123	138	51	81	92	4.05	
913	20-11-7	19-17	76	114	126	50	75	84	4.05	
914	20-11-7	19-22	77	124	140	50	82	92	4.05	
915	20-11-7	19-28	77	117	132	50	78	88	4.05	
916	20-11-7	19-33	76	121	153	50	80	101	4.02	
917	20-11-7	19-39	72	113	125	47	74	82	4.03	
918	20-11-7	19-45	75	120	139	50	79	91	4.03	
919	20-11-7	19-50	77	118	132	50	78	87	4.06	
920	20-11-7	19-56	81	126	147	53	83	98	4.03	
921	20-11-7	20-1	73	114	130	48	75	86	4.05	
922	20-11-7	20-7	83	130	147	54	86	98	4.03	
923	20-11-7	20-12	81	130	153	54	85	101	4.05	
924	20-11-7	20-18	79	126	139	52	83	91	4.05	
925	20-11-7	20-23	84	131	150	55	86	99	4.02	
926	20-11-7	20-29	83	127	161	54	84	106	4.03	
927	20-11-7	20-34	80	133	151	52	87	99	4.03	
928	20-11-7	20-40	77	118	143	50	78	95	4.05	
929	20-11-7	20-45	76	117	137	50	78	91	4.04	
930	20-11-7	20-51	72	111	130	47	74	86	4.05	
931	20-11-7	20-56	78	118	135	51	78	90	4.05	
932	20-11-7	21-2	72	112	124	47	74	82	4.05	
933	20-11-7	21-8	66	109	124	43	72	82	4.01	
934	20-11-7	21-13	71	113	139	46	74	92	4.01	
935	20-11-7	21-19	72	111	128	47	73	85	4.02	
936	20-11-7	21-24	70	114	131	46	75	87	4.04	
937	20-11-7	21-30	74	119	143	48	78	95	4.05	
938	20-11-7	21-35	78	121	135	51	80	89	4.03	
939	20-11-7	21-41	76	120	141	50	79	93	4.02	
940	20-11-7	21-46	74	118	138	48	78	92	4.04	
941	20-11-7	21-52	75	117	140	49	78	93	4.03	
942	20-11-7	21-57	81	124	145	53	82	96	4.05	
943	20-11-7	22-3	78	123	151	51	82	100	4.04	
944	20-11-7	22-8	77	124	147	50	82	98	4.02	
945	20-11-7	22-14	78	121	142	51	80	94	4.01	
946	20-11-7	22-19	78	120	138	51	80	92	4.02	
947	20-11-7	22-25	75	116	141	49	77	94	4.04	
948	20-11-7	22-31	78	126	147	51	83	97	4.02	
949	20-11-7	22-36	74	118	138	48	78	92	4.04	
950	20-11-7	22-42	78	122	144	51	80	95	4.02	
951	20-11-7	22-47	74	115	136	48	76	90	4.03	
952	20-11-7	22-53	72	111	128	47	74	85	4.04	
953	20-11-7	22-58	73	113	126	48	74	84	4.04	
954	20-11-7	23-4	68	108	122	44	71	80	4.04	
955	20-11-7	23-9	69	111	125	45	73	82	4.03	
956	20-11-7	23-15	74	113	128	48	74	85	4.04	
957	20-11-7	23-20	75	114	130	49	75	86	4.02	
958	20-11-7	23-26	73	111	125	48	73	82	4.04	
959	20-11-7	23-31	71	110	126	46	72	83	4.04	
960	20-11-7	23-37	73	115	132	48	76	88	4.03	
961	20-11-7	23-42	72	111	124	47	74	82	4.03	
962	20-11-7	23-48	70	112	124	46	74	82	4.02	
963	20-11-7	23-54	72	112	134	47	74	89	4.04	
964	20-11-7	23-59	73	122	139	48	80	92	4.01	
965	20-11-8	0-5	72	120	137	47	79	90	4.00	
966	20-11-8	0-10	71	114	129	46	75	85	4.01	
967	20-11-8	0-16	75	121	141	49	80	94	4.03	
968	20-11-8	0-21	79	129	147	52	85	97	4.01	
969	20-11-8	0-27	78	134	155	51	89	102	4.02	
970	20-11-8	0-32	78	121	150	51	80	99	4.01	
971	20-11-8	0-38	77	131	163	50	87	108	4.01	
972	20-11-8	0-43	82	136	156	54	89	103	4.03	
973	20-11-8	0-49	80	128	145	52	84	95	4.01	
974	20-11-8	0-54	83	131	147	54	86	97	4.01	
975	20-11-8	1-0	76	126	150	50	83	99	4.00	
976	20-11-8	1-5	78	126	153	51	84	101	4.01	
977	20-11-8	1-11	79	130	154	52	86	102	4.01	
978	20-11-8	1-17	79	131	154	52	87	101	4.03	
979	20-11-8	1-22	80	134	156	52	89	103	4.03	
980	20-11-8	1-28	78	129	152	51	85	100	4.00	
981	20-11-8	1-33	82	137	174	54	90	115	4.00	
982	20-11-8	1-39	80	127	152	52	84	100	4.03	
983	20-11-8	1-44	78	136	154	51	89	101	4.02	
984	20-11-8	1-50	79	127	147	52	84	98	4.03	
985	20-11-8	1-55	80	128	147	52	84	97	4.02	
986	20-11-8	2-1	78	128	155	51	85	103	4.00	
987	20-11-8	2-6	80	129	152	52	85	100	4.03	
988	20-11-8	2-12	80	133	149	52	88	98	4.00	
989	20-11-8	2-17	77	124	149	50	82	98	4.03	
990	20-11-8	2-23	78	126	156	51	84	103	4.01	
991	20-11-8	2-28	82	133	155	54	87	102	4.03	
992	20-11-8	2-34	79	131	145	52	87	96	4.02	
993	20-11-8	2-40	83	129	161	54	85	106	4.02	
994	20-11-8	2-45	83	127	152	54	84	100	4.02	
995	20-11-8	2-51	81	136	148	53	90	98	4.00	
