数据排序	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
960	2020/11/7	15-31	60	89	105	39	60	79	4.15
961	2020/11/7	15-37	67	100	109	44	66	81	4.15
962	2020/11/7	15-42	60	93	106	39	61	79	4.15
963	2020/11/7	15-48	61	87	103	39	58	78	4.15
964	2020/11/7	15-53	71	100	110	46	66	81	4.15
965	2020/11/7	15-59	58	84	95	39	57	74	4.15
966	2020/11/7	4-16	55	86	97	38	58	76	4.15
967	2020/11/7	10-16	80	111	125	53	73	86	4.15
968	2020/11/7	16-15	62	95	114	40	62	82	4.15
969	2020/11/7	16-21	60	91	105	39	60	79	4.15
970	2020/11/7	16-26	75	104	118	49	68	84	4.15
971	2020/11/7	16-32	72	102	110	47	67	81	4.15
972	2020/11/7	16-37	69	107	123	45	71	86	4.15
973	2020/11/7	16-43	86	124	150	57	82	99	4.15
974	2020/11/7	16-48	70	110	121	46	72	85	4.15
975	2020/11/7	16-54	82	117	130	54	78	88	4.15
976	2020/11/7	16-59	71	110	120	46	72	85	4.15
977	2020/11/7	5-17	70	106	124	46	70	86	4.15
978	2020/11/7	10-17	70	110	121	48	74	87	4.15
979	2020/11/7	17-16	67	108	123	44	71	86	4.15
980	2020/11/7	17-21	67	104	118	44	69	84	4.15
981	2020/11/7	17-27	73	106	119	48	70	84	4.15
982	2020/11/7	17-32	67	108	117	44	71	84	4.15
983	2020/11/7	17-38	71	106	123	46	70	86	4.15
984	2020/11/7	17-43	76	111	119	49	73	85	4.15
985	2020/11/7	17-49	82	120	136	54	79	90	4.15
986	2020/11/7	17-54	80	115	121	53	75	85	4.15
987	2020/11/7	18-0	67	107	126	44	70	87	4.15
988	2020/11/7	5-18	68	108	116	44	71	83	4.15
989	2020/11/7	11-18	84	120	136	55	79	90	4.15
990	2020/11/7	18-16	71	109	123	46	71	86	4.15
991	2020/11/7	18-22	81	118	131	53	78	88	4.15
992	2020/11/7	18-27	67	102	111	44	67	82	4.15
993	2020/11/7	18-33	71	103	119	46	68	85	4.15
994	2020/11/7	18-38	68	103	111	44	68	82	4.15
995	2020/11/7	18-44	64	102	116	42	67	83	4.15
996	2020/11/7	18-49	66	101	116	43	67	83	4.15
997	2020/11/7	18-55	64	99	108	42	64	80	4.15
998	2020/11/7	19-0	65	98	112	43	64	81	4.15
999	2020/11/7	6-19	94	140	159	62	93	105	4.15
1000	2020/11/7	11-19	84	135	159	55	89	105	4.15
1001	2020/11/7	19-17	84	126	143	55	83	94	4.15
1002	2020/11/7	19-22	88	133	149	58	87	99	4.15
1003	2020/11/7	19-28	85	134	144	55	88	95	4.15
1004	2020/11/7	19-33	88	138	157	57	91	103	4.15
1005	2020/11/7	19-39	88	135	157	58	90	103	4.15
1006	2020/11/7	19-44	87	133	153	58	87	101	4.15
1007	2020/11/7	19-50	84	132	156	55	87	103	4.15
1008	2020/11/7	19-55	93	143	174	61	94	115	4.15
1009	2020/11/7	1-20	87	131	154	58	86	102	4.15
1010	2020/11/7	6-20	84	133	152	55	87	101	4.15
1011	2020/11/7	12-20	84	132	144	55	87	95	4.15
1012	2020/11/7	20-17	80	122	141	53	80	94	4.15
1013	2020/11/7	20-23	80	127	144	53	84	95	4.15
1014	2020/11/7	20-28	83	131	152	54	86	101	4.15
1015	2020/11/7	20-34	82	129	144	53	85	95	4.15
1016	2020/11/7	20-39	80	127	143	53	84	94	4.15
1017	2020/11/7	20-45	82	123	144	53	80	95	4.15
1018	2020/11/7	20-50	78	120	137	51	79	91	4.15
1019	2020/11/7	20-56	83	129	142	54	85	94	4.15
1020	2020/11/7	1-21	78	123	143	51	81	94	4.15
1021	2020/11/7	7-21	91	139	159	59	91	105	4.15
1022	2020/11/7	12-21	97	138	148	63	91	98	4.15
1023	2020/11/7	21-18	80	124	137	52	82	91	4.15
1024	2020/11/7	21-23	87	140	157	57	93	104	4.15
1025	2020/11/7	21-29	84	141	157	55	92	103	4.15
1026	2020/11/7	21-34	83	131	157	54	86	104	4.15
1027	2020/11/7	21-40	84	131	145	55	86	96	4.15
1028	2020/11/7	21-45	82	128	155	54	85	103	4.15
1029	2020/11/7	21-51	97	154	175	64	102	115	4.15
1030	2020/11/7	21-56	88	142	160	58	94	106	4.15
1031	2020/11/7	2-22	87	137	152	57	90	100	4.15
1032	2020/11/7	7-22	88	131	150	57	87	99	4.15
1033	2020/11/7	22-13	90	138	158	59	91	104	4.15
1034	2020/11/7	22-18	88	137	159	58	90	105	4.15
1035	2020/11/7	22-24	87	135	150	57	89	100	4.15
1036	2020/11/7	22-29	90	136	155	59	89	102	4.15
1037	2020/11/7	22-35	85	134	158	56	89	105	4.15
1038	2020/11/7	22-40	79	126	142	52	83	94	4.15
1039	2020/11/7	22-46	97	145	152	64	96	100	4.15
1040	2020/11/7	22-51	88	135	160	58	89	106	4.15
1041	2020/11/7	22-57	96	144	161	63	95	106	4.15
1042	2020/11/7	2-23	90	138	163	59	91	108	4.15
1043	2020/11/7	8-23	89	136	153	59	89	101	4.15
1044	2020/11/7	23-13	85	128	146	56	84	97	4.15
1045	2020/11/7	23-19	83	132	142	55	87	94	4.15
1046	2020/11/7	23-24	80	125	139	52	82	92	4.15
1047	2020/11/7	23-30	86	130	153	57	86	101	4.15
1048	2020/11/7	23-35	86	132	154	57	87	102	4.15
1049	2020/11/7	23-41	83	135	159	55	90	105	4.15
1050	2020/11/7	23-46	78	129	148	51	86	98	4.15
1051	2020/11/7	23-52	91	137	153	60	91	102	4.13
1052	2020/11/7	23-58	82	127	141	54	84	93	4.16
1053	2020/11/8	0-3	80	133	157	52	88	104	4.16
1054	2020/11/8	0-9	81	133	152	53	88	101	4.16
1055	2020/11/8	0-14	86	135	154	56	89	102	4.15
1056	2020/11/8	0-20	82	131	144	54	86	95	4.15
1057	2020/11/8	0-25	86	143	166	57	95	109	4.16
1058	2020/11/8	0-31	81	132	158	53	88	105	4.16
1059	2020/11/8	0-36	78	128	148	51	85	98	4.16
1060	2020/11/8	0-42	77	120	142	50	79	94	4.16
1061	2020/11/8	0-47	77	132	145	50	86	96	4.16
1062	2020/11/8	0-53	77	128	146	50	84	97	4.16
1063	2020/11/8	0-58	86	135	157	57	89	103	4.16
1064	2020/11/8	1-4	78	125	148	51	83	97	4.16
1065	2020/11/8	1-9	77	124	136	50	82	90	4.15
1066	2020/11/8	1-15	80	126	145	53	83	96	4.16
1067	2020/11/8	1-20	75	123	141	49	81	93	4.16
1068	2020/11/8	1-26	74	126	143	48	83	94	4.16
1069	2020/11/8	1-31	77	122	144	51	80	95	4.16
1070	2020/11/8	1-37	79	120	137	51	80	91	4.16
1071	2020/11/8	1-42	79	126	144	51	83	96	4.16
1072	2020/11/8	1-48	76	126	147	50	83	98	4.16
1073	2020/11/8	1-53	81	129	146	53	85	97	4.16
1074	2020/11/8	1-59	79	126	144	51	83	96	4.15
1075	2020/11/8	2-4	76	129	147	50	85	97	4.16
1076	2020/11/8	2-10	81	129	144	53	85	95	4.16
1077	2020/11/8	2-15	76	131	152	50	87	100	4.16
1078	2020/11/8	2-21	78	127	153	50	84	101	4.16
1079	2020/11/8	2-27	75	127	150	49	84	99	4.16
1080	2020/11/8	2-32	76	131	155	50	87	103	4.16
1081	2020/11/8	2-38	81	129	145	53	85	96	4.15
1082	2020/11/8	2-43	78	124	139	50	82	91	4.16
1083	2020/11/8	2-49	78	120	139	51	79	91	4.16
1084	2020/11/8	2-54	78	126	146	51	83	96	4.16
1085	2020/11/8	3-0	79	132	159	52	87	105	4.16
1086	2020/11/8	3-5	78	126	149	51	83	99	4.16
1087	2020/11/8	3-11	79	131	149	52	86	99	4.16
1088	2020/11/8	3-16	81	134	160	53	89	106	4.16
1089	2020/11/8	3-22	83	129	142	55	85	94	4.16
1090	2020/11/8	3-27	81	133	163	53	88	107	4.16
1091	2020/11/8	3-33	80	123	142	53	81	93	4.16
1092	2020/11/8	3-38	84	135	151	55	89	100	4.15
1093	2020/11/8	3-44	84	128	145	55	84	96	4.15
1094	2020/11/8	3-49	82	132	150	53	87	99	4.16
1095	2020/11/8	3-55	89	140	168	58	92	112	4.16
1096	2020/11/8	4-0	81	131	153	53	87	101	4.16
1097	2020/11/8	4-6	86	136	146	56	90	96	4.15
1098	2020/11/8	4-11	81	128	156	53	85	103	4.15
1099	2020/11/8	4-17	88	135	157	57	89	104	4.16
1100	2020/11/8	4-22	84	135	159	55	90	106	4.16
1101	2020/11/8	4-28	82	129	154	54	85	102	4.16
1102	2020/11/8	4-33	80	138	162	53	91	107	4.15
1103	2020/11/8	4-39	76	124	145	49	82	96	4.16
1104	2020/11/8	4-44	79	135	158	52	89	105	4.16
1105	2020/11/8	4-50	86	141	162	56	94	107	4.16
1106	2020/11/8	4-55	84	139	152	55	91	100	4.16
1107	2020/11/8	5-1	91	140	156	60	93	103	4.16
1108	2020/11/8	5-6	83	131	147	55	87	97	4.16
1109	2020/11/8	5-12	91	144	166	60	95	110	4.16
1110	2020/11/8	5-17	95	145	164	62	96	109	4.16
1111	2020/11/8	5-23	91	151	173	60	100	115	4.16
1112	2020/11/8	5-28	93	150	169	61	99	112	4.16
1113	2020/11/8	5-34	90	141	154	59	93	101	4.16
1114	2020/11/8	5-39	99	155	175	65	102	116	4.15
1115	2020/11/8	5-45	3	37632	1554	66	104	115	4.16
1116	2020/11/8	5-50	94	156	185	62	103	123	4.16
1117	2020/11/8	5-56	93	148	167	61	98	111	4.16
1118	2020/11/8	6-1	101	159	185	67	105	123	4.16
1119	2020/11/8	6-7	108	172	190	71	113	126	4.16
1120	2020/11/8	6-12	104	166	187	69	110	123	4.16
1121	2020/11/8	6-18	105	161	179	68	107	118	4.15
1122	2020/11/8	6-23	104	168	197	68	111	131	4.16
1123	2020/11/8	6-29	103	160	182	67	106	121	4.15
1124	2020/11/8	6-34	102	163	184	67	108	122	4.16
1125	2020/11/8	6-40	103	163	195	68	108	129	4.15
1126	2020/11/8	6-45	110	178	208	73	117	138	4.16
1127	2020/11/8	6-51	102	163	199	67	108	132	4.16
1128	2020/11/8	6-56	105	180	209	69	120	138	4.16
1129	2020/11/8	7-2	109	171	192	72	114	127	4.16
1130	2020/11/8	7-7	101	172	201	66	114	133	4.16
1131	2020/11/8	7-13	107	175	208	71	115	138	4.16
1132	2020/11/8	7-18	106	177	210	70	117	138	4.16
1133	2020/11/8	7-24	103	168	196	68	111	129	4.16
1134	2020/11/8	7-29	108	172	198	71	113	132	4.16
1135	2020/11/8	7-35	108	181	219	71	119	146	4.16
1136	2020/11/8	7-40	103	169	196	67	112	130	4.16
1137	2020/11/8	7-46	108	173	205	71	115	136	4.16
1138	2020/11/8	7-51	103	169	196	68	111	129	4.15
1139	2020/11/8	7-57	102	171	198	67	114	132	4.15
1140	2020/11/8	8-2	106	173	207	70	115	137	4.16
1141	2020/11/8	8-8	101	172	188	66	114	125	4.15
1142	2020/11/8	8-13	103	176	206	68	116	136	4.16
1143	2020/11/8	8-19	102	173	205	67	115	136	4.16
1144	2020/11/8	8-24	101	167	184	66	110	122	4.15
1145	2020/11/8	8-30	110	179	198	72	118	132	4.16
1146	2020/11/8	8-35	102	164	191	67	109	127	4.16
1147	2020/11/8	8-41	110	173	202	72	114	134	4.16
1148	2020/11/8	8-46	98	152	173	64	101	114	4.16
1149	2020/11/8	8-52	101	160	174	66	106	116	4.16
1150	2020/11/8	8-57	101	163	188	66	108	125	4.16
1151	2020/11/8	9-3	98	157	175	65	104	116	4.16
1152	2020/11/8	9-8	96	151	164	63	100	108	4.16
1153	2020/11/8	9-14	91	146	169	60	97	111	4.15
1154	2020/11/8	9-19	105	154	172	70	102	113	4.16
1155	2020/11/8	9-25	111	162	187	73	107	124	4.16
1156	2020/11/8	9-30	108	157	180	71	104	119	4.16
1157	2020/11/8	9-36	103	152	165	67	101	109	4.16
1158	2020/11/8	9-41	103	152	171	67	100	114	4.16
1159	2020/11/8	9-47	102	148	169	67	97	111	4.16
1160	2020/11/8	9-52	99	141	154	65	93	102	4.16
1161	2020/11/8	9-58	82	118	125	54	78	87	4.16
1162	2020/11/8	10-3	80	113	122	52	74	86	4.15
1163	2020/11/8	10-9	79	118	132	51	78	89	4.16
1164	2020/11/8	10-14	74	110	121	49	72	86	4.16
1165	2020/11/8	10-20	71	106	116	47	70	83	4.16
1166	2020/11/8	10-25	62	91	104	40	60	79	4.15
1167	2020/11/8	10-31	61	90	97	40	60	76	4.16
1168	2020/11/8	10-36	60	88	94	40	59	74	4.16
1169	2020/11/8	10-42	48	70	77	35	52	66	4.15
1170	2020/11/8	10-47	54	78	83	37	56	70	4.16
1171	2020/11/8	10-53	54	72	82	37	54	70	4.16
1172	2020/11/8	10-58	43	62	67	33	50	60	4.15
1173	2020/11/8	11-4	39	54	64	31	45	59	4.15
1174	2020/11/8	11-9	20	33	38	20	33	38	4.17
1175	2020/11/8	11-15	28	40	44	26	37	44	4.16
1176	2020/11/8	11-21	21	31	37	21	31	37	4.16
1177	2020/11/8	11-26	20	30	34	20	30	34	4.16
1178	2020/11/8	11-32	21	29	35	21	29	35	4.16
1179	2020/11/8	11-37	17	26	27	17	26	27	4.16
1180	2020/11/8	11-43	15	25	31	15	25	31	4.16
1181	2020/11/8	11-48	28	36	42	26	35	42	4.16
1182	2020/11/8	11-54	26	35	39	25	34	39	4.16
1183	2020/11/8	11-59	14	23	30	14	23	30	4.16
1184	2020/11/8	12-5	22	32	38	22	32	38	4.16
1185	2020/11/8	12-10	14	25	25	14	25	25	4.16
1186	2020/11/8	12-16	14	22	28	14	22	28	4.16
1187	2020/11/8	12-21	16	22	22	16	22	22	4.16
1188	2020/11/8	12-27	17	26	29	17	26	29	4.16
1189	2020/11/8	12-32	26	34	35	25	34	35	4.16
1190	2020/11/8	12-38	16	24	28	16	24	28	4.16
1191	2020/11/8	12-43	14	24	33	14	24	33	4.16
1192	2020/11/8	12-49	13	20	23	13	20	23	4.16
1193	2020/11/8	12-54	17	26	27	17	26	27	4.16
1194	2020/11/8	13-0	15	23	24	15	23	24	4.16
1195	2020/11/8	5-13	26	35	40	25	34	40	4.16
1196	2020/11/8	11-13	33	42	46	28	39	46	4.16
1197	2020/11/8	13-16	27	35	38	25	34	38	4.16
1198	2020/11/8	13-22	19	28	32	19	28	32	4.16
1199	2020/11/8	13-27	18	27	31	18	27	31	4.16
1200	2020/11/8	13-33	16	24	25	16	24	25	4.16
1201	2020/11/8	13-38	13	21	24	13	21	24	4.16
1202	2020/11/8	13-44	12	24	25	12	24	25	4.16
1203	2020/11/8	13-49	13	23	25	13	23	25	4.16
1204	2020/11/8	13-55	15	26	30	15	26	30	4.16
1205	2020/11/8	14-0	16	25	28	16	25	28	4.16
1206	2020/11/8	6-14	13	24	31	13	24	31	4.16
1207	2020/11/8	11-14	15	23	33	15	23	33	4.16
1208	2020/11/8	14-17	15	22	23	15	22	23	4.16
1209	2020/11/8	14-22	13	22	30	13	22	30	4.16
1210	2020/11/8	14-28	12	20	20	12	20	20	4.16
1211	2020/11/8	14-33	15	20	23	15	20	23	4.16
1212	2020/11/8	14-39	12	19	27	12	19	27	4.16
1213	2020/11/8	14-44	12	22	25	12	22	25	4.16
1214	2020/11/8	14-50	12	19	22	12	19	22	4.16
1215	2020/11/8	14-55	12	20	22	12	20	22	4.16
1216	2020/11/8	1-15	11	20	23	11	20	23	4.16
1217	2020/11/8	6-15	10	18	18	10	18	18	4.16
1218	2020/11/8	12-15	12	18	20	12	18	20	4.16
1219	2020/11/8	15-17	10	16	18	10	16	18	4.16
1220	2020/11/8	15-23	8	15	17	8	15	17	4.16
1221	2020/11/8	15-28	9	18	23	9	18	23	4.16
1222	2020/11/8	15-34	9	17	19	9	17	19	4.16
1223	2020/11/8	15-39	10	19	23	10	19	23	4.16
1224	2020/11/8	15-45	9	15	16	9	15	16	4.16
1225	2020/11/8	15-50	9	15	17	9	15	17	4.16
1226	2020/11/8	15-56	9	15	24	9	15	24	4.16
1227	2020/11/8	1-16	9	13	18	9	13	18	4.16
1228	2020/11/8	7-16	12	20	25	12	20	25	4.16
1229	2020/11/8	12-16	11	18	23	11	18	23	4.16
1230	2020/11/8	16-18	9	17	23	9	17	23	4.16
1231	2020/11/8	16-23	6	11	12	6	11	12	4.16
1232	2020/11/8	16-29	10	17	20	10	17	20	4.16
1233	2020/11/8	16-34	10	16	18	10	16	18	4.16
1234	2020/11/8	16-40	10	17	22	10	17	22	4.16
1235	2020/11/8	16-45	9	15	15	9	15	15	4.16
1236	2020/11/8	16-51	15	20	24	15	20	23	4.16
1237	2020/11/8	16-56	8	13	19	8	13	19	4.16
1238	2020/11/8	2-17	8	13	18	8	13	18	4.16
1239	2020/11/8	7-17	9	15	18	9	15	18	4.16
1240	2020/11/8	17-13	6	12	13	6	12	13	4.16
1241	2020/11/8	17-18	8	12	19	8	12	19	4.16
1242	2020/11/8	17-24	9	15	18	9	15	18	4.16
1243	2020/11/8	17-29	6	13	15	6	13	15	4.16
1244	2020/11/8	17-35	8	13	16	8	13	16	4.16
1245	2020/11/8	17-40	10	18	23	10	18	23	4.16
1246	2020/11/8	17-46	16	20	24	16	20	24	4.16
1247	2020/11/8	17-51	14	21	24	14	21	24	4.16
1248	2020/11/8	17-57	6	11	15	6	11	15	4.16
1249	2020/11/8	2-18	8	13	15	8	13	15	4.16
1250	2020/11/8	8-18	9	13	16	9	13	16	4.16
1251	2020/11/8	18-13	9	15	18	9	15	18	4.16
1252	2020/11/8	18-19	11	16	18	11	16	18	4.16
1253	2020/11/8	18-24	11	19	23	11	19	23	4.16
1254	2020/11/8	18-30	13	20	27	13	20	27	4.16
1255	2020/11/8	18-35	10	17	23	10	17	23	4.16
1256	2020/11/8	18-41	12	18	23	12	18	23	4.16
1257	2020/11/8	18-46	13	19	20	13	19	20	4.16
1258	2020/11/8	18-52	13	20	24	13	20	24	4.16
1259	2020/11/8	18-57	12	20	22	12	20	22	4.16
1260	2020/11/8	3-19	11	18	20	11	18	20	4.16
1261	2020/11/8	8-19	13	20	22	13	20	22	4.16
1262	2020/11/8	19-14	12	19	20	12	19	20	4.16
1263	2020/11/8	19-19	11	18	20	11	18	20	4.16
1264	2020/11/8	19-25	13	23	24	13	23	24	4.16
1265	2020/11/8	19-30	12	19	27	12	19	27	4.16
1266	2020/11/8	19-36	13	22	24	13	22	24	4.16
1267	2020/11/8	19-41	15	22	25	15	22	25	4.16
1268	2020/11/8	19-47	11	18	23	11	18	23	4.16
1269	2020/11/8	19-52	12	20	23	12	20	23	4.16
1270	2020/11/8	19-58	12	19	20	12	19	20	4.16
1271	2020/11/8	3-20	12	19	23	12	19	23	4.16
1272	2020/11/8	9-20	13	19	23	13	19	23	4.16
1273	2020/11/8	20-14	11	17	17	11	17	17	4.16
1274	2020/11/8	20-20	11	17	19	11	17	19	4.16
1275	2020/11/8	20-26	10	15	17	10	15	17	4.16
1276	2020/11/8	20-31	10	16	17	10	16	17	4.16
1277	2020/11/8	20-37	11	18	20	11	18	20	4.16
1278	2020/11/8	20-42	10	16	19	10	16	19	4.16
1279	2020/11/8	20-48	11	19	22	11	19	22	4.16
1280	2020/11/8	20-53	9	19	22	9	19	22	4.16
1281	2020/11/8	20-59	10	17	20	10	17	20	4.16
1282	2020/11/8	4-21	9	17	23	9	17	23	4.16
1283	2020/11/8	10-21	10	19	20	10	19	20	4.16
1284	2020/11/8	21-15	15	24	24	15	24	24	4.16
1285	2020/11/8	21-21	14	20	26	14	20	26	4.16
1286	2020/11/8	21-26	21	30	33	21	30	33	4.16
1287	2020/11/8	21-32	17	22	26	17	22	26	4.16
1288	2020/11/8	21-37	12	19	21	12	19	21	4.16
1289	2020/11/8	21-43	32	38	42	27	37	42	4.16
1290	2020/11/8	21-48	22	28	31	22	28	31	4.16
1291	2020/11/8	21-54	19	25	27	19	25	27	4.16
1292	2020/11/8	21-59	24	29	33	23	29	33	4.16
1293	2020/11/8	5-22	24	30	33	23	30	33	4.16
1294	2020/11/8	10-22	7	13	14	7	13	14	4.16
1295	2020/11/8	22-16	6	13	15	6	13	15	4.16
1296	2020/11/8	22-21	8	14	16	8	14	16	4.16
1297	2020/11/8	22-27	7	15	17	7	15	17	4.16
1298	2020/11/8	22-32	10	17	21	10	17	21	4.16
1299	2020/11/8	22-38	10	16	27	10	16	27	4.16
1300	2020/11/8	22-43	9	14	16	9	14	16	4.16
1301	2020/11/8	22-49	12	19	22	12	19	22	4.16
1302	2020/11/8	22-54	14	20	21	14	20	21	4.16
1303	2020/11/8	23-0	10	17	17	10	17	17	4.16
1304	2020/11/8	5-23	8	14	16	8	14	16	4.16
1305	2020/11/8	11-23	10	16	19	10	16	19	4.16
1306	2020/11/8	23-16	7	15	19	7	15	19	4.16
1307	2020/11/8	23-22	10	15	20	10	15	20	4.16
1308	2020/11/8	23-27	11	16	21	11	16	21	4.16
1309	2020/11/8	23-33	15	23	24	15	23	24	4.16
1310	2020/11/8	23-38	15	24	26	15	24	25	4.16
1311	2020/11/8	23-44	17	23	25	17	23	25	4.16
1312	2020/11/8	23-49	22	29	33	22	29	33	4.16
1313	2020/11/8	23-55	20	27	27	20	27	27	4.16
1314	2020/11/9	0-0	29	33	35	25	33	35	4.16
1315	2020/11/9	0-6	30	37	41	27	36	41	4.16
1316	2020/11/9	0-11	22	29	29	22	29	29	4.16
1317	2020/11/9	0-17	21	24	25	21	24	25	4.16
1318	2020/11/9	0-22	22	29	31	22	29	31	4.16
1319	2020/11/9	0-28	21	27	27	21	27	27	4.16
1320	2020/11/9	0-33	24	30	31	23	30	31	4.16
1321	2020/11/9	0-39	36	43	45	30	39	45	4.16
1322	2020/11/9	0-44	38	44	45	31	39	45	4.16
1323	2020/11/9	0-50	36	41	45	30	38	45	4.16
1324	2020/11/9	0-55	29	35	36	26	33	36	4.16
1325	2020/11/9	1-1	28	36	37	26	35	37	4.16
1326	2020/11/9	1-6	31	36	37	27	35	37	4.16
1327	2020/11/9	1-12	26	31	34	24	31	34	4.16
1328	2020/11/9	1-17	26	30	32	24	30	32	4.16
1329	2020/11/9	1-23	29	34	35	26	34	35	4.16
1330	2020/11/9	1-28	28	34	36	26	34	36	4.16
1331	2020/11/9	1-34	28	34	34	26	34	34	4.16
1332	2020/11/9	1-39	28	35	36	26	34	36	4.16
1333	2020/11/9	1-45	26	30	30	25	30	30	4.16
1334	2020/11/9	1-50	27	31	35	25	31	35	4.16
1335	2020/11/9	1-56	25	28	28	23	28	28	4.16
1336	2020/11/9	2-1	17	21	22	17	21	22	4.16
1337	2020/11/9	2-7	20	25	26	20	25	26	4.16
1338	2020/11/9	2-12	20	23	25	20	23	25	4.16
1339	2020/11/9	2-18	20	26	28	20	26	28	4.16
1340	2020/11/9	2-23	19	23	26	19	23	26	4.16
1341	2020/11/9	2-29	21	26	26	21	26	26	4.16
1342	2020/11/9	2-34	23	27	29	22	27	29	4.16
1343	2020/11/9	2-40	25	28	30	23	28	30	4.16
1344	2020/11/9	2-45	27	31	33	25	31	33	4.16
1345	2020/11/9	2-51	26	29	29	25	29	29	4.16
1346	2020/11/9	2-56	7	12	15	7	12	15	4.16
1347	2020/11/9	3-2	28	33	33	26	33	33	4.16
1348	2020/11/9	3-7	26	30	31	25	30	31	4.16
1349	2020/11/9	3-13	5	11	12	5	11	12	4.16
1350	2020/11/9	3-18	21	25	26	21	25	26	4.16
1351	2020/11/9	3-24	17	20	21	17	20	21	4.16
1352	2020/11/9	3-29	15	20	21	15	20	21	4.16
1353	2020/11/9	3-35	13	18	18	13	18	18	4.16
1354	2020/11/9	3-40	11	15	17	11	15	17	4.16
1355	2020/11/9	3-46	13	17	17	13	17	17	4.16
1356	2020/11/9	3-51	17	20	20	17	20	20	4.16
1357	2020/11/9	3-57	15	20	22	15	20	22	4.16
1358	2020/11/9	4-2	14	18	18	14	18	18	4.16
1359	2020/11/9	4-8	17	20	21	17	20	21	4.16
1360	2020/11/9	4-13	17	21	22	17	21	22	4.16
1361	2020/11/9	4-19	24	27	28	22	27	28	4.16
1362	2020/11/9	4-24	21	27	28	21	27	28	4.16
1363	2020/11/9	4-30	28	30	31	26	30	31	4.16
1364	2020/11/9	4-35	27	30	32	25	30	32	4.16
1365	2020/11/9	4-41	26	28	28	25	28	28	4.16
1366	2020/11/9	4-46	25	30	30	23	30	30	4.16
1367	2020/11/9	4-52	16	21	22	16	21	22	4.16
1368	2020/11/9	4-57	18	20	20	18	20	20	4.16
1369	2020/11/9	5-3	14	18	19	14	18	19	4.16
1370	2020/11/9	5-8	8	11	11	8	11	11	4.16
1371	2020/11/9	5-14	6	11	12	6	11	12	4.16
1372	2020/11/9	5-19	13	17	17	13	17	17	4.16
1373	2020/11/9	5-25	6	11	12	6	11	12	4.16
1374	2020/11/9	5-31	10	13	16	10	13	16	4.16
1375	2020/11/9	5-36	11	14	14	11	14	14	4.16
1376	2020/11/9	5-42	10	13	16	10	13	16	4.16
1377	2020/11/9	5-47	11	14	16	11	14	16	4.16
1378	2020/11/9	5-53	6	11	13	6	11	13	4.16
1379	2020/11/9	5-58	11	17	17	11	17	17	4.16
1380	2020/11/9	6-4	11	17	18	11	17	18	4.16
1381	2020/11/9	6-9	17	20	21	17	20	21	4.16
1382	2020/11/9	6-15	17	20	20	17	20	20	4.16
1383	2020/11/9	6-20	25	28	28	24	28	28	4.16
1384	2020/11/9	6-26	28	31	31	26	31	31	4.16
1385	2020/11/9	6-31	31	34	35	27	34	35	4.16
1386	2020/11/9	6-37	31	35	37	27	34	37	4.16
1387	2020/11/9	6-42	29	32	33	26	32	33	4.16
1388	2020/11/9	6-48	32	34	35	27	34	35	4.16
1389	2020/11/9	6-53	33	35	35	28	34	35	4.16
1390	2020/11/9	6-59	18	20	22	18	20	22	4.16
1391	2020/11/9	7-4	30	34	34	27	34	34	4.16
1392	2020/11/9	7-10	18	20	20	18	20	20	4.16
1393	2020/11/9	7-15	33	36	40	28	35	40	4.16
1394	2020/11/9	7-21	34	39	41	29	36	41	4.16
1395	2020/11/9	7-26	9	11	11	9	11	11	4.16
1396	2020/11/9	7-32	5	11	12	5	11	12	4.16
1397	2020/11/9	7-37	14	19	20	14	19	20	4.16
1398	2020/11/9	7-43	25	30	32	24	30	32	4.16
1399	2020/11/9	7-48	28	32	35	26	32	35	4.13
1400	2020/11/9	7-54	19	25	26	19	25	26	4.13
1401	2020/11/9	7-59	5	10	10	5	10	10	4.11
1402	2020/11/9	8-5	10	15	15	10	15	15	4.13
1403	2020/11/9	8-10	25	31	32	24	31	32	4.12
1404	2020/11/9	8-16	12	16	19	12	16	19	4.13
1405	2020/11/9	8-21	10	15	16	10	15	16	4.11
1406	2020/11/9	8-27	10	16	16	10	16	16	4.12
1407	2020/11/9	8-32	12	16	18	12	16	18	4.12
1408	2020/11/9	8-38	13	18	19	13	18	19	4.12
1409	2020/11/9	8-43	14	18	19	14	18	19	4.12
1410	2020/11/9	8-49	11	15	19	11	15	19	4.12
1411	2020/11/9	8-54	7	12	13	7	12	13	4.12
1412	2020/11/9	9-0	20	24	24	20	24	24	4.09
1413	2020/11/9	9-6	24	31	36	23	31	36	4.12
1414	2020/11/9	9-11	34	39	40	29	37	40	4.1
1415	2020/11/9	9-17	16	21	23	16	21	23	4.11
1416	2020/11/9	9-22	8	13	13	8	13	13	4.11
1417	2020/11/9	9-28	34	40	41	29	35	39	4.11
1418	2020/11/9	9-33	23	27	27	22	27	27	4.11
1419	2020/11/9	9-39	13	17	19	13	17	19	4.11
1420	2020/11/9	9-44	25	29	30	24	29	30	4.11
1421	2020/11/9	9-50	21	26	28	21	26	28	4.11
1422	2020/11/9	9-55	49	55	57	35	45	53	4.1
1423	2020/11/9	10-1	22	25	25	22	25	25	4.1
1424	2020/11/9	10-6	14	18	19	14	18	19	4.1
