数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
500	2020/11/5	22-4	12	18	19	12	18	19	4.25
501	2020/11/5	22-9	11	18	19	11	18	19	4.23
502	2020/11/5	22-15	13	20	23	13	20	23	4.21
503	2020/11/5	22-20	15	22	23	15	22	23	4.2
504	2020/11/5	22-26	13	20	20	13	20	20	4.19
505	2020/11/5	22-31	15	19	20	15	19	20	4.18
506	2020/11/5	22-37	12	21	21	12	21	21	4.17
507	2020/11/5	22-42	10	17	21	10	17	21	4.17
508	2020/11/5	22-48	13	17	20	13	17	20	4.17
509	2020/11/5	22-53	12	16	17	12	16	17	4.17
510	2020/11/5	22-59	14	22	25	14	22	25	4.17
511	2020/11/5	23-4	14	21	25	14	21	25	4.17
512	2020/11/5	23-10	13	18	18	13	18	18	4.17
513	2020/11/5	23-15	11	18	21	11	18	21	4.17
514	2020/11/5	23-21	10	16	16	10	16	16	4.17
515	2020/11/5	23-26	11	17	18	11	17	18	4.17
516	2020/11/5	23-32	13	19	21	13	19	21	4.17
517	2020/11/5	23-37	10	17	22	10	17	22	4.17
518	2020/11/5	23-43	14	22	23	14	22	23	4.17
519	2020/11/5	23-48	11	18	19	11	18	19	4.17
520	2020/11/5	23-54	13	19	19	13	19	19	4.18
521	2020/11/5	23-59	14	20	23	14	20	23	4.16
522	2020/11/6	0-5	13	16	19	13	16	19	4.16
523	2020/11/6	0-10	13	19	23	13	19	23	4.16
524	2020/11/6	0-16	14	20	27	14	20	27	4.16
525	2020/11/6	0-21	14	21	22	14	21	22	4.16
526	2020/11/6	0-27	15	22	23	15	22	23	4.16
527	2020/11/6	0-32	17	23	26	17	23	26	4.15
528	2020/11/6	0-38	13	19	22	13	19	22	4.15
529	2020/11/6	0-43	14	21	23	14	21	23	4.15
530	2020/11/6	0-49	15	19	19	15	19	19	4.15
531	2020/11/6	0-54	17	22	27	17	22	27	4.15
532	2020/11/6	1-0	14	21	23	14	21	23	4.15
533	2020/11/6	1-5	13	19	21	13	19	21	4.15
534	2020/11/6	1-11	15	22	25	15	22	25	4.15
535	2020/11/6	1-16	15	23	25	15	23	25	4.15
536	2020/11/6	1-22	15	22	25	15	22	25	4.15
537	2020/11/6	1-27	13	21	22	13	21	22	4.15
538	2020/11/6	1-33	17	23	26	17	23	26	4.15
539	2020/11/6	1-38	14	21	21	14	21	21	4.15
540	2020/11/6	1-44	16	25	26	16	25	26	4.15
541	2020/11/6	1-49	13	19	23	13	19	23	4.15
542	2020/11/6	1-55	14	21	23	14	21	23	4.15
543	2020/11/6	2-0	17	23	26	17	23	26	4.15
544	2020/11/6	2-6	14	22	22	14	22	22	4.15
545	2020/11/6	2-11	14	22	26	14	22	26	4.15
546	2020/11/6	2-17	15	22	26	15	22	26	4.15
547	2020/11/6	2-22	13	22	26	13	22	26	4.15
548	2020/11/6	2-28	14	22	25	14	22	25	4.15
549	2020/11/6	2-33	14	23	25	14	23	25	4.15
550	2020/11/6	2-39	15	22	22	15	22	22	4.15
551	2020/11/6	2-44	14	22	27	14	22	27	4.15
552	2020/11/6	2-50	15	21	23	15	21	23	4.15
553	2020/11/6	2-55	15	22	23	15	22	23	4.15
554	2020/11/6	3-1	16	24	25	16	24	25	4.15
555	2020/11/6	3-6	14	21	21	14	21	21	4.15
556	2020/11/6	3-12	13	21	23	13	21	23	4.15
557	2020/11/6	3-18	17	24	26	17	24	26	4.15
558	2020/11/6	3-23	14	23	29	14	23	29	4.15
559	2020/11/6	3-29	14	19	21	14	19	21	4.15
560	2020/11/6	3-34	14	24	26	14	24	26	4.15
561	2020/11/6	3-40	15	22	26	15	22	26	4.15
562	2020/11/6	3-45	14	22	24	14	22	24	4.15
563	2020/11/6	3-51	17	23	25	17	23	25	4.15
564	2020/11/6	3-56	14	21	23	14	21	23	4.15
565	2020/11/6	4-2	14	21	24	14	21	24	4.15
566	2020/11/6	4-7	17	24	28	17	24	28	4.15
567	2020/11/6	4-13	17	23	25	17	23	25	4.15
568	2020/11/6	4-18	14	23	23	14	23	23	4.15
569	2020/11/6	4-24	14	23	26	14	23	26	4.15
570	2020/11/6	4-29	14	21	22	14	21	22	4.15
571	2020/11/6	4-35	15	23	27	15	23	27	4.15
572	2020/11/6	4-40	14	19	22	14	19	22	4.15
573	2020/11/6	4-46	15	23	27	15	23	27	4.15
574	2020/11/6	4-51	14	22	23	14	22	23	4.15
575	2020/11/6	4-57	14	22	22	14	22	22	4.15
576	2020/11/6	5-2	14	23	26	14	23	26	4.15
577	2020/11/6	5-8	14	19	22	14	19	22	4.15
578	2020/11/6	5-13	14	21	22	14	21	22	4.15
579	2020/11/6	5-19	14	21	22	14	21	22	4.15
580	2020/11/6	5-24	15	23	26	15	23	26	4.15
581	2020/11/6	5-30	15	23	26	15	23	26	4.15
582	2020/11/6	5-35	14	22	25	14	22	25	4.15
583	2020/11/6	5-41	15	22	26	15	22	26	4.15
584	2020/11/6	5-46	14	20	24	14	20	24	4.15
585	2020/11/6	5-52	15	21	21	15	21	21	4.15
586	2020/11/6	5-57	15	23	27	15	23	27	4.15
587	2020/11/6	6-3	15	25	27	15	25	27	4.15
588	2020/11/6	6-8	15	23	25	15	23	25	4.15
589	2020/11/6	6-14	14	23	25	14	23	25	4.15
590	2020/11/6	6-19	16	25	30	16	25	30	4.15
591	2020/11/6	6-25	15	23	23	15	23	23	4.15
592	2020/11/6	6-30	17	26	29	17	26	29	4.15
593	2020/11/6	6-36	18	27	30	18	27	30	4.15
594	2020/11/6	6-41	18	26	28	18	26	28	4.15
595	2020/11/6	6-47	20	29	37	20	29	37	4.15
596	2020/11/6	6-52	18	29	34	18	29	34	4.15
597	2020/11/6	6-58	18	27	30	18	27	30	4.15
598	2020/11/6	7-3	18	26	27	18	26	27	4.15
599	2020/11/6	7-9	17	26	33	17	26	33	4.15
600	2020/11/6	7-14	21	32	37	21	32	37	4.15
601	2020/11/6	7-20	18	29	31	18	29	31	4.15
602	2020/11/6	7-25	21	30	35	21	30	35	4.15
603	2020/11/6	7-31	21	30	33	21	30	33	4.15
604	2020/11/6	7-36	21	32	34	21	32	34	4.15
605	2020/11/6	7-42	19	30	34	19	30	34	4.15
606	2020/11/6	7-47	21	32	36	21	32	36	4.15
607	2020/11/6	7-53	21	33	36	21	33	36	4.15
608	2020/11/6	7-58	21	37	41	21	37	41	4.15
609	2020/11/6	8-4	21	30	30	21	30	30	4.15
610	2020/11/6	8-9	22	32	34	22	32	34	4.15
611	2020/11/6	8-15	23	34	37	23	34	37	4.15
612	2020/11/6	8-20	22	34	38	22	34	38	4.15
613	2020/11/6	8-26	23	36	47	23	36	47	4.15
614	2020/11/6	8-31	27	43	51	26	42	51	4.15
615	2020/11/6	8-37	26	38	46	26	38	46	4.15
616	2020/11/6	8-42	26	42	48	26	40	48	4.12
617	2020/11/6	8-48	26	38	46	26	38	46	4.12
618	2020/11/6	8-53	25	40	42	25	40	42	4.12
619	2020/11/6	8-59	23	34	41	23	34	41	4.12
620	2020/11/6	9-4	27	41	42	26	39	42	4.12
621	2020/11/6	9-10	26	37	45	26	37	45	4.12
622	2020/11/6	9-16	26	38	47	26	38	47	4.12
623	2020/11/6	9-21	22	38	42	22	38	42	4.11
624	2020/11/6	9-27	25	38	41	25	38	41	4.12
625	2020/11/6	9-32	25	35	42	25	35	42	4.12
626	2020/11/6	9-38	24	36	39	24	36	39	4.11
627	2020/11/6	9-43	26	39	44	26	39	44	4.11
628	2020/11/6	9-49	23	38	47	23	38	47	4.1
629	2020/11/6	9-54	24	36	40	24	36	40	4.12
630	2020/11/6	10-0	27	44	48	26	41	48	4.1
631	2020/11/6	10-5	25	41	45	25	39	45	4.11
632	2020/11/6	10-11	21	33	36	21	33	36	4.1
633	2020/11/6	10-16	25	35	38	25	35	38	4.1
634	2020/11/6	10-22	8	14	17	8	14	17	4.1
635	2020/11/6	10-27	11	17	21	11	17	21	4.1
636	2020/11/6	10-33	20	29	31	20	29	31	4.1
637	2020/11/6	10-39	17	26	29	17	26	29	4.1
638	2020/11/6	10-44	19	28	38	19	28	38	4.1
639	2020/11/6	10-50	16	25	27	16	25	27	4.1
640	2020/11/6	10-55	19	29	34	19	29	34	4.1
641	2020/11/6	11-1	18	26	27	18	26	27	4.09
642	2020/11/6	11-6	18	24	26	18	24	26	4.08
643	2020/11/6	11-12	19	28	33	19	28	33	4.1
644	2020/11/6	11-17	16	24	28	16	24	28	4.09
645	2020/11/6	11-23	18	26	30	18	26	30	4.09
646	2020/11/6	11-28	18	26	26	18	26	26	4.09
647	2020/11/6	11-34	15	22	26	15	22	26	4.09
648	2020/11/6	11-39	17	25	26	17	25	26	4.09
649	2020/11/6	11-45	18	27	35	18	27	35	4.09
650	2020/11/6	11-50	18	23	25	18	23	25	4.09
651	2020/11/6	11-56	18	27	31	18	27	31	4.09
652	2020/11/6	12-2	18	23	29	18	23	29	4.08
653	2020/11/6	12-7	18	25	27	18	25	27	4.09
654	2020/11/6	12-13	17	26	29	17	26	29	4.08
655	2020/11/6	12-18	18	27	31	18	27	31	4.08
656	2020/11/6	12-24	18	27	29	18	27	29	4.08
657	2020/11/6	12-29	19	29	31	19	29	31	4.08
658	2020/11/6	12-35	19	26	30	19	26	30	4.08
659	2020/11/6	12-40	19	29	33	19	29	33	4.08
660	2020/11/6	12-46	19	30	34	19	30	34	4.05
661	2020/11/6	12-51	21	29	34	21	29	34	4.06
662	2020/11/6	12-57	22	32	40	22	32	40	4.07
663	2020/11/6	13-2	24	33	33	24	33	33	4.07
664	2020/11/6	13-8	22	32	37	22	32	37	4.08
665	2020/11/6	13-13	26	34	37	26	34	37	4.07
666	2020/11/6	13-19	22	32	33	22	32	33	4.08
667	2020/11/6	13-25	24	35	36	24	35	36	4.07
668	2020/11/6	13-30	22	34	38	22	34	38	4.07
669	2020/11/6	13-36	25	32	37	25	32	37	4.07
670	2020/11/6	13-41	24	37	41	24	37	41	4.07
671	2020/11/6	13-47	24	34	34	24	34	34	4.07
672	2020/11/6	13-52	24	33	37	24	33	37	4.07
673	2020/11/6	13-58	25	35	36	25	35	36	4.07
674	2020/11/6	14-3	24	34	41	24	34	41	4.06
675	2020/11/6	14-9	24	36	41	24	36	41	4.07
676	2020/11/6	14-14	24	34	41	24	34	41	4.06
677	2020/11/6	14-20	24	33	37	24	33	37	4.06
678	2020/11/6	14-25	25	37	45	25	37	45	4.06
679	2020/11/6	14-31	24	39	40	24	39	40	4.06
680	2020/11/6	14-36	26	40	44	26	40	44	4.06
681	2020/11/6	14-42	27	39	41	27	39	41	4.07
682	2020/11/6	14-48	26	36	39	26	36	39	4.05
683	2020/11/6	14-53	26	37	43	26	37	43	4.06
684	2020/11/6	14-59	24	33	37	24	33	37	4.06
685	2020/11/6	15-4	27	37	44	27	37	44	4.05
686	2020/11/6	15-10	25	34	39	25	34	39	4.06
687	2020/11/6	15-15	25	39	44	25	39	44	4.06
688	2020/11/6	15-21	28	40	47	26	40	47	4.06
689	2020/11/6	15-26	28	41	41	26	40	41	4.05
690	2020/11/6	15-32	32	48	53	29	44	53	4.05
691	2020/11/6	15-37	30	44	46	29	42	46	4.05
692	2020/11/6	15-43	30	42	48	29	41	48	4.05
693	2020/11/6	15-48	29	42	45	28	41	45	4.05
694	2020/11/6	15-54	34	48	54	30	44	54	4.03
695	2020/11/6	15-59	34	50	58	30	46	58	4.05
696	2020/11/6	16-5	37	56	61	32	49	60	4.04
697	2020/11/6	16-11	37	53	59	32	48	59	4.05
698	2020/11/6	16-16	37	54	58	32	48	58	4.05
699	2020/11/6	16-22	38	58	69	33	50	65	4.05
700	2020/11/6	16-27	38	58	65	33	50	62	4.04
701	2020/11/6	16-33	37	54	69	32	48	65	4.04
702	2020/11/6	16-38	41	58	65	34	50	62	4.06
703	2020/11/6	16-44	40	56	62	34	49	61	4.04
704	2020/11/6	16-49	42	60	69	36	52	65	4.05
705	2020/11/6	16-55	43	63	70	35	53	66	4.06
706	2020/11/6	17-0	41	62	73	34	53	67	4.04
707	2020/11/6	17-6	41	58	66	34	50	64	4.04
708	2020/11/6	17-11	38	59	62	33	51	61	4.04
709	2020/11/6	17-17	43	63	69	35	53	65	4.03
710	2020/11/6	17-22	39	54	69	34	47	65	4.04
711	2020/11/6	17-28	41	59	73	34	51	67	4.04
712	2020/11/6	17-34	40	63	72	34	53	67	4.03
713	2020/11/6	17-39	39	55	61	34	49	59	4.04
714	2020/11/6	17-45	39	51	54	34	46	54	4.06
715	2020/11/6	17-50	39	58	61	34	50	59	4.03
716	2020/11/6	17-56	40	57	68	34	50	65	4.03
717	2020/11/6	18-1	37	54	61	31	47	59	4.03
718	2020/11/6	18-7	35	55	65	31	49	62	4.03
719	2020/11/6	18-12	38	54	57	33	47	57	4.03
720	2020/11/6	18-18	34	50	60	30	46	60	4.03
721	2020/11/6	18-23	34	51	65	30	46	62	4.03
722	2020/11/6	18-29	38	53	58	33	47	58	4.04
723	2020/11/6	18-34	35	51	57	31	46	57	4.03
724	2020/11/6	18-40	35	51	55	31	46	55	4.03
725	2020/11/6	18-45	55	84	92	41	62	79	4.02
726	2020/11/6	18-51	66	97	113	46	67	89	4.03
727	2020/11/6	18-57	63	96	108	44	67	86	4.03
728	2020/11/6	19-2	62	93	106	44	66	86	4.03
729	2020/11/6	19-8	67	97	112	46	67	89	4.03
730	2020/11/6	19-13	67	101	114	46	69	90	4.03
731	2020/11/6	19-19	72	106	137	48	71	100	4.03
732	2020/11/6	19-24	75	115	136	49	75	99	4.01
733	2020/11/6	19-30	76	116	128	49	76	96	4.03
734	2020/11/6	19-35	74	109	128	48	73	97	4.03
735	2020/11/6	19-41	75	110	124	48	74	95	4.02
736	2020/11/6	19-46	35	56	62	31	49	61	4.03
737	2020/11/6	19-52	37	54	62	32	48	60	4.03
738	2020/11/6	19-59	34	50	54	31	47	54	4.27
739	2020/11/6	20-4	35	52	53	32	47	53	4.24
740	2020/11/6	20-10	42	58	63	35	51	62	4.15
741	2020/11/6	20-15	38	53	59	33	48	59	4.15
742	2020/11/6	20-21	38	51	55	32	46	55	4.15
743	2020/11/6	20-26	39	61	62	34	52	61	4.15
744	2020/11/6	20-32	39	57	65	33	49	62	4.15
745	2020/11/6	20-37	41	62	74	35	52	67	4.16
746	2020/11/6	20-43	42	60	68	34	51	64	4.16
747	2020/11/6	20-48	40	57	66	34	49	62	4.16
748	2020/11/6	20-54	42	61	72	34	51	66	4.16
749	2020/11/6	20-59	42	61	67	34	51	63	4.17
750	2020/11/6	21-5	43	61	73	35	51	66	4.17
751	2020/11/6	21-10	44	66	75	36	54	68	4.17
752	2020/11/6	21-16	49	73	89	37	57	76	4.18
753	2020/11/6	21-21	48	66	75	37	54	68	4.17
754	2020/11/6	21-27	48	66	79	37	53	70	4.17
755	2020/11/6	21-32	50	73	84	38	56	73	4.18
756	2020/11/6	21-38	50	77	87	38	58	75	4.17
757	2020/11/6	21-43	49	73	81	37	56	71	4.16
758	2020/11/6	21-49	51	71	82	38	54	71	4.16
759	2020/11/6	21-54	53	77	96	39	58	78	4.16
760	2020/11/6	22-0	48	68	80	37	55	70	4.15
761	2020/11/6	22-5	46	67	76	36	53	69	4.15
762	2020/11/6	22-11	51	76	82	39	58	72	4.15
763	2020/11/6	22-16	55	82	95	40	60	77	4.15
764	2020/11/6	22-22	52	75	87	38	57	75	4.15
765	2020/11/6	22-27	59	88	101	41	63	81	4.15
766	2020/11/6	22-33	56	86	100	40	62	81	4.15
767	2020/11/6	22-38	58	84	99	42	61	80	4.15
768	2020/11/6	22-44	56	81	97	40	60	79	4.15
769	2020/11/6	22-49	54	77	86	39	58	74	4.15
770	2020/11/6	22-55	48	74	89	37	56	75	4.15
771	2020/11/6	23-0	51	76	80	39	57	70	4.15
772	2020/11/6	23-6	51	79	84	39	59	73	4.15
773	2020/11/6	23-12	50	72	82	38	56	72	4.15
774	2020/11/6	23-17	45	67	72	35	54	66	4.15
775	2020/11/6	23-23	45	67	74	35	54	67	4.15
776	2020/11/6	23-28	44	67	73	35	54	67	4.15
777	2020/11/6	23-34	45	67	85	35	54	73	4.15
778	2020/11/6	23-39	44	66	73	35	53	67	4.15
779	2020/11/6	23-45	45	69	76	35	55	68	4.15
780	2020/11/6	23-50	49	78	88	38	58	75	4.15
781	2020/11/6	23-56	44	69	83	35	55	72	4.15
782	2020/11/7	0-1	45	67	73	35	54	67	4.15
783	2020/11/7	0-7	47	67	78	36	54	70	4.15
784	2020/11/7	0-12	48	68	72	37	54	66	4.15
785	2020/11/7	0-18	45	68	80	35	54	71	4.15
786	2020/11/7	0-23	51	74	85	38	57	74	4.15
787	2020/11/7	0-29	48	69	80	37	55	71	4.15
788	2020/11/7	0-34	51	74	79	38	57	70	4.15
789	2020/11/7	0-40	51	75	83	38	57	72	4.15
790	2020/11/7	0-45	47	70	75	37	56	67	4.15
791	2020/11/7	0-51	51	74	78	38	57	70	4.15
792	2020/11/7	0-56	48	73	83	37	56	73	4.15
793	2020/11/7	1-2	51	75	88	38	57	75	4.15
794	2020/11/7	1-7	50	70	80	38	56	70	4.15
795	2020/11/7	1-13	47	69	78	37	55	70	4.15
796	2020/11/7	1-18	47	69	78	37	55	70	4.15
797	2020/11/7	1-24	45	70	78	36	56	70	4.15
798	2020/11/7	1-29	48	75	90	37	57	77	4.15
799	2020/11/7	1-35	48	75	86	37	57	74	4.15
800	2020/11/7	1-40	46	69	78	36	55	70	4.15
801	2020/11/7	1-46	48	66	75	37	54	68	4.15
802	2020/11/7	1-51	47	72	77	37	56	69	4.15
803	2020/11/7	1-57	52	75	86	39	57	74	4.15
804	2020/11/7	2-2	51	72	78	38	56	70	4.15
805	2020/11/7	2-8	51	75	88	38	57	75	4.15
806	2020/11/7	2-13	54	77	84	39	59	73	4.15
807	2020/11/7	2-19	55	74	87	39	57	74	4.15
808	2020/11/7	2-24	55	77	95	40	59	80	4.15
809	2020/11/7	2-30	57	88	101	41	63	81	4.15
810	2020/11/7	2-35	60	86	94	43	62	79	4.15
811	2020/11/7	2-41	62	91	105	43	65	84	4.15
812	2020/11/7	2-46	60	92	107	42	64	85	4.15
813	2020/11/7	2-52	64	94	116	44	66	89	4.15
814	2020/11/7	2-57	67	99	107	45	67	85	4.15
815	2020/11/7	3-3	66	98	109	44	67	85	4.15
816	2020/11/7	3-8	66	103	124	44	69	93	4.15
817	2020/11/7	3-14	68	97	109	45	66	85	4.15
818	2020/11/7	3-19	69	105	116	45	69	88	4.15
819	2020/11/7	3-25	70	102	118	45	68	89	4.15
820	2020/11/7	3-30	67	100	119	45	67	91	4.15
821	2020/11/7	3-36	68	104	115	45	68	88	4.15
822	2020/11/7	3-41	70	106	120	45	70	91	4.15
823	2020/11/7	3-47	78	119	144	51	78	99	4.15
824	2020/11/7	3-52	74	107	131	48	71	94	4.15
825	2020/11/7	3-58	73	110	135	48	72	96	4.15
826	2020/11/7	4-3	74	111	134	48	73	95	4.15
827	2020/11/7	4-9	75	110	131	49	72	94	4.15
828	2020/11/7	4-14	78	113	129	51	75	93	4.15
829	2020/11/7	4-20	81	122	148	53	80	101	4.15
830	2020/11/7	4-25	83	123	148	54	81	101	4.15
831	2020/11/7	4-31	81	119	139	53	79	97	4.15
832	2020/11/7	4-36	83	121	140	55	79	98	4.15
833	2020/11/7	4-42	84	121	142	56	79	99	4.15
834	2020/11/7	4-47	85	127	158	55	84	105	4.15
835	2020/11/7	4-53	84	126	138	56	83	98	4.15
836	2020/11/7	4-58	92	129	152	60	85	102	4.15
837	2020/11/7	5-4	79	123	146	52	81	100	4.15
838	2020/11/7	5-9	91	134	159	60	88	105	4.15
839	2020/11/7	5-15	88	131	152	58	87	103	4.15
840	2020/11/7	5-20	92	132	157	61	87	104	4.15
841	2020/11/7	5-26	91	136	159	59	89	105	4.15
842	2020/11/7	5-31	93	135	153	61	89	102	4.15
843	2020/11/7	5-37	93	139	160	61	92	105	4.15
844	2020/11/7	5-42	96	140	167	63	92	110	4.15
845	2020/11/7	5-48	94	138	162	61	91	107	4.15
846	2020/11/7	5-53	94	144	176	61	95	116	4.15
847	2020/11/7	5-59	98	147	177	64	98	117	4.15
848	2020/11/7	6-4	96	151	169	63	100	112	4.15
849	2020/11/7	6-10	93	147	173	61	97	114	4.15
850	2020/11/7	6-15	98	149	170	64	98	113	4.15
851	2020/11/7	6-21	100	150	169	65	98	111	4.15
852	2020/11/7	6-26	97	146	170	63	96	113	4.15
853	2020/11/7	6-32	93	147	170	61	97	113	4.15
854	2020/11/7	6-37	100	147	173	65	97	114	4.15
855	2020/11/7	6-43	99	141	160	65	92	105	4.15
856	2020/11/7	6-48	96	143	169	64	95	112	4.15
857	2020/11/7	6-54	104	156	188	68	104	125	4.15
858	2020/11/7	6-59	95	142	171	62	94	113	4.15
859	2020/11/7	7-5	102	153	166	67	101	110	4.15
860	2020/11/7	7-10	98	141	173	64	92	115	4.15
861	2020/11/7	7-16	95	144	166	63	95	110	4.15
862	2020/11/7	7-21	97	145	180	64	95	119	4.15
863	2020/11/7	7-27	96	142	165	64	94	108	4.15
864	2020/11/7	7-32	94	142	155	61	94	103	4.15
865	2020/11/7	7-38	99	150	188	65	99	124	4.15
866	2020/11/7	7-43	93	137	175	61	90	116	4.15
867	2020/11/7	7-49	96	140	164	63	93	109	4.15
868	2020/11/7	7-55	91	135	161	59	88	107	4.15
869	2020/11/7	8-0	94	142	168	61	94	111	4.15
870	2020/11/7	8-6	91	135	161	60	89	106	4.15
871	2020/11/7	8-11	94	138	176	61	91	116	4.15
872	2020/11/7	8-17	91	136	166	60	90	110	4.15
873	2020/11/7	8-22	97	149	167	64	99	110	4.15
874	2020/11/7	8-28	91	137	162	60	90	107	4.15
875	2020/11/7	8-33	91	132	158	60	87	104	4.15
876	2020/11/7	8-39	91	134	152	60	88	102	4.15
877	2020/11/7	8-44	91	135	162	60	90	107	4.15
878	2020/11/7	8-50	88	135	173	58	90	115	4.15
879	2020/11/7	8-55	88	130	150	57	85	102	4.15
880	2020/11/7	9-1	86	129	151	56	85	102	4.15
881	2020/11/7	9-6	86	125	153	56	82	103	4.15
882	2020/11/7	9-12	81	123	141	53	81	99	4.15
883	2020/11/7	9-17	82	118	142	53	78	99	4.15
884	2020/11/7	9-23	78	115	131	51	76	95	4.15
885	2020/11/7	9-28	76	114	131	49	74	95	4.15
886	2020/11/7	9-34	74	113	128	48	74	94	4.15
887	2020/11/7	9-39	74	116	135	48	77	97	4.15
888	2020/11/7	9-45	76	110	132	49	72	95	4.15
889	2020/11/7	9-50	70	109	142	45	71	99	4.15
890	2020/11/7	9-56	72	110	123	47	72	91	4.15
891	2020/11/7	10-1	67	104	121	45	69	91	4.15
892	2020/11/7	10-7	69	101	117	45	67	90	4.15
893	2020/11/7	10-12	62	94	115	43	65	89	4.15
894	2020/11/7	10-18	65	99	109	44	68	86	4.15
895	2020/11/7	10-23	63	92	116	44	65	88	4.15
896	2020/11/7	10-29	62	92	116	43	65	88	4.15
897	2020/11/7	10-34	63	91	100	44	65	82	4.15
898	2020/11/7	10-40	58	82	96	41	61	81	4.15
899	2020/11/7	10-45	59	89	106	43	63	84	4.15
900	2020/11/7	10-51	63	94	109	43	65	86	4.15
901	2020/11/7	10-56	64	90	110	44	64	86	4.15
902	2020/11/7	11-2	57	80	96	41	59	80	4.15
903	2020/11/7	11-7	57	82	100	41	61	82	4.15
904	2020/11/7	11-13	52	74	91	39	57	78	4.15
905	2020/11/7	11-18	52	75	91	39	58	78	4.15
906	2020/11/7	11-24	53	84	98	40	61	81	4.15
907	2020/11/7	11-29	54	86	99	40	62	81	4.15
908	2020/11/7	11-35	52	78	89	39	60	76	4.15
909	2020/11/7	11-40	49	74	88	37	57	75	4.15
910	2020/11/7	11-46	53	78	91	40	60	78	4.15
911	2020/11/7	11-51	50	78	87	39	59	75	4.15
912	2020/11/7	11-57	52	76	92	39	58	78	4.15
913	2020/11/7	12-2	51	78	84	38	58	72	4.15
914	2020/11/7	12-8	55	85	103	39	61	83	4.15
915	2020/11/7	12-13	58	78	90	41	59	77	4.15
916	2020/11/7	12-19	55	83	99	40	60	81	4.15
917	2020/11/7	12-24	54	83	96	40	61	80	4.15
918	2020/11/7	12-30	54	81	92	40	60	77	4.15
919	2020/11/7	12-35	53	78	89	39	58	76	4.15
920	2020/11/7	12-41	53	81	92	39	59	77	4.15
921	2020/11/7	12-46	52	77	88	39	58	75	4.15
922	2020/11/7	12-52	53	81	91	39	59	77	4.15
923	2020/11/7	12-57	51	76	84	39	57	72	4.15
924	2020/11/7	13-3	49	78	95	38	58	78	4.15
925	2020/11/7	13-8	49	72	84	37	56	72	4.15
926	2020/11/7	13-14	47	65	80	36	52	70	4.15
927	2020/11/7	13-19	49	72	82	37	55	72	4.15
928	2020/11/7	13-25	47	69	82	36	54	71	4.15
929	2020/11/7	13-30	52	81	97	38	59	78	4.15
930	2020/11/7	13-36	48	70	80	37	55	70	4.15
931	2020/11/7	13-41	45	68	80	35	55	70	4.15
932	2020/11/7	13-47	47	74	85	36	56	73	4.15
933	2020/11/7	13-52	46	69	78	36	55	69	4.15
934	2020/11/7	13-58	46	72	89	36	56	75	4.15
935	2020/11/7	14-3	46	72	81	36	56	71	4.15
936	2020/11/7	14-9	47	71	74	36	54	67	4.15
937	2020/11/7	14-14	48	71	78	37	54	69	4.15
938	2020/11/7	14-20	52	79	92	38	58	77	4.15
939	2020/11/7	14-25	57	81	105	40	59	83	4.15
940	2020/11/7	14-31	55	79	91	40	58	76	4.15
941	2020/11/7	14-36	56	81	95	40	60	78	4.15
942	2020/11/7	14-42	54	83	98	39	59	79	4.15
943	2020/11/7	14-47	57	81	93	41	60	77	4.15
944	2020/11/7	14-53	57	90	111	41	62	85	4.15
945	2020/11/7	14-58	56	81	89	39	59	76	4.15
946	2020/11/7	15-4	57	88	112	41	62	86	4.15
947	2020/11/7	15-9	59	88	113	41	62	86	4.15
948	2020/11/7	15-15	55	83	95	39	59	78	4.15
949	2020/11/7	15-20	58	84	92	41	61	77	4.15
950	2020/11/7	15-26	61	83	97	42	59	78	4.15
951	2020/11/7	15-31	56	84	106	39	61	83	4.15
952	2020/11/7	15-37	55	84	100	40	60	80	4.15
953	2020/11/7	15-42	61	90	105	42	62	83	4.15
954	2020/11/7	15-48	64	94	103	43	64	82	4.15
955	2020/11/7	15-53	62	88	99	42	62	79	4.15
956	2020/11/7	15-59	64	93	120	43	63	89	4.15
957	2020/11/7	16-4	63	91	109	43	62	83	4.15
958	2020/11/7	16-10	66	96	106	43	64	83	4.15
959	2020/11/7	16-15	62	94	118	42	64	88	4.15
960	2020/11/7	16-21	61	90	101	42	63	80	4.15
961	2020/11/7	16-26	63	93	99	42	63	79	4.15
962	2020/11/7	16-32	61	90	112	42	63	85	4.15
963	2020/11/7	16-37	62	94	105	42	64	83	4.15
964	2020/11/7	16-43	64	95	107	43	64	83	4.15
965	2020/11/7	16-48	63	89	106	42	62	83	4.15
966	2020/11/7	16-54	65	94	108	43	64	83	4.15
967	2020/11/7	16-59	70	105	123	45	69	89	4.15
968	2020/11/7	17-5	68	101	116	45	67	86	4.15
969	2020/11/7	17-11	64	97	124	43	64	91	4.15
970	2020/11/7	17-16	67	97	116	43	64	87	4.15
971	2020/11/7	17-22	65	98	120	43	65	89	4.15
972	2020/11/7	17-27	66	105	125	43	69	90	4.15
973	2020/11/7	17-33	61	90	101	42	63	80	4.15
974	2020/11/7	17-38	65	95	105	43	63	83	4.15
975	2020/11/7	17-44	64	91	115	43	63	86	4.15
976	2020/11/7	17-49	66	96	109	44	65	84	4.15
977	2020/11/7	17-55	64	90	110	43	63	84	4.15
978	2020/11/7	18-0	60	92	108	42	63	84	4.15
979	2020/11/7	18-6	59	84	89	40	60	75	4.15
