数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
1581	20-11-11	8-56	21	31	37	21	31	37	3.9
1582	20-11-11	9-2	26	35	40	26	35	40	3.9
1583	20-11-11	9-7	23	38	40	23	38	40	3.89
1584	20-11-11	9-13	23	35	38	23	35	38	3.89
1585	20-11-11	9-18	25	38	42	25	38	42	3.89
1586	20-11-11	9-24	26	41	47	26	39	47	3.89
1587	20-11-11	9-29	26	40	49	26	39	49	3.89
1588	20-11-11	9-35	27	40	44	25	38	44	3.89
1589	20-11-11	9-40	17	28	31	17	28	31	3.9
1590	20-11-11	9-46	19	29	29	19	29	29	3.89
1591	20-11-11	9-51	20	32	34	20	32	34	3.89
1592	20-11-11	9-57	22	33	38	22	33	38	3.89
1593	20-11-11	10-2	21	34	42	21	34	42	3.89
1594	20-11-11	10-8	17	26	30	17	26	30	3.89
1595	20-11-11	10-13	19	31	35	19	31	35	3.89
1596	20-11-11	10-19	23	35	38	23	35	38	3.89
1597	20-11-11	10-25	21	31	34	21	31	34	3.88
1598	20-11-11	10-30	19	31	34	19	31	34	3.9
1599	20-11-11	10-36	21	32	34	21	32	34	3.89
1600	20-11-11	10-41	21	30	35	21	30	35	3.88
1601	20-11-11	10-47	23	34	38	23	34	38	3.89
1602	20-11-11	10-52	26	38	39	26	38	39	3.88
1603	20-11-11	10-58	20	32	42	20	32	42	3.88
1604	20-11-11	11-3	24	36	42	24	36	42	3.88
1605	20-11-11	11-9	23	35	38	23	35	38	3.88
1606	20-11-11	11-14	23	36	39	23	36	39	3.88
1607	20-11-11	11-20	23	36	38	23	36	38	3.88
1608	20-11-11	11-25	24	34	38	24	34	38	3.88
1609	20-11-11	11-31	25	39	45	25	39	45	3.88
1610	20-11-11	11-36	23	34	39	23	34	39	3.88
1611	20-11-11	11-42	26	39	43	26	39	43	3.88
1612	20-11-11	11-48	26	37	46	26	37	46	3.88
1613	20-11-11	11-53	27	41	45	27	41	45	3.88
1614	20-11-11	11-59	24	38	45	24	38	45	3.88
1615	20-11-11	12-4	26	37	41	26	37	41	3.87
1616	20-11-11	12-10	22	37	41	22	37	41	3.88
1617	20-11-11	12-15	24	35	41	24	35	41	3.88
1618	20-11-11	12-21	24	37	41	24	37	41	3.87
1619	20-11-11	12-26	23	32	38	23	32	38	3.88
1620	20-11-11	12-32	21	32	34	21	32	34	3.87
1621	20-11-11	12-37	23	37	39	23	37	39	3.88
1622	20-11-11	12-43	20	31	35	20	31	35	3.87
1623	20-11-11	12-48	23	34	38	23	34	38	3.87
1624	20-11-11	12-54	23	34	36	23	34	36	3.87
1625	20-11-11	12-59	19	29	34	19	29	34	3.87
1626	20-11-11	13-5	21	31	36	21	31	36	3.87
1627	20-11-11	13-11	19	31	32	19	31	32	3.87
1628	20-11-11	13-16	20	29	32	20	29	32	3.87
1629	20-11-11	13-22	19	30	31	19	30	31	3.87
1630	20-11-11	13-27	17	27	29	17	27	29	3.87
1631	20-11-11	13-33	20	28	29	20	28	29	3.87
1632	20-11-11	13-38	17	27	29	17	27	29	3.87
1633	20-11-11	13-44	17	28	29	17	28	29	3.87
1634	20-11-11	13-49	19	28	29	19	28	29	3.87
1635	20-11-11	13-55	17	25	31	17	25	31	3.87
1636	20-11-11	14-0	16	24	29	16	24	29	3.87
1637	20-11-11	14-6	14	21	24	14	21	24	3.87
1638	20-11-11	14-11	13	20	21	13	20	21	3.87
1639	20-11-11	14-17	14	23	25	14	23	25	3.87
1640	20-11-11	14-22	16	24	24	16	24	24	3.87
1641	20-11-11	14-28	14	23	25	14	23	25	3.86
1642	20-11-11	14-34	14	24	27	14	24	27	3.86
1643	20-11-11	14-39	14	21	23	14	21	23	3.87
1644	20-11-11	14-45	14	23	25	14	23	25	3.87
1645	20-11-11	14-50	10	17	20	10	17	20	3.87
1646	20-11-11	14-56	14	23	23	14	23	23	3.86
1647	20-11-11	15-1	12	19	20	12	19	20	3.86
1648	20-11-11	15-7	13	24	28	13	24	28	3.86
1649	20-11-11	15-12	12	20	23	12	20	23	3.86
1650	20-11-11	15-18	10	17	20	10	17	20	3.86
1651	20-11-11	15-23	12	20	24	12	20	24	3.86
1652	20-11-11	15-29	9	19	21	9	19	21	3.86
1653	20-11-11	15-34	10	20	21	10	20	21	3.86
1654	20-11-11	15-40	13	20	23	13	20	23	3.86
1655	20-11-11	15-45	10	17	21	10	17	21	3.86
1656	20-11-11	15-51	9	16	17	9	16	17	3.86
1657	20-11-11	15-57	10	17	19	10	17	19	3.86
1658	20-11-11	16-2	10	17	17	10	17	17	3.86
1659	20-11-11	16-8	9	17	20	9	17	20	3.86
1660	20-11-11	16-13	10	15	20	10	15	20	3.86
1661	20-11-11	16-19	9	15	16	9	15	16	3.86
1662	20-11-11	16-24	10	19	23	10	19	23	3.86
1663	20-11-11	16-30	10	17	21	10	17	21	3.85
1664	20-11-11	16-35	9	16	16	9	16	16	3.85
1665	20-11-11	16-41	9	17	21	9	17	21	3.85
1666	20-11-11	16-46	8	14	19	8	14	19	3.86
1667	20-11-11	16-52	9	14	14	9	14	14	3.85
1668	20-11-11	16-57	9	14	16	9	14	16	3.85
1669	20-11-11	17-3	9	14	16	9	14	16	3.85
1670	20-11-11	17-8	9	16	19	9	16	19	3.85
1671	20-11-11	17-14	9	15	17	9	15	17	3.85
1672	20-11-11	17-19	9	17	17	9	17	17	3.85
1673	20-11-11	17-25	8	16	17	8	16	17	3.85
1674	20-11-11	17-31	9	16	17	9	16	17	3.85
1675	20-11-11	17-36	6	13	15	6	13	15	3.85
1676	20-11-11	17-42	8	13	13	8	13	13	3.85
1677	20-11-11	17-47	9	15	15	9	15	15	3.85
1678	20-11-11	17-53	9	16	17	9	16	17	3.83
1679	20-11-11	17-58	8	13	16	8	13	16	3.84
1680	20-11-11	18-4	9	13	16	9	13	16	3.84
1681	20-11-11	18-9	8	16	16	8	16	16	3.84
1682	20-11-11	18-15	9	15	16	9	15	16	3.84
1683	20-11-11	18-20	8	10	13	8	10	13	3.84
1684	20-11-11	18-26	9	16	17	9	16	17	3.84
1685	20-11-11	18-31	8	14	14	8	14	14	3.84
1686	20-11-11	18-37	6	12	14	6	12	14	3.84
1687	20-11-11	18-42	6	12	13	6	12	13	3.84
1688	20-11-11	18-48	8	13	16	8	13	16	3.84
1689	20-11-11	18-54	6	12	13	6	12	13	3.84
1690	20-11-11	18-59	6	13	14	6	13	14	3.83
1691	20-11-11	19-5	8	14	14	8	14	14	3.84
1692	20-11-11	19-10	8	14	14	8	14	14	3.84
1693	20-11-11	19-16	6	12	14	6	12	14	3.84
1694	20-11-11	19-21	9	14	14	9	14	14	3.84
1695	20-11-11	19-27	5	10	10	5	10	10	3.83
1696	20-11-11	19-32	8	12	17	8	12	17	3.84
1697	20-11-11	19-38	8	13	13	8	13	13	3.83
1698	20-11-11	19-43	6	12	14	6	12	14	3.83
1699	20-11-11	19-49	6	10	10	6	10	10	3.83
1700	20-11-11	19-54	6	12	13	6	12	13	3.83
1701	20-11-11	20-0	8	16	18	8	16	18	3.82
1702	20-11-11	20-5	8	16	16	8	16	16	3.83
1703	20-11-11	20-11	6	10	10	6	10	10	3.83
1704	20-11-11	20-17	6	10	10	6	10	10	3.83
1705	20-11-11	20-22	6	13	14	6	13	14	3.81
1706	20-11-11	20-28	6	12	12	6	12	12	3.82
1707	20-11-11	20-33	6	12	12	6	12	12	3.82
1708	20-11-11	20-39	8	14	14	8	14	14	3.83
1709	20-11-11	20-44	6	12	13	6	12	13	3.83
1710	20-11-11	20-50	5	12	18	5	12	18	3.83
1711	20-11-11	20-55	9	14	14	9	14	14	3.83
1712	20-11-11	21-1	9	13	14	9	13	14	3.83
1713	20-11-11	21-6	6	13	14	6	13	14	3.83
1714	20-11-11	21-12	7	11	13	7	11	13	3.83
1715	20-11-11	21-17	6	11	13	6	11	13	3.82
1716	20-11-11	21-23	7	11	13	7	11	13	3.82
1717	20-11-11	21-28	7	11	13	7	11	13	3.82
1718	20-11-11	21-34	7	11	13	7	11	13	3.82
1719	20-11-11	21-40	7	11	13	7	11	13	3.81
1720	20-11-11	21-45	6	10	11	6	10	11	3.82
1721	20-11-11	21-51	7	11	13	7	11	13	3.82
1722	20-11-11	21-56	6	10	11	6	10	11	3.82
1723	20-11-11	22-2	6	10	12	6	10	12	3.8
1724	20-11-11	22-7	8	12	12	8	12	12	3.81
1725	20-11-11	22-13	6	12	13	6	12	13	3.82
1726	20-11-11	22-18	6	12	14	6	12	14	3.82
1727	20-11-11	22-24	6	10	12	6	10	12	3.82
1728	20-11-11	22-29	6	12	13	6	12	13	3.81
1729	20-11-11	22-35	10	16	17	10	16	17	3.81
1730	20-11-11	22-40	9	15	16	9	15	16	3.81
1731	20-11-11	22-46	8	13	13	8	13	13	3.81
1732	20-11-11	22-51	8	15	15	8	15	15	3.81
1733	20-11-11	22-57	6	13	13	6	13	13	3.81
1734	20-11-11	23-3	8	13	16	8	13	16	3.81
1735	20-11-11	23-8	8	13	13	8	13	13	3.81
1736	20-11-11	23-14	6	10	12	6	10	12	3.81
1737	20-11-11	23-19	6	12	14	6	12	14	3.81
1738	20-11-11	23-25	6	10	10	6	10	10	3.81
1739	20-11-11	23-30	6	10	10	6	10	10	3.8
1740	20-11-11	23-36	8	13	13	8	13	13	3.81
1741	20-11-11	23-41	6	13	16	6	13	16	3.81
1742	20-11-11	23-47	9	14	17	9	14	17	3.81
1743	20-11-11	23-52	9	14	16	9	14	16	3.81
1744	20-11-11	23-58	10	16	17	10	16	17	3.81
1745	20-11-12	0-3	9	14	16	9	14	16	3.8
1746	20-11-12	0-9	9	14	16	9	14	16	3.8
1747	20-11-12	0-14	10	17	19	10	17	19	3.81
1748	20-11-12	0-20	9	14	16	9	14	16	3.81
1749	20-11-12	0-26	9	16	16	9	16	16	3.81
1750	20-11-12	0-31	12	19	20	12	19	20	3.8
1751	20-11-12	0-37	12	20	21	12	20	21	3.79
1752	20-11-12	0-42	10	17	19	10	17	19	3.8
1753	20-11-12	0-48	10	19	25	10	19	25	3.8
1754	20-11-12	0-53	14	25	28	14	25	28	3.79
1755	20-11-12	0-59	10	17	17	10	17	17	3.79
1756	20-11-12	1-4	10	19	23	10	19	23	3.79
1757	20-11-12	1-10	10	20	21	10	20	21	3.8
1758	20-11-12	1-15	10	19	19	10	19	19	3.79
1759	20-11-12	1-21	9	16	16	9	16	16	3.79
1760	20-11-12	1-26	10	19	21	10	19	21	3.79
1761	20-11-12	1-32	10	17	17	10	17	17	3.8
1762	20-11-12	1-37	8	15	16	8	15	16	3.78
1763	20-11-12	1-43	10	17	20	10	17	20	3.79
1764	20-11-12	1-49	12	20	23	12	20	23	3.79
1765	20-11-12	1-54	12	19	20	12	19	20	3.78
1766	20-11-12	2-0	13	23	26	13	23	26	3.79
1767	20-11-12	2-5	10	19	21	10	19	21	3.79
1768	20-11-12	2-11	12	19	20	12	19	20	3.79
1769	20-11-12	2-16	13	19	21	13	19	21	3.79
1770	20-11-12	2-22	13	20	22	13	20	22	3.78
1771	20-11-12	2-27	12	19	20	12	19	20	3.79
1772	20-11-12	2-33	13	22	27	13	22	27	3.79
1773	20-11-12	2-38	12	23	27	12	23	27	3.79
1774	20-11-12	2-44	13	22	23	13	22	23	3.78
1775	20-11-12	2-49	12	19	23	12	19	23	3.76
1776	20-11-12	2-55	13	19	20	13	19	20	3.78
1777	20-11-12	3-0	12	20	23	12	20	23	3.78
1778	20-11-12	3-6	12	18	19	12	18	19	3.78
1779	20-11-12	3-12	11	19	20	11	19	20	3.79
1780	20-11-12	3-17	13	20	22	13	20	22	3.78
1781	20-11-12	3-23	13	22	26	13	22	26	3.78
1782	20-11-12	3-28	12	20	29	12	20	29	3.78
1783	20-11-12	3-34	13	20	25	13	20	25	3.78
1784	20-11-12	3-39	13	24	27	13	24	27	3.78
1785	20-11-12	3-45	12	22	23	12	22	23	3.78
1786	20-11-12	3-50	13	22	25	13	22	25	3.78
1787	20-11-12	3-56	12	20	22	12	20	22	3.77
1788	20-11-12	4-1	12	18	22	12	18	22	3.77
1789	20-11-12	4-7	11	19	23	11	19	23	3.77
1790	20-11-12	4-12	11	18	19	11	18	19	3.77
1791	20-11-12	4-18	12	22	23	12	22	23	3.77
1792	20-11-12	4-23	12	19	21	12	19	21	3.77
1793	20-11-12	4-29	11	19	22	11	19	22	3.77
1794	20-11-12	4-35	11	19	19	11	19	19	3.75
1795	20-11-12	4-40	12	18	19	12	18	19	3.77
1796	20-11-12	4-46	12	21	25	12	21	25	3.77
1797	20-11-12	4-51	12	18	21	12	18	21	3.77
1798	20-11-12	4-57	11	18	21	11	18	21	3.77
1799	20-11-12	5-2	9	16	18	9	16	18	3.78
1800	20-11-12	5-8	12	19	19	12	19	19	3.76
1801	20-11-12	5-13	12	21	29	12	21	29	3.76
1802	20-11-12	5-19	12	19	22	12	19	22	3.76
1803	20-11-12	5-24	12	18	22	12	18	22	3.77
1804	20-11-12	5-30	14	21	21	14	21	21	3.76
1805	20-11-12	5-35	14	21	23	14	21	23	3.76
1806	20-11-12	5-41	11	18	19	11	18	19	3.76
1807	20-11-12	5-46	11	19	22	11	19	22	3.76
1808	20-11-12	5-52	9	16	19	9	16	19	3.75
1809	20-11-12	5-58	11	18	19	11	18	19	3.76
1810	20-11-12	6-3	11	22	23	11	22	23	3.76
1811	20-11-12	6-9	14	22	22	14	22	22	3.76
1812	20-11-12	6-14	11	18	18	11	18	18	3.76
1813	20-11-12	6-20	12	19	24	12	19	24	3.75
1814	20-11-12	6-25	9	18	21	9	18	21	3.75
1815	20-11-12	6-31	12	19	19	12	19	19	3.75
1816	20-11-12	6-36	11	19	22	11	19	22	3.75
1817	20-11-12	6-42	12	21	24	12	21	24	3.75
1818	20-11-12	6-47	12	22	22	12	22	22	3.75
1819	20-11-12	6-53	11	18	18	11	18	18	3.75
1820	20-11-12	6-58	12	17	17	12	17	17	3.75
1821	20-11-12	7-4	14	21	24	14	21	24	3.75
1822	20-11-12	7-9	12	21	25	12	21	25	3.75
1823	20-11-12	7-15	11	19	25	11	19	25	3.71
1824	20-11-12	7-21	12	21	22	12	21	22	3.75
1825	20-11-12	7-26	12	19	19	12	19	19	3.75
1826	20-11-12	7-32	14	24	25	14	24	25	3.74
1827	20-11-12	7-37	14	19	19	14	19	19	3.75
1828	20-11-12	7-43	17	24	25	17	24	25	3.75
1829	20-11-12	7-48	15	22	25	15	22	25	3.74
1830	20-11-12	7-54	15	21	22	15	21	22	3.74
1831	20-11-12	7-59	14	24	26	14	24	26	3.74
1832	20-11-12	8-5	14	21	24	14	21	24	3.74
1833	20-11-12	8-10	12	18	22	12	18	22	3.74
1834	20-11-12	8-16	14	22	31	14	22	31	3.74
1835	20-11-12	8-21	12	21	28	12	21	28	3.74
1836	20-11-12	8-27	14	22	24	14	22	24	3.74
1837	20-11-12	8-32	11	22	25	11	22	25	3.74
1838	20-11-12	8-38	12	18	22	12	18	22	3.74
1839	20-11-12	8-44	12	21	22	12	21	22	3.73
1840	20-11-12	8-49	11	19	22	11	19	22	3.74
1841	20-11-12	8-55	9	17	22	9	17	22	3.73
1842	20-11-12	9-0	9	17	18	9	17	18	3.73
1843	20-11-12	9-6	11	15	15	11	15	15	3.72
1844	20-11-12	9-11	9	16	18	9	16	18	3.73
1845	20-11-12	9-17	9	18	19	9	18	19	3.73
1846	20-11-12	9-22	9	16	18	9	16	18	3.73
1847	20-11-12	9-28	11	18	18	11	18	18	3.73
1848	20-11-12	9-33	8	15	20	8	15	20	3.73
1849	20-11-12	9-39	11	16	18	11	16	18	3.73
1850	20-11-12	9-44	11	16	20	11	16	20	3.73
1851	20-11-12	9-50	8	13	17	8	13	17	3.73
1852	20-11-12	9-56	8	13	15	8	13	15	3.73
1853	20-11-12	10-1	8	13	15	8	13	15	3.73
1854	20-11-12	10-7	9	15	15	9	15	15	3.72
1855	20-11-12	10-12	9	15	15	9	15	15	3.73
1856	20-11-12	10-18	8	13	16	8	13	16	3.73
1857	20-11-12	10-23	9	15	16	9	15	16	3.72
1858	20-11-12	10-29	8	16	19	8	16	19	3.72
1859	20-11-12	10-34	9	15	15	9	15	15	3.72
1860	20-11-12	10-40	8	15	16	8	15	16	3.72
1861	20-11-12	10-45	9	15	17	9	15	17	3.71
1862	20-11-12	10-51	8	13	15	8	13	15	3.72
1863	20-11-12	10-56	9	15	17	9	15	17	3.72
1864	20-11-12	11-2	8	13	15	8	13	15	3.72
1865	20-11-12	11-7	9	15	17	9	15	17	3.72
1866	20-11-12	11-13	8	12	12	8	12	12	3.72
1867	20-11-12	11-19	8	13	16	8	13	16	3.71
1868	20-11-12	11-24	9	15	16	9	15	16	3.72
1869	20-11-12	11-30	8	12	12	8	12	12	3.72
1870	20-11-12	11-35	8	13	15	8	13	15	3.72
1871	20-11-12	11-41	8	15	16	8	15	16	3.72
1872	20-11-12	11-46	8	12	12	8	12	12	3.72
1873	20-11-12	11-52	6	13	13	6	13	13	3.73
1874	20-11-12	11-57	8	13	18	8	13	18	3.71
1875	20-11-12	12-3	7	14	14	7	14	14	3.72
1876	20-11-12	12-8	8	16	18	8	16	18	3.71
1877	20-11-12	12-14	9	15	16	9	15	16	3.71
1878	20-11-12	12-19	9	15	15	9	15	15	3.71
1879	20-11-12	12-25	8	13	15	8	13	15	3.7
1880	20-11-12	12-30	9	16	19	9	16	19	3.73
1881	20-11-12	12-36	9	15	15	9	15	15	3.69
1882	20-11-12	12-42	9	15	18	9	15	18	3.72
1883	20-11-12	12-47	9	13	16	9	13	16	3.7
1884	20-11-12	12-53	9	15	16	9	15	16	3.71
1885	20-11-12	12-58	8	15	19	8	15	19	3.71
1886	20-11-12	13-4	9	13	18	9	13	18	3.7
1887	20-11-12	13-9	11	16	16	11	16	16	3.7
1888	20-11-12	13-15	13	20	20	13	20	20	3.7
1889	20-11-12	13-20	15	23	24	15	23	24	3.7
1890	20-11-12	13-26	13	19	22	13	19	22	3.69
1891	20-11-12	13-31	13	20	22	13	20	22	3.7
1892	20-11-12	13-37	12	21	23	12	21	23	3.69
1893	20-11-12	13-42	12	19	22	12	19	22	3.7
1894	20-11-12	13-48	11	19	23	11	19	23	3.7
1895	20-11-12	13-53	12	19	20	12	19	20	3.69
1896	20-11-12	13-59	12	19	22	12	19	22	3.71
1897	20-11-12	14-5	12	20	22	12	20	22	3.69
1898	20-11-12	14-10	13	20	20	13	20	20	3.68
1899	20-11-12	14-16	13	20	23	13	20	23	3.69
1900	20-11-12	14-21	15	22	23	15	22	23	3.69
1901	20-11-12	14-27	12	20	23	12	20	23	3.69
1902	20-11-12	14-32	11	16	16	11	16	16	3.7
1903	20-11-12	14-38	15	22	26	15	22	26	3.7
1904	20-11-12	14-43	12	19	22	12	19	22	3.68
1905	20-11-12	14-49	11	18	22	11	18	22	3.69
1906	20-11-12	14-54	15	23	23	15	23	23	3.69
1907	20-11-12	15-0	15	20	23	15	20	23	3.69
1908	20-11-12	15-5	13	22	23	13	22	23	3.69
1909	20-11-12	15-11	13	20	20	13	20	20	3.68
1910	20-11-12	15-16	12	20	22	12	20	22	3.68
1911	20-11-12	15-22	12	19	20	12	19	20	3.69
1912	20-11-12	15-28	13	20	22	13	20	22	3.69
1913	20-11-12	15-33	11	18	19	11	18	19	3.68
1914	20-11-12	15-39	13	22	23	13	22	23	3.68
1915	20-11-12	15-44	12	20	23	12	20	23	3.68
1916	20-11-12	15-50	15	22	27	15	22	27	3.68
1917	20-11-12	15-55	13	19	24	13	19	24	3.68
1918	20-11-12	16-1	11	18	19	11	18	19	3.68
1919	20-11-12	16-6	11	18	18	11	18	18	3.68
1920	20-11-12	16-12	11	16	16	11	16	16	3.68
1921	20-11-12	16-17	11	16	20	11	16	20	3.67
1922	20-11-12	16-23	11	18	18	11	18	18	3.68
1923	20-11-12	16-28	12	20	22	12	20	22	3.68
1924	20-11-12	16-34	9	16	16	9	16	16	3.68
1925	20-11-12	16-39	9	15	18	9	15	18	3.68
1926	20-11-12	16-45	9	15	16	9	15	16	3.68
1927	20-11-12	16-51	8	16	18	8	16	18	3.68
1928	20-11-12	16-56	9	15	16	9	15	16	3.67
1929	20-11-12	17-2	8	15	15	8	15	15	3.65
1930	20-11-12	17-7	8	15	16	8	15	16	3.67
1931	20-11-12	17-13	16	23	26	16	23	26	3.67
1932	20-11-12	17-18	13	23	24	13	23	24	3.67
1933	20-11-12	17-24	13	19	22	13	19	22	3.68
1934	20-11-12	17-29	15	26	27	15	26	27	3.68
1935	20-11-12	17-35	13	22	24	13	22	24	3.66
1936	20-11-12	17-40	12	20	26	12	20	26	3.67
1937	20-11-12	17-46	13	22	26	13	22	26	3.67
1938	20-11-12	17-51	13	23	25	13	23	25	3.66
1939	20-11-12	17-57	15	24	27	15	24	27	3.67
1940	20-11-12	18-2	13	24	26	13	24	26	3.66
1941	20-11-12	18-8	15	25	26	15	25	26	3.67
1942	20-11-12	18-14	15	23	25	15	23	25	3.66
1943	20-11-12	18-19	15	26	30	15	26	30	3.66
1944	20-11-12	18-25	15	23	27	15	23	27	3.66
1945	20-11-12	18-30	15	29	30	15	29	30	3.66
1946	20-11-12	18-36	16	27	29	16	27	29	3.66
1947	20-11-12	18-41	16	26	27	16	26	27	3.66
1948	20-11-12	18-47	16	25	27	16	25	27	3.65
1949	20-11-12	18-52	16	25	27	16	25	27	3.67
1950	20-11-12	18-58	16	22	23	16	22	23	3.65
1951	20-11-12	19-3	18	29	30	18	29	30	3.65
1952	20-11-12	19-9	19	30	32	19	30	32	3.67
1953	20-11-12	19-14	15	26	26	15	26	26	3.65
1954	20-11-12	19-20	20	29	32	20	29	32	3.65
1955	20-11-12	19-25	18	27	29	18	27	29	3.65
1956	20-11-12	19-31	15	25	29	15	25	29	3.65
1957	20-11-12	19-37	16	26	27	16	26	27	3.65
1958	20-11-12	19-42	18	32	33	18	32	33	3.64
1959	20-11-12	19-48	18	29	33	18	29	33	3.65
1960	20-11-12	19-53	18	27	32	18	27	32	3.65
1961	20-11-12	19-59	18	25	29	18	25	29	3.65
1962	20-11-12	20-4	18	27	30	18	27	30	3.65
1963	20-11-12	20-10	18	27	30	18	27	30	3.65
1964	20-11-12	20-15	12	19	21	12	19	21	3.63
1965	20-11-12	20-21	13	23	27	13	23	27	3.65
1966	20-11-12	20-26	13	20	23	13	20	23	3.65
1967	20-11-12	20-32	16	26	29	16	26	29	3.65
1968	20-11-12	20-37	16	24	26	16	24	26	3.65
1969	20-11-12	20-43	16	26	29	16	26	29	3.65
1970	20-11-12	20-48	13	23	27	13	23	27	3.64
1971	20-11-12	20-54	16	24	29	16	24	29	3.64
1972	20-11-12	21-0	15	23	23	15	23	23	3.64
1973	20-11-12	21-5	15	26	29	15	26	29	3.64
1974	20-11-12	21-11	15	24	29	15	24	29	3.64
1975	20-11-12	21-16	11	18	18	11	18	18	3.64
1976	20-11-12	21-22	11	19	22	11	19	22	3.64
1977	20-11-12	21-27	11	22	23	11	22	23	3.64
1978	20-11-12	21-33	13	23	24	13	23	24	3.64
1979	20-11-12	21-38	15	23	23	15	23	23	3.64
1980	20-11-12	21-44	12	19	19	12	19	19	3.64
1981	20-11-12	21-49	15	23	26	15	23	26	3.64
1982	20-11-12	21-55	16	27	29	16	27	29	3.63
1983	20-11-12	22-0	15	23	26	15	23	26	3.64
1984	20-11-12	22-6	15	23	29	15	23	29	3.63
1985	20-11-12	22-11	15	23	24	15	23	24	3.63
1986	20-11-12	22-17	13	24	27	13	24	27	3.63
1987	20-11-12	22-23	16	24	26	16	24	26	3.63
1988	20-11-12	22-28	16	24	26	16	24	26	3.63
1989	20-11-12	22-34	13	23	24	13	23	24	3.61
1990	20-11-12	22-39	16	29	35	16	29	35	3.63
1991	20-11-12	22-45	15	23	26	15	23	26	3.63
1992	20-11-12	22-50	15	23	24	15	23	24	3.64
1993	20-11-12	22-56	13	23	27	13	23	27	3.63
1994	20-11-12	23-1	15	23	28	15	23	28	3.63
1995	20-11-12	23-7	16	27	33	16	27	33	3.63
1996	20-11-12	23-12	17	27	28	17	27	28	3.63
1997	20-11-12	23-18	16	27	27	16	27	27	3.63
1998	20-11-12	23-23	16	27	29	16	27	29	3.63
1999	20-11-12	23-29	15	26	31	15	26	31	3.62
2000	20-11-12	23-34	17	28	32	17	28	32	3.63
2001	20-11-12	23-40	16	26	28	16	26	28	3.62
2002	20-11-12	23-46	15	23	24	15	23	24	3.62
2003	20-11-12	23-51	17	26	27	17	26	27	3.63
2004	20-11-12	23-57	16	25	31	16	25	31	3.62
2005	20-11-13	0-2	16	28	34	16	28	34	3.62
2006	20-11-13	0-8	16	24	25	16	24	25	3.62
2007	20-11-13	0-13	16	25	31	16	25	31	3.62
2008	20-11-13	0-19	16	29	32	16	29	32	3.62
2009	20-11-13	0-24	24	40	43	24	40	43	3.62
2010	20-11-13	0-30	20	31	32	20	31	32	3.62
2011	20-11-13	0-35	17	29	33	17	29	33	3.62
2012	20-11-13	0-41	18	31	32	18	31	32	3.62
2013	20-11-13	0-46	18	30	33	18	30	33	3.62
2014	20-11-13	0-52	20	30	36	20	30	36	3.62
2015	20-11-13	0-57	20	33	37	20	33	37	3.62
2016	20-11-13	1-3	20	32	34	20	32	34	3.62
2017	20-11-13	1-9	21	35	36	21	35	36	3.62
2018	20-11-13	1-14	20	30	37	20	30	37	3.62
2019	20-11-13	1-20	21	33	38	21	33	38	3.61
2020	20-11-13	1-25	17	28	30	17	28	30	3.6
2021	20-11-13	1-31	21	32	36	21	32	36	3.61
2022	20-11-13	1-36	18	29	30	18	29	30	3.61
2023	20-11-13	1-42	17	29	30	17	29	30	3.61
2024	20-11-13	1-47	21	33	34	21	33	34	3.61
2025	20-11-13	1-53	20	30	32	20	30	32	3.61
2026	20-11-13	1-58	18	28	32	18	28	32	3.61
2027	20-11-13	2-4	24	37	40	24	37	40	3.61
2028	20-11-13	2-9	24	36	38	24	36	38	3.61
2029	20-11-13	2-15	20	32	32	20	32	32	3.61
2030	20-11-13	2-20	24	36	38	24	36	38	3.61
2031	20-11-13	2-26	18	30	33	18	30	33	3.61
2032	20-11-13	2-32	22	32	36	22	32	36	3.61
2033	20-11-13	2-37	20	30	35	20	30	35	3.61
2034	20-11-13	2-43	18	31	35	18	31	35	3.61
2035	20-11-13	2-48	20	31	32	20	31	32	3.61
2036	20-11-13	2-54	20	31	32	20	31	32	3.61
2037	20-11-13	2-59	20	31	38	20	31	38	3.61
2038	20-11-13	3-5	21	29	32	21	29	32	3.61
2039	20-11-13	3-10	19	32	32	19	32	32	3.6
2040	20-11-13	3-16	17	28	31	17	28	31	3.6
2041	20-11-13	3-21	17	27	29	17	27	29	3.6
2042	20-11-13	3-27	17	29	33	17	29	33	3.61
2043	20-11-13	3-32	19	29	35	19	29	35	3.6
2044	20-11-13	3-38	17	28	28	17	28	28	3.6
2045	20-11-13	3-43	19	28	29	19	28	29	3.6
2046	20-11-13	3-49	20	29	32	20	29	32	3.59
2047	20-11-13	3-55	19	27	30	19	27	30	3.6
2048	20-11-13	4-0	19	31	32	19	31	32	3.61
2049	20-11-13	4-6	17	27	30	17	27	30	3.61
2050	20-11-13	4-11	19	30	32	19	30	32	3.6
2051	20-11-13	4-17	19	30	34	19	30	34	3.6
2052	20-11-13	4-22	19	27	31	19	27	31	3.6
2053	20-11-13	4-28	19	31	38	19	31	38	3.6
2054	20-11-13	4-33	20	30	34	20	30	34	3.59
2055	20-11-13	4-39	17	27	30	17	27	30	3.6
2056	20-11-13	4-44	16	27	30	16	27	30	3.59
2057	20-11-13	4-50	17	26	28	17	26	28	3.6
2058	20-11-13	4-55	16	24	26	16	24	26	3.6
2059	20-11-13	5-1	19	28	34	19	28	34	3.59
2060	20-11-13	5-6	16	28	30	16	28	30	3.59
