数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
215	20-11-4	19-24	8	12	12	8	12	12	4.03	
216	20-11-4	19-30	7	11	12	7	11	12	4.03	
217	20-11-4	19-35	7	9	11	7	9	11	4.02	
218	20-11-4	19-41	7	9	11	7	9	11	4.02	
219	20-11-4	19-46	7	9	11	7	9	11	4.03	
220	20-11-4	19-52	5	9	11	5	9	11	4.02	
221	20-11-4	19-57	4	9	9	4	9	9	4.02	
222	20-11-4	20-3	5	8	9	5	8	9	4.02	
223	20-11-4	20-8	5	8	8	5	8	8	4.02	
224	20-11-4	20-14	5	9	12	5	9	12	4.02	
225	20-11-4	20-19	5	8	11	5	8	11	4.02	
226	20-11-4	20-25	7	9	11	7	9	11	4.03	
227	20-11-4	20-30	5	8	8	5	8	8	4.00	
228	20-11-4	20-36	4	7	7	4	7	7	4.02	
229	20-11-4	20-41	5	8	8	5	8	8	4.02	
230	20-11-4	20-47	4	8	8	4	8	8	4.02	
231	20-11-4	20-53	7	8	8	7	8	8	4.02	
232	20-11-4	20-58	5	8	8	5	8	8	4.03	
233	20-11-4	21-4	5	8	8	5	8	8	4.02	
234	20-11-4	21-9	5	9	9	5	9	9	4.02	
235	20-11-4	21-15	5	9	9	5	9	9	4.01	
236	20-11-4	21-20	5	8	8	5	8	8	4.02	
237	20-11-4	21-26	5	11	12	5	11	12	4.02	
238	20-11-4	21-28	6	8	8	6	8	8	4.39	
239	20-11-4	21-34	7	10	12	7	10	12	4.28	
240	20-11-4	21-39	8	10	10	8	10	10	4.04	
241	20-11-4	21-45	8	12	12	8	12	12	4.04	
242	20-11-4	21-50	8	13	16	8	13	16	4.05	
243	20-11-4	21-56	8	10	10	8	10	10	4.03	
244	20-11-4	22-1	8	12	13	8	12	13	4.03	
245	20-11-4	22-7	8	10	12	8	10	12	4.03	
246	20-11-4	22-12	8	12	12	8	12	12	4.03	
247	20-11-4	22-18	8	10	10	8	10	10	4.03	
248	20-11-4	22-23	9	12	12	9	12	12	4.02	
249	20-11-4	22-29	8	10	12	8	10	12	4.03	
250	20-11-4	22-35	9	13	14	9	13	14	4.03	
251	20-11-4	22-40	9	12	12	9	12	12	4.03	
252	20-11-4	22-46	9	13	13	9	13	13	4.02	
253	20-11-4	22-51	12	16	16	12	16	16	4.02	
254	20-11-4	22-57	10	16	16	10	16	16	4.03	
255	20-11-4	23-2	9	15	15	9	15	15	4.03	
256	20-11-4	23-8	9	13	15	9	13	15	4.02	
257	20-11-4	23-13	10	13	13	10	13	13	4.02	
258	20-11-4	23-19	12	17	17	12	17	17	4.02	
259	20-11-4	23-24	10	13	15	10	13	15	4.03	
260	20-11-4	23-30	10	15	17	10	15	17	4.02	
261	20-11-4	23-35	10	15	17	10	15	17	4.03	
262	20-11-4	23-41	9	13	15	9	13	15	4.02	
263	20-11-4	23-46	10	15	16	10	15	16	4.02	
264	20-11-4	23-52	9	15	15	9	15	15	4.02	
265	20-11-4	23-57	11	16	16	11	16	16	4.02	
266	20-11-5	0-3	9	12	12	9	12	12	4.02	
267	20-11-5	0-9	9	13	17	9	13	17	4.00	
268	20-11-5	0-14	12	16	17	12	16	17	4.02	
269	20-11-5	0-20	9	12	13	9	12	13	4.02	
270	20-11-5	0-25	9	13	13	9	13	13	4.02	
271	20-11-5	0-31	9	13	13	9	13	13	4.02	
272	20-11-5	0-36	11	13	15	11	13	15	4.02	
273	20-11-5	0-42	9	13	16	9	13	16	4.02	
274	20-11-5	0-47	8	11	11	8	11	11	4.02	
275	20-11-5	0-53	11	15	15	11	15	15	4.01	
276	20-11-5	0-58	9	12	16	9	12	16	4.02	
277	20-11-5	1-4	11	15	15	11	15	15	4.02	
278	20-11-5	1-9	11	16	19	11	16	19	4.02	
279	20-11-5	1-15	9	13	13	9	13	13	4.02	
280	20-11-5	1-20	9	12	13	9	12	13	4.02	
281	20-11-5	1-26	11	12	15	11	12	15	4.01	
282	20-11-5	1-32	9	15	16	9	15	16	4.01	
283	20-11-5	1-37	9	12	12	9	12	12	4.01	
284	20-11-5	1-43	8	12	13	8	12	13	4.01	
285	20-11-5	1-48	9	12	15	9	12	15	4.02	
286	20-11-5	1-54	11	13	15	11	13	15	4.01	
287	20-11-5	1-59	8	11	12	8	11	12	4.01	
288	20-11-5	2-5	8	11	12	8	11	12	4.02	
289	20-11-5	2-10	8	12	13	8	12	13	4.01	
290	20-11-5	2-16	8	12	12	8	12	12	4.01	
291	20-11-5	2-21	9	12	12	9	12	12	4.02	
292	20-11-5	2-27	8	11	12	8	11	12	4.00	
293	20-11-5	2-32	6	11	12	6	11	12	4.00	
294	20-11-5	2-38	6	9	11	6	9	11	4.01	
295	20-11-5	2-43	8	11	11	8	11	11	4.01	
296	20-11-5	2-49	8	13	13	8	13	13	4.01	
297	20-11-5	2-54	9	13	13	9	13	13	4.01	
298	20-11-5	3-0	8	11	12	8	11	12	4.01	
299	20-11-5	3-6	8	12	13	8	12	13	3.99	
300	20-11-5	3-11	8	9	9	8	9	9	4.00	
301	20-11-5	3-17	8	11	12	8	11	12	4.02	
302	20-11-5	3-22	8	11	12	8	11	12	4.01	
303	20-11-5	3-28	8	13	15	8	13	15	4.01	
304	20-11-5	3-33	9	13	15	9	13	15	4.02	
305	20-11-5	3-39	9	11	12	9	11	12	4.01	
306	20-11-5	3-44	6	9	11	6	9	11	4.00	
307	20-11-5	3-50	6	8	8	6	8	8	4.01	
308	20-11-5	3-55	6	11	11	6	11	11	4.00	
309	20-11-5	4-1	6	9	9	6	9	9	4.02	
310	20-11-5	4-6	8	13	13	8	13	13	4.00	
311	20-11-5	4-12	8	12	12	8	12	12	4.00	
312	20-11-5	4-17	6	9	11	6	9	11	4.02	
313	20-11-5	4-23	6	11	12	6	11	12	4.00	
314	20-11-5	4-29	6	9	11	6	9	11	4.01	
315	20-11-5	4-34	6	12	15	6	12	15	4.00	
316	20-11-5	4-40	6	9	11	6	9	11	4.01	
317	20-11-5	4-45	6	11	13	6	11	13	4.00	
318	20-11-5	4-51	6	9	9	6	9	9	4.00	
319	20-11-5	4-56	6	9	11	6	9	11	4.00	
320	20-11-5	5-2	6	9	11	6	9	11	4.00	
321	20-11-5	5-7	6	9	9	6	9	9	4.00	
322	20-11-5	5-13	5	8	8	5	8	8	4.00	
323	20-11-5	5-18	5	6	6	5	6	6	3.99	
324	20-11-5	5-24	6	9	9	6	9	9	4.01	
325	20-11-5	5-29	5	8	8	5	8	8	3.99	
326	20-11-5	5-35	5	8	9	5	8	9	4.00	
327	20-11-5	5-40	6	9	9	6	9	9	3.99	
328	20-11-5	5-46	6	9	12	6	9	12	3.99	
329	20-11-5	5-51	6	9	9	6	9	9	3.99	
330	20-11-5	5-57	6	9	12	6	9	12	3.99	
331	20-11-5	6-3	4	8	8	4	8	8	3.99	
332	20-11-5	6-8	5	8	9	5	8	9	4.00	
333	20-11-5	6-14	5	8	11	5	8	11	3.99	
334	20-11-5	6-19	6	11	12	6	11	12	3.99	
335	20-11-5	6-25	6	8	8	6	8	8	4.00	
336	20-11-5	6-30	6	8	9	6	8	9	3.99	
337	20-11-5	6-36	6	8	8	6	8	8	4.00	
338	20-11-5	6-41	5	9	11	5	9	11	3.99	
339	20-11-5	6-47	5	8	9	5	8	9	4.00	
340	20-11-5	6-52	5	8	12	5	8	12	3.99	
341	20-11-5	6-58	5	8	8	5	8	8	3.99	
342	20-11-5	7-3	6	9	12	6	9	12	3.99	
343	20-11-5	7-9	6	9	9	6	9	9	3.98	
344	20-11-5	7-14	6	9	9	6	9	9	3.99	
345	20-11-5	7-20	6	9	9	6	9	9	3.99	
346	20-11-5	7-26	6	9	9	6	9	9	3.99	
347	20-11-5	7-31	6	11	12	6	11	12	3.96	
348	20-11-5	7-37	8	11	11	8	11	11	3.98	
349	20-11-5	7-42	5	8	8	5	8	8	3.98	
350	20-11-5	7-48	8	11	11	8	11	11	3.98	
351	20-11-5	7-53	5	9	9	5	9	9	3.97	
352	20-11-5	7-59	5	8	10	5	8	10	3.98	
353	20-11-5	8-4	7	9	9	7	9	9	3.98	
354	20-11-5	8-10	6	9	9	6	9	9	3.96	
355	20-11-5	8-15	8	11	13	8	11	13	3.99	
356	20-11-5	8-21	8	11	11	8	11	11	3.98	
357	20-11-5	8-26	6	11	11	6	11	11	3.98	
358	20-11-5	8-32	5	9	10	5	9	10	3.98	
359	20-11-5	8-37	6	8	9	6	8	9	3.98	
360	20-11-5	8-43	8	12	12	8	12	12	3.97	
361	20-11-5	8-48	6	12	12	6	12	12	3.97	
362	20-11-5	8-54	8	10	10	8	10	10	3.97	
363	20-11-5	9-0	6	10	12	6	10	12	3.97	
364	20-11-5	9-5	8	10	10	8	10	10	3.97	
365	20-11-5	9-11	6	10	10	6	10	10	3.97	
366	20-11-5	9-16	8	10	10	8	10	10	3.97	
367	20-11-5	9-22	6	10	12	6	10	12	3.97	
368	20-11-5	9-27	6	9	10	6	9	10	3.98	
369	20-11-5	9-33	6	9	9	6	9	9	3.97	
370	20-11-5	9-38	5	8	12	5	8	12	3.97	
371	20-11-5	9-44	6	9	10	6	9	10	3.97	
372	20-11-5	9-49	6	9	9	6	9	9	3.96	
373	20-11-5	9-55	6	9	9	6	9	9	3.96	
374	20-11-5	10-0	9	10	10	9	10	10	3.97	
375	20-11-5	10-6	7	10	11	7	10	11	3.96	
376	20-11-5	10-11	6	7	10	6	7	10	3.96	
377	20-11-5	10-17	6	7	9	6	7	9	3.95	
378	20-11-5	10-22	11	15	21	11	15	21	3.97	
379	20-11-5	10-28	7	11	13	7	11	13	3.96	
380	20-11-5	10-34	7	11	11	7	11	11	3.97	
381	20-11-5	10-39	6	9	9	6	9	9	3.96	
382	20-11-5	10-45	6	9	10	6	9	10	3.94	
383	20-11-5	10-50	6	9	10	6	9	10	3.96	
384	20-11-5	10-56	7	10	11	7	10	11	3.96	
385	20-11-5	11-1	7	11	13	7	11	13	3.96	
386	20-11-5	11-7	6	10	10	6	10	10	3.96	
387	20-11-5	11-12	7	10	10	7	10	10	3.96	
388	20-11-5	11-18	7	11	11	7	11	11	3.96	
389	20-11-5	11-23	6	10	10	6	10	10	3.97	
390	20-11-5	11-29	7	9	9	7	9	9	3.96	
391	20-11-5	11-34	6	9	11	6	9	11	3.96	
392	20-11-5	11-40	7	13	15	7	13	15	3.95	
393	20-11-5	11-45	9	13	13	9	13	13	3.96	
394	20-11-5	11-51	7	10	11	7	10	11	3.95	
395	20-11-5	11-56	9	13	15	9	13	15	3.95	
396	20-11-5	12-2	10	13	15	10	13	15	3.95	
397	20-11-5	12-8	7	11	13	7	11	13	3.95	
398	20-11-5	12-13	9	11	11	9	11	11	3.93	
399	20-11-5	12-19	9	11	13	9	11	13	3.95	
400	20-11-5	12-24	9	14	18	9	14	18	3.95	
401	20-11-5	12-30	11	15	16	11	15	16	3.95	
402	20-11-5	12-35	23	29	30	23	29	30	3.94	
403	20-11-5	12-41	7	10	10	7	10	10	3.94	
404	20-11-5	12-46	9	11	11	9	11	11	3.94	
405	20-11-5	12-52	9	11	11	9	11	11	3.95	
406	20-11-5	12-57	8	10	12	8	10	12	3.96	
407	20-11-5	13-3	8	10	12	8	10	12	3.94	
408	20-11-5	13-8	8	12	16	8	12	16	3.95	
409	20-11-5	13-14	6	9	9	6	9	9	3.95	
410	20-11-5	13-19	9	10	13	9	10	13	3.94	
411	20-11-5	13-25	8	12	12	8	12	12	3.94	
412	20-11-5	13-31	6	10	10	6	10	10	3.94	
413	20-11-5	13-36	8	10	10	8	10	10	3.94	
414	20-11-5	13-42	8	10	10	8	10	10	3.94	
415	20-11-5	13-47	6	10	13	6	10	13	3.94	
416	20-11-5	13-53	8	11	12	8	11	12	3.94	
417	20-11-5	13-58	8	11	12	8	11	12	3.95	
418	20-11-5	14-4	8	12	12	8	12	12	3.94	
419	20-11-5	14-9	6	11	12	6	11	12	3.94	
420	20-11-5	14-15	8	9	9	8	9	9	3.94	
421	20-11-5	14-20	6	9	9	6	9	9	3.93	
422	20-11-5	14-26	8	11	11	8	11	11	3.94	
423	20-11-5	14-31	8	13	15	8	13	15	3.94	
424	20-11-5	14-37	8	11	11	8	11	11	3.94	
425	20-11-5	14-42	6	11	12	6	11	12	3.93	
426	20-11-5	14-48	8	12	12	8	12	12	3.94	
427	20-11-5	14-53	8	11	11	8	11	11	3.93	
428	20-11-5	14-59	8	11	11	8	11	11	3.94	
429	20-11-5	15-5	9	13	15	9	13	15	3.93	
430	20-11-5	15-10	8	12	13	8	12	13	3.93	
431	20-11-5	15-16	9	13	13	9	13	13	3.93	
432	20-11-5	15-21	9	12	16	9	12	16	3.93	
433	20-11-5	15-27	9	13	13	9	13	13	3.91	
434	20-11-5	15-32	11	15	16	11	15	16	3.93	
435	20-11-5	15-38	8	12	15	8	12	15	3.93	
436	20-11-5	15-43	9	15	16	9	15	16	3.93	
437	20-11-5	15-49	11	15	15	11	15	15	3.93	
438	20-11-5	15-54	9	12	15	9	12	15	3.92	
439	20-11-5	16-0	9	12	15	9	12	15	3.93	
440	20-11-5	16-5	11	15	16	11	15	16	3.93	
441	20-11-5	16-11	9	13	15	9	13	15	3.92	
442	20-11-5	16-16	11	13	15	11	13	15	3.92	
443	20-11-5	16-22	9	12	13	9	12	13	3.92	
444	20-11-5	16-27	9	13	15	9	13	15	3.93	
445	20-11-5	16-33	9	13	13	9	13	13	3.94	
446	20-11-5	16-39	8	11	11	8	11	11	3.92	
447	20-11-5	16-44	11	13	15	11	13	15	3.90	
448	20-11-5	16-50	9	12	13	9	12	13	3.92	
449	20-11-5	16-55	9	13	13	9	13	13	3.92	
450	20-11-5	17-1	9	13	15	9	13	15	3.91	
451	20-11-5	17-6	10	16	17	10	16	17	3.92	
452	20-11-5	17-12	12	16	17	12	16	17	3.92	
453	20-11-5	17-17	12	16	19	12	16	19	3.92	
454	20-11-5	17-23	8	10	12	8	10	12	3.92	
455	20-11-5	17-28	10	14	17	10	14	17	3.91	
456	20-11-5	17-34	10	13	17	10	13	17	3.92	
457	20-11-5	17-39	10	15	15	10	15	15	3.92	
458	20-11-5	17-45	9	12	12	9	12	12	3.91	
459	20-11-5	17-50	8	13	15	8	13	15	3.91	
460	20-11-5	17-56	10	16	17	10	16	17	3.92	
461	20-11-5	18-2	9	13	15	9	13	15	3.91	
462	20-11-5	18-7	9	13	13	9	13	13	3.91	
463	20-11-5	18-13	9	13	14	9	13	14	3.91	
464	20-11-5	18-18	12	19	20	12	19	20	3.90	
465	20-11-5	18-24	10	13	19	10	13	19	3.91	
466	20-11-5	18-29	12	16	21	12	16	21	3.91	
467	20-11-5	18-35	12	17	17	12	17	17	3.91	
468	20-11-5	18-40	13	17	18	13	17	18	3.91	
469	20-11-5	18-46	13	17	20	13	17	20	3.91	
470	20-11-5	18-51	14	20	21	14	20	21	3.91	
471	20-11-5	18-57	12	17	17	12	17	17	3.91	
472	20-11-5	19-2	13	16	19	13	16	19	3.91	
473	20-11-5	19-8	12	16	17	12	16	17	3.91	
474	20-11-5	19-13	12	16	17	12	16	17	3.91	
475	20-11-5	19-19	12	16	16	12	16	16	3.90	
476	20-11-5	19-24	14	18	21	14	18	21	3.90	
477	20-11-5	19-30	12	16	17	12	16	17	3.89	
