数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
40	2020/11/4	2-4	4	5	8	4	5	8	4.23	
41	2020/11/4	2-9	4	7	7	4	7	7	4.23	
42	2020/11/4	2-15	4	8	8	4	8	8	4.23	
43	2020/11/4	2-20	6	10	10	6	10	10	4.23	
44	2020/11/4	2-26	5	10	11	5	10	11	4.23	
45	2020/11/4	2-31	5	8	8	5	8	8	4.23	
46	2020/11/4	2-37	6	9	9	6	9	9	4.23	
47	2020/11/4	2-42	3	6	6	3	6	6	4.23	
48	2020/11/4	2-48	4	8	8	4	8	8	4.23	
49	2020/11/4	2-53	4	8	9	4	8	9	4.23	
50	2020/11/4	2-59	4	7	7	4	7	7	4.23	
51	2020/11/4	3-4	4	5	7	4	5	7	4.23	
52	2020/11/4	3-10	4	8	8	4	8	8	4.23	
53	2020/11/4	3-15	3	6	6	3	6	6	4.23	
54	2020/11/4	3-21	5	8	9	5	8	9	4.23	
55	2020/11/4	3-26	4	8	9	4	8	9	4.23	
56	2020/11/4	3-32	4	8	9	4	8	9	4.23	
57	2020/11/4	3-37	3	6	6	3	6	6	4.23	
58	2020/11/4	3-43	6	9	11	6	9	11	4.23	
59	2020/11/4	3-48	5	8	9	5	8	9	4.23	
60	2020/11/4	3-54	4	8	9	4	8	9	4.23	
61	2020/11/4	3-59	3	5	5	3	5	5	4.23	
62	2020/11/4	4-5	4	6	9	4	6	9	4.23	
63	2020/11/4	4-10	4	7	7	4	7	7	4.23	
64	2020/11/4	4-16	4	6	8	4	6	8	4.23	
65	2020/11/4	4-21	5	8	8	5	8	8	4.23	
66	2020/11/4	4-27	4	9	9	4	9	9	4.23	
67	2020/11/4	4-32	4	8	8	4	8	8	4.23	
68	2020/11/4	4-38	5	8	8	5	8	8	4.23	
69	2020/11/4	4-43	4	8	8	4	8	8	4.23	
70	2020/11/4	4-49	4	8	8	4	8	8	4.23	
71	2020/11/4	4-54	4	7	7	4	7	7	4.23	
72	2020/11/4	5-0	5	8	8	5	8	8	4.23	
73	2020/11/4	5-5	6	10	10	6	10	10	4.23	
74	2020/11/4	5-11	4	7	8	4	7	8	4.23	
75	2020/11/4	5-16	5	8	8	5	8	8	4.23	
76	2020/11/4	5-22	5	8	8	5	8	8	4.23	
77	2020/11/4	5-27	6	7	7	6	7	7	4.23	
78	2020/11/4	5-33	4	9	9	4	9	9	4.23	
79	2020/11/4	5-38	6	8	8	6	8	8	4.23	
80	2020/11/4	5-44	4	8	8	4	8	8	4.23	
81	2020/11/4	5-49	5	9	9	5	9	9	4.23	
82	2020/11/4	5-55	5	8	8	5	8	8	4.23	
83	2020/11/4	6-0	5	8	8	5	8	8	4.23	
84	2020/11/4	6-6	5	10	10	5	10	10	4.23	
85	2020/11/4	6-11	7	10	10	7	10	10	4.23	
86	2020/11/4	6-17	4	8	8	4	8	8	4.23	
87	2020/11/4	6-22	4	8	8	4	8	8	4.23	
88	2020/11/4	6-28	5	9	9	5	9	9	4.23	
89	2020/11/4	6-33	7	10	10	7	10	10	4.23	
90	2020/11/4	6-39	5	8	8	5	8	8	4.23	
91	2020/11/4	6-45	8	10	10	8	10	10	4.23	
92	2020/11/4	6-50	6	9	10	6	9	10	4.23	
93	2020/11/4	6-56	4	8	9	4	8	9	4.23	
94	2020/11/4	7-1	5	9	10	5	9	10	4.23	
95	2020/11/4	7-7	7	11	11	7	11	11	4.23	
96	2020/11/4	7-12	7	11	13	7	11	13	4.23	
97	2020/11/4	7-18	7	9	12	7	9	12	4.23	
98	2020/11/4	7-23	8	14	14	8	14	14	4.23	
99	2020/11/4	7-29	8	14	15	8	14	15	4.23	
100	2020/11/4	7-34	8	11	13	8	11	13	4.23	
101	2020/11/4	7-40	9	15	16	9	15	16	4.18	
102	2020/11/4	7-45	8	12	12	8	12	12	4.2	
103	2020/11/4	7-51	7	12	14	7	12	14	4.2	
104	2020/11/4	7-56	7	11	13	7	11	13	4.19	
105	2020/11/4	8-2	7	11	11	7	11	11	4.2	
106	2020/11/4	8-7	8	11	15	8	11	15	4.19	
107	2020/11/4	8-13	7	13	14	7	13	14	4.19	
108	2020/11/4	8-18	8	11	11	8	11	11	4.19	
109	2020/11/4	8-24	8	11	13	8	11	13	4.19	
110	2020/11/4	8-29	7	13	14	7	13	14	4.18	
111	2020/11/4	8-35	8	11	11	8	11	11	4.18	
112	2020/11/4	8-40	9	13	14	9	13	14	4.18	
113	2020/11/4	8-46	8	14	14	8	14	14	4.17	
114	2020/11/4	8-52	9	14	14	9	14	14	4.17	
115	2020/11/4	8-57	8	10	13	8	10	13	4.17	
116	2020/11/4	9-3	9	14	15	9	14	15	4.17	
117	2020/11/4	9-8	8	11	11	8	11	11	4.15	
118	2020/11/4	9-14	7	14	15	7	14	15	4.17	
119	2020/11/4	9-19	8	10	11	8	10	11	4.17	
120	2020/11/4	9-25	8	11	12	8	11	12	4.16	
121	2020/11/4	9-30	8	10	10	8	10	10	4.16	
122	2020/11/4	9-36	5	9	10	5	9	10	4.16	
123	2020/11/4	9-41	7	10	11	7	10	11	4.15	
124	2020/11/4	9-47	7	11	12	7	11	12	4.16	
125	2020/11/4	9-52	7	11	14	7	11	14	4.15	
126	2020/11/4	9-58	8	12	12	8	12	12	4.16	
127	2020/11/4	10-3	6	11	11	6	11	11	4.15	
128	2020/11/4	10-9	9	12	13	9	12	13	4.15	
129	2020/11/4	10-15	10	13	15	10	13	15	4.15	
130	2020/11/4	10-20	8	13	13	8	13	13	4.15	
131	2020/11/4	10-26	6	10	10	6	10	10	4.15	
132	2020/11/4	10-31	6	9	9	6	9	9	4.14	
133	2020/11/4	10-37	6	10	11	6	10	11	4.14	
134	2020/11/4	10-42	7	9	9	7	9	9	4.14	
135	2020/11/4	10-48	6	9	9	6	9	9	4.14	
136	2020/11/4	10-53	5	9	9	5	9	9	4.14	
137	2020/11/4	10-59	6	10	10	6	10	10	4.14	
138	2020/11/4	11-4	8	11	11	8	11	11	4.13	
139	2020/11/4	11-10	6	9	9	6	9	9	4.14	
140	2020/11/4	11-15	6	10	11	6	10	11	4.13	
141	2020/11/4	11-21	6	11	12	6	11	12	4.14	
142	2020/11/4	11-26	6	10	10	6	10	10	4.12	
143	2020/11/4	11-32	8	11	11	8	11	11	4.13	
144	2020/11/4	11-38	9	12	12	9	12	12	4.13	
145	2020/11/4	11-43	9	13	13	9	13	13	4.13	
146	2020/11/4	11-49	6	10	10	6	10	10	4.12	
147	2020/11/4	11-54	7	11	11	7	11	11	4.12	
148	2020/11/4	12-0	8	12	12	8	12	12	4.12	
149	2020/11/4	12-5	8	11	12	8	11	12	4.12	
150	2020/11/4	12-11	8	11	12	8	11	12	4.12	
151	2020/11/4	12-16	9	12	13	9	12	13	4.12	
152	2020/11/4	12-22	9	13	14	9	13	14	4.12	
153	2020/11/4	12-27	9	12	12	9	12	12	4.1	
154	2020/11/4	12-33	9	13	14	9	13	14	4.11	
155	2020/11/4	12-38	11	15	17	11	15	17	4.11	
156	2020/11/4	12-44	9	12	13	9	12	13	4.11	
157	2020/11/4	12-49	6	10	11	6	10	11	4.09	
158	2020/11/4	12-55	10	16	17	10	16	17	4.11	
159	2020/11/4	13-1	9	14	15	9	14	15	4.11	
160	2020/11/4	13-6	7	13	15	7	13	15	4.1	
161	2020/11/4	13-12	10	17	18	10	17	18	4.1	
162	2020/11/4	13-17	10	17	18	10	17	18	4.1	
163	2020/11/4	13-23	6	12	13	6	12	13	4.11	
164	2020/11/4	13-28	4	8	8	4	8	8	4.1	
165	2020/11/4	13-34	5	6	6	5	6	6	4.1	
166	2020/11/4	13-39	4	8	8	4	8	8	4.11	
167	2020/11/4	13-45	4	8	9	4	8	9	4.09	
168	2020/11/4	13-50	5	9	9	5	9	9	4.11	
169	2020/11/4	13-56	4	6	6	4	6	6	4.09	
170	2020/11/4	14-1	5	10	11	5	10	11	4.09	
171	2020/11/4	14-7	5	9	10	5	9	10	4.09	
172	2020/11/4	14-12	5	8	8	5	8	8	4.1	
173	2020/11/4	14-18	6	10	10	6	10	10	4.1	
174	2020/11/4	14-24	6	10	12	6	10	12	4.09	
175	2020/11/4	14-29	5	9	9	5	9	9	4.07	
176	2020/11/4	14-35	8	10	10	8	10	10	4.09	
177	2020/11/4	14-40	8	12	16	8	12	16	4.09	
178	2020/11/4	14-46	10	14	15	10	14	15	4.09	
179	2020/11/4	14-51	9	15	15	9	15	15	4.09	
180	2020/11/4	14-57	10	16	18	10	16	18	4.09	
181	2020/11/4	15-2	8	12	13	8	12	13	4.09	
182	2020/11/4	15-8	10	16	16	10	16	16	4.1	
183	2020/11/4	15-13	8	14	15	8	14	15	4.06	
184	2020/11/4	15-19	7	11	12	7	11	12	4.09	
185	2020/11/4	15-24	4	7	8	4	7	8	4.09	
186	2020/11/4	15-30	3	5	5	3	5	5	4.08	
187	2020/11/4	15-35	5	10	10	5	10	10	4.08	
188	2020/11/4	15-41	4	7	9	4	7	9	4.09	
189	2020/11/4	15-47	5	6	6	5	6	6	4.08	
190	2020/11/4	15-52	4	7	7	4	7	7	4.08	
191	2020/11/4	15-58	4	6	6	4	6	6	4.06	
192	2020/11/4	16-3	3	5	6	3	5	6	4.08	
193	2020/11/4	16-9	3	5	5	3	5	5	4.08	
194	2020/11/4	16-14	6	11	12	6	11	12	4.08	
195	2020/11/4	16-20	7	9	9	7	9	9	4.09	
196	2020/11/4	16-25	16	26	26	16	26	26	4.08	
197	2020/11/4	16-31	11	20	21	11	20	21	4.08	
198	2020/11/4	16-36	8	10	13	8	10	13	4.07	
199	2020/11/4	16-42	7	13	13	7	13	13	4.06	
200	2020/11/4	16-47	7	12	17	7	12	17	4.08	
201	2020/11/4	16-53	9	16	17	9	16	17	4.08	
202	2020/11/4	16-58	5	9	12	5	9	12	4.07	
203	2020/11/4	17-4	7	10	10	7	10	10	4.08	
204	2020/11/4	17-10	22	30	36	22	30	36	4.07	
205	2020/11/4	17-15	3	8	8	3	8	8	4.07	
206	2020/11/4	17-21	4	7	8	4	7	8	4.07	
207	2020/11/4	17-26	6	14	19	6	14	19	4.07	
208	2020/11/4	17-32	7	10	12	7	10	12	4.07	
209	2020/11/4	17-37	4	8	8	4	8	8	4.07	
210	2020/11/4	17-43	5	9	10	5	9	10	4.07	
211	2020/11/4	17-48	3	7	10	3	7	10	4.06	
212	2020/11/4	17-54	4	7	7	4	7	7	4.07	
213	2020/11/4	17-59	4	8	8	4	8	8	4.08	
214	2020/11/4	18-5	4	6	9	4	6	9	4.06	
215	2020/11/4	18-10	3	6	8	3	6	8	4.07	
216	2020/11/4	18-16	6	8	9	6	8	9	4.07	
217	2020/11/4	18-21	5	7	7	5	7	7	4.06	
218	2020/11/4	18-27	4	7	7	4	7	7	4.06	
219	2020/11/4	18-33	5	7	8	5	7	8	4.06	
220	2020/11/4	18-38	4	8	8	4	8	8	4.06	
221	2020/11/4	18-44	5	7	8	5	7	8	4.07	
222	2020/11/4	18-49	3	6	6	3	6	6	4.06	
223	2020/11/4	18-55	5	8	8	5	8	8	4.06	
224	2020/11/4	19-0	4	7	7	4	7	7	4.06	
225	2020/11/4	19-6	5	7	8	5	7	8	4.06	
226	2020/11/4	19-11	4	6	6	4	6	6	4.05	
227	2020/11/4	19-17	5	8	10	5	8	10	4.06	
228	2020/11/4	19-22	4	7	7	4	7	7	4.05	
229	2020/11/4	19-28	5	8	8	5	8	8	4.06	
230	2020/11/4	19-33	7	12	12	7	12	12	4.05	
231	2020/11/4	19-39	7	12	12	7	12	12	4.05	
232	2020/11/4	19-44	6	10	10	6	10	10	4.06	
233	2020/11/4	19-50	7	10	10	7	10	10	4.06	
234	2020/11/4	19-56	6	10	11	6	10	11	4.05	
235	2020/11/4	20-1	7	13	15	7	13	15	4.05	
236	2020/11/4	20-7	5	10	11	5	10	11	4.06	
237	2020/11/4	20-12	6	9	9	6	9	9	4.05	
238	2020/11/4	20-18	4	9	10	4	9	10	4.05	
239	2020/11/4	20-23	6	12	13	6	12	13	4.05	
240	2020/11/4	20-29	7	11	14	7	11	14	4.05	
241	2020/11/4	20-34	7	12	13	7	12	13	4.05	
242	2020/11/4	20-40	6	11	12	6	11	12	4.05	
243	2020/11/4	20-45	8	14	16	8	14	16	4.05	
244	2020/11/4	20-51	7	10	10	7	10	10	4.05	
245	2020/11/4	20-56	4	9	10	4	9	10	4.05	
246	2020/11/4	21-2	6	9	11	6	9	11	4.05	
247	2020/11/4	21-7	5	9	9	5	9	9	4.05	
248	2020/11/4	21-13	6	10	10	6	10	10	4.05	
249	2020/11/4	21-19	6	10	10	6	10	10	4.05	
250	2020/11/4	21-24	5	10	10	5	10	10	4.04	
251	2020/11/4	21-30	5	8	8	5	8	8	4.04	
252	2020/11/4	21-35	6	10	10	6	10	10	4.05	
253	2020/11/4	21-41	4	7	9	4	7	9	4.03	
254	2020/11/4	21-46	5	8	8	5	8	8	4.05	
255	2020/11/4	21-52	7	12	14	7	12	14	4.05	
256	2020/11/4	21-57	6	10	12	6	10	12	4.05	
257	2020/11/4	22-3	5	9	9	5	9	9	4.05	
258	2020/11/4	22-8	6	9	11	6	9	11	4.05	
259	2020/11/4	22-14	8	11	11	8	11	11	4.05	
260	2020/11/4	22-19	6	10	11	6	10	11	4.05	
261	2020/11/4	22-25	6	11	12	6	11	12	4.02	
262	2020/11/4	22-30	7	10	10	7	10	10	4.05	
263	2020/11/4	22-36	6	11	12	6	11	12	4.05	
264	2020/11/4	22-42	5	9	9	5	9	9	4.05	
265	2020/11/4	22-47	5	8	9	5	8	9	4.04	
266	2020/11/4	22-53	5	10	11	5	10	11	4.05	
267	2020/11/4	22-58	6	11	13	6	11	13	4.05	
268	2020/11/4	23-4	6	9	10	6	9	10	4.05	
269	2020/11/4	23-9	6	10	11	6	10	11	4.05	
270	2020/11/4	23-12	11	17	19	11	17	19	4.39	
271	2020/11/4	23-17	7	12	15	7	12	15	4.39	
272	2020/11/4	23-23	7	12	12	7	12	12	4.39	
273	2020/11/4	23-28	7	12	15	7	12	15	4.39	
274	2020/11/4	23-34	9	13	13	9	13	13	4.39	
275	2020/11/4	23-39	9	15	16	9	15	16	4.39	
276	2020/11/4	23-45	7	13	14	7	13	14	4.39	
277	2020/11/4	23-50	7	11	13	7	11	13	4.39	
278	2020/11/4	23-56	8	13	14	8	13	14	4.39	
279	2020/11/5	0-1	8	13	15	8	13	15	4.39	
280	2020/11/5	0-7	8	11	11	8	11	11	4.38	
281	2020/11/5	0-12	7	11	11	7	11	11	4.36	
282	2020/11/5	0-18	9	14	14	9	14	14	4.33	
283	2020/11/5	0-23	8	12	14	8	12	14	4.3	
284	2020/11/5	0-29	6	11	11	6	11	11	4.28	
285	2020/11/5	0-34	6	12	12	6	12	12	4.28	
286	2020/11/5	0-40	8	11	12	8	11	12	4.28	
287	2020/11/5	0-45	8	12	12	8	12	12	4.27	
288	2020/11/5	0-51	8	12	13	8	12	13	4.24	
289	2020/11/5	0-56	8	11	13	8	11	13	4.24	
290	2020/11/5	1-2	6	10	10	6	10	10	4.24	
291	2020/11/5	1-7	8	12	12	8	12	12	4.24	
292	2020/11/5	1-13	8	12	12	8	12	12	4.24	
293	2020/11/5	1-18	7	12	12	7	12	12	4.24	
294	2020/11/5	1-24	8	12	13	8	12	13	4.24	
295	2020/11/5	1-29	8	10	12	8	10	12	4.24	
296	2020/11/5	1-35	6	11	12	6	11	12	4.24	
297	2020/11/5	1-40	9	13	16	9	13	16	4.23	
298	2020/11/5	1-46	6	11	11	6	11	11	4.23	
299	2020/11/5	1-51	8	13	13	8	13	13	4.23	
300	2020/11/5	1-57	8	12	12	8	12	12	4.23	
301	2020/11/5	2-2	9	13	13	9	13	13	4.23	
302	2020/11/5	2-8	8	12	12	8	12	12	4.23	
303	2020/11/5	2-13	8	12	12	8	12	12	4.23	
304	2020/11/5	2-19	8	12	12	8	12	12	4.23	
305	2020/11/5	2-24	8	12	13	8	12	13	4.23	
306	2020/11/5	2-30	9	13	15	9	13	15	4.23	
307	2020/11/5	2-36	9	12	13	9	12	13	4.23	
308	2020/11/5	2-41	6	11	12	6	11	12	4.23	
309	2020/11/5	2-47	9	12	12	9	12	12	4.23	
310	2020/11/5	2-52	9	13	13	9	13	13	4.23	
311	2020/11/5	2-58	8	12	12	8	12	12	4.23	
312	2020/11/5	3-3	8	13	15	8	13	15	4.23	
313	2020/11/5	3-9	8	11	11	8	11	11	4.23	
314	2020/11/5	3-14	8	12	13	8	12	13	4.23	
315	2020/11/5	3-20	8	11	11	8	11	11	4.23	
316	2020/11/5	3-25	9	15	15	9	15	15	4.23	
317	2020/11/5	3-31	8	11	11	8	11	11	4.23	
318	2020/11/5	3-36	8	12	12	8	12	12	4.23	
319	2020/11/5	3-42	8	13	13	8	13	13	4.23	
320	2020/11/5	3-47	8	12	12	8	12	12	4.23	
321	2020/11/5	3-53	6	11	11	6	11	11	4.23	
322	2020/11/5	3-58	6	11	12	6	11	12	4.23	
323	2020/11/5	4-4	8	12	12	8	12	12	4.23	
324	2020/11/5	4-9	6	13	13	6	13	13	4.23	
325	2020/11/5	4-15	8	12	13	8	12	13	4.23	
326	2020/11/5	4-20	8	12	12	8	12	12	4.23	
327	2020/11/5	4-26	8	12	12	8	12	12	4.23	
328	2020/11/5	4-31	6	11	13	6	11	13	4.23	
329	2020/11/5	4-37	7	11	11	7	11	11	4.23	
330	2020/11/5	4-42	8	10	10	8	10	10	4.23	
331	2020/11/5	4-48	8	9	11	8	9	11	4.23	
332	2020/11/5	4-53	8	12	12	8	12	12	4.23	
333	2020/11/5	4-59	6	11	12	6	11	12	4.23	
334	2020/11/5	5-4	6	11	11	6	11	11	4.23	
335	2020/11/5	5-10	7	10	10	7	10	10	4.23	
336	2020/11/5	5-15	7	9	9	7	9	9	4.23	
337	2020/11/5	5-21	6	9	9	6	9	9	4.23	
338	2020/11/5	5-26	7	12	12	7	12	12	4.23	
339	2020/11/5	5-32	6	11	11	6	11	11	4.23	
340	2020/11/5	5-37	7	11	11	7	11	11	4.23	
341	2020/11/5	5-43	6	8	8	6	8	8	4.23	
342	2020/11/5	5-48	6	9	9	6	9	9	4.23	
343	2020/11/5	5-54	5	8	8	5	8	8	4.23	
344	2020/11/5	5-59	5	8	9	5	8	9	4.23	
345	2020/11/5	6-5	5	9	9	5	9	9	4.23	
346	2020/11/5	6-10	5	9	9	5	9	9	4.23	
347	2020/11/5	6-16	6	9	9	6	9	9	4.23	
348	2020/11/5	6-21	5	8	8	5	8	8	4.23	
349	2020/11/5	6-27	7	11	11	7	11	11	4.23	
350	2020/11/5	6-32	5	8	9	5	8	9	4.23	
351	2020/11/5	6-38	5	8	8	5	8	8	4.23	
352	2020/11/5	6-43	7	11	11	7	11	11	4.23	
353	2020/11/5	6-49	7	9	9	7	9	9	4.23	
354	2020/11/5	6-54	5	9	9	5	9	9	4.23	
355	2020/11/5	7-0	5	8	10	5	8	10	4.23	
356	2020/11/5	7-5	5	8	8	5	8	8	4.23	
357	2020/11/5	7-11	5	9	9	5	9	9	4.23	
358	2020/11/5	7-16	6	9	11	6	9	11	4.23	
359	2020/11/5	7-22	5	9	11	5	9	11	4.23	
360	2020/11/5	7-27	5	8	9	5	8	9	4.23	
361	2020/11/5	7-33	6	11	11	6	11	11	4.19	
362	2020/11/5	7-38	7	10	10	7	10	10	4.2	
363	2020/11/5	7-44	8	10	10	8	10	10	4.2	
364	2020/11/5	7-49	7	9	10	7	9	10	4.19	
365	2020/11/5	7-55	9	14	14	9	14	14	4.19	
366	2020/11/5	8-0	4	9	9	4	9	9	4.19	
367	2020/11/5	8-6	5	9	9	5	9	9	4.18	
368	2020/11/5	8-11	6	10	10	6	10	10	4.18	
369	2020/11/5	8-17	7	10	10	7	10	10	4.18	
370	2020/11/5	8-23	7	11	11	7	11	11	4.17	
371	2020/11/5	8-28	6	9	12	6	9	12	4.16	
372	2020/11/5	8-34	8	11	14	8	11	14	4.17	
373	2020/11/5	8-39	6	10	11	6	10	11	4.17	
374	2020/11/5	8-45	6	11	11	6	11	11	4.17	
375	2020/11/5	8-50	5	9	10	5	9	10	4.17	
376	2020/11/5	8-56	6	11	13	6	11	13	4.16	
377	2020/11/5	9-1	5	9	10	5	9	10	4.16	
378	2020/11/5	9-7	7	11	13	7	11	13	4.16	
379	2020/11/5	9-12	6	11	13	6	11	13	4.16	
380	2020/11/5	9-18	6	9	9	6	9	9	4.16	
381	2020/11/5	9-23	5	9	9	5	9	9	4.15	
382	2020/11/5	9-29	6	9	9	6	9	9	4.15	
383	2020/11/5	9-34	4	9	9	4	9	9	4.15	
384	2020/11/5	9-40	5	9	9	5	9	9	4.16	
385	2020/11/5	9-45	6	10	11	6	10	11	4.15	
386	2020/11/5	9-51	6	10	11	6	10	11	4.14	
387	2020/11/5	9-57	7	8	8	7	8	8	4.14	
388	2020/11/5	10-2	5	9	9	5	9	9	4.15	
389	2020/11/5	10-8	6	8	10	6	8	10	4.14	
390	2020/11/5	10-13	6	11	11	6	11	11	4.14	
391	2020/11/5	10-19	6	9	11	6	9	11	4.13	
392	2020/11/5	10-24	8	12	12	8	12	12	4.14	
393	2020/11/5	10-30	6	9	9	6	9	9	4.14	
394	2020/11/5	10-35	6	8	9	6	8	9	4.14	
395	2020/11/5	10-41	5	9	9	5	9	9	4.13	
396	2020/11/5	10-46	5	7	9	5	7	9	4.13	
397	2020/11/5	10-52	5	7	7	5	7	7	4.14	
398	2020/11/5	10-57	6	9	9	6	9	9	4.13	
399	2020/11/5	11-3	7	10	13	7	10	13	4.13	
400	2020/11/5	11-8	6	10	10	6	10	10	4.13	
401	2020/11/5	11-14	7	11	11	7	11	11	4.12	
402	2020/11/5	11-20	8	12	13	8	12	13	4.12	
403	2020/11/5	11-25	6	10	10	6	10	10	4.12	
404	2020/11/5	11-31	7	12	12	7	12	12	4.12	
405	2020/11/5	11-36	6	11	12	6	11	12	4.12	
406	2020/11/5	11-42	6	9	10	6	9	10	4.12	
407	2020/11/5	11-47	7	12	12	7	12	12	4.11	
408	2020/11/5	11-53	7	9	9	7	9	9	4.11	
409	2020/11/5	11-58	8	12	12	8	12	12	4.11	
410	2020/11/5	12-4	7	11	12	7	11	12	4.11	
411	2020/11/5	12-9	7	11	12	7	11	12	4.11	
412	2020/11/5	12-15	6	9	9	6	9	9	4.11	
413	2020/11/5	12-20	8	12	12	8	12	12	4.12	
414	2020/11/5	12-26	8	12	12	8	12	12	4.11	
415	2020/11/5	12-31	7	12	12	7	12	12	4.11	
416	2020/11/5	12-37	7	10	11	7	10	11	4.11	
417	2020/11/5	12-42	7	10	11	7	10	11	4.11	
418	2020/11/5	12-48	7	11	11	7	11	11	4.1	
419	2020/11/5	12-54	10	13	14	10	13	14	4.11	
420	2020/11/5	12-59	7	12	13	7	12	13	4.11	
421	2020/11/5	13-5	10	13	15	10	13	15	4.08	
422	2020/11/5	13-10	9	13	13	9	13	13	4.1	
423	2020/11/5	13-16	8	10	12	8	10	12	4.1	
424	2020/11/5	13-21	8	12	12	8	12	12	4.1	
425	2020/11/5	13-27	8	12	13	8	12	13	4.1	
426	2020/11/5	13-32	7	13	13	7	13	13	4.1	
427	2020/11/5	13-38	6	10	11	6	10	11	4.1	
428	2020/11/5	13-43	8	11	11	8	11	11	4.09	
429	2020/11/5	13-49	8	12	12	8	12	12	4.1	
430	2020/11/5	13-54	7	11	14	7	11	14	4.1	
431	2020/11/5	14-0	6	10	11	6	10	11	4.09	
432	2020/11/5	14-5	7	11	11	7	11	11	4.1	
433	2020/11/5	14-11	8	11	11	8	11	11	4.09	
434	2020/11/5	14-17	6	9	9	6	9	9	4.08	
435	2020/11/5	14-22	6	10	10	6	10	10	4.08	
436	2020/11/5	14-28	5	9	10	5	9	10	4.09	
437	2020/11/5	14-33	6	9	9	6	9	9	4.09	
438	2020/11/5	14-39	7	10	10	7	10	10	4.09	
439	2020/11/5	14-44	6	11	11	6	11	11	4.09	
440	2020/11/5	14-50	7	11	13	7	11	13	4.08	
441	2020/11/5	14-55	5	9	9	5	9	9	4.09	
442	2020/11/5	15-1	8	11	11	8	11	11	4.08	
443	2020/11/5	15-6	5	9	9	5	9	9	4.08	
444	2020/11/5	15-12	7	10	10	7	10	10	4.08	
445	2020/11/5	15-17	8	10	10	8	10	10	4.08	
446	2020/11/5	15-23	7	10	10	7	10	10	4.08	
447	2020/11/5	15-28	6	9	11	6	9	11	4.08	
448	2020/11/5	15-34	8	12	14	8	12	14	4.08	
449	2020/11/5	15-40	9	14	15	9	14	15	4.09	
450	2020/11/5	15-45	6	10	10	6	10	10	4.07	
451	2020/11/5	15-51	10	14	15	10	14	15	4.05	
452	2020/11/5	15-56	9	12	13	9	12	13	4.08	
453	2020/11/5	16-2	10	13	15	10	13	15	4.08	
454	2020/11/5	16-7	10	13	13	10	13	13	4.07	
455	2020/11/5	16-13	8	12	12	8	12	12	4.08	
456	2020/11/5	16-18	8	11	12	8	11	12	4.08	
457	2020/11/5	16-24	9	11	11	9	11	11	4.08	
458	2020/11/5	16-29	11	15	16	11	15	16	4.07	
459	2020/11/5	16-35	10	13	15	10	13	15	4.06	
460	2020/11/5	16-40	9	15	15	9	15	15	4.07	
461	2020/11/5	16-46	9	12	14	9	12	14	4.07	
462	2020/11/5	16-51	9	14	14	9	14	14	4.07	
