pm1,pm25,pm10,subject,datetime
2,5,7,A1,2020-11-03T16:03:00Z
2,5,7,A1,2020-11-03T16:08:00Z
2,5,5,A1,2020-11-03T16:14:00Z
2,5,7,A1,2020-11-03T16:19:00Z
2,5,5,A1,2020-11-03T16:25:00Z
4,5,5,A1,2020-11-03T16:30:00Z
2,4,7,A1,2020-11-03T16:36:00Z
4,7,10,A1,2020-11-03T16:41:00Z
2,5,5,A1,2020-11-03T16:47:00Z
4,7,7,A1,2020-11-03T16:52:00Z
2,5,5,A1,2020-11-03T16:58:00Z
2,5,5,A1,2020-11-03T17:03:00Z
4,7,7,A1,2020-11-03T17:09:00Z
4,7,7,A1,2020-11-03T17:14:00Z
4,8,8,A1,2020-11-03T17:20:00Z
5,7,8,A1,2020-11-03T17:25:00Z
4,8,10,A1,2020-11-03T17:31:00Z
5,8,8,A1,2020-11-03T17:36:00Z
4,7,7,A1,2020-11-03T17:42:00Z
4,5,7,A1,2020-11-03T17:47:00Z
2,7,7,A1,2020-11-03T17:53:00Z
4,5,5,A1,2020-11-03T17:58:00Z
4,5,5,A1,2020-11-03T18:04:00Z
4,7,7,A1,2020-11-03T18:09:00Z
4,7,7,A1,2020-11-03T18:15:00Z
2,5,7,A1,2020-11-03T18:20:00Z
5,8,10,A1,2020-11-03T18:26:00Z
4,5,7,A1,2020-11-03T18:31:00Z
4,7,7,A1,2020-11-03T18:37:00Z
2,5,5,A1,2020-11-03T18:42:00Z
4,5,7,A1,2020-11-03T18:48:00Z
2,5,5,A1,2020-11-03T18:53:00Z
4,7,7,A1,2020-11-03T18:59:00Z
2,5,5,A1,2020-11-03T19:04:00Z
4,8,8,A1,2020-11-03T19:10:00Z
4,8,10,A1,2020-11-03T19:15:00Z
4,7,7,A1,2020-11-03T19:21:00Z
4,5,5,A1,2020-11-03T19:27:00Z
4,7,7,A1,2020-11-03T19:32:00Z
4,5,7,A1,2020-11-03T19:38:00Z
2,7,7,A1,2020-11-03T19:43:00Z
4,5,5,A1,2020-11-03T19:49:00Z
4,7,8,A1,2020-11-03T19:54:00Z
4,7,7,A1,2020-11-03T20:00:00Z
4,5,8,A1,2020-11-03T20:05:00Z
7,10,11,A1,2020-11-03T20:11:00Z
5,8,8,A1,2020-11-03T20:16:00Z
2,7,10,A1,2020-11-03T20:22:00Z
4,5,5,A1,2020-11-03T20:27:00Z
4,7,7,A1,2020-11-03T20:33:00Z
4,7,8,A1,2020-11-03T20:38:00Z
4,8,8,A1,2020-11-03T20:44:00Z
4,5,5,A1,2020-11-03T20:49:00Z
4,7,8,A1,2020-11-03T20:55:00Z
4,7,7,A1,2020-11-03T21:00:00Z
4,7,8,A1,2020-11-03T21:06:00Z
4,7,8,A1,2020-11-03T21:11:00Z
4,7,7,A1,2020-11-03T21:17:00Z
5,8,8,A1,2020-11-03T21:22:00Z
4,7,7,A1,2020-11-03T21:28:00Z
5,8,10,A1,2020-11-03T21:33:00Z
4,5,5,A1,2020-11-03T21:39:00Z
4,7,7,A1,2020-11-03T21:44:00Z
5,7,8,A1,2020-11-03T21:50:00Z
4,8,8,A1,2020-11-03T21:55:00Z
5,8,10,A1,2020-11-03T22:01:00Z
5,10,12,A1,2020-11-03T22:06:00Z
5,8,8,A1,2020-11-03T22:12:00Z
5,10,11,A1,2020-11-03T22:17:00Z
5,7,7,A1,2020-11-03T22:23:00Z
5,7,7,A1,2020-11-03T22:28:00Z
7,11,11,A1,2020-11-03T22:34:00Z
5,8,8,A1,2020-11-03T22:39:00Z
5,10,12,A1,2020-11-03T22:45:00Z
7,10,11,A1,2020-11-03T22:50:00Z
7,8,10,A1,2020-11-03T22:56:00Z
5,10,12,A1,2020-11-03T23:01:00Z
8,11,11,A1,2020-11-03T23:07:00Z
7,12,12,A1,2020-11-03T23:12:00Z
7,11,14,A1,2020-11-03T23:18:00Z
8,12,12,A1,2020-11-03T23:23:00Z
8,11,14,A1,2020-11-03T23:29:00Z
8,12,14,A1,2020-11-03T23:34:00Z
8,13,13,A1,2020-11-03T23:40:00Z
7,10,10,A1,2020-11-03T23:45:00Z
7,8,8,A1,2020-11-03T23:51:00Z
7,10,10,A1,2020-11-03T23:56:00Z
8,13,13,A1,2020-11-04T00:02:00Z
5,8,10,A1,2020-11-04T00:07:00Z
10,13,14,A1,2020-11-04T00:13:00Z
8,13,13,A1,2020-11-04T00:18:00Z
10,13,13,A1,2020-11-04T00:24:00Z
10,13,14,A1,2020-11-04T00:29:00Z
10,16,16,A1,2020-11-04T00:35:00Z
10,14,16,A1,2020-11-04T00:40:00Z
8,11,11,A1,2020-11-04T00:46:00Z
8,11,13,A1,2020-11-04T00:51:00Z
8,13,16,A1,2020-11-04T00:57:00Z
7,11,13,A1,2020-11-04T01:02:00Z
7,11,11,A1,2020-11-04T01:08:00Z
7,10,13,A1,2020-11-04T01:13:00Z
7,11,11,A1,2020-11-04T01:19:00Z
7,10,10,A1,2020-11-04T01:24:00Z
7,11,13,A1,2020-11-04T01:30:00Z
4,8,8,A1,2020-11-04T01:35:00Z
5,10,13,A1,2020-11-04T01:41:00Z
7,11,11,A1,2020-11-04T01:46:00Z
5,10,11,A1,2020-11-04T01:52:00Z
7,10,10,A1,2020-11-04T01:57:00Z
7,10,10,A1,2020-11-04T02:03:00Z
5,8,8,A1,2020-11-04T02:08:00Z
7,10,10,A1,2020-11-04T02:14:00Z
7,10,10,A1,2020-11-04T02:19:00Z
5,8,8,A1,2020-11-04T02:25:00Z
5,8,8,A1,2020-11-04T02:30:00Z
7,11,13,A1,2020-11-04T02:36:00Z
5,8,8,A1,2020-11-04T02:41:00Z
5,10,13,A1,2020-11-04T02:47:00Z
5,8,8,A1,2020-11-04T02:52:00Z
5,8,8,A1,2020-11-04T02:58:00Z
7,8,10,A1,2020-11-04T03:03:00Z
5,7,8,A1,2020-11-04T03:09:00Z
5,10,10,A1,2020-11-04T03:14:00Z
5,8,8,A1,2020-11-04T03:20:00Z
8,11,11,A1,2020-11-04T03:25:00Z
5,8,8,A1,2020-11-04T03:31:00Z
8,13,14,A1,2020-11-04T03:36:00Z
7,11,11,A1,2020-11-04T03:42:00Z
7,8,10,A1,2020-11-04T03:47:00Z
7,8,8,A1,2020-11-04T03:53:00Z
7,11,11,A1,2020-11-04T03:58:00Z
5,8,10,A1,2020-11-04T04:04:00Z
7,10,13,A1,2020-11-04T04:09:00Z
7,8,8,A1,2020-11-04T04:15:00Z
7,11,13,A1,2020-11-04T04:20:00Z
7,11,11,A1,2020-11-04T04:26:00Z
7,10,11,A1,2020-11-04T04:31:00Z
8,12,14,A1,2020-11-04T04:37:00Z
10,12,14,A1,2020-11-04T04:42:00Z
8,11,11,A1,2020-11-04T04:48:00Z
7,11,11,A1,2020-11-04T04:54:00Z
9,12,12,A1,2020-11-04T04:59:00Z
8,12,15,A1,2020-11-03T21:13:00Z
9,12,15,A1,2020-11-04T02:13:00Z
8,11,11,A1,2020-11-04T05:16:00Z
8,11,12,A1,2020-11-04T05:21:00Z
11,15,18,A1,2020-11-04T05:27:00Z
9,14,14,A1,2020-11-04T05:32:00Z
9,14,15,A1,2020-11-04T05:38:00Z
9,15,16,A1,2020-11-04T05:43:00Z
9,14,14,A1,2020-11-04T05:49:00Z
12,17,17,A1,2020-11-04T05:54:00Z
8,11,11,A1,2020-11-04T06:00:00Z
10,15,15,A1,2020-11-03T21:14:00Z
8,14,23,A1,2020-11-04T03:14:00Z
8,11,15,A1,2020-11-04T06:16:00Z
10,15,15,A1,2020-11-04T06:22:00Z
14,18,21,A1,2020-11-04T06:28:00Z
8,11,11,A1,2020-11-04T06:33:00Z
7,13,13,A1,2020-11-04T06:39:00Z
7,10,11,A1,2020-11-04T06:44:00Z
8,13,13,A1,2020-11-04T06:50:00Z
7,11,11,A1,2020-11-04T06:55:00Z
5,8,8,A1,2020-11-03T17:15:00Z
8,13,13,A1,2020-11-03T22:15:00Z
7,11,13,A1,2020-11-04T04:15:00Z
7,11,13,A1,2020-11-04T07:17:00Z
7,10,11,A1,2020-11-04T07:23:00Z
7,11,11,A1,2020-11-04T07:28:00Z
7,11,11,A1,2020-11-04T07:34:00Z
5,10,10,A1,2020-11-04T07:39:00Z
7,10,10,A1,2020-11-04T07:45:00Z
7,8,10,A1,2020-11-04T07:51:00Z
7,10,10,A1,2020-11-04T07:56:00Z
5,8,10,A1,2020-11-03T18:16:00Z
7,10,13,A1,2020-11-03T23:16:00Z
5,8,10,A1,2020-11-04T08:13:00Z
5,8,8,A1,2020-11-04T08:18:00Z
5,8,8,A1,2020-11-04T08:24:00Z
7,10,10,A1,2020-11-04T08:29:00Z
4,8,8,A1,2020-11-04T08:35:00Z
4,7,7,A1,2020-11-04T08:40:00Z
5,7,8,A1,2020-11-04T08:46:00Z
5,8,8,A1,2020-11-04T08:51:00Z
7,8,10,A1,2020-11-04T08:57:00Z
5,8,11,A1,2020-11-03T18:17:00Z
5,8,8,A1,2020-11-04T00:17:00Z
5,8,10,A1,2020-11-04T09:14:00Z
5,8,8,A1,2020-11-04T09:19:00Z
5,8,10,A1,2020-11-04T09:25:00Z
5,8,8,A1,2020-11-04T09:30:00Z
5,8,8,A1,2020-11-04T09:36:00Z
5,8,12,A1,2020-11-04T09:41:00Z
5,8,8,A1,2020-11-04T09:47:00Z
5,7,7,A1,2020-11-04T09:52:00Z
4,7,7,A1,2020-11-04T09:58:00Z
5,8,11,A1,2020-11-03T19:18:00Z
4,7,9,A1,2020-11-04T01:18:00Z
4,7,7,A1,2020-11-04T10:14:00Z
4,9,9,A1,2020-11-04T10:20:00Z
6,9,9,A1,2020-11-04T10:25:00Z
5,8,11,A1,2020-11-04T10:31:00Z
5,10,11,A1,2020-11-04T10:37:00Z
4,8,10,A1,2020-11-04T10:42:00Z
5,8,8,A1,2020-11-04T10:48:00Z
5,10,10,A1,2020-11-04T10:53:00Z
5,10,10,A1,2020-11-04T10:59:00Z
5,8,8,A1,2020-11-03T20:19:00Z
5,10,11,A1,2020-11-04T02:19:00Z
7,8,11,A1,2020-11-04T11:15:00Z
7,10,10,A1,2020-11-04T11:21:00Z
8,11,11,A1,2020-11-04T11:26:00Z
8,10,11,A1,2020-11-04T11:32:00Z
7,11,11,A1,2020-11-04T11:37:00Z
5,8,8,A1,2020-11-04T11:43:00Z
5,8,10,A1,2020-11-04T11:48:00Z
5,10,10,A1,2020-11-04T11:54:00Z
5,8,10,A1,2020-11-04T12:00:00Z
7,10,10,A1,2020-11-03T21:20:00Z
7,10,10,A1,2020-11-04T03:20:00Z
5,8,8,A1,2020-11-04T12:16:00Z
5,8,10,A1,2020-11-04T12:22:00Z
4,7,11,A1,2020-11-04T12:27:00Z
5,8,10,A1,2020-11-04T12:33:00Z
5,10,10,A1,2020-11-04T12:38:00Z
5,8,8,A1,2020-11-04T12:44:00Z
4,7,7,A1,2020-11-04T12:49:00Z
5,10,11,A1,2020-11-04T12:55:00Z
5,8,8,A1,2020-11-04T13:00:00Z
7,11,11,A1,2020-11-03T22:21:00Z
5,10,13,A1,2020-11-04T03:21:00Z
7,11,11,A1,2020-11-04T13:17:00Z
5,8,8,A1,2020-11-04T13:23:00Z
8,11,11,A1,2020-11-04T13:28:00Z
4,10,11,A1,2020-11-04T13:34:00Z
8,13,13,A1,2020-11-04T13:39:00Z
7,10,10,A1,2020-11-04T13:45:00Z
7,10,10,A1,2020-11-04T13:50:00Z
7,10,10,A1,2020-11-04T13:56:00Z
7,11,11,A1,2020-11-03T17:22:00Z
7,11,11,A1,2020-11-03T23:22:00Z
10,14,14,A1,2020-11-04T04:22:00Z
7,11,11,A1,2020-11-04T14:18:00Z
7,10,10,A1,2020-11-04T14:23:00Z
8,11,13,A1,2020-11-04T14:29:00Z
10,13,13,A1,2020-11-04T14:34:00Z
8,11,13,A1,2020-11-04T14:40:00Z
8,11,11,A1,2020-11-04T14:46:00Z
8,13,14,A1,2020-11-04T14:51:00Z
10,13,14,A1,2020-11-04T14:57:00Z
10,13,14,A1,2020-11-03T18:23:00Z
10,14,14,A1,2020-11-04T00:23:00Z
10,13,13,A1,2020-11-04T15:13:00Z
8,10,10,A1,2020-11-04T15:19:00Z
10,14,14,A1,2020-11-04T15:24:00Z
11,16,16,A1,2020-11-04T15:30:00Z
8,11,13,A1,2020-11-04T15:35:00Z
8,13,16,A1,2020-11-04T15:41:00Z
8,13,14,A1,2020-11-04T15:46:00Z
10,14,16,A1,2020-11-04T15:52:00Z
11,14,18,A1,2020-11-04T15:57:00Z
8,11,14,A1,2020-11-04T16:03:00Z
10,16,19,A1,2020-11-04T16:09:00Z
10,16,16,A1,2020-11-04T16:14:00Z
8,11,13,A1,2020-11-04T16:20:00Z
10,13,13,A1,2020-11-04T16:25:00Z
11,16,17,A1,2020-11-04T16:31:00Z
8,13,13,A1,2020-11-04T16:36:00Z
10,13,13,A1,2020-11-04T16:42:00Z
7,10,10,A1,2020-11-04T16:47:00Z
11,16,17,A1,2020-11-04T16:53:00Z
10,14,14,A1,2020-11-04T16:58:00Z
10,14,14,A1,2020-11-04T17:04:00Z
8,13,13,A1,2020-11-04T17:09:00Z
7,11,11,A1,2020-11-04T17:15:00Z
8,13,13,A1,2020-11-04T17:20:00Z
10,13,14,A1,2020-11-04T17:26:00Z
8,13,13,A1,2020-11-04T17:31:00Z
7,11,11,A1,2020-11-04T17:37:00Z
8,11,11,A1,2020-11-04T17:43:00Z
8,13,13,A1,2020-11-04T17:48:00Z
8,11,11,A1,2020-11-04T17:54:00Z
7,10,10,A1,2020-11-04T17:59:00Z
8,11,13,A1,2020-11-04T18:05:00Z
7,10,10,A1,2020-11-04T18:10:00Z
8,13,14,A1,2020-11-04T18:16:00Z
7,11,11,A1,2020-11-04T18:21:00Z
7,8,8,A1,2020-11-04T18:27:00Z
7,11,13,A1,2020-11-04T18:32:00Z
5,10,11,A1,2020-11-04T18:38:00Z
8,11,13,A1,2020-11-04T18:43:00Z
8,10,11,A1,2020-11-04T18:49:00Z
7,11,11,A1,2020-11-04T18:54:00Z
5,8,10,A1,2020-11-04T19:00:00Z
7,11,11,A1,2020-11-04T19:06:00Z
7,10,10,A1,2020-11-04T19:11:00Z
7,10,10,A1,2020-11-04T19:17:00Z
7,10,11,A1,2020-11-04T19:22:00Z
8,13,14,A1,2020-11-04T19:28:00Z
7,10,10,A1,2020-11-04T19:33:00Z
7,10,13,A1,2020-11-04T19:39:00Z
5,10,10,A1,2020-11-04T19:44:00Z
7,10,11,A1,2020-11-04T19:50:00Z
7,10,11,A1,2020-11-04T19:55:00Z
7,10,10,A1,2020-11-04T20:01:00Z
5,10,10,A1,2020-11-04T20:06:00Z
7,10,11,A1,2020-11-04T20:12:00Z
7,8,10,A1,2020-11-04T20:17:00Z
5,10,13,A1,2020-11-04T20:23:00Z
7,10,14,A1,2020-11-04T20:29:00Z
7,10,10,A1,2020-11-04T20:34:00Z
4,8,8,A1,2020-11-04T20:40:00Z
7,8,8,A1,2020-11-04T20:45:00Z
5,10,10,A1,2020-11-04T20:51:00Z
5,7,7,A1,2020-11-04T20:56:00Z
7,8,8,A1,2020-11-04T21:02:00Z
4,7,7,A1,2020-11-04T21:07:00Z
4,8,8,A1,2020-11-04T21:13:00Z
4,7,7,A1,2020-11-04T21:18:00Z
5,7,7,A1,2020-11-04T21:24:00Z
5,8,10,A1,2020-11-04T21:29:00Z
4,5,5,A1,2020-11-04T21:35:00Z
5,10,10,A1,2020-11-04T21:40:00Z
5,10,10,A1,2020-11-04T21:46:00Z
4,7,8,A1,2020-11-04T21:52:00Z
5,8,8,A1,2020-11-04T21:57:00Z
5,8,8,A1,2020-11-04T22:03:00Z
4,7,8,A1,2020-11-04T22:08:00Z
5,8,8,A1,2020-11-04T22:14:00Z
5,8,8,A1,2020-11-04T22:19:00Z
5,7,7,A1,2020-11-04T22:25:00Z
7,8,11,A1,2020-11-04T22:30:00Z
5,7,7,A1,2020-11-04T22:36:00Z
5,8,8,A1,2020-11-04T22:41:00Z
5,8,8,A1,2020-11-04T22:47:00Z
4,7,8,A1,2020-11-04T22:52:00Z
7,10,10,A1,2020-11-04T22:58:00Z
5,10,10,A1,2020-11-04T23:03:00Z
7,10,10,A1,2020-11-04T23:09:00Z
5,10,11,A1,2020-11-04T23:14:00Z
5,8,10,A1,2020-11-04T23:20:00Z
5,10,10,A1,2020-11-04T23:26:00Z
7,10,10,A1,2020-11-04T23:31:00Z
6,9,9,A1,2020-11-04T23:32:00Z
6,7,7,A1,2020-11-04T23:38:00Z
6,9,9,A1,2020-11-04T23:43:00Z
6,9,11,A1,2020-11-04T23:49:00Z
7,9,9,A1,2020-11-04T23:54:00Z
6,9,10,A1,2020-11-05T00:00:00Z
7,10,12,A1,2020-11-05T00:05:00Z
6,9,9,A1,2020-11-05T00:11:00Z
6,10,12,A1,2020-11-05T00:16:00Z
6,10,10,A1,2020-11-05T00:22:00Z
6,9,9,A1,2020-11-05T00:27:00Z
5,8,8,A1,2020-11-05T00:33:00Z
7,8,8,A1,2020-11-05T00:38:00Z
4,7,7,A1,2020-11-05T00:44:00Z
5,8,10,A1,2020-11-05T00:49:00Z
4,7,8,A1,2020-11-05T00:55:00Z
4,7,7,A1,2020-11-05T01:00:00Z
5,7,8,A1,2020-11-05T01:06:00Z
5,8,10,A1,2020-11-05T01:11:00Z
5,8,8,A1,2020-11-05T01:17:00Z
5,8,8,A1,2020-11-05T01:22:00Z
4,8,8,A1,2020-11-05T01:28:00Z
5,8,8,A1,2020-11-05T01:33:00Z
4,7,7,A1,2020-11-05T01:39:00Z
5,10,10,A1,2020-11-05T01:44:00Z
4,7,7,A1,2020-11-05T01:50:00Z
5,7,7,A1,2020-11-05T01:56:00Z
4,8,8,A1,2020-11-05T02:01:00Z
5,7,7,A1,2020-11-05T02:07:00Z
4,7,7,A1,2020-11-05T02:12:00Z
5,8,8,A1,2020-11-05T02:18:00Z
5,7,7,A1,2020-11-05T02:23:00Z
5,8,8,A1,2020-11-05T02:29:00Z
5,8,10,A1,2020-11-05T02:34:00Z
4,5,5,A1,2020-11-05T02:40:00Z
4,7,7,A1,2020-11-05T02:45:00Z
4,5,5,A1,2020-11-05T02:51:00Z
5,8,10,A1,2020-11-05T02:56:00Z
5,7,8,A1,2020-11-05T03:02:00Z
5,8,8,A1,2020-11-05T03:07:00Z
4,10,10,A1,2020-11-05T03:13:00Z
5,10,10,A1,2020-11-05T03:18:00Z
5,8,10,A1,2020-11-05T03:24:00Z
7,10,11,A1,2020-11-05T03:29:00Z
4,10,11,A1,2020-11-05T03:35:00Z
5,8,10,A1,2020-11-05T03:40:00Z
5,10,10,A1,2020-11-05T03:46:00Z
5,10,11,A1,2020-11-05T03:51:00Z
5,8,8,A1,2020-11-05T03:57:00Z
5,8,8,A1,2020-11-05T04:02:00Z
7,10,10,A1,2020-11-05T04:08:00Z
5,8,8,A1,2020-11-05T04:13:00Z
7,11,12,A1,2020-11-05T04:19:00Z
5,8,10,A1,2020-11-05T04:24:00Z
7,8,8,A1,2020-11-05T04:30:00Z
8,12,14,A1,2020-11-05T04:35:00Z
7,10,11,A1,2020-11-05T04:41:00Z
4,7,7,A1,2020-11-05T04:46:00Z
7,10,10,A1,2020-11-05T04:52:00Z
7,10,10,A1,2020-11-05T04:57:00Z
7,10,10,A1,2020-11-04T19:13:00Z
5,8,10,A1,2020-11-05T00:13:00Z
7,8,8,A1,2020-11-05T05:14:00Z
5,7,8,A1,2020-11-05T05:19:00Z
7,11,11,A1,2020-11-05T05:25:00Z
8,12,12,A1,2020-11-05T05:30:00Z
5,8,10,A1,2020-11-05T05:36:00Z
5,8,8,A1,2020-11-05T05:41:00Z
7,8,8,A1,2020-11-05T05:47:00Z
5,8,8,A1,2020-11-05T05:52:00Z
7,11,11,A1,2020-11-05T05:58:00Z
5,8,8,A1,2020-11-04T19:14:00Z
7,10,10,A1,2020-11-05T01:14:00Z
5,8,10,A1,2020-11-05T06:14:00Z
7,11,11,A1,2020-11-05T06:20:00Z
7,10,12,A1,2020-11-05T06:25:00Z
7,10,10,A1,2020-11-05T06:31:00Z
7,10,10,A1,2020-11-05T06:36:00Z
7,11,11,A1,2020-11-05T06:42:00Z
8,11,11,A1,2020-11-05T06:47:00Z
7,10,11,A1,2020-11-05T06:53:00Z
8,11,11,A1,2020-11-05T06:58:00Z
8,12,12,A1,2020-11-04T20:15:00Z
8,12,12,A1,2020-11-05T01:15:00Z
7,11,14,A1,2020-11-05T07:15:00Z
5,11,11,A1,2020-11-05T07:20:00Z
8,10,11,A1,2020-11-05T07:26:00Z
10,14,14,A1,2020-11-05T07:31:00Z
8,11,12,A1,2020-11-05T07:37:00Z
8,12,14,A1,2020-11-05T07:42:00Z
8,12,12,A1,2020-11-05T07:48:00Z
8,11,11,A1,2020-11-05T07:53:00Z
7,11,11,A1,2020-11-05T07:59:00Z
8,11,12,A1,2020-11-04T20:16:00Z
8,9,11,A1,2020-11-05T02:16:00Z
9,12,12,A1,2020-11-05T08:15:00Z
8,9,9,A1,2020-11-05T08:21:00Z
7,10,10,A1,2020-11-05T08:26:00Z
7,10,10,A1,2020-11-05T08:32:00Z
8,11,11,A1,2020-11-05T08:37:00Z
7,10,10,A1,2020-11-05T08:43:00Z
8,13,14,A1,2020-11-05T08:48:00Z
10,15,17,A1,2020-11-05T08:54:00Z
10,13,14,A1,2020-11-05T08:59:00Z
10,12,15,A1,2020-11-04T21:17:00Z
7,11,12,A1,2020-11-05T02:17:00Z
8,12,15,A1,2020-11-05T09:16:00Z
8,11,13,A1,2020-11-05T09:21:00Z
10,12,12,A1,2020-11-05T09:27:00Z
5,10,11,A1,2020-11-05T09:32:00Z
10,12,14,A1,2020-11-05T09:38:00Z
8,11,12,A1,2020-11-05T09:43:00Z
7,11,11,A1,2020-11-05T09:49:00Z
8,14,14,A1,2020-11-05T09:54:00Z
8,12,12,A1,2020-11-05T10:00:00Z
8,11,12,A1,2020-11-04T21:18:00Z
11,12,12,A1,2020-11-05T03:18:00Z
10,14,18,A1,2020-11-05T10:16:00Z
10,12,14,A1,2020-11-05T10:22:00Z
10,12,14,A1,2020-11-05T10:27:00Z
8,14,14,A1,2020-11-05T10:33:00Z
11,15,18,A1,2020-11-05T10:38:00Z
10,14,15,A1,2020-11-05T10:44:00Z
11,14,14,A1,2020-11-05T10:49:00Z
11,15,17,A1,2020-11-05T10:55:00Z
10,14,17,A1,2020-11-05T11:00:00Z
11,14,16,A1,2020-11-04T22:19:00Z
10,14,17,A1,2020-11-05T03:19:00Z
13,17,17,A1,2020-11-05T11:17:00Z
10,16,16,A1,2020-11-05T11:22:00Z
11,16,16,A1,2020-11-05T11:28:00Z
11,14,17,A1,2020-11-05T11:33:00Z
11,16,17,A1,2020-11-05T11:39:00Z
10,14,15,A1,2020-11-05T11:44:00Z
13,15,17,A1,2020-11-05T11:50:00Z
10,14,15,A1,2020-11-05T11:55:00Z
13,20,24,A1,2020-11-04T17:20:00Z
11,15,17,A1,2020-11-04T22:20:00Z
13,18,21,A1,2020-11-05T04:20:00Z
11,17,17,A1,2020-11-05T12:17:00Z
11,16,17,A1,2020-11-05T12:23:00Z
10,13,14,A1,2020-11-05T12:28:00Z
13,17,20,A1,2020-11-05T12:34:00Z
10,14,14,A1,2020-11-05T12:39:00Z
11,18,20,A1,2020-11-05T12:45:00Z
13,14,14,A1,2020-11-05T12:50:00Z
14,19,22,A1,2020-11-05T12:56:00Z
11,17,19,A1,2020-11-04T17:21:00Z
12,15,15,A1,2020-11-04T23:21:00Z
13,19,20,A1,2020-11-05T04:21:00Z
13,17,19,A1,2020-11-05T13:18:00Z
11,17,19,A1,2020-11-05T13:23:00Z
11,16,17,A1,2020-11-05T13:29:00Z
11,14,16,A1,2020-11-05T13:34:00Z
11,16,16,A1,2020-11-05T13:40:00Z
11,19,19,A1,2020-11-05T13:45:00Z
11,16,19,A1,2020-11-05T13:51:00Z
13,19,19,A1,2020-11-05T13:56:00Z
14,20,20,A1,2020-11-04T18:22:00Z
16,20,20,A1,2020-11-04T23:22:00Z
16,23,23,A1,2020-11-05T14:13:00Z
14,22,22,A1,2020-11-05T14:19:00Z
14,20,22,A1,2020-11-05T14:24:00Z
13,17,19,A1,2020-11-05T14:30:00Z
10,14,16,A1,2020-11-05T14:35:00Z
12,18,18,A1,2020-11-05T14:41:00Z
16,22,24,A1,2020-11-05T14:46:00Z
15,22,24,A1,2020-11-05T14:52:00Z
11,17,17,A1,2020-11-04T19:23:00Z
11,20,21,A1,2020-11-05T00:23:00Z
14,20,21,A1,2020-11-05T15:14:00Z
10,15,15,A1,2020-11-05T15:19:00Z
12,18,18,A1,2020-11-05T15:25:00Z
12,19,21,A1,2020-11-05T15:30:00Z
12,18,18,A1,2020-11-05T15:36:00Z
12,16,18,A1,2020-11-05T15:41:00Z
14,18,19,A1,2020-11-05T15:47:00Z
14,19,21,A1,2020-11-05T15:52:00Z
14,19,19,A1,2020-11-05T15:58:00Z
14,22,24,A1,2020-11-05T16:03:00Z
15,21,21,A1,2020-11-05T16:09:00Z
14,18,22,A1,2020-11-05T16:14:00Z
12,19,22,A1,2020-11-05T16:20:00Z
12,18,19,A1,2020-11-05T16:25:00Z
12,17,18,A1,2020-11-05T16:31:00Z
14,19,22,A1,2020-11-05T16:36:00Z
12,18,19,A1,2020-11-05T16:42:00Z
12,19,22,A1,2020-11-05T16:47:00Z
12,16,18,A1,2020-11-05T16:53:00Z
14,21,22,A1,2020-11-05T16:58:00Z
12,19,21,A1,2020-11-05T17:04:00Z
14,19,22,A1,2020-11-05T17:09:00Z
16,22,22,A1,2020-11-05T17:15:00Z
12,19,24,A1,2020-11-05T17:20:00Z
14,21,22,A1,2020-11-05T17:26:00Z
12,19,24,A1,2020-11-05T17:31:00Z
15,19,21,A1,2020-11-05T17:37:00Z
12,16,18,A1,2020-11-05T17:42:00Z
14,19,24,A1,2020-11-05T17:48:00Z
14,19,21,A1,2020-11-05T17:53:00Z
11,16,18,A1,2020-11-05T17:59:00Z
12,16,21,A1,2020-11-05T18:04:00Z
15,19,21,A1,2020-11-05T18:10:00Z
11,16,18,A1,2020-11-05T18:15:00Z
14,19,21,A1,2020-11-05T18:21:00Z
15,19,22,A1,2020-11-05T18:26:00Z
14,18,21,A1,2020-11-05T18:32:00Z
12,18,18,A1,2020-11-05T18:37:00Z
12,18,22,A1,2020-11-05T18:43:00Z
14,18,21,A1,2020-11-05T18:48:00Z
12,18,19,A1,2020-11-05T18:54:00Z
14,18,18,A1,2020-11-05T18:59:00Z
14,18,18,A1,2020-11-05T19:05:00Z
14,18,19,A1,2020-11-05T19:10:00Z
11,16,18,A1,2020-11-05T19:16:00Z
14,19,21,A1,2020-11-05T19:21:00Z
12,18,22,A1,2020-11-05T19:27:00Z
11,16,16,A1,2020-11-05T19:32:00Z
14,22,24,A1,2020-11-05T19:38:00Z
14,21,22,A1,2020-11-05T19:43:00Z
14,21,24,A1,2020-11-05T19:49:00Z
15,19,19,A1,2020-11-05T19:54:00Z
14,19,22,A1,2020-11-05T20:00:00Z
15,19,21,A1,2020-11-05T20:05:00Z
15,22,24,A1,2020-11-05T20:11:00Z
11,16,16,A1,2020-11-05T20:16:00Z
12,18,18,A1,2020-11-05T20:22:00Z
12,16,18,A1,2020-11-05T20:27:00Z
14,18,19,A1,2020-11-05T20:33:00Z
11,15,15,A1,2020-11-05T20:38:00Z
12,18,19,A1,2020-11-05T20:44:00Z
12,18,21,A1,2020-11-05T20:49:00Z
14,21,22,A1,2020-11-05T20:55:00Z
12,19,22,A1,2020-11-05T21:00:00Z
12,18,19,A1,2020-11-05T21:06:00Z
12,21,24,A1,2020-11-05T21:11:00Z
14,18,18,A1,2020-11-05T21:17:00Z
14,19,23,A1,2020-11-05T21:22:00Z
12,18,19,A1,2020-11-05T21:28:00Z
