pm1,pm25,pm10,subject,datetime
8,11,11,B8,2020-11-04T16:24:00Z
9,12,12,B8,2020-11-04T16:30:00Z
8,10,12,B8,2020-11-04T16:35:00Z
10,14,14,B8,2020-11-04T16:41:00Z
9,13,14,B8,2020-11-04T16:46:00Z
9,12,14,B8,2020-11-04T16:52:00Z
8,12,12,B8,2020-11-04T16:57:00Z
9,12,13,B8,2020-11-04T17:03:00Z
9,12,12,B8,2020-11-04T17:08:00Z
10,11,13,B8,2020-11-04T17:14:00Z
8,13,13,B8,2020-11-04T17:19:00Z
8,10,10,B8,2020-11-04T17:25:00Z
8,12,15,B8,2020-11-04T17:30:00Z
9,11,13,B8,2020-11-04T17:36:00Z
8,10,11,B8,2020-11-04T17:41:00Z
8,10,11,B8,2020-11-04T17:47:00Z
8,10,11,B8,2020-11-04T17:53:00Z
8,10,10,B8,2020-11-04T17:58:00Z
8,10,11,B8,2020-11-04T18:04:00Z
8,10,10,B8,2020-11-04T18:09:00Z
8,11,13,B8,2020-11-04T18:15:00Z
7,9,10,B8,2020-11-04T18:20:00Z
7,9,9,B8,2020-11-04T18:26:00Z
9,13,13,B8,2020-11-04T18:31:00Z
8,9,10,B8,2020-11-04T18:37:00Z
8,12,14,B8,2020-11-04T18:42:00Z
8,10,12,B8,2020-11-04T18:48:00Z
8,10,10,B8,2020-11-04T18:53:00Z
9,13,13,B8,2020-11-04T18:59:00Z
8,10,11,B8,2020-11-04T19:04:00Z
7,10,10,B8,2020-11-04T19:10:00Z
6,8,8,B8,2020-11-04T19:16:00Z
8,10,10,B8,2020-11-04T19:21:00Z
7,9,10,B8,2020-11-04T19:27:00Z
7,8,8,B8,2020-11-04T19:32:00Z
7,9,10,B8,2020-11-04T19:38:00Z
8,10,10,B8,2020-11-04T19:43:00Z
6,9,11,B8,2020-11-04T19:49:00Z
7,8,8,B8,2020-11-04T19:54:00Z
7,9,10,B8,2020-11-04T20:00:00Z
6,9,10,B8,2020-11-04T20:05:00Z
6,9,9,B8,2020-11-04T20:11:00Z
7,9,11,B8,2020-11-04T20:16:00Z
6,8,9,B8,2020-11-04T20:22:00Z
7,9,9,B8,2020-11-04T20:27:00Z
7,11,13,B8,2020-11-04T20:33:00Z
5,6,7,B8,2020-11-04T20:39:00Z
7,9,9,B8,2020-11-04T20:44:00Z
5,7,8,B8,2020-11-04T20:50:00Z
6,9,9,B8,2020-11-04T20:55:00Z
7,9,10,B8,2020-11-04T21:01:00Z
6,9,9,B8,2020-11-04T21:06:00Z
6,7,7,B8,2020-11-04T21:12:00Z
5,8,9,B8,2020-11-04T21:17:00Z
6,7,7,B8,2020-11-04T21:23:00Z
6,8,10,B8,2020-11-04T21:28:00Z
5,6,6,B8,2020-11-04T21:34:00Z
5,8,9,B8,2020-11-04T21:39:00Z
6,8,9,B8,2020-11-04T21:45:00Z
6,9,9,B8,2020-11-04T21:51:00Z
5,7,8,B8,2020-11-04T21:56:00Z
5,7,7,B8,2020-11-04T22:02:00Z
5,7,8,B8,2020-11-04T22:07:00Z
6,8,9,B8,2020-11-04T22:13:00Z
5,8,8,B8,2020-11-04T22:18:00Z
5,7,7,B8,2020-11-04T22:24:00Z
6,9,10,B8,2020-11-04T22:29:00Z
5,7,8,B8,2020-11-04T22:35:00Z
5,8,8,B8,2020-11-04T22:40:00Z
5,7,7,B8,2020-11-04T22:46:00Z
6,8,8,B8,2020-11-04T22:51:00Z
5,8,9,B8,2020-11-04T22:57:00Z
6,8,8,B8,2020-11-04T23:02:00Z
6,9,9,B8,2020-11-04T23:08:00Z
6,7,8,B8,2020-11-04T23:14:00Z
6,8,8,B8,2020-11-04T23:19:00Z
4,7,8,B8,2020-11-04T23:25:00Z
6,8,8,B8,2020-11-04T23:30:00Z
6,9,11,B8,2020-11-04T23:36:00Z
6,8,8,B8,2020-11-04T23:41:00Z
6,9,10,B8,2020-11-04T23:47:00Z
7,10,14,B8,2020-11-04T23:52:00Z
7,10,11,B8,2020-11-04T23:58:00Z
6,8,9,B8,2020-11-05T00:03:00Z
6,8,11,B8,2020-11-05T00:09:00Z
6,8,9,B8,2020-11-05T00:14:00Z
8,9,11,B8,2020-11-05T00:20:00Z
7,9,9,B8,2020-11-05T00:25:00Z
6,8,8,B8,2020-11-05T00:31:00Z
6,8,10,B8,2020-11-05T00:37:00Z
6,8,8,B8,2020-11-05T00:42:00Z
6,8,9,B8,2020-11-05T00:48:00Z
6,9,10,B8,2020-11-05T00:53:00Z
6,9,9,B8,2020-11-05T00:59:00Z
7,8,8,B8,2020-11-05T01:04:00Z
4,7,7,B8,2020-11-05T01:10:00Z
5,7,8,B8,2020-11-05T01:15:00Z
5,7,7,B8,2020-11-05T01:21:00Z
5,7,7,B8,2020-11-05T01:26:00Z
5,6,7,B8,2020-11-05T01:32:00Z
7,8,10,B8,2020-11-05T01:37:00Z
7,9,10,B8,2020-11-05T01:43:00Z
7,10,11,B8,2020-11-05T01:48:00Z
6,9,11,B8,2020-11-05T01:54:00Z
7,10,10,B8,2020-11-05T02:00:00Z
6,8,9,B8,2020-11-05T02:05:00Z
7,9,9,B8,2020-11-05T02:11:00Z
5,6,7,B8,2020-11-05T02:16:00Z
6,7,8,B8,2020-11-05T02:22:00Z
5,7,9,B8,2020-11-05T02:27:00Z
6,7,7,B8,2020-11-05T02:33:00Z
6,8,9,B8,2020-11-05T02:38:00Z
7,10,10,B8,2020-11-05T02:44:00Z
6,8,9,B8,2020-11-05T02:49:00Z
6,9,11,B8,2020-11-05T02:55:00Z
6,7,7,B8,2020-11-05T03:00:00Z
8,10,12,B8,2020-11-05T03:06:00Z
7,10,12,B8,2020-11-05T03:11:00Z
7,8,10,B8,2020-11-05T03:17:00Z
7,9,11,B8,2020-11-05T03:23:00Z
7,9,10,B8,2020-11-05T03:28:00Z
7,9,10,B8,2020-11-05T03:34:00Z
7,9,9,B8,2020-11-05T03:39:00Z
7,9,10,B8,2020-11-05T03:45:00Z
7,9,10,B8,2020-11-05T03:50:00Z
8,9,9,B8,2020-11-05T03:56:00Z
8,10,12,B8,2020-11-05T04:01:00Z
7,9,10,B8,2020-11-05T04:07:00Z
9,10,11,B8,2020-11-05T04:12:00Z
8,10,11,B8,2020-11-05T04:18:00Z
8,11,14,B8,2020-11-05T04:23:00Z
7,9,10,B8,2020-11-05T04:29:00Z
9,11,13,B8,2020-11-05T04:34:00Z
8,11,14,B8,2020-11-05T04:40:00Z
7,10,11,B8,2020-11-05T04:46:00Z
7,9,9,B8,2020-11-05T04:51:00Z
7,9,9,B8,2020-11-05T04:57:00Z
5,8,8,B8,2020-11-05T05:02:00Z
8,9,11,B8,2020-11-05T05:08:00Z
8,10,10,B8,2020-11-05T05:13:00Z
8,10,10,B8,2020-11-05T05:19:00Z
6,8,8,B8,2020-11-05T05:24:00Z
5,7,8,B8,2020-11-05T05:30:00Z
7,9,10,B8,2020-11-05T05:35:00Z
7,8,8,B8,2020-11-05T05:41:00Z
7,9,10,B8,2020-11-05T05:46:00Z
6,8,8,B8,2020-11-05T05:52:00Z
7,9,11,B8,2020-11-05T05:57:00Z
7,8,9,B8,2020-11-05T06:03:00Z
6,8,9,B8,2020-11-05T06:09:00Z
8,9,10,B8,2020-11-05T06:14:00Z
7,8,9,B8,2020-11-05T06:20:00Z
6,8,9,B8,2020-11-05T06:25:00Z
6,9,9,B8,2020-11-05T06:31:00Z
7,8,9,B8,2020-11-05T06:36:00Z
6,9,9,B8,2020-11-05T06:42:00Z
6,9,9,B8,2020-11-05T06:47:00Z
7,8,8,B8,2020-11-05T06:53:00Z
7,10,10,B8,2020-11-05T06:58:00Z
7,9,11,B8,2020-11-05T07:04:00Z
8,10,10,B8,2020-11-05T07:09:00Z
6,9,10,B8,2020-11-05T07:15:00Z
8,11,12,B8,2020-11-05T07:20:00Z
8,10,11,B8,2020-11-05T07:26:00Z
7,9,9,B8,2020-11-05T07:32:00Z
9,11,12,B8,2020-11-05T07:37:00Z
7,9,10,B8,2020-11-05T07:43:00Z
8,11,11,B8,2020-11-05T07:48:00Z
8,10,11,B8,2020-11-05T07:54:00Z
9,11,12,B8,2020-11-05T07:59:00Z
8,10,11,B8,2020-11-05T08:05:00Z
8,9,10,B8,2020-11-05T08:10:00Z
8,11,11,B8,2020-11-05T08:16:00Z
8,10,10,B8,2020-11-05T08:21:00Z
8,11,12,B8,2020-11-05T08:27:00Z
9,11,12,B8,2020-11-05T08:32:00Z
8,10,10,B8,2020-11-05T08:38:00Z
8,8,8,B8,2020-11-05T08:43:00Z
8,10,12,B8,2020-11-05T08:49:00Z
8,10,12,B8,2020-11-05T08:55:00Z
7,9,10,B8,2020-11-05T09:00:00Z
8,10,12,B8,2020-11-05T09:06:00Z
7,9,9,B8,2020-11-05T09:11:00Z
8,10,10,B8,2020-11-05T09:17:00Z
8,11,11,B8,2020-11-05T09:22:00Z
10,13,15,B8,2020-11-05T09:28:00Z
9,12,15,B8,2020-11-05T09:33:00Z
9,12,13,B8,2020-11-05T09:39:00Z
9,15,17,B8,2020-11-05T09:44:00Z
8,11,13,B8,2020-11-05T09:50:00Z
9,12,13,B8,2020-11-05T09:55:00Z
9,12,12,B8,2020-11-05T10:01:00Z
9,12,13,B8,2020-11-05T10:07:00Z
9,12,13,B8,2020-11-05T10:12:00Z
11,15,17,B8,2020-11-05T10:18:00Z
10,13,15,B8,2020-11-05T10:23:00Z
13,16,16,B8,2020-11-05T10:29:00Z
13,15,17,B8,2020-11-05T10:34:00Z
12,15,18,B8,2020-11-05T10:40:00Z
12,17,19,B8,2020-11-05T10:45:00Z
10,14,14,B8,2020-11-05T10:51:00Z
10,13,13,B8,2020-11-05T10:56:00Z
12,16,16,B8,2020-11-05T11:02:00Z
11,13,14,B8,2020-11-05T11:07:00Z
11,14,16,B8,2020-11-05T11:13:00Z
10,12,14,B8,2020-11-05T11:18:00Z
11,14,14,B8,2020-11-05T11:24:00Z
11,14,16,B8,2020-11-05T11:30:00Z
11,13,17,B8,2020-11-05T11:35:00Z
10,14,14,B8,2020-11-05T11:41:00Z
10,13,13,B8,2020-11-05T11:46:00Z
12,16,18,B8,2020-11-05T11:52:00Z
11,13,17,B8,2020-11-05T11:57:00Z
12,15,16,B8,2020-11-05T12:03:00Z
11,13,13,B8,2020-11-05T12:08:00Z
11,15,15,B8,2020-11-05T12:14:00Z
10,12,12,B8,2020-11-05T12:19:00Z
11,15,15,B8,2020-11-05T12:25:00Z
11,13,14,B8,2020-11-05T12:30:00Z
11,15,17,B8,2020-11-05T12:36:00Z
10,12,13,B8,2020-11-05T12:41:00Z
10,13,13,B8,2020-11-05T12:47:00Z
10,14,14,B8,2020-11-05T12:53:00Z
9,13,13,B8,2020-11-05T12:58:00Z
10,13,13,B8,2020-11-05T13:04:00Z
10,15,17,B8,2020-11-05T13:09:00Z
10,13,13,B8,2020-11-05T13:15:00Z
11,14,18,B8,2020-11-05T13:20:00Z
10,13,13,B8,2020-11-05T13:26:00Z
10,13,16,B8,2020-11-05T13:31:00Z
16,20,21,B8,2020-11-05T13:37:00Z
10,14,17,B8,2020-11-05T13:42:00Z
11,13,14,B8,2020-11-05T13:48:00Z
14,19,21,B8,2020-11-05T13:53:00Z
14,18,19,B8,2020-11-05T13:59:00Z
12,17,19,B8,2020-11-05T14:04:00Z
13,17,18,B8,2020-11-05T14:10:00Z
14,20,21,B8,2020-11-05T14:16:00Z
13,18,18,B8,2020-11-05T14:21:00Z
13,17,19,B8,2020-11-05T14:27:00Z
12,17,17,B8,2020-11-05T14:32:00Z
14,19,20,B8,2020-11-05T14:38:00Z
13,17,18,B8,2020-11-05T14:43:00Z
11,16,17,B8,2020-11-05T14:49:00Z
11,13,14,B8,2020-11-05T14:54:00Z
9,12,12,B8,2020-11-05T15:00:00Z
7,11,11,B8,2020-11-05T15:05:00Z
7,9,10,B8,2020-11-05T15:11:00Z
9,12,14,B8,2020-11-05T15:16:00Z
8,10,11,B8,2020-11-05T15:22:00Z
9,11,11,B8,2020-11-05T15:27:00Z
9,11,11,B8,2020-11-05T15:33:00Z
8,11,11,B8,2020-11-05T15:39:00Z
8,11,12,B8,2020-11-05T15:44:00Z
8,9,10,B8,2020-11-05T15:50:00Z
9,12,12,B8,2020-11-05T15:55:00Z
9,11,12,B8,2020-11-05T16:01:00Z
8,10,13,B8,2020-11-05T16:06:00Z
9,11,12,B8,2020-11-05T16:12:00Z
9,12,13,B8,2020-11-05T16:17:00Z
8,12,12,B8,2020-11-05T16:23:00Z
8,11,11,B8,2020-11-05T16:28:00Z
9,11,11,B8,2020-11-05T16:34:00Z
9,10,11,B8,2020-11-05T16:39:00Z
10,12,12,B8,2020-11-05T16:45:00Z
8,11,12,B8,2020-11-05T16:50:00Z
8,11,12,B8,2020-11-05T16:56:00Z
8,11,11,B8,2020-11-05T17:02:00Z
10,13,14,B8,2020-11-05T17:07:00Z
9,11,12,B8,2020-11-05T17:13:00Z
10,12,13,B8,2020-11-05T17:18:00Z
11,15,16,B8,2020-11-05T17:24:00Z
11,14,15,B8,2020-11-05T17:29:00Z
11,13,14,B8,2020-11-05T17:35:00Z
10,13,14,B8,2020-11-05T17:40:00Z
10,13,14,B8,2020-11-05T17:46:00Z
11,14,16,B8,2020-11-05T17:51:00Z
10,13,15,B8,2020-11-05T17:57:00Z
10,13,13,B8,2020-11-05T18:02:00Z
9,13,13,B8,2020-11-05T18:08:00Z
10,12,13,B8,2020-11-05T18:13:00Z
11,15,15,B8,2020-11-05T18:19:00Z
10,13,14,B8,2020-11-05T18:25:00Z
11,13,16,B8,2020-11-05T18:30:00Z
9,13,16,B8,2020-11-05T18:36:00Z
11,14,15,B8,2020-11-05T18:41:00Z
12,16,16,B8,2020-11-05T18:47:00Z
10,14,15,B8,2020-11-05T18:52:00Z
11,14,15,B8,2020-11-05T18:58:00Z
11,13,17,B8,2020-11-05T19:03:00Z
12,15,18,B8,2020-11-05T19:09:00Z
11,13,15,B8,2020-11-05T19:14:00Z
11,14,14,B8,2020-11-05T19:20:00Z
11,14,14,B8,2020-11-05T19:25:00Z
11,13,14,B8,2020-11-05T19:31:00Z
12,14,14,B8,2020-11-05T19:36:00Z
12,15,15,B8,2020-11-05T19:42:00Z
11,14,15,B8,2020-11-05T19:48:00Z
12,15,18,B8,2020-11-05T19:53:00Z
10,12,14,B8,2020-11-05T19:59:00Z
10,15,16,B8,2020-11-05T20:04:00Z
11,14,14,B8,2020-11-05T20:10:00Z
13,18,18,B8,2020-11-05T20:15:00Z
11,13,14,B8,2020-11-05T20:21:00Z
12,17,18,B8,2020-11-05T20:26:00Z
12,14,15,B8,2020-11-05T20:32:00Z
10,12,13,B8,2020-11-05T20:37:00Z
11,15,17,B8,2020-11-05T20:43:00Z
10,13,13,B8,2020-11-05T20:48:00Z
12,14,17,B8,2020-11-05T20:54:00Z
11,15,20,B8,2020-11-05T20:59:00Z
11,17,19,B8,2020-11-05T21:05:00Z
11,15,15,B8,2020-11-05T21:11:00Z
10,14,15,B8,2020-11-05T21:16:00Z
12,14,16,B8,2020-11-05T21:22:00Z
11,18,18,B8,2020-11-05T21:27:00Z
10,13,14,B8,2020-11-05T21:33:00Z
10,14,14,B8,2020-11-05T21:38:00Z
11,14,18,B8,2020-11-05T21:44:00Z
11,15,17,B8,2020-11-05T21:49:00Z
11,15,16,B8,2020-11-05T21:55:00Z
11,13,15,B8,2020-11-05T22:00:00Z
10,13,14,B8,2020-11-05T22:06:00Z
11,15,15,B8,2020-11-05T22:11:00Z
11,14,18,B8,2020-11-05T22:17:00Z
11,17,17,B8,2020-11-05T22:22:00Z
10,15,15,B8,2020-11-05T22:28:00Z
11,14,15,B8,2020-11-05T22:34:00Z
12,15,18,B8,2020-11-05T22:39:00Z
12,15,17,B8,2020-11-05T22:45:00Z
12,17,18,B8,2020-11-05T22:50:00Z
12,17,18,B8,2020-11-05T22:56:00Z
13,19,19,B8,2020-11-05T23:01:00Z
13,20,20,B8,2020-11-05T23:07:00Z
13,19,20,B8,2020-11-05T23:12:00Z
13,19,20,B8,2020-11-05T23:18:00Z
14,19,20,B8,2020-11-05T23:23:00Z
13,19,20,B8,2020-11-05T23:29:00Z
13,19,21,B8,2020-11-05T23:34:00Z
14,21,23,B8,2020-11-05T23:40:00Z
14,19,20,B8,2020-11-05T23:45:00Z
13,18,21,B8,2020-11-05T23:51:00Z
12,15,18,B8,2020-11-05T23:57:00Z
11,14,14,B8,2020-11-06T00:02:00Z
11,15,18,B8,2020-11-06T00:08:00Z
11,15,15,B8,2020-11-06T00:13:00Z
13,19,21,B8,2020-11-06T00:19:00Z
15,20,20,B8,2020-11-06T00:24:00Z
15,21,23,B8,2020-11-06T00:30:00Z
12,16,18,B8,2020-11-06T00:35:00Z
14,20,22,B8,2020-11-06T00:41:00Z
16,23,24,B8,2020-11-06T00:46:00Z
18,24,29,B8,2020-11-06T00:52:00Z
19,25,27,B8,2020-11-06T00:57:00Z
19,24,28,B8,2020-11-06T01:03:00Z
19,28,30,B8,2020-11-06T01:08:00Z
21,27,28,B8,2020-11-06T01:14:00Z
21,26,30,B8,2020-11-06T01:20:00Z
22,29,29,B8,2020-11-06T01:25:00Z
21,26,27,B8,2020-11-06T01:31:00Z
22,27,28,B8,2020-11-06T01:36:00Z
20,27,29,B8,2020-11-06T01:42:00Z
23,30,35,B8,2020-11-06T01:47:00Z
18,24,24,B8,2020-11-06T01:53:00Z
18,23,26,B8,2020-11-06T01:58:00Z
19,25,28,B8,2020-11-06T02:04:00Z
19,24,25,B8,2020-11-06T02:09:00Z
19,23,24,B8,2020-11-06T02:15:00Z
17,24,26,B8,2020-11-06T02:20:00Z
17,22,23,B8,2020-11-06T02:26:00Z
15,21,23,B8,2020-11-06T02:31:00Z
19,25,28,B8,2020-11-06T02:37:00Z
18,24,25,B8,2020-11-06T02:43:00Z
20,28,29,B8,2020-11-06T02:48:00Z
19,25,25,B8,2020-11-06T02:54:00Z
21,28,32,B8,2020-11-06T02:59:00Z
21,29,30,B8,2020-11-06T03:05:00Z
22,28,30,B8,2020-11-06T03:10:00Z
21,27,28,B8,2020-11-06T03:16:00Z
21,25,26,B8,2020-11-06T03:21:00Z
19,24,25,B8,2020-11-06T03:27:00Z
19,25,26,B8,2020-11-06T03:32:00Z
19,25,27,B8,2020-11-06T03:38:00Z
20,26,27,B8,2020-11-06T03:43:00Z
20,25,28,B8,2020-11-06T03:49:00Z
18,23,24,B8,2020-11-06T03:54:00Z
19,25,26,B8,2020-11-06T04:00:00Z
19,24,26,B8,2020-11-06T04:06:00Z
19,24,24,B8,2020-11-06T04:11:00Z
20,27,30,B8,2020-11-06T04:17:00Z
21,26,28,B8,2020-11-06T04:22:00Z
21,27,29,B8,2020-11-06T04:28:00Z
23,30,33,B8,2020-11-06T04:33:00Z
20,26,26,B8,2020-11-06T04:39:00Z
21,29,30,B8,2020-11-06T04:44:00Z
20,27,28,B8,2020-11-06T04:50:00Z
20,29,30,B8,2020-11-06T04:55:00Z
21,26,27,B8,2020-11-06T05:01:00Z
23,31,33,B8,2020-11-06T05:06:00Z
24,31,32,B8,2020-11-06T05:12:00Z
23,31,35,B8,2020-11-06T05:17:00Z
23,30,31,B8,2020-11-06T05:23:00Z
23,29,31,B8,2020-11-06T05:29:00Z
24,30,36,B8,2020-11-06T05:34:00Z
23,29,29,B8,2020-11-06T05:40:00Z
26,34,36,B8,2020-11-06T05:45:00Z
24,32,35,B8,2020-11-06T05:51:00Z
25,32,36,B8,2020-11-06T05:56:00Z
25,33,40,B8,2020-11-06T06:02:00Z
25,32,36,B8,2020-11-06T06:07:00Z
23,30,32,B8,2020-11-06T06:13:00Z
24,30,31,B8,2020-11-06T06:18:00Z
25,32,34,B8,2020-11-06T06:24:00Z
24,30,31,B8,2020-11-06T06:29:00Z
26,33,34,B8,2020-11-06T06:35:00Z
26,34,38,B8,2020-11-06T06:40:00Z
26,32,33,B8,2020-11-06T06:46:00Z
26,32,35,B8,2020-11-06T06:52:00Z
26,35,37,B8,2020-11-06T06:57:00Z
23,31,32,B8,2020-11-06T07:03:00Z
26,36,39,B8,2020-11-06T07:08:00Z
28,37,38,B8,2020-11-06T07:14:00Z
26,35,37,B8,2020-11-06T07:19:00Z
27,36,39,B8,2020-11-06T07:25:00Z
27,37,38,B8,2020-11-06T07:30:00Z
26,35,37,B8,2020-11-06T07:36:00Z
27,38,41,B8,2020-11-06T07:41:00Z
27,35,38,B8,2020-11-06T07:47:00Z
28,38,38,B8,2020-11-06T07:52:00Z
27,36,40,B8,2020-11-06T07:58:00Z
30,40,41,B8,2020-11-06T08:03:00Z
29,42,47,B8,2020-11-06T08:09:00Z
30,40,44,B8,2020-11-06T08:14:00Z
33,45,46,B8,2020-11-06T08:20:00Z
29,39,40,B8,2020-11-06T08:26:00Z
28,38,40,B8,2020-11-06T08:31:00Z
31,42,44,B8,2020-11-06T08:37:00Z
29,40,45,B8,2020-11-06T08:42:00Z
33,46,50,B8,2020-11-06T08:48:00Z
36,47,53,B8,2020-11-06T08:53:00Z
35,45,47,B8,2020-11-06T08:59:00Z
34,45,48,B8,2020-11-06T09:04:00Z
34,44,49,B8,2020-11-06T09:10:00Z
34,47,49,B8,2020-11-06T09:15:00Z
33,44,46,B8,2020-11-06T09:21:00Z
38,52,56,B8,2020-11-06T09:26:00Z
39,52,57,B8,2020-11-06T09:32:00Z
42,58,62,B8,2020-11-06T09:37:00Z
38,52,57,B8,2020-11-06T09:43:00Z
41,55,59,B8,2020-11-06T09:49:00Z
37,51,58,B8,2020-11-06T09:54:00Z
40,51,56,B8,2020-11-06T10:00:00Z
40,53,63,B8,2020-11-06T10:05:00Z
36,48,53,B8,2020-11-06T10:11:00Z
34,47,53,B8,2020-11-06T10:16:00Z
36,46,50,B8,2020-11-06T10:22:00Z
40,53,57,B8,2020-11-06T10:27:00Z
38,52,54,B8,2020-11-06T10:33:00Z
39,50,53,B8,2020-11-06T10:38:00Z
38,50,55,B8,2020-11-06T10:44:00Z
38,52,55,B8,2020-11-06T10:49:00Z
36,49,53,B8,2020-11-06T10:55:00Z
36,49,53,B8,2020-11-06T11:00:00Z
35,49,54,B8,2020-11-06T11:06:00Z
35,50,55,B8,2020-11-06T11:12:00Z
36,50,52,B8,2020-11-06T11:17:00Z
39,49,52,B8,2020-11-06T11:23:00Z
39,51,53,B8,2020-11-06T11:28:00Z
39,50,55,B8,2020-11-06T11:34:00Z
37,48,51,B8,2020-11-06T11:39:00Z
34,45,47,B8,2020-11-06T11:45:00Z
37,48,54,B8,2020-11-06T11:50:00Z
35,45,49,B8,2020-11-06T11:56:00Z
43,63,66,B8,2020-11-06T12:01:00Z
60,80,84,B8,2020-11-06T12:07:00Z
61,87,95,B8,2020-11-06T12:12:00Z
63,86,96,B8,2020-11-06T12:18:00Z
61,83,94,B8,2020-11-06T12:23:00Z
62,87,96,B8,2020-11-06T12:29:00Z
64,92,100,B8,2020-11-06T12:35:00Z
66,92,96,B8,2020-11-06T12:40:00Z
65,90,95,B8,2020-11-06T12:46:00Z
66,88,98,B8,2020-11-06T12:51:00Z
69,99,110,B8,2020-11-06T12:57:00Z
70,101,110,B8,2020-11-06T13:02:00Z
69,98,111,B8,2020-11-06T13:08:00Z
68,98,113,B8,2020-11-06T13:13:00Z
71,97,108,B8,2020-11-06T13:19:00Z
70,96,109,B8,2020-11-06T13:24:00Z
68,97,116,B8,2020-11-06T13:30:00Z
69,98,102,B8,2020-11-06T13:35:00Z
61,88,99,B8,2020-11-06T13:41:00Z
59,78,88,B8,2020-11-06T13:46:00Z
60,83,92,B8,2020-11-06T13:52:00Z
61,85,91,B8,2020-11-06T13:57:00Z
56,80,83,B8,2020-11-06T14:03:00Z
56,77,91,B8,2020-11-06T14:09:00Z
52,70,74,B8,2020-11-06T14:14:00Z
49,72,80,B8,2020-11-06T14:20:00Z
50,70,75,B8,2020-11-06T14:25:00Z
45,65,72,B8,2020-11-06T14:31:00Z
52,75,77,B8,2020-11-06T14:36:00Z
49,72,79,B8,2020-11-06T14:42:00Z
47,64,68,B8,2020-11-06T14:47:00Z
52,68,73,B8,2020-11-06T14:53:00Z
49,70,74,B8,2020-11-06T14:58:00Z
49,66,78,B8,2020-11-06T15:04:00Z
49,67,70,B8,2020-11-06T15:09:00Z
46,63,67,B8,2020-11-06T15:15:00Z
46,61,66,B8,2020-11-06T15:20:00Z
44,57,65,B8,2020-11-06T15:26:00Z
45,61,66,B8,2020-11-06T15:32:00Z
45,67,72,B8,2020-11-06T15:37:00Z
42,56,60,B8,2020-11-06T15:43:00Z
43,57,61,B8,2020-11-06T15:48:00Z
42,57,62,B8,2020-11-06T15:54:00Z
41,56,61,B8,2020-11-06T15:59:00Z
42,54,57,B8,2020-11-06T16:05:00Z
37,53,58,B8,2020-11-06T16:10:00Z
39,55,64,B8,2020-11-06T16:16:00Z
39,55,57,B8,2020-11-06T16:21:00Z
36,50,56,B8,2020-11-06T16:27:00Z
39,53,56,B8,2020-11-06T16:32:00Z
33,46,47,B8,2020-11-06T16:38:00Z
39,52,55,B8,2020-11-06T16:43:00Z
39,52,55,B8,2020-11-06T16:49:00Z
39,51,55,B8,2020-11-06T16:55:00Z
38,53,59,B8,2020-11-06T17:00:00Z
43,59,66,B8,2020-11-06T17:06:00Z
41,56,59,B8,2020-11-06T17:11:00Z
37,54,59,B8,2020-11-06T17:17:00Z
40,55,58,B8,2020-11-06T17:22:00Z
41,55,59,B8,2020-11-06T17:28:00Z
42,58,63,B8,2020-11-06T17:33:00Z
39,54,59,B8,2020-11-06T17:39:00Z
38,54,57,B8,2020-11-06T17:44:00Z
36,49,52,B8,2020-11-06T17:50:00Z
35,50,55,B8,2020-11-06T17:55:00Z
37,53,56,B8,2020-11-06T18:01:00Z
38,52,55,B8,2020-11-06T18:06:00Z
41,56,60,B8,2020-11-06T18:12:00Z
41,52,57,B8,2020-11-06T18:18:00Z
39,56,62,B8,2020-11-06T18:23:00Z
44,63,69,B8,2020-11-06T18:29:00Z
49,67,72,B8,2020-11-06T18:34:00Z
48,67,73,B8,2020-11-06T18:40:00Z
48,65,69,B8,2020-11-06T18:45:00Z
47,65,69,B8,2020-11-06T18:51:00Z
47,64,69,B8,2020-11-06T18:56:00Z
49,65,69,B8,2020-11-06T19:02:00Z
51,67,70,B8,2020-11-06T19:07:00Z
52,71,73,B8,2020-11-06T19:13:00Z
53,74,81,B8,2020-11-06T19:18:00Z
55,77,84,B8,2020-11-06T19:24:00Z
58,79,84,B8,2020-11-06T19:29:00Z
57,76,82,B8,2020-11-06T19:35:00Z
58,79,88,B8,2020-11-06T19:40:00Z
60,85,90,B8,2020-11-06T19:46:00Z
57,78,89,B8,2020-11-06T19:52:00Z
59,80,86,B8,2020-11-06T19:57:00Z
59,86,95,B8,2020-11-06T20:03:00Z
63,88,93,B8,2020-11-06T20:08:00Z
59,82,87,B8,2020-11-06T20:14:00Z
57,77,89,B8,2020-11-06T20:19:00Z
61,88,101,B8,2020-11-06T20:25:00Z
67,94,102,B8,2020-11-06T20:30:00Z
71,101,118,B8,2020-11-06T20:36:00Z
69,99,107,B8,2020-11-06T20:41:00Z
69,99,114,B8,2020-11-06T20:47:00Z
69,95,109,B8,2020-11-06T20:52:00Z
71,101,112,B8,2020-11-06T20:58:00Z
71,106,121,B8,2020-11-06T21:03:00Z
69,96,110,B8,2020-11-06T21:09:00Z
77,111,120,B8,2020-11-06T21:15:00Z
76,106,116,B8,2020-11-06T21:20:00Z
75,112,121,B8,2020-11-06T21:26:00Z
78,108,121,B8,2020-11-06T21:31:00Z
78,110,123,B8,2020-11-06T21:37:00Z
78,112,124,B8,2020-11-06T21:42:00Z
79,112,130,B8,2020-11-06T21:48:00Z
80,113,122,B8,2020-11-06T21:53:00Z
82,119,136,B8,2020-11-06T21:59:00Z
